name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
		OtherSpecialCharges,"39,401,000","36,931,000","29,560,000","21,264,000","15,515,000","11,108,000","8,546,000","12,341,000","17,162,000","16,922,000","15,609,000","15,511,000","11,909,000","8,495,000","7,767,000",,,"6,168,000",,,,,,
		GainOnSaleOfPPE,,,,,,,,"-13,345,000","-23,877,000","-13,194,000","-6,976,000","-6,751,000","-5,027,000","-5,806,000","-6,296,000",,,,,,,,,
PretaxIncome,"1,864,265,000","1,620,506,000","1,181,531,000","812,763,000","293,781,000","458,285,000","268,436,000","275,743,000","38,739,000","769,867,000","714,303,000","534,471,000","457,685,000","349,705,000","289,061,000","204,225,000","127,206,000","114,002,000","68,255,000","30,240,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
TaxProvision,"454,004,000","391,769,000","282,430,000","159,779,000","-61,985,000","108,127,000","91,883,000","99,490,000","15,801,000","294,265,000","268,929,000","207,033,000","179,685,000","134,760,000","110,080,000","77,380,000","49,004,000","43,439,000","26,832,000","-7,456,000",,"0","0","0"
NetIncomeCommonStockholders,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
	NetIncome,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
			NetIncomeContinuousOperations,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
DilutedNIAvailtoComStockholders,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
BasicEPS,"1.022","0.892","0.646","0.464","0.255","0.252","0.127","0.124","0.016","0.306","0.287","0.212","0.176","0.138","0.115","0.08","0.048","0.043","0.026","0.029","0.005","-0.007","-0.017","-0.03"
DilutedEPS,"1.017","0.887","0.641","0.458","0.25","0.248","0.126","0.123","0.015","0.302","0.283","0.209","0.175","0.135","0.113","0.079","0.047","0.043","0.026","0.029","0.005","-0.007","-0.017","-0.03"
BasicAverageShares,"1,373,638,500","1,377,750,000","1,392,550,000","1,406,600,000","1,395,850,000","1,387,000,000","1,391,150,000","1,424,550,000","1,463,250,000","1,554,600,000","1,551,900,000","1,547,850,000","1,575,650,000","1,560,850,000","1,561,700,000","1,588,300,000","1,638,300,000","1,633,600,000","1,602,550,000","1,314,050,000","1,272,700,000","1,119,200,000","996,550,000","803,150,000"
DilutedAverageShares,"1,381,980,500","1,385,500,000","1,403,100,000","1,425,550,000","1,420,800,000","1,414,750,000","1,398,100,000","1,428,050,000","1,488,500,000","1,574,700,000","1,575,600,000","1,564,050,000","1,589,150,000","1,588,750,000","1,586,750,000","1,605,100,000","1,657,300,000","1,657,300,000","1,623,250,000","1,318,700,000","1,272,700,000","1,119,200,000","996,550,000","803,150,000"
TotalOperatingIncomeAsReported,"1,785,742,000","1,557,813,000","1,160,403,000","804,943,000","290,164,000","443,958,000","258,368,000","270,794,000","34,567,000","763,589,000","710,800,000","532,720,000","455,865,000","350,562,000","287,831,000","203,705,000","124,039,000","108,183,000","61,952,000","30,994,000","6,106,000","-7,935,000","-17,632,000","-24,722,000"
RentExpenseSupplemental,"531,798,000","503,264,000","460,425,000","416,606,000","387,762,000","363,072,000","347,123,000","327,132,000","293,636,000","262,412,000","230,868,000","199,107,000","171,435,000","147,274,000","128,933,000",,,,,,,,,
TotalExpenses,"8,813,081,000","8,238,535,000","7,423,550,000","6,701,563,000","5,648,378,000","5,108,209,000","4,531,432,000","4,179,932,000","3,828,778,000","3,707,518,000","3,374,884,000","2,659,609,000","2,258,423,000","1,904,685,000","1,534,028,000","1,314,712,000","1,207,929,000","977,599,000","760,978,000","596,701,000","464,615,000","49,279,000","37,063,000","29,417,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
NormalizedIncome,"1,458,986,004.906","1,285,815,158","937,682,939","685,549,665","389,413,160","376,288,328","226,024,730","192,666,354","47,561,400","494,213,688","459,467,040","341,084,606","288,280,152","223,740,115","187,688,538.558","126,845,000","78,202,000","70,563,000","47,953,092.74","39,567,400","7,132,800","-7,714,000","-17,289,000","-24,000,000"
InterestIncome,"78,523,000","62,693,000","21,128,000","7,820,000","3,617,000","14,327,000","10,068,000",,,,,,,"2,088,000","1,499,000","925,000","3,469,000","6,115,000",,,,,,
InterestExpense,,,,,,,,,,,,,,"2,945,000","269,000","405,000","302,000","296,000",,,,,,
NetInterestIncome,"78,523,000","62,693,000","21,128,000","7,820,000","3,617,000","14,327,000","10,068,000","4,949,000","4,172,000","6,278,000","3,503,000","1,751,000","1,820,000","-857,000","1,230,000","520,000","3,167,000","5,819,000",,,,,,
EBIT,"1,850,153,000","1,633,114,000","1,211,102,000","845,498,000","336,256,000","478,160,000","333,553,000","296,480,000","75,606,000","793,705,000","733,385,000","554,982,000","472,801,000","364,863,000","301,894,000","204,630,000","127,508,000","114,298,000","61,952,000","30,994,000","6,106,000","266,241,000","167,582,000","102,181,000"
EBITDA,"2,180,996,000","1,952,508,000","1,497,928,000","1,100,155,000","574,790,000","690,938,000","535,532,000","459,828,000","221,974,000","924,073,000","843,859,000","651,036,000","556,931,000","439,801,000","370,815,000","265,938,000","180,278,000","157,893,000","96,205,000","59,020,000","27,908,000","281,331,000","178,842,000","110,911,000"
ReconciledCostOfRevenue,"7,773,837,000","7,285,557,000","6,572,533,000","5,840,052,000","4,943,553,000","4,443,879,000","3,953,993,000","3,720,196,000","3,406,170,000","3,326,936,000","2,990,513,000","2,359,822,000","1,990,884,000","1,680,321,000","1,346,517,000","1,139,898,000","1,045,041,000","843,213,000","650,681,000","511,621,000","218,422,000",,,
ReconciledDepreciation,"330,843,000","319,394,000","286,826,000","254,657,000","238,534,000","212,778,000","201,979,000","163,348,000","146,368,000","130,368,000","110,474,000","96,054,000","84,130,000","74,938,000","68,921,000","61,308,000","52,770,000","43,595,000","34,253,000","28,026,000","21,802,000","15,090,000","11,260,000","8,730,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,410,261,000","1,228,737,000","899,101,000","652,984,000","355,766,000","350,158,000","176,553,000","176,253,000","22,938,000","475,602,000","445,374,000","327,438,000","278,000,000","214,945,000","178,981,000","126,845,000","78,202,000","70,563,000","41,423,000","37,696,000","6,126,000","-7,714,000","-17,289,000","-24,000,000"
TotalUnusualItemsExcludingGoodwill,"-64,411,000","-75,301,000","-50,699,000","-40,555,000","-46,092,000","-34,202,000","-75,185,000","-25,686,000","-41,039,000","-30,116,000","-22,585,000","-22,262,000","-16,936,000","-14,301,000","-14,063,000",,,"-15,753,000","-10,760,000","-3,119,000","-1,678,000",,,
TotalUnusualItems,"-64,411,000","-75,301,000","-50,699,000","-40,555,000","-46,092,000","-34,202,000","-75,185,000","-25,686,000","-41,039,000","-30,116,000","-22,585,000","-22,262,000","-16,936,000","-14,301,000","-14,063,000",,,"-15,753,000","-10,760,000","-3,119,000","-1,678,000",,,
NormalizedEBITDA,"2,245,407,000","2,027,809,000","1,548,627,000","1,140,710,000","620,882,000","725,140,000","610,717,000","485,514,000","263,013,000","954,189,000","866,444,000","673,298,000","573,867,000","454,102,000","384,878,000","265,938,000","180,278,000","157,893,000","106,965,000","62,139,000","29,586,000","281,331,000","178,842,000","110,911,000"
TaxRateForCalcs,"0.244","0.242","0.239","0.197","0.27","0.236","0.342","0.361","0.4","0.382","0.376","0.387","0.393","0.385","0.381","0.379","0.385","0.381","0.393","0.4","0.4","0","0","0"
TaxEffectOfUnusualItems,"-15,685,995.094","-18,222,842","-12,117,061","-7,989,335","-12,444,840","-8,071,672","-25,713,270","-9,272,646","-16,415,600","-11,504,312","-8,491,960","-8,615,394","-6,655,848","-5,505,885","-5,355,461.442","0","0","0","-4,229,907.26","-1,247,600","-671,200","0","0","0"
