name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"10,663,234,000","9,871,649,000","8,634,652,000","7,547,061,000","5,984,634,000","5,586,369,000","4,864,985,000","4,476,412,000","3,904,384,000","4,501,223,000","4,108,269,000","3,214,591,000","2,731,224,000","2,269,548,000","1,835,922,000","1,518,417,000","1,331,968,000","1,085,782,000","822,930,000","627,695,000","470,721,000","315,520,000","204,645,000","131,598,000"
	OperatingRevenue,"10,663,234,000","9,871,649,000","8,634,652,000","7,547,061,000","5,984,634,000","5,586,369,000","4,864,985,000","4,476,412,000","3,904,384,000","4,501,223,000","4,108,269,000","3,214,591,000","2,731,224,000","2,269,548,000","1,835,922,000","1,518,417,000","1,331,968,000","1,085,782,000","822,930,000","627,695,000","470,721,000","315,520,000","204,645,000","131,598,000"
CostOfRevenue,"7,773,837,000","7,285,557,000","6,572,533,000","5,840,052,000","4,943,553,000","4,443,879,000","3,953,993,000","3,720,196,000","3,406,170,000","3,326,936,000","2,990,513,000","2,359,822,000","1,990,884,000","1,680,321,000","1,346,517,000","1,139,898,000","1,045,041,000","843,213,000","650,681,000","511,621,000","218,422,000",,,
GrossProfit,"2,889,397,000","2,586,092,000","2,062,119,000","1,707,009,000","1,041,081,000","1,142,490,000","910,992,000","756,216,000","498,214,000","1,174,287,000","1,117,756,000","854,769,000","740,340,000","589,227,000","489,405,000","378,519,000","286,927,000","242,569,000","172,249,000","116,074,000","252,299,000",,,
OperatingExpense,"1,039,244,000","952,978,000","851,017,000","861,511,000","704,825,000","664,330,000","577,439,000","459,736,000","422,608,000","380,582,000","384,371,000","299,787,000","267,539,000","224,364,000","187,511,000","174,814,000","162,888,000","134,386,000","110,297,000","85,080,000","246,193,000","49,279,000","37,063,000","29,417,000"
	SellingGeneralAndAdministration,"708,401,000","633,584,000","564,191,000","606,854,000","466,291,000","451,552,000","375,460,000","296,388,000","276,240,000","250,214,000","273,897,000","203,733,000","183,409,000","149,426,000","118,590,000","107,550,000","100,779,000","84,623,000","65,284,000","53,935,000","222,713,000","34,189,000","25,803,000","20,687,000"
		GeneralAndAdministrativeExpense,"708,401,000","633,584,000","564,191,000","606,854,000","466,291,000","451,552,000","375,460,000","296,388,000","276,240,000","250,214,000","273,897,000","203,733,000","183,409,000","149,426,000","118,590,000",,,,,,,,,
			OtherGandA,"708,401,000","633,584,000","564,191,000","606,854,000","466,291,000","451,552,000","375,460,000","296,388,000","276,240,000","250,214,000","273,897,000","203,733,000","183,409,000","149,426,000","118,590,000",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"330,843,000","319,394,000","286,826,000","254,657,000","238,534,000","212,778,000","201,979,000","163,348,000","146,368,000","130,368,000","110,474,000","96,054,000","84,130,000","74,938,000","68,921,000","61,308,000","52,770,000","43,595,000","34,253,000","28,026,000","21,802,000","15,090,000","11,260,000","8,730,000"
		DepreciationAndAmortizationInIncomeStatement,"330,843,000","319,394,000","286,826,000","254,657,000","238,534,000","212,778,000","201,979,000","163,348,000","146,368,000","130,368,000","110,474,000","96,054,000","84,130,000","74,938,000","68,921,000","61,308,000","52,770,000","43,595,000","34,253,000","28,026,000","21,802,000","15,090,000","11,260,000","8,730,000"
	OtherOperatingExpenses,,,"29,560,000","21,264,000","15,515,000","11,108,000","8,546,000","12,341,000","17,162,000","16,922,000","15,609,000","15,511,000","11,909,000","8,495,000","6,296,000","5,956,000","9,339,000","6,168,000","10,760,000","3,119,000","1,678,000",,,
OperatingIncome,"1,850,153,000","1,633,114,000","1,211,102,000","845,498,000","336,256,000","478,160,000","333,553,000","296,480,000","75,606,000","793,705,000","733,385,000","554,982,000","472,801,000","364,863,000","301,894,000","203,705,000","124,039,000","108,183,000","61,952,000","30,994,000","6,106,000","266,241,000","167,582,000","102,181,000"
NetNonOperatingInterestIncomeExpense,"78,523,000","62,693,000","21,128,000","7,820,000","3,617,000","14,327,000","10,068,000","4,949,000","4,172,000","6,278,000","3,503,000","1,751,000","1,820,000","-857,000","1,230,000","520,000","3,167,000","5,819,000",,,,,,
	InterestIncomeNonOperating,"78,523,000","62,693,000","21,128,000","7,820,000","3,617,000","14,327,000","10,068,000",,,,,,,"2,088,000","1,499,000","925,000","3,469,000","6,115,000",,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,"2,945,000","269,000","405,000","302,000","296,000",,,,,,
	TotalOtherFinanceCost,,,,,,"-14,327,000","-10,068,000","-4,949,000","-4,172,000","-6,278,000","-3,503,000","-1,751,000","-1,820,000","857,000","-1,230,000",,,,,,,,,
OtherIncomeExpense,"-64,411,000","-75,301,000","-50,699,000","-40,555,000","-46,092,000","-34,202,000","-75,185,000","-25,686,000","-41,039,000","-30,116,000","-22,585,000","-22,262,000","-16,936,000","-14,301,000","-14,063,000",,,"-15,753,000","-10,760,000","-3,119,000","-1,678,000",,,
	SpecialIncomeCharges,"-64,411,000","-75,301,000","-50,699,000","-40,555,000","-46,092,000","-34,202,000","-75,185,000","-25,686,000","-41,039,000","-30,116,000","-22,585,000","-22,262,000","-16,936,000","-14,301,000","-14,063,000",,,"-15,753,000","-10,760,000","-3,119,000","-1,678,000",,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,"9,585,000",,,,,,
		ImpairmentOfCapitalAssets,"25,010,000","38,370,000","21,139,000","19,291,000","30,577,000","23,094,000","66,639,000","13,345,000","23,877,000",,,,,,,,,,,,,,,
