name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
OperatingCashFlow,"1,513,979,000","1,376,265,000","788,259,000","1,012,427,000","1,135,267,000","698,549,000","919,520,000","660,842,000","705,682,000","280,467,000","522,711,000","630,084,000","684,745,000","822,334,000","770,637,000","1,094,456,000","862,164,000","682,088,000","361,855,000","247,005,000","208,936,000","173,456,000","161,883,000","129,991,000","83,493,000","44,342,000"
	CashFlowFromContinuingOperatingActivities,"1,513,979,000","1,376,265,000","788,259,000","1,012,427,000","1,135,267,000","698,549,000","919,520,000","660,842,000","705,682,000","280,467,000","522,711,000","630,084,000","684,745,000","822,334,000","770,637,000","1,094,456,000","862,164,000","682,088,000","361,855,000","247,005,000","208,936,000","173,456,000","161,883,000","129,991,000","83,493,000","44,342,000"
		NetIncomeFromContinuingOperations,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
		OperatingGainsLosses,"-8,823,000","-25,264,000","-6,964,000","36,061,000","-13,064,000","17,631,000","14,138,000","22,442,000","11,800,000","37,678,000","-238,000","-46,721,000","36,695,000","12,069,000","64,846,000","-2,755,000","-50,760,000","-4,541,000","-4,129,000","2,205,000","-5,524,000","15,526,000","-11,303,000","-433,000","3,600,000","3,134,000"
			GainLossOnSaleOfPPE,"467,000","215,000","-2,083,000","298,000","-1,799,000","-233,000","-479,000","-230,000","-503,000","-198,000","-306,000","-724,000","-367,000","-2,192,000","-306,000","-14,000","124,000","560,000",,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-9,322,000","-25,541,000","-5,867,000","36,385,000","-9,873,000","18,663,000","13,790,000","21,681,000","13,125,000","37,931,000","573,000","-40,120,000","40,042,000","18,583,000","62,770,000",,,,,,,,,,,
			GainLossOnInvestmentSecurities,"32,000","62,000","986,000","-622,000","-1,392,000","-799,000","827,000","991,000","-822,000","-55,000","-505,000","-5,877,000","-2,980,000","-4,322,000","2,382,000","-2,741,000","-50,884,000","-5,101,000",,,,,,,,
		DepreciationAmortizationDepletion,"178,905,000","177,572,000","163,853,000","154,818,000","126,715,000","106,175,000","96,194,000","86,252,000","86,340,000","78,360,000","77,015,000","78,804,000","90,467,000","94,535,000","94,651,000","96,486,000","78,417,000","64,037,000","44,475,000","43,596,000","34,599,000","20,104,000","16,131,000","10,868,000","7,569,000","5,572,000"
			DepreciationAndAmortization,"178,905,000","177,572,000","163,853,000","154,818,000","126,715,000","106,175,000","96,194,000","86,252,000","86,340,000","78,360,000","77,015,000","78,804,000","90,467,000","94,535,000","94,651,000","96,486,000","78,417,000","64,037,000","44,475,000","43,596,000","34,599,000","20,104,000","16,131,000","10,868,000","7,569,000","5,572,000"
				Depreciation,"135,421,000","132,347,000","118,743,000","103,498,000","78,121,000","71,921,000","64,798,000","59,895,000","55,796,000","51,311,000","48,433,000","48,476,000","52,632,000","54,610,000","53,487,000","56,695,000","46,910,000","35,524,000","21,535,000","18,693,000","13,069,000","10,216,000","8,279,000","7,341,000","7,104,000",
				AmortizationCashFlow,"43,484,000","45,225,000","45,110,000","51,320,000","48,594,000","34,254,000","31,396,000","26,357,000","30,544,000","27,049,000","28,582,000","30,328,000","37,835,000","39,925,000","41,164,000","39,791,000","31,507,000","28,513,000","22,940,000","24,903,000","21,530,000","9,888,000","7,852,000","3,527,000","465,000",
					AmortizationOfIntangibles,"43,484,000","45,225,000","45,110,000","51,320,000","48,594,000","34,254,000","31,396,000","26,357,000","30,544,000","27,049,000","28,582,000","30,328,000","37,835,000","39,925,000","41,164,000","39,791,000","31,507,000","28,513,000","22,940,000","24,903,000","21,530,000","9,888,000","7,852,000","3,527,000","465,000",
		DeferredTax,"-307,693,000","-340,774,000","-143,286,000","-5,368,000","6,931,000","-88,358,000","38,978,000","-90,000,000","3,745,000","5,897,000","89,828,000","7,931,000","-32,080,000","-42,475,000","-471,000","-25,096,000","50,887,000","-57,843,000","-35,060,000","8,833,000","-7,951,000","-4,205,000","-573,000","-2,023,000","-4,464,000","835,000"
			DeferredIncomeTax,"-307,693,000","-340,774,000","-143,286,000","-5,368,000","6,931,000","-88,358,000","38,978,000","-90,000,000","3,745,000","5,897,000","89,828,000","7,931,000","-32,080,000","-42,475,000","-471,000","-25,096,000","50,887,000","-57,843,000","-35,060,000","8,833,000","-7,951,000","-4,205,000","-573,000","-2,023,000","-4,464,000","835,000"
		ProvisionandWriteOffofAssets,,,,,,,"26,702,000","32,092,000","30,594,000","20,736,000","25,969,000","22,444,000","13,950,000","17,745,000","1,277,000",,,,,,,,,,,
		StockBasedCompensation,"124,008,000","101,422,000","76,801,000","92,522,000","80,885,000","63,400,000","56,391,000","44,735,000","41,250,000","26,290,000","24,293,000","22,592,000","29,274,000","40,212,000","40,332,000","43,616,000","38,872,000","22,164,000",,,,,,,,
		OtherNonCashItems,,,,,,,,,,,,,,"555,526,000","64,047,000","67,471,000","72,703,000","37,666,000","36,113,000",,,,,,,
		ChangeInWorkingCapital,"151,621,000","173,673,000","-275,730,000","-347,806,000","-58,524,000","-352,785,000","19,739,000","-111,594,000","14,229,000","-344,721,000","-58,367,000","-67,378,000","4,036,000","179,352,000","-14,601,000","210,784,000","-60,803,000","-234,406,000","-193,667,000","-118,848,000","-17,888,000","-36,603,000","14,831,000","8,131,000","-28,875,000","-29,366,000"
