name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
				AllowanceForDoubtfulAccountsReceivable,"-1,204,000,000","-1,129,000,000","-895,000,000","-1,226,000,000","-201,000,000","-211,000,000","-278,000,000","-212,000,000","-327,000,000","-340,000,000","-344,000,000","-311,000,000","-331,000,000",,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,"-250,000,000","-422,000,000"
		Inventory,"16,461,000,000","15,366,000,000","12,988,000,000","10,235,000,000","10,398,000,000","9,816,000,000","10,663,000,000","11,040,000,000","13,764,000,000","13,642,000,000","14,039,000,000","14,714,000,000","14,324,000,000","12,125,000,000","10,107,000,000","13,195,000,000"
			RawMaterials,"7,422,000,000","8,014,000,000","8,240,000,000","5,117,000,000","4,713,000,000","4,274,000,000","4,203,000,000","5,008,000,000","5,147,000,000","5,380,000,000","5,872,000,000","6,560,000,000","6,486,000,000",,"4,201,000,000","4,849,000,000"
			WorkInProcess,,,,,,,,,,,,,"6,486,000,000","5,487,000,000","4,201,000,000",
			FinishedGoods,"9,039,000,000","7,353,000,000","4,748,000,000","5,118,000,000","5,685,000,000","5,542,000,000","6,460,000,000","6,032,000,000","8,617,000,000","8,262,000,000","8,167,000,000","8,154,000,000","7,838,000,000","6,638,000,000","5,906,000,000","9,579,000,000"
			OtherInventories,,"-1,000,000",,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,"0","-1,233,000,000"
		RestrictedCash,,,,,,,,,"1,590,000,000","1,338,000,000","1,247,000,000","686,000,000","1,005,000,000","1,240,000,000","13,917,000,000","672,000,000"
		CurrentDeferredAssets,,,,,,,,,"8,599,000,000","9,760,000,000","10,349,000,000","9,429,000,000","527,000,000","1,805,000,000","1,777,000,000","3,146,000,000"
			CurrentDeferredTaxesAssets,,,,,,,,,"8,599,000,000","9,760,000,000","10,349,000,000","9,429,000,000","527,000,000","1,805,000,000","1,777,000,000","3,146,000,000"
		AssetsHeldForSaleCurrent,,,,,,,"0","11,178,000,000",,,,,,"0","388,000,000",
		OtherCurrentAssets,"7,237,000,000","6,826,000,000","6,396,000,000","7,407,000,000","7,953,000,000","5,268,000,000","5,571,000,000","4,743,000,000","5,855,000,000","5,104,000,000","4,060,000,000","3,318,000,000","3,633,000,000","2,568,000,000","2,727,000,000","5,142,000,000"
	TotalNonCurrentAssets,"171,446,000,000","163,586,000,000","162,615,000,000","154,270,000,000","153,045,000,000","152,046,000,000","143,738,000,000","145,487,000,000","124,930,000,000","93,875,000,000","84,843,000,000","79,426,000,000","79,680,000,000","85,845,000,000","77,048,000,000","46,772,000,000"
		NetPPE,"80,903,000,000","77,950,000,000","79,044,000,000","77,451,000,000","80,805,000,000","82,317,000,000","79,135,000,000","66,945,000,000","51,401,000,000","34,803,000,000","29,250,000,000","25,845,000,000","23,790,000,000","19,235,000,000","18,687,000,000","39,665,000,000"
			GrossPPE,"123,765,000,000","119,215,000,000","119,824,000,000","115,455,000,000","109,504,000,000","109,042,000,000","103,216,000,000","87,611,000,000","63,750,000,000","44,078,000,000","36,679,000,000","31,662,000,000","28,476,000,000","22,512,000,000","19,972,000,000","83,377,000,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","5,171,000,000","4,743,000,000","10,774,000,000"
				LandAndImprovements,"1,293,000,000","1,307,000,000","1,301,000,000","1,339,000,000","1,302,000,000","1,349,000,000","1,647,000,000","1,587,000,000","1,636,000,000","1,695,000,000","1,868,000,000","2,107,000,000","2,502,000,000","2,536,000,000","2,602,000,000","1,162,000,000"
				BuildingsAndImprovements,"13,256,000,000","11,461,000,000","10,542,000,000","9,671,000,000","9,705,000,000","9,173,000,000","7,471,000,000","6,217,000,000","5,562,000,000","5,236,000,000","4,971,000,000","4,601,000,000","4,701,000,000","4,324,000,000","4,292,000,000","18,974,000,000"
				MachineryFurnitureEquipment,"37,074,000,000","33,413,000,000","31,444,000,000","30,013,000,000","29,814,000,000","26,453,000,000","23,915,000,000","21,613,000,000","19,338,000,000","16,788,000,000","15,222,000,000","12,720,000,000","11,530,000,000","8,727,000,000","6,686,000,000","49,529,000,000"
				OtherProperties,"64,007,000,000","65,694,000,000","71,142,000,000","70,851,000,000","65,641,000,000","67,387,000,000","63,995,000,000","53,701,000,000","32,581,000,000","16,245,000,000","11,974,000,000","9,216,000,000","6,673,000,000",,,
				ConstructionInProgress,"8,135,000,000","7,340,000,000","5,395,000,000","3,581,000,000","3,042,000,000","4,680,000,000","6,188,000,000","4,493,000,000","4,633,000,000","4,114,000,000","2,644,000,000","3,018,000,000","3,070,000,000","1,754,000,000","1,649,000,000","2,938,000,000"
			AccumulatedDepreciation,"-42,862,000,000","-41,265,000,000","-40,780,000,000","-38,004,000,000","-28,699,000,000","-26,725,000,000","-24,081,000,000","-20,666,000,000","-12,349,000,000","-9,275,000,000","-7,429,000,000","-5,817,000,000","-4,686,000,000","-3,277,000,000","-1,285,000,000","-43,712,000,000"
		GoodwillAndOtherIntangibleAssets,"4,841,000,000","4,934,000,000","5,073,000,000","5,220,000,000","5,378,000,000","5,618,000,000","5,892,000,000","6,193,000,000","5,976,000,000","6,383,000,000","7,228,000,000","8,782,000,000","39,033,000,000","43,660,000,000","45,219,000,000","265,000,000"
			Goodwill,"1,900,000,000","1,900,000,000","1,900,000,000","1,900,000,000","1,900,000,000","1,900,000,000","1,900,000,000","1,900,000,000","1,400,000,000","1,400,000,000","1,560,000,000","1,973,000,000","29,019,000,000","31,778,000,000","30,672,000,000","0"
			OtherIntangibleAssets,"2,941,000,000","3,034,000,000","3,173,000,000","3,320,000,000","3,478,000,000","3,718,000,000","3,992,000,000","4,293,000,000","4,576,000,000","4,983,000,000","5,668,000,000","6,809,000,000","10,014,000,000","11,882,000,000","14,547,000,000","265,000,000"
		InvestmentsAndAdvances,"10,613,000,000","10,176,000,000","9,677,000,000","8,406,000,000","8,562,000,000","9,215,000,000","9,073,000,000","8,996,000,000","9,201,000,000","8,350,000,000","8,094,000,000","6,883,000,000","6,790,000,000","8,529,000,000","7,936,000,000","4,063,000,000"
			LongTermEquityInvestment,"10,613,000,000","10,176,000,000","9,677,000,000","8,406,000,000","8,562,000,000","9,215,000,000","9,073,000,000","8,996,000,000","9,201,000,000","8,350,000,000","8,094,000,000","6,883,000,000","6,790,000,000","8,529,000,000","7,936,000,000",
				InvestmentsinAssociatesatCost,,,"9,677,000,000","8,406,000,000","8,562,000,000","9,215,000,000","9,073,000,000","8,996,000,000","9,201,000,000","8,350,000,000","8,094,000,000","6,883,000,000","6,790,000,000",,,
		NonCurrentAccountsReceivable,"45,043,000,000","40,591,000,000","36,167,000,000","31,783,000,000","26,355,000,000","25,083,000,000","21,208,000,000","17,001,000,000","18,500,000,000","16,006,000,000","14,354,000,000","6,954,000,000","5,911,000,000","8,197,000,000",,
		NonCurrentDeferredAssets,"22,339,000,000","20,539,000,000","21,152,000,000","24,136,000,000","24,640,000,000","24,082,000,000","23,544,000,000","33,172,000,000","36,860,000,000","25,414,000,000","22,736,000,000","27,922,000,000","512,000,000","308,000,000","564,000,000","98,000,000"
			NonCurrentDeferredTaxesAssets,"22,339,000,000","20,539,000,000","21,152,000,000","24,136,000,000","24,640,000,000","24,082,000,000","23,544,000,000","33,172,000,000","36,860,000,000","25,414,000,000","22,736,000,000","27,922,000,000","512,000,000","308,000,000","564,000,000","98,000,000"
		DefinedPensionBenefit,,,,,,,,,,,,,,,"98,000,000","109,000,000"
		OtherNonCurrentAssets,"7,707,000,000","9,396,000,000","11,502,000,000","7,274,000,000","7,305,000,000","5,731,000,000","4,886,000,000","13,180,000,000","2,992,000,000","2,919,000,000","3,181,000,000","3,040,000,000","3,644,000,000","5,916,000,000","4,642,000,000","2,572,000,000"
TotalLiabilitiesNetMinorityInterest,"204,757,000,000","191,753,000,000","178,903,000,000","185,517,000,000","182,080,000,000","184,562,000,000","176,282,000,000","177,615,000,000","154,015,000,000","141,477,000,000","123,170,000,000","112,422,000,000","105,612,000,000","101,739,000,000","114,338,000,000","176,115,000,000"
	CurrentLiabilities,"94,445,000,000","91,173,000,000","74,408,000,000","79,910,000,000","84,905,000,000","82,237,000,000","76,890,000,000","85,181,000,000","71,217,000,000","65,657,000,000","62,412,000,000","53,992,000,000","53,226,000,000","47,157,000,000","52,435,000,000","75,608,000,000"
		PayablesAndAccruedExpenses,"52,676,000,000","49,907,000,000","38,227,000,000","39,865,000,000","44,271,000,000","46,842,000,000","46,525,000,000","46,531,000,000","49,428,000,000","49,091,000,000","46,978,000,000","47,148,000,000","46,289,000,000","44,916,000,000","41,013,000,000","54,686,000,000"
			Payables,"28,114,000,000","27,486,000,000","20,391,000,000","19,928,000,000","21,018,000,000","22,297,000,000","23,929,000,000","23,333,000,000","24,062,000,000","22,529,000,000","23,621,000,000","25,166,000,000","24,551,000,000","21,497,000,000","18,725,000,000","22,259,000,000"
				AccountsPayable,"28,114,000,000","27,486,000,000","20,391,000,000","19,928,000,000","21,018,000,000","22,297,000,000","23,929,000,000","23,333,000,000","24,062,000,000","22,529,000,000","23,621,000,000","25,166,000,000","24,551,000,000","21,497,000,000","18,725,000,000","22,259,000,000"
			CurrentAccruedExpenses,"24,562,000,000","22,421,000,000","17,836,000,000","19,937,000,000","23,253,000,000","24,545,000,000","22,596,000,000","23,198,000,000","25,366,000,000","26,562,000,000","23,357,000,000","21,982,000,000","21,738,000,000","23,419,000,000","22,288,000,000","32,427,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"3,298,000,000","2,937,000,000","1,864,000,000","1,969,000,000","2,233,000,000","2,594,000,000","2,915,000,000","2,378,000,000","2,144,000,000","2,285,000,000","2,144,000,000","1,993,000,000","625,000,000","846,000,000",
		CurrentDebtAndCapitalLeaseObligation,"38,968,000,000","38,778,000,000","33,720,000,000","36,913,000,000","37,400,000,000","31,891,000,000","26,965,000,000","23,797,000,000","19,562,000,000","14,944,000,000","14,158,000,000","5,518,000,000","5,488,000,000","1,616,000,000","10,221,000,000","16,920,000,000"
			CurrentDebt,"38,968,000,000","38,778,000,000","33,720,000,000","36,913,000,000","37,400,000,000","31,891,000,000","26,965,000,000","23,797,000,000","19,562,000,000","14,944,000,000","14,158,000,000","5,518,000,000","5,349,000,000","1,616,000,000","10,221,000,000","16,920,000,000"
				OtherCurrentBorrowings,"38,968,000,000","38,778,000,000","33,720,000,000","36,913,000,000","37,400,000,000","31,891,000,000","26,965,000,000","23,797,000,000","19,562,000,000","14,944,000,000","14,158,000,000","5,518,000,000","5,349,000,000",,,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,"183,000,000","139,000,000",,,
		CurrentDeferredLiabilities,"2,802,000,000","2,489,000,000","2,461,000,000","3,132,000,000","3,234,000,000","3,504,000,000","3,400,000,000","2,695,000,000","2,227,000,000","1,622,000,000","1,276,000,000","1,326,000,000","1,137,000,000",,,
			CurrentDeferredRevenue,"2,802,000,000","2,489,000,000","2,461,000,000","3,132,000,000","3,234,000,000","3,504,000,000","3,400,000,000","2,695,000,000","2,227,000,000","1,622,000,000","1,276,000,000","1,326,000,000","1,137,000,000",,,
		OtherCurrentLiabilities,"-1,000,000","-1,000,000",,,,,,"12,158,000,000",,,,"467,000,000","312,000,000",,"355,000,000","4,002,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"110,312,000,000","100,580,000,000","104,495,000,000","105,607,000,000","97,175,000,000","102,325,000,000","99,392,000,000","92,434,000,000","82,798,000,000","75,820,000,000","60,758,000,000","58,430,000,000","52,386,000,000","54,582,000,000","61,903,000,000","100,507,000,000"
		LongTermDebtAndCapitalLeaseObligation,"83,680,000,000","76,888,000,000","76,671,000,000","73,950,000,000","66,934,000,000","73,060,000,000","67,254,000,000","51,326,000,000","43,549,000,000","31,721,000,000","22,025,000,000","10,532,000,000","7,367,000,000","9,142,000,000","5,562,000,000","29,018,000,000"
			LongTermDebt,"82,773,000,000","75,921,000,000","75,659,000,000","72,981,000,000","65,924,000,000","73,060,000,000","67,254,000,000","51,326,000,000","43,549,000,000","31,721,000,000","22,025,000,000","10,532,000,000","6,514,000,000","9,142,000,000","5,562,000,000","29,018,000,000"
			LongTermCapitalLeaseObligation,"907,000,000","967,000,000","1,012,000,000","969,000,000","1,010,000,000","0",,,,,,"855,000,000","853,000,000",,,
		NonCurrentDeferredLiabilities,"5,019,000,000","3,552,000,000","3,010,000,000","2,715,000,000","2,962,000,000","2,959,000,000","2,887,000,000","2,285,000,000","2,007,000,000","1,556,000,000","1,249,000,000","1,169,000,000","1,300,000,000","13,021,000,000","13,279,000,000","17,392,000,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,"12,336,000,000","13,021,000,000","13,279,000,000","17,392,000,000"
			NonCurrentDeferredRevenue,"5,019,000,000","3,552,000,000","3,010,000,000","2,715,000,000","2,962,000,000","2,959,000,000","2,887,000,000","2,285,000,000","2,007,000,000","1,556,000,000","1,249,000,000","1,169,000,000","1,300,000,000",,,
		NonCurrentAccruedExpenses,,,"6,005,000,000","5,193,000,000","4,811,000,000","4,802,000,000","5,338,000,000","5,833,000,000","5,792,000,000","6,064,000,000","4,880,000,000","4,285,000,000","3,539,000,000",,,
		EmployeeBenefits,"11,694,000,000","10,910,000,000","15,148,000,000","20,740,000,000","19,442,000,000","18,441,000,000","20,998,000,000","22,723,000,000","28,325,000,000","32,325,000,000","27,788,000,000","37,606,000,000","34,965,000,000","31,188,000,000","35,794,000,000","54,097,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"11,176,000,000","10,398,000,000","14,526,000,000","19,918,000,000","18,738,000,000","17,783,000,000","20,318,000,000","21,824,000,000","27,429,000,000","31,276,000,000","26,596,000,000","36,247,000,000","33,585,000,000","31,188,000,000","35,794,000,000","54,097,000,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,"0","666,000,000","0","6,998,000,000","0"
		LiabilitiesHeldforSaleNonCurrent,,,,,,,"0","7,626,000,000",,,,,,,,
		OtherNonCurrentLiabilities,"9,919,000,000","9,230,000,000","9,666,000,000","8,202,000,000","7,837,000,000","7,865,000,000","8,253,000,000","8,474,000,000","8,917,000,000","10,218,000,000","9,696,000,000","9,123,000,000","8,088,000,000","1,231,000,000","270,000,000",
TotalEquityGrossMinorityInterest,"68,307,000,000","72,284,000,000","65,815,000,000","49,677,000,000","45,957,000,000","42,777,000,000","36,200,000,000","44,075,000,000","40,323,000,000","36,024,000,000","43,174,000,000","37,000,000,000","38,991,000,000","37,159,000,000","21,957,000,000","-85,076,000,000"
	StockholdersEquity,"64,286,000,000","67,792,000,000","59,744,000,000","45,030,000,000","41,792,000,000","38,860,000,000","35,001,000,000","43,836,000,000","39,871,000,000","35,457,000,000","42,607,000,000","36,244,000,000","38,120,000,000","36,180,000,000","21,249,000,000","-85,560,000,000"
		CapitalStock,"12,000,000","14,000,000","15,000,000","14,000,000","14,000,000","14,000,000","14,000,000","15,000,000","15,000,000","16,000,000","3,124,000,000","10,405,000,000","10,407,000,000","10,406,000,000","15,000,000","1,017,000,000"
			PreferredStock,,,,,,,,,,"0","3,109,000,000","10,391,000,000","10,391,000,000","10,391,000,000","0",
			CommonStock,"12,000,000","14,000,000","15,000,000","14,000,000","14,000,000","14,000,000","14,000,000","15,000,000","15,000,000","16,000,000","15,000,000","14,000,000","16,000,000","15,000,000","15,000,000","1,017,000,000"
		AdditionalPaidInCapital,"19,130,000,000","26,428,000,000","27,061,000,000","26,542,000,000","26,074,000,000","25,563,000,000","25,371,000,000","26,983,000,000","27,607,000,000","28,937,000,000","28,780,000,000","23,834,000,000","26,391,000,000","24,257,000,000","24,040,000,000","16,489,000,000"
		RetainedEarnings,"55,391,000,000","49,251,000,000","41,937,000,000","31,962,000,000","26,860,000,000","22,322,000,000","17,627,000,000","26,168,000,000","20,285,000,000","14,577,000,000","13,816,000,000","10,057,000,000","7,183,000,000","266,000,000","-4,394,000,000","-70,727,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-10,247,000,000","-7,901,000,000","-9,269,000,000","-13,488,000,000","-11,156,000,000","-9,039,000,000","-8,011,000,000","-9,330,000,000","-8,036,000,000","-8,073,000,000","-3,113,000,000","-8,052,000,000","-5,861,000,000","1,251,000,000","1,588,000,000","-32,339,000,000"
			OtherEquityAdjustments,"-10,247,000,000","-7,901,000,000","-9,269,000,000","-13,488,000,000","-11,156,000,000","-9,039,000,000","-8,011,000,000","-9,330,000,000","-8,036,000,000","-8,073,000,000","-3,113,000,000","-8,052,000,000","-5,861,000,000",,,
	MinorityInterest,"4,021,000,000","4,492,000,000","6,071,000,000","4,647,000,000","4,165,000,000","3,917,000,000","1,199,000,000","239,000,000","452,000,000","567,000,000","567,000,000","756,000,000","871,000,000","979,000,000","708,000,000","484,000,000"
TotalCapitalization,"147,059,000,000","143,713,000,000","135,403,000,000","118,011,000,000","107,716,000,000","111,920,000,000","102,255,000,000","95,162,000,000","83,420,000,000","67,178,000,000","64,632,000,000","46,776,000,000","44,634,000,000","45,322,000,000","26,811,000,000","-56,542,000,000"
PreferredStockEquity,,,,,,,,,,,"3,109,000,000","10,391,000,000","10,391,000,000","10,391,000,000",,
CommonStockEquity,"64,286,000,000","67,792,000,000","59,744,000,000","45,030,000,000","41,792,000,000","38,860,000,000","35,001,000,000","43,836,000,000","39,871,000,000","35,457,000,000","39,498,000,000","25,853,000,000","27,729,000,000","25,789,000,000","21,249,000,000","-85,560,000,000"
CapitalLeaseObligations,"907,000,000","967,000,000","1,012,000,000","969,000,000","1,010,000,000","0",,,,,,"1,038,000,000","992,000,000",,,
NetTangibleAssets,"59,445,000,000","62,858,000,000","54,671,000,000","39,810,000,000","36,414,000,000","33,242,000,000","29,109,000,000","37,643,000,000","33,895,000,000","29,074,000,000","35,379,000,000","27,462,000,000","-913,000,000","-7,480,000,000","-23,970,000,000","-85,825,000,000"
WorkingCapital,"7,173,000,000","9,278,000,000","7,695,000,000","1,014,000,000","-9,913,000,000","-6,944,000,000","-8,146,000,000","-8,978,000,000","-1,809,000,000","17,969,000,000","19,089,000,000","16,004,000,000","11,697,000,000","5,896,000,000","6,812,000,000","-31,341,000,000"
InvestedCapital,"186,027,000,000","182,491,000,000","169,123,000,000","154,924,000,000","145,116,000,000","143,811,000,000","129,220,000,000","118,959,000,000","102,982,000,000","82,122,000,000","75,681,000,000","41,903,000,000","39,592,000,000","36,547,000,000","37,032,000,000","-39,622,000,000"
TangibleBookValue,"59,445,000,000","62,858,000,000","54,671,000,000","39,810,000,000","36,414,000,000","33,242,000,000","29,109,000,000","37,643,000,000","33,895,000,000","29,074,000,000","32,270,000,000","17,071,000,000","-11,304,000,000","-17,871,000,000","-23,970,000,000","-85,825,000,000"
TotalDebt,"122,648,000,000","115,666,000,000","110,391,000,000","110,863,000,000","104,334,000,000","104,951,000,000","94,219,000,000","75,123,000,000","63,111,000,000","46,665,000,000","36,183,000,000","16,050,000,000","12,855,000,000","10,758,000,000","15,783,000,000","45,938,000,000"
NetDebt,"102,888,000,000","95,546,000,000","89,312,000,000","89,902,000,000","84,255,000,000","84,107,000,000","78,707,000,000","62,549,000,000","47,873,000,000","27,711,000,000","16,162,000,000",,,,,"31,885,000,000"
ShareIssued,"1,200,000,000","1,400,000,000","1,500,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,500,000,000","1,500,000,000","1,600,000,000","1,500,000,000","1,366,373,526","1,564,727,289","1,500,136,998","1,500,136,998","1,500,000,000"
OrdinarySharesNumber,"1,200,000,000","1,400,000,000","1,500,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,500,000,000","1,500,000,000","1,600,000,000","1,500,000,000","1,366,373,526","1,564,727,289","1,500,136,998","1,500,136,998","1,500,000,000"
PreferredSharesNumber,,,,,,,,,,,"156,000,000","376,000,000","376,101,695","376,101,695",,
