name,ttm,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003
	NetIncome,"311,578,000","177,341,000","-1,187,721,000","334,414,000","413,333,000","238,065,000","296,130,000","274,457,000","224,884,000","193,013,000","215,704,000","136,269,000","132,688,000","101,774,000","77,789,000","61,016,000","49,013,000","29,631,000","6,158,000","17,152,000","6,329,000","2,339,049.184"
		NetIncomeIncludingNoncontrollingInterests,"336,512,000","235,363,000","-1,220,276,000","230,021,000","354,859,000","227,846,000","297,237,000","276,796,000","225,328,000","192,718,000","215,704,000","136,269,000","132,688,000","101,539,000","77,562,000","60,853,000","48,840,000","29,501,000","6,159,000","17,164,000","6,356,000","2,335,304.386"
			NetIncomeContinuousOperations,"336,512,000","235,363,000","-1,220,276,000","230,021,000","354,859,000","227,846,000","297,237,000","276,796,000","225,328,000","192,718,000","215,704,000","136,676,000","135,916,000","100,194,000","77,562,000","60,853,000","48,840,000","29,631,000","4,962,000","12,474,000","5,611,000","3,091,391.192"
			NetIncomeDiscontinuousOperations,,,,,,,,,,"0","0","-407,000","-3,228,000","1,345,000",,,,,"1,196,000","4,678,000","718,000","-752,342.009"
		MinorityInterests,"-24,934,000","-58,022,000","32,555,000","104,393,000","58,474,000","10,219,000","-1,107,000","-2,339,000","-444,000","295,000",,"0","0","235,000","227,000","163,000","173,000","130,000","-1,000","-12,000","-27,000","3,744.798"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,"3,000",,,
DilutedNIAvailtoComStockholders,"311,578,000","177,341,000","-1,187,721,000","334,414,000","413,333,000","238,065,000","296,130,000","274,457,000","224,884,000","193,013,000","215,704,000","136,269,000","132,688,000","101,774,000","77,789,000","61,016,000","49,013,000","29,631,000","6,155,000","17,152,000","6,329,000","2,339,049.184"
BasicEPS,"1.9","1.1","-7","2","2.61","1.5","1.87","1.74","1.43","1.22","1.38","0.88","0.86","0.66","0.52","0.41","0.33","0.21","0.03","0.17","0.06","0.023"
DilutedEPS,"1.8","1","-7","2","2.59","1.5","1.87","1.74","1.43","1.21","1.37","0.87","0.85","0.65","0.5","0.4","0.31","0.2","0.03","0.16","0.06","0.023"
BasicAverageShares,"165,350,263","167,826,455","169,641,923","164,546,344","158,429,576","158,293,890","158,168,794","157,551,320","156,782,439","156,438,606","156,033,992","155,762,959","154,627,784","153,856,715","150,952,249","149,633,634","149,992,200","134,218,191","100,000,000","100,000,000","100,000,000","100,000,000"
DilutedAverageShares,"166,878,864","168,563,199","169,641,923","165,198,238","159,536,890","159,039,345","158,556,500","157,986,394","157,391,686","157,302,174","157,903,464","157,823,792","156,872,441","156,470,579","154,831,633","153,578,336","156,449,101","142,093,794","111,111,111","104,840,183","100,000,000","100,000,000"
TotalOperatingIncomeAsReported,"387,952,000","190,046,000","-982,513,000","117,266,000","399,003,000","305,534,000","262,959,000","262,149,000","198,837,000","153,529,000","197,567,000","122,565,000","120,160,000","94,172,000","77,314,000","60,920,000","45,335,000","27,133,000","8,001,000","13,422,000","5,524,000","2,982,067.249"
TotalExpenses,"3,649,526,000","2,807,714,000","4,087,759,000","4,127,479,000","3,179,679,000","2,789,339,000","2,184,471,000","1,537,360,000","1,283,271,000","1,093,237,000","944,941,000","837,289,000","633,035,000","444,142,000","308,993,000","231,647,000","155,668,000","109,312,000","88,050,000","64,299,000","47,855,000","38,968,006.137"
NetIncomeFromContinuingAndDiscontinuedOperation,"311,578,000","177,341,000","-1,187,721,000","334,414,000","413,333,000","238,065,000","296,130,000","274,457,000","224,884,000","193,013,000","215,704,000","136,269,000","132,688,000","101,774,000","77,789,000","61,016,000","49,013,000","29,631,000","6,158,000","17,152,000","6,329,000","2,339,049.184"
NormalizedIncome,"316,303,253.24","183,745,047.843","-1,036,305,000","387,519,816.647","449,453,567.6","300,728,937.6","290,806,630.4","270,435,918.8","221,651,904","193,013,000","212,470,809.1","136,676,000","135,916,000","101,850,725","77,789,000","60,488,855.717","49,837,484.414","29,744,689.439","5,232,426.866","12,474,000","5,611,000","3,090,481.523"
InterestIncome,,"114,453,000","123,542,000","141,511,000","116,117,000","97,530,000","84,838,000","61,445,000","66,861,000","66,605,000","44,880,000","30,121,000","25,488,000","13,017,000","6,474,000","6,599,000","8,035,000",,"298,000","441,000","499,000",
InterestExpense,,"707,000","4,050,000","6,747,000","4,627,000","1,615,000","0","0",,,,,,,,"0","0",,"1,256,000","766,000","373,000",
NetInterestIncome,,"113,746,000","119,492,000","134,764,000","111,490,000","95,915,000","84,838,000","61,445,000","66,861,000","66,605,000","44,880,000","30,121,000","25,488,000","13,017,000","6,474,000","6,599,000","8,035,000",,"-958,000","-325,000","126,000",
EBIT,"507,144,000","309,238,000","-1,028,448,000","321,724,000","492,463,000","317,464,000","357,024,000","330,709,000","195,077,000","153,529,000","193,946,000","122,565,000","120,160,000","95,709,000","77,314,000","60,920,000","52,484,000","27,133,000","8,001,000","13,946,000","6,303,000","2,982,067.249"
EBITDA,"507,144,000","431,941,000","-834,019,000","552,167,000","643,465,000","431,468,000","436,054,000","386,098,000","243,592,000","200,915,000","237,754,000","161,758,000","146,518,000","112,728,000","89,664,000","71,522,000","60,287,000","34,185,000","13,216,000","13,946,000","6,303,000","2,982,067.249"
ReconciledCostOfRevenue,"1,900,177,000","1,409,438,000","1,754,291,000","2,036,875,000","1,588,899,000","1,376,269,000","1,065,740,000","749,586,000","614,364,000","526,320,000","451,669,000","384,177,000","293,063,000","213,779,000","147,261,000","112,011,000","77,219,000","55,239,000","40,016,000","33,068,000","23,077,000","17,556,942.07"
ReconciledDepreciation,,"122,703,000","194,429,000","230,443,000","151,002,000","114,004,000","79,030,000","55,389,000","48,515,000","47,386,000","43,808,000","39,193,000","26,358,000","17,019,000","12,350,000","10,602,000","7,803,000","7,052,000","5,215,000",,,
NetIncomeFromContinuingOperationNetMinorityInterest,"311,578,000","177,341,000","-1,187,721,000","334,414,000","413,333,000","238,065,000","296,130,000","274,457,000","224,884,000","193,013,000","215,704,000","136,676,000","135,916,000","100,429,000","77,789,000","61,016,000","49,013,000","29,631,000","4,962,000","12,474,000","5,611,000","3,091,391.192"
TotalUnusualItemsExcludingGoodwill,"-6,241,000","-8,149,000","-201,888,000","-72,290,000","-49,794,000","-85,794,000","6,386,000","4,748,000","3,760,000","0","3,621,000","0","0","-1,537,000","0","590,000","-886,000","-121,000","-365,000",,,"966.399"
TotalUnusualItems,"-6,241,000","-8,149,000","-201,888,000","-72,290,000","-49,794,000","-85,794,000","6,386,000","4,748,000","3,760,000","0","3,621,000","0","0","-1,537,000","0","590,000","-886,000","-121,000","-365,000",,,"966.399"
NormalizedEBITDA,"513,385,000","440,090,000","-632,131,000","624,457,000","693,259,000","517,262,000","429,668,000","381,350,000","239,832,000","200,915,000","234,133,000","161,758,000","146,518,000","114,265,000","89,664,000","70,932,000","61,173,000","34,306,000","13,581,000","13,946,000","6,303,000","2,981,100.85"
TaxRateForCalcs,"0.243","0.214","0.25","0.265","0.275","0.27","0.166","0.153","0.14","0.119","0.107","0.1","0.075","0.075","0.072","0.107","0.069","0.06","0.259","0.054","0.054","0.059"
TaxEffectOfUnusualItems,"-1,515,746.76","-1,744,952.157","-50,472,000","-19,184,183.353","-13,673,432.4","-23,130,062.4","1,062,630.4","726,918.8","527,904","0","387,809.1","0","0","-115,275","0","62,855.717","-61,515.586","-7,310.561","-94,573.134","0","0","56.73"
