Date,Open,High,Low,Close,Adj Close,Volume
2009-09-23,55.880001,56.270000,55.500000,55.540001,36.622997,8589400
2009-09-24,55.680000,56.389999,55.540001,56.119999,37.005463,9271400
2009-09-25,56.480000,57.459999,56.419998,56.950001,37.552761,11279900
2009-09-28,57.240002,57.669998,57.080002,57.169998,37.697815,7784200
2009-09-29,57.180000,57.660000,57.049999,57.169998,37.697815,7542100
2009-09-30,56.959999,57.330002,56.220001,57.070000,37.631886,9826300
2009-10-01,56.990002,57.139999,56.459999,56.740002,37.414284,10006000
2009-10-02,56.270000,57.180000,56.090000,56.709999,37.394508,8862000
2009-10-05,56.900002,57.000000,56.290001,56.610001,37.328568,8040800
2009-10-06,56.720001,57.639999,56.720001,57.439999,37.875854,7164800
2009-10-07,57.230000,57.560001,56.720001,57.139999,37.678036,7284400
2009-10-08,57.470001,57.619999,56.810001,56.869999,37.500015,8713600
2009-10-09,56.540001,56.770000,56.029999,56.700001,37.387909,10227800
2009-10-12,56.930000,57.540001,56.570000,56.680000,37.374722,8550100
2009-10-13,56.709999,57.299999,56.680000,57.049999,37.618694,6164500
2009-10-14,57.400002,57.930000,57.389999,57.500000,37.915424,7580200
2009-10-15,57.270000,58.250000,57.270000,58.200001,38.376999,8141000
2009-10-16,58.080002,59.230000,58.060001,58.779999,38.759457,9980400
2009-10-19,58.970001,59.450001,58.820000,59.279999,39.089165,7560600
2009-10-20,59.599998,59.650002,58.619999,58.919998,38.851765,7608600
2009-10-21,58.799999,59.110001,58.000000,58.330002,38.462734,9619500
2009-10-22,59.869999,60.599998,59.090000,59.500000,39.234226,24641000
2009-10-23,59.500000,59.610001,59.020000,59.430000,39.188065,7629500
2009-10-26,59.509998,59.959999,59.119999,59.200001,39.036407,9020300
2009-10-27,59.220001,59.279999,58.439999,59.020000,38.917713,8336600
2009-10-28,58.650002,59.320000,58.599998,58.639999,38.667137,8752500
2009-10-29,58.980000,59.220001,58.599998,59.139999,38.996841,6950800
2009-10-30,59.090000,59.500000,58.560001,58.610001,38.647366,9878800
2009-11-02,58.840000,59.540001,58.599998,59.160000,39.010025,7583300
2009-11-03,58.820000,59.540001,58.820000,59.240002,39.062782,6562000
2009-11-04,59.500000,60.849998,59.200001,60.290001,39.755157,12294800
2009-11-05,60.459999,61.500000,60.290001,61.480000,40.539841,11000400
2009-11-06,61.049999,62.180000,61.029999,61.720001,40.698097,10795100
2009-11-09,62.270000,62.880001,62.130001,62.639999,41.304737,10517300
2009-11-10,62.490002,62.759998,61.980000,62.279999,41.067348,7408400
2009-11-11,62.680000,63.099998,62.450001,62.830002,41.430016,6643100
2009-11-12,62.720001,62.810001,61.990002,62.169998,40.994812,6417500
2009-11-13,62.230000,63.799999,62.169998,63.580002,41.924568,9692300
2009-11-16,63.919998,64.750000,63.709999,64.529999,42.551003,12109900
2009-11-17,64.339996,64.480003,63.450001,63.570000,41.917973,8589300
2009-11-18,63.610001,63.980000,63.220001,63.980000,42.188320,6986500
2009-11-19,63.939999,63.939999,63.049999,63.410000,41.812458,5848400
2009-11-20,63.360001,64.190002,63.250000,63.970001,42.181728,8850700
2009-11-23,64.300003,64.300003,63.680000,63.990002,42.194923,6871700
2009-11-24,64.010002,64.290001,63.270000,64.220001,42.346603,8274400
2009-11-25,64.410004,64.599998,64.269997,64.449997,42.498257,7602400
2009-11-27,62.980000,63.860001,62.980000,63.599998,42.298725,3557900
2009-11-30,63.759998,63.759998,63.029999,63.250000,42.065945,6566200
2009-12-01,63.639999,64.050003,63.509998,63.540001,42.258823,9614400
2009-12-02,63.500000,63.849998,62.490002,62.500000,41.567142,10518400
2009-12-03,62.630001,62.849998,61.950001,61.970001,41.214661,10761500
2009-12-04,62.459999,62.700001,61.139999,61.590000,40.961918,9497500
2009-12-07,61.660000,62.259998,61.290001,61.930000,41.188049,9036800
2009-12-08,60.450001,60.900002,60.040001,60.610001,40.310150,14696700
2009-12-09,60.730000,61.029999,60.330002,60.599998,40.303509,10911800
2009-12-10,60.980000,61.349998,60.689999,61.049999,40.602787,8035900
2009-12-11,61.369999,61.910000,61.189999,61.660000,41.008472,5864400
2009-12-14,62.250000,62.400002,61.820000,62.139999,41.327721,5632900
2009-12-15,62.240002,62.430000,61.889999,62.000000,41.234604,4952700
