name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,01/31/1992,01/31/1991,01/31/1990,01/31/1989
		AssetImpairmentCharge,"109,505,000","106,700,000","468,000","0","3,700,000","0","0","0","173,000,000","98,300,000","0",,,,,,,,,,,,,,,,,
		StockBasedCompensation,"4,592,000","3,827,000","3,753,000","10,156,000","9,201,000","8,690,000","6,161,000","3,951,000","2,230,000","2,395,000","2,118,000",,"0",,,,,,,,,,,,,,,
		OtherNonCashItems,"1,080,000","1,381,000","2,401,000","2,533,000","4,562,000","3,357,000","1,755,000","1,904,000","1,500,000","-1,630,000","6,276,000",,,,"53,892,000","52,362,000","44,817,000","39,127,000","30,318,000","27,400,000","25,000,000","20,800,000","16,700,000","15,800,000","14,800,000","14,200,000","10,400,000","7,900,000"
		ChangeInWorkingCapital,"56,911,000","102,304,000","-69,597,000","-14,614,000","35,458,000","-34,462,000","635,000","1,886,000","4,719,000","-37,954,000","91,441,000","19,364,000","20,164,000","-83,650,000","-23,848,000","-8,713,000","43,162,000","14,788,000","-98,760,000","55,400,000","-2,800,000","-12,100,000","-28,900,000","25,300,000","-48,500,000","27,700,000","-27,400,000","-8,800,000"
			ChangeInReceivables,"-2,166,000","9,861,000","4,503,000","-13,170,000","15,012,000","-13,741,000","14,675,000",,,,,,,,"6,511,000","-2,055,000","3,330,000","-5,640,000","-7,019,000","-700,000","-4,900,000","-300,000","-3,200,000","100,000","400,000","-900,000","400,000","-500,000"
				ChangesInAccountReceivables,"-2,166,000","9,861,000","4,503,000","-13,170,000","15,012,000","-13,741,000","14,675,000",,,,,,,,"6,511,000","-2,055,000","3,330,000","-5,640,000","-7,019,000","-700,000","-4,900,000","-300,000","-3,200,000","100,000","400,000","-900,000","400,000","-500,000"
			ChangeInInventory,"83,686,000","124,459,000","-45,873,000","-4,213,000","-4,081,000","-53,819,000","7,773,000","-2,709,000","755,000","-29,819,000","64,252,000","10,007,000","14,672,000","-72,091,000","-39,009,000","-26,018,000","57,493,000","21,468,000","-104,545,000","22,400,000","1,400,000","-16,500,000","-43,600,000","16,800,000","-48,700,000","11,800,000","-18,900,000","-20,400,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,"659,000","-4,954,000",,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-10,036,000","-33,047,000","19,938,000","13,089,000","-21,208,000","32,716,000","-29,433,000","-6,950,000","16,951,000","10,005,000","19,207,000","9,145,000","1,443,000","-11,001,000","-12,805,000","21,658,000","-13,412,000","4,179,000","11,616,000","22,500,000","13,500,000","-4,900,000","17,900,000","7,300,000","-3,700,000","13,400,000","-1,500,000","4,700,000"
				ChangeInPayable,"-10,036,000","-33,047,000","19,938,000","13,089,000","-21,208,000","32,716,000","-29,433,000","-6,950,000","16,951,000","10,005,000","19,207,000","9,145,000","1,443,000","-11,001,000","-12,805,000","21,658,000","-13,412,000","4,179,000","11,616,000","22,500,000","13,500,000","-4,900,000","17,900,000","7,300,000","-3,700,000","13,400,000","-1,500,000","4,700,000"
					ChangeInAccountPayable,"-10,036,000","-33,047,000","19,938,000","13,089,000","-21,208,000","32,716,000","-29,433,000","-6,950,000","16,951,000","10,005,000","19,207,000","9,145,000","1,443,000","-11,001,000","-12,805,000","21,658,000","-13,412,000","4,179,000","11,616,000","22,500,000","13,500,000","-4,900,000","17,900,000","7,300,000","-3,700,000","13,400,000","-1,500,000","4,700,000"
			ChangeInOtherCurrentAssets,"-4,832,000","-447,000","-8,105,000","4,080,000","-376,000","-3,167,000","3,149,000","-3,234,000","-12,356,000","3,462,000","-9,342,000","-3,946,000","4,739,000","-5,088,000",,,"6,558,000","-5,348,000","-8,813,000","4,700,000","-9,900,000","600,000","-6,300,000","1,000,000","-1,000,000","-100,000","-1,400,000","-600,000"
			ChangeInOtherCurrentLiabilities,"-9,741,000","1,478,000","-40,060,000","-14,400,000","46,111,000","3,549,000","4,471,000","14,779,000","-631,000","-21,602,000","17,324,000","4,158,000","-690,000","4,530,000","20,796,000","2,656,000","-10,807,000","129,000","10,001,000","6,500,000","-2,900,000","9,000,000","6,300,000","100,000","4,500,000","3,500,000","-6,000,000","8,000,000"
			ChangeInOtherWorkingCapital,,,,,"-376,000","-3,167,000","3,149,000","-3,234,000","-12,356,000","3,462,000","-9,342,000","-3,946,000","4,739,000","-5,088,000",,,,,,,,,,,,,,
InvestingCashFlow,"-23,497,000","-34,909,000","-29,839,000","-25,238,000","-30,149,000","-37,972,000","-44,396,000","-38,077,000","-33,272,000","-22,224,000","-16,608,000","-9,873,000","-14,896,000","-15,013,000","-40,514,000","-44,553,000","-28,013,000","-46,750,000","-35,309,000","-18,500,000","-12,200,000","-31,300,000","-16,000,000","-8,600,000","-4,800,000","-17,500,000","-25,100,000","-22,700,000"
	CashFlowFromContinuingInvestingActivities,"-23,497,000","-34,909,000","-29,839,000","-25,238,000","-30,149,000","-37,972,000","-44,396,000","-38,077,000","-33,272,000","-22,224,000","-16,608,000","-9,873,000","-14,896,000","-15,013,000","-40,514,000","-44,553,000","-28,013,000","-46,750,000","-35,309,000","-18,500,000","-12,200,000","-31,300,000","-16,000,000","-8,600,000","-4,800,000","-17,500,000","-25,100,000","-22,700,000"
		NetPPEPurchaseAndSale,"-23,497,000","-34,909,000","-29,839,000","-25,238,000","-30,149,000","-37,972,000","-44,396,000","-38,077,000","-33,272,000","-22,224,000","-16,608,000","-9,873,000","-14,978,000","-15,119,000","-40,514,000","-44,553,000","-28,013,000","-46,750,000","-35,309,000","-18,500,000","-12,200,000","-31,400,000","-16,000,000","-8,600,000","-4,700,000","-17,600,000","-25,000,000","-15,700,000"
			PurchaseOfPPE,"-23,524,000","-34,916,000","-31,806,000","-25,238,000","-30,149,000","-38,878,000","-44,852,000","-38,145,000","-33,319,000","-22,224,000","-16,608,000","-9,887,000","-14,993,000","-15,119,000","-40,514,000","-44,553,000","-28,013,000","-46,750,000","-47,659,000","-18,500,000","-13,900,000","-31,400,000","-16,100,000","-8,600,000","-5,300,000","-17,700,000","-25,100,000","-15,900,000"
			SaleOfPPE,"27,000","7,000","1,967,000","0","0","906,000","456,000","68,000","47,000",,"0","14,000","15,000","0",,,,,"12,350,000",,"1,700,000",,"100,000",,"600,000","100,000","100,000","200,000"
		NetOtherInvestingChanges,,,,,,,,"944,000",,,,,"82,000","106,000",,,,,,,,"100,000",,,"-100,000","100,000","-100,000","-7,000,000"
FinancingCashFlow,"-58,309,000","-110,107,000","73,463,000","-45,093,000","-103,075,000","-105,913,000","-5,753,000","-7,412,000","-5,546,000","-5,595,000","8,186,000","-110,936,000","-68,799,000","-5,313,000","13,749,000","-17,073,000","-25,093,000","-27,207,000","-24,248,000","-27,700,000","-17,400,000","-17,400,000","-6,200,000","-37,300,000","-7,800,000","-14,700,000","-8,300,000","1,100,000"
	CashFlowFromContinuingFinancingActivities,"-58,309,000","-110,107,000","73,463,000","-45,093,000","-103,075,000","-105,913,000","-5,753,000","-7,412,000","-5,546,000","-5,595,000","8,186,000","-110,936,000","-68,799,000","-5,313,000","13,749,000","-17,073,000","-25,093,000","-27,207,000","-24,248,000","-27,700,000","-17,400,000","-17,400,000","-6,200,000","-37,300,000","-7,800,000","-14,700,000","-8,300,000","1,100,000"
		NetIssuancePaymentsOfDebt,"-41,488,000","-91,863,000","86,250,000","-38,750,000","-97,075,000","-105,150,000","-5,150,000","-5,150,000","-5,150,000","-5,150,000","511,138,000",,"0",,,,,,,,,,,,,,,
			NetLongTermDebtIssuance,"-41,488,000","-91,863,000","86,250,000","-38,750,000","291,750,000","-105,150,000","-5,150,000","-5,150,000","-5,150,000","-5,150,000","511,138,000",,"0",,,,,,,,,,,,,,,
				LongTermDebtIssuance,"355,200,000","424,200,000","264,000,000","143,000,000","501,750,000","0","0","0","0",,"515,000,000",,"0",,,,,,,,,,,,,,,
				LongTermDebtPayments,"-396,688,000","-516,063,000","-177,750,000","-181,750,000","-210,000,000","-105,150,000","-5,150,000","-5,150,000","-5,150,000","-5,150,000","-3,862,000",,"0",,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,,"-13,750,000","-25,000,000","-388,825,000","0",,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,,,"143,000,000","235,000,000","99,550,000",,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,"-13,750,000","-168,000,000","-388,825,000","-99,550,000",,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-9,958,000","-11,902,000","-8,463,000","0","0",,,,,,,,,,,,,,,,,,,,,,,
			CommonStockPayments,,,"-8,463,000","0","0",,,,,,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,,,,,,,,,"0",,"-500,000,000","-110,936,000","0","-5,313,000",,,,,,,,,"-3,600,000","-3,600,000","-3,700,000","-3,900,000","-4,000,000","-4,000,000"
			CommonStockDividendPaid,,,,,,,,,"0",,"-500,000,000","-110,936,000","0","-5,313,000",,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-6,863,000","-6,342,000","-4,324,000","-6,343,000","-6,000,000","-763,000","-603,000","-2,262,000","-396,000","-445,000","-2,952,000","-110,936,000","-68,799,000",,"13,749,000","-17,073,000","-25,093,000","-27,207,000","-24,248,000","-27,700,000","-17,400,000","-17,400,000","-2,600,000","-33,700,000","-4,100,000","-10,800,000","-4,300,000","5,100,000"
EndCashPosition,"27,284,000","27,290,000","41,391,000","36,135,000","35,794,000","79,297,000","195,353,000","197,937,000","216,408,000","228,368,000","221,454,000","22,411,000","28,257,000","15,614,000","122,091,000","75,351,000","76,413,000","6,641,000","6,338,000",,,,,,,,,
	ChangesInCash,"-1,159,000","-14,451,000","7,257,000","238,000","-41,591,000","-116,596,000","-1,949,000","-17,052,000","-14,729,000","8,517,000","202,699,000","-5,890,000","12,553,000","-5,816,000","46,740,000","-1,062,000","69,772,000","303,000","-86,489,000",,,,,,,,,
	EffectOfExchangeRateChanges,"603,000","350,000","-2,001,000","103,000","-1,912,000","540,000","-635,000","-1,419,000","-531,000","-1,603,000","-3,656,000","44,000","90,000","383,000",,,,,,,,,,,,,,
	BeginningCashPosition,"28,443,000","41,391,000","36,135,000","35,794,000","79,297,000","195,353,000","197,937,000","216,408,000","231,668,000","221,454,000","22,411,000","28,257,000","15,614,000","21,047,000","75,351,000","76,413,000","6,641,000","6,338,000","92,827,000","17,200,000","5,400,000","21,600,000","22,800,000","1,400,000","27,300,000","8,300,000","32,100,000","28,200,000"
IncomeTaxPaidSupplementalData,"5,444,000","1,108,000","4,763,000","24,868,000","288,000","3,069,000","1,221,000","3,379,000","3,653,000","23,991,000","19,842,000","4,059,000","5,333,000",,,,,,,,,,,,,,,
InterestPaidSupplementalData,"46,597,000","48,099,000","34,485,000","31,421,000","21,595,000","23,728,000","27,243,000","23,458,000","22,484,000","22,690,000","18,726,000",,"0",,,,,,,,,,,,,,,
CapitalExpenditure,"-23,524,000","-34,916,000","-31,806,000","-25,238,000","-30,149,000","-38,878,000","-44,852,000","-38,145,000","-33,319,000","-22,224,000","-16,608,000","-9,887,000","-14,993,000","-15,119,000","-40,514,000","-44,553,000","-28,013,000","-46,750,000","-47,659,000","-18,500,000","-13,900,000","-31,400,000","-16,100,000","-8,600,000","-5,300,000","-17,700,000","-25,100,000","-15,900,000"
IssuanceOfDebt,"355,200,000","424,200,000","264,000,000","143,000,000","501,750,000","99,550,000","0","0","0",,"515,000,000",,"0",,,,,,,,,,,,,,,
RepaymentOfDebt,"-396,688,000","-516,063,000","-177,750,000","-181,750,000","-598,825,000","-204,700,000","-5,150,000","-5,150,000","-5,150,000","-5,150,000","-3,862,000",,"0",,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,,,"-8,463,000","0","0",,,,,,,,,,,,,,,,,,,,,,,
FreeCashFlow,"57,123,000","95,649,000","-68,173,000","45,331,000","61,484,000","-11,589,000","3,348,000","-9,708,000","-9,230,000","14,112,000","194,513,000","105,032,000","81,255,000","-609,000","32,991,000","16,011,000","94,865,000","27,510,000","-74,591,000","103,300,000","27,500,000","1,200,000","5,000,000","58,600,000","-18,600,000","33,500,000","-15,600,000","9,700,000"
