name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
OperatingCashFlow,"211,330,000","218,401,000","161,926,000","213,006,000","2,908,000","218,761,000","291,315,000","238,796,000","316,381,000","247,732,000","239,649,000","204,785,000","195,371,000","196,064,000","167,057,000","197,135,000","169,185,000","160,101,000","152,655,000","165,512,000","150,138,000","117,561,000","93,452,000","75,853,000","56,336,000","37,800,000","27,000,000","11,491,000","9,563,000","12,797,000","7,616,172","1,900,000","3,600,000"
	CashFlowFromContinuingOperatingActivities,"211,330,000","218,401,000","161,926,000","213,006,000","2,908,000","218,761,000","291,315,000","238,796,000","316,381,000","247,732,000","239,649,000","204,785,000","195,371,000","196,064,000","167,057,000","197,135,000","169,185,000","160,101,000","152,655,000","165,512,000","150,138,000","117,561,000","93,452,000","75,853,000","56,336,000","37,800,000","27,000,000","11,491,000","9,563,000","12,797,000","7,616,172","1,900,000","3,600,000"
		NetIncomeFromContinuingOperations,"116,261,000","101,351,000","43,123,000","72,373,000","-253,365,000","127,293,000","99,035,000","157,392,000","139,494,000","116,523,000","101,276,000","114,356,000","98,423,000","95,720,000","81,713,000","42,833,000","52,293,000","73,964,000","81,282,000","87,948,000","65,336,000","57,230,000","49,075,000","39,309,000","32,101,000","21,700,000","14,000,000","9,939,000","5,912,000","8,609,000","7,247,191","4,700,000","4,200,000"
		OperatingGainsLosses,,,,,,"-39,233,000","4,754,000","479,000",,,,,,,"7,376,000","7,421,000",,,"66,000","8,000","-195,000","-2,456,000","23,564,000","-1,549,000","-11,000","100,000","9,000","186,000","245,000","107,000","85,499",,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"7,376,000","7,421,000",,,"12,000","16,000","-195,000","-2,456,000",,,,,"9,000","64,000","254,000","109,000","85,499",,
			EarningsLossesFromEquityInvestments,,,,"0","0","-39,233,000","4,754,000","479,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"96,565,000","93,136,000","92,380,000","89,654,000","91,415,000","88,133,000","95,976,000","92,729,000","88,010,000","85,563,000","82,835,000","78,558,000","74,433,000","71,958,000","72,140,000","75,184,000","73,290,000","64,202,000","53,064,000","45,177,000","35,981,000","28,228,000","22,855,000","17,457,000","13,682,000","10,900,000","8,500,000","6,696,000","5,350,000","2,985,000","3,649,460","2,300,000","1,400,000"
			DepreciationAndAmortization,"96,565,000","93,136,000","92,380,000","89,654,000","91,415,000","88,133,000","95,976,000","92,729,000","88,010,000","85,563,000","82,835,000","78,558,000","74,433,000","71,958,000","72,140,000","75,184,000","73,290,000","64,202,000","53,064,000","45,177,000","35,981,000","28,228,000","22,855,000","17,457,000","13,682,000","10,900,000","8,500,000","6,696,000","5,350,000","2,985,000","3,649,460","2,300,000","1,400,000"
		DeferredTax,"-15,673,000","-15,715,000","-18,646,000","-20,849,000","-67,228,000","-2,197,000","-5,510,000","-25,180,000","12,717,000","13,685,000","9,110,000","11,792,000","-10,323,000","8,751,000","-3,854,000","-5,915,000","21,357,000","1,842,000","8,574,000","28,035,000","29,309,000","22,076,000","11,358,000","4,388,000","345,000","1,900,000","-3,000,000","2,447,000","-559,000","942,000","366,585","1,100,000","-800,000"
			DeferredIncomeTax,"-15,673,000","-15,715,000","-18,646,000","-20,849,000","-67,228,000","-2,197,000","-5,510,000","-25,180,000","12,717,000","13,685,000","9,110,000","11,792,000","-10,323,000","8,751,000","-3,854,000","-5,915,000","21,357,000","1,842,000","8,574,000","28,035,000","29,309,000","22,076,000","11,358,000","4,388,000","345,000","1,900,000","-3,000,000","2,447,000","-559,000","942,000","366,585","1,100,000","-800,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6,646,000","5,394,000","2,870,000",,,
		AssetImpairmentCharge,"28,372,000","26,998,000","31,327,000","17,937,000","208,066,000","16,223,000","16,411,000","10,586,000","114,000","6,011,000","245,000","3,294,000","5,469,000","1,547,000","0","26,541,000","2,952,000","0","0",,,,,,,,,,,,,,
		StockBasedCompensation,"28,029,000","25,781,000","24,426,000","22,988,000","21,350,000","19,373,000","19,988,000","16,457,000","21,473,000","20,053,000","16,817,000","14,135,000","10,838,000","9,635,000","10,913,000","14,610,000","13,132,000","18,172,000","18,225,000","826,000","1,084,000",,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,"-13,861,000","-12,309,000","-8,861,000","-7,765,000","-2,801,000","-741,000","-3,357,000","-857,000","-410,000","-1,577,000","-2,213,000","0","0",,,,,,,,,,,,
		OtherNonCashItems,,,,,,,,,"3,592,000","2,615,000","2,059,000","-464,000","1,259,000","1,023,000","178,000","1,957,000","-145,000","-15,000","-1,434,000","8,000",,,,,,"200,000","200,000",,,"-300,000","100,000","-400,000","-200,000"
		ChangeInWorkingCapital,"-35,718,000","-13,150,000","-10,684,000","30,903,000","2,670,000","9,169,000","60,661,000","-13,667,000","50,981,000","3,282,000","36,168,000","-9,121,000","18,073,000","8,171,000","1,948,000","35,361,000","6,716,000","3,513,000","-4,843,000","3,518,000","18,623,000","12,483,000","-13,400,000","16,248,000","10,219,000","3,000,000","7,300,000","-14,423,000","-6,779,000","-2,716,000","-3,732,563","-5,800,000","-1,000,000"
			ChangeInReceivables,"-3,376,000","-98,000","-12,266,000","-24,816,000","15,148,000","3,777,000","3,680,000","-7,188,000","6,593,000","-9,320,000","-11,946,000","-2,009,000","-19,228,000","50,000","-4,653,000","6,531,000","27,034,000","-17,952,000","-24,885,000","-2,903,000","-5,738,000","-3,664,000","-7,555,000","745,000","-9,250,000","-1,800,000","2,900,000","-7,439,000","-1,048,000","-1,742,000","-2,651,725","-3,500,000","-200,000"
				ChangesInAccountReceivables,,,,,,,"-1,018,000","-4,233,000","-1,473,000","1,011,000","-5,079,000","4,477,000","-3,224,000","4,850,000","-4,832,000","1,185,000","-1,190,000","292,000","-3,531,000","384,000","-1,132,000","-1,870,000",,,,,"-1,309,000","219,000","-170,000","-780,000","-682,224",,
			ChangeInInventory,"-10,128,000","-2,092,000","-12,725,000","-3,478,000","7,921,000","-5,766,000","3,667,000","-7,634,000","-916,000","-755,000","2,223,000","-6,642,000","-626,000","-5,174,000","-834,000","930,000","926,000","-3,283,000","-1,656,000","-8,632,000","-2,093,000","-2,449,000","-7,214,000","-1,443,000","-1,207,000","-2,300,000","-800,000","-863,000","-1,494,000","-1,528,000","-214,813","-400,000","100,000"
			ChangeInPrepaidAssets,"-16,412,000","-14,694,000","-11,960,000","-1,137,000","8,563,000","-4,133,000","6,262,000","-5,227,000","-10,462,000","-3,743,000","4,362,000","-2,708,000","-3,389,000","-8,153,000","-474,000","-3,217,000","3,225,000","-6,618,000","-6,678,000","-4,937,000","613,000","-3,705,000","-3,976,000","-1,663,000",,,"137,000","119,000","-1,082,000","215,000","-423,315",,
			ChangeInPayablesAndAccruedExpense,"39,310,000","41,395,000","7,647,000","46,425,000","-10,314,000","17,904,000","15,522,000","22,531,000","36,747,000","24,255,000","58,028,000","6,235,000","47,849,000","23,625,000","16,687,000","33,525,000","-27,123,000","54,302,000","40,265,000","28,124,000","36,241,000","30,957,000","-4,046,000","1,173,000","4,608,000","1,800,000","-800,000","4,681,000","3,080,000","5,779,000","2,340,356","800,000","-1,000,000"
				ChangeInPayable,"7,695,000","3,971,000","17,586,000","-3,678,000","-2,005,000","2,326,000","5,601,000","3,771,000","752,000","-12,931,000","18,180,000","-17,322,000","17,524,000","3,508,000","-1,297,000","3,938,000","-29,328,000","13,506,000","7,405,000","2,780,000","9,443,000","11,157,000",,,,,"3,329,000","2,994,000","356,000","5,562,000","1,242,791",,
					ChangeInTaxPayable,,,,,,,,,,"-1,356,000","-12,854,000","-5,742,000","6,685,000",,"-1,964,000","7,865,000","-9,281,000","1,152,000","-6,015,000","2,671,000","3,398,000","0",,,,,"4,097,000","-168,000","760,000","26,000","49,325",,
						ChangeInIncomeTaxPayable,,,,,,,,,,"-1,356,000","-12,854,000","-5,742,000","6,685,000",,"-1,964,000","7,865,000","-9,281,000","1,152,000","-6,015,000","2,671,000","3,398,000","0",,,,,"4,097,000","-168,000","760,000","26,000","49,325",,
					ChangeInAccountPayable,"7,695,000","3,971,000","17,586,000","-3,678,000","-2,005,000","2,326,000","5,601,000","3,771,000","752,000","-12,931,000","18,180,000","-11,580,000","10,839,000","3,508,000","-1,297,000","-3,927,000","-20,047,000","12,354,000","13,420,000","109,000","6,045,000","11,157,000",,,,,"-768,000","3,162,000","-404,000","5,536,000","1,193,466",,
				ChangeInAccruedExpense,"31,615,000","37,424,000","-9,939,000","50,103,000","-8,309,000","15,578,000","9,921,000","18,760,000","35,995,000","37,186,000","39,848,000","23,557,000","30,325,000","20,117,000","17,984,000","29,587,000","2,205,000","40,796,000","32,860,000","25,344,000","26,798,000","19,800,000",,,,,"3,039,000","1,687,000","2,724,000","217,000","1,097,565",,
			ChangeInOtherCurrentAssets,"-16,235,000","-14,504,000","13,739,000","-9,227,000","-6,019,000","-11,989,000","7,406,000","-9,034,000","-2,818,000","-5,799,000","-3,645,000","-3,997,000","-6,533,000","-545,000","562,000",,,,,,"-10,400,000","-3,441,000","-2,507,000","-898,000","-25,000","-1,500,000","-1,100,000","-9,411,000","-5,520,000","-5,037,000","-2,737,217","-3,000,000","-600,000"
			ChangeInOtherCurrentLiabilities,"4,864,000","3,104,000","8,634,000","26,527,000","-3,324,000","9,695,000","8,395,000","10,200,000",,,,,,,,,,,,,"29,403,000","15,069,000","11,898,000","18,334,000","16,093,000","6,800,000","7,100,000",,,"200,000","1,100,000","300,000","700,000"
			ChangeInOtherWorkingCapital,"-33,741,000","-26,261,000","-3,753,000","-3,391,000","-12,629,000","9,376,000","24,124,000","-7,115,000","21,837,000","-1,356,000","-12,854,000","-5,742,000","6,685,000","-1,632,000","-9,340,000","-2,408,000","2,654,000","-22,936,000","-11,889,000","-8,134,000","-10,400,000","-8,656,000",,,,,"-1,190,000","-1,510,000","-715,000","-403,000","-45,849",,
InvestingCashFlow,"-157,093,000","-153,497,000","-112,815,000","-68,610,000","-50,914,000","-363,060,000","-130,389,000","-140,433,000","-159,461,000","-155,701,000","-115,861,000","-107,943,000","-88,154,000","-77,616,000","-43,668,000","-36,243,000","-73,438,000","-133,106,000","-127,236,000","-180,310,000","-178,465,000","-132,097,000","-108,251,000","-99,746,000","-58,251,000","-34,900,000","-53,200,000","-29,428,000","-18,258,000","-6,089,000","-37,530,219","-3,200,000","-13,100,000"
	CashFlowFromContinuingInvestingActivities,"-157,093,000","-153,497,000","-112,815,000","-68,610,000","-50,914,000","-363,060,000","-130,389,000","-140,433,000","-159,461,000","-155,701,000","-115,861,000","-107,943,000","-88,154,000","-77,616,000","-43,668,000","-36,243,000","-73,438,000","-133,106,000","-127,236,000","-180,310,000","-178,465,000","-132,097,000","-108,251,000","-99,746,000","-58,251,000","-34,900,000","-53,200,000","-29,428,000","-18,258,000","-6,089,000","-37,530,219","-3,200,000","-13,100,000"
		NetPPEPurchaseAndSale,"-155,202,000","-151,565,000","-112,464,000","-66,943,000","-50,329,000","-73,765,000","-102,909,000","-120,779,000","-115,821,000","-153,941,000","-113,982,000","-106,289,000","-86,442,000","-76,746,000","-41,847,000","-37,243,000","-84,907,000","-211,025,000","-185,738,000","-170,162,000","-161,898,000","-113,327,000","-86,618,000","-74,324,000","-39,216,000","-38,600,000","-28,000,000","-21,656,000","-23,238,000","-29,449,000","-13,128,783","-7,500,000","-2,600,000"
			PurchaseOfPPE,"-155,202,000","-151,565,000","-112,464,000","-66,943,000","-50,329,000","-73,765,000","-102,909,000","-120,779,000","-115,821,000","-153,941,000","-113,982,000","-106,289,000","-86,442,000","-76,746,000","-41,847,000","-37,243,000","-84,907,000","-211,025,000","-185,738,000","-170,162,000","-161,898,000","-113,327,000","-86,618,000","-74,324,000","-39,216,000","-38,600,000","-28,000,000","-21,703,000","-23,247,000","-29,453,000","-13,128,783","-7,500,000","-2,600,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","47,000","9,000","4,000","0",,
		NetIntangiblesPurchaseAndSale,"-1,946,000","-1,658,000","-680,000","-606,000","-585,000","-2,100,000","-3,020,000","-1,654,000","-1,640,000","-1,760,000","-1,879,000","-1,654,000","-1,712,000","-870,000","-1,821,000",,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"-1,946,000","-1,658,000","-680,000","-606,000","-585,000","-2,100,000","-3,020,000","-1,654,000","-1,640,000","-1,760,000","-1,879,000","-1,654,000","-1,712,000","-870,000","-1,821,000",,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,"0","0","-264,695,000","-25,000,000","-18,000,000","-42,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,,,,"0","0","-264,695,000","-25,000,000","-18,000,000","-42,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,"0","0","1,000,000","11,469,000","77,919,000","58,502,000","-10,148,000","-16,567,000","-18,770,000","-21,633,000","-25,422,000","-19,035,000","3,700,000","-25,200,000","-7,772,000","4,980,000","23,360,000","-24,401,436","4,300,000","-10,500,000"
			PurchaseOfInvestment,,,,,,,,,,,,,,,,"0","0","-47,865,000","-57,473,000","-97,863,000","-113,467,000","-174,205,000","-119,971,000","-121,670,000","-64,446,000","-35,800,000","-51,800,000","-10,605,000","0","-1,124,000","-111,214,164","-6,600,000","-13,900,000"
			SaleOfInvestment,,,,,,,,,,,,,,"0","0","1,000,000","11,469,000","125,784,000","115,975,000","87,715,000","96,900,000","155,435,000","98,338,000","96,248,000","45,411,000","39,500,000","26,600,000","2,833,000","4,980,000","24,484,000","86,812,728","10,900,000","3,400,000"
		NetOtherInvestingChanges,"55,000","-274,000","329,000","-1,061,000",,"-22,500,000","540,000",,,,,,,,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-104,906,000","-123,535,000","-123,636,000","-108,827,000","143,692,000","176,020,000","-140,291,000","-146,091,000","-146,935,000","-106,195,000","-127,521,000","-118,660,000","-71,859,000","-151,856,000","-115,485,000","-167,542,000","-52,249,000","-34,918,000","-11,681,000","31,809,000","27,201,000","18,670,000","14,523,000","3,634,000","12,173,000","3,600,000","100,000","52,944,000","7,153,000","2,972,000","29,257,727","-500,000","11,700,000"
	CashFlowFromContinuingFinancingActivities,"-104,906,000","-123,535,000","-123,636,000","-108,827,000","143,692,000","176,020,000","-140,291,000","-146,091,000","-146,935,000","-106,195,000","-127,521,000","-118,660,000","-71,859,000","-151,856,000","-115,485,000","-167,542,000","-52,249,000","-34,918,000","-11,681,000","31,809,000","27,201,000","18,670,000","14,523,000","3,634,000","12,173,000","3,600,000","100,000","52,944,000","7,153,000","2,972,000","29,257,727","-500,000","11,700,000"
		NetIssuancePaymentsOfDebt,,"0","0","195,000,000","-10,000,000","280,000,000","0","10,000,000","0","0","0","0","0","3,383,000","-100,000,000","-170,082,000","100,000,000","175,000,000","0","0",,,,,,,"0","-6,000,000","6,000,000","0","0","-300,000","-4,200,000"
			NetLongTermDebtIssuance,,"0","0","345,000,000","-100,000,000","-55,000,000","-70,000,000","-75,000,000","-35,000,000","-60,000,000","-25,000,000","0","0","3,383,000","-100,000,000","-170,082,000","100,000,000","175,000,000","0","0",,,,,,,"0","-6,000,000","6,000,000","0","0",,
				LongTermDebtIssuance,,"0","0","345,000,000","0","0","70,000,000","85,000,000","35,000,000","60,000,000","25,000,000","0","0","5,070,000","4,198,000","6,354,000","100,000,000","175,000,000","0","0",,,,,,,,,"6,000,000",,"0",,
				LongTermDebtPayments,,,"-130,000,000","-150,000,000","-100,000,000","-55,000,000","-70,000,000","-75,000,000","-35,000,000","-60,000,000","-25,000,000","0","0","-1,687,000","-100,000,000","-176,436,000",,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,"0","0","-150,000,000","90,000,000","335,000,000","70,000,000","85,000,000","35,000,000","60,000,000","25,000,000","0","0",,"-100,000,000",,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,"15,000,000","130,000,000","0","90,000,000","335,000,000","70,000,000","85,000,000","35,000,000","60,000,000","25,000,000","0","0",,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,"-15,000,000","-130,000,000","-150,000,000","-100,000,000","-55,000,000","-70,000,000","-75,000,000","-35,000,000","-60,000,000","-25,000,000","0","0",,"-100,000,000",,,,,,,,,,,,,,,,,,
