name,ttm,02/29/2024,02/28/2023,02/28/2022,02/28/2021,02/29/2020,02/28/2019,02/28/2018,02/28/2017,02/29/2016,02/28/2015,02/28/2014,02/28/2013,02/29/2012,02/28/2011,02/28/2010,02/28/2009,02/29/2008,02/28/2007,02/28/2006,02/28/2005,02/29/2004,02/28/2003,02/28/2002,02/28/2001,02/29/2000,02/28/1999,02/28/1998,02/28/1997
TotalRevenue,"25,962,374,000","26,536,040,000","29,684,873,000","31,900,412,000","18,950,149,000","20,319,987,000","18,173,100,000","17,120,209,000","15,875,118,000","15,149,675,000","14,268,716,000","12,574,299,000","10,962,818,000","10,003,599,000","8,975,554,000","7,470,193,000","6,973,966,000","8,199,571,000","7,465,656,000","6,259,967,000","5,260,262,000","4,597,691,000","3,969,944,000","3,533,759,000","2,758,512,000","2,014,984,000","1,466,298,000","874,206,000","510,200,000"
	OperatingRevenue,"25,316,162,000","25,898,081,000","29,024,082,000","31,200,908,000","18,382,336,000","19,669,504,000","17,565,764,000","16,573,516,000","15,353,126,000","14,627,668,000","13,723,653,000","12,129,681,000","10,714,246,000","9,749,142,000","8,710,252,000","7,470,193,000","6,973,966,000","8,199,571,000","7,465,656,000","6,259,967,000","5,260,262,000","4,597,691,000","3,969,944,000","3,533,759,000","2,758,512,000","2,014,984,000","1,466,298,000","874,206,000","510,200,000"
CostOfRevenue,"23,274,660,000","23,822,831,000","26,884,670,000","28,612,870,000","16,571,024,000","17,597,647,000","15,692,509,000","14,791,350,000","13,691,824,000","13,130,915,000","12,381,189,000","10,925,598,000","9,498,456,000","8,624,838,000","7,674,326,000","6,371,323,000","6,005,796,000","7,127,146,000","6,494,594,000","5,469,253,000","4,610,066,000","4,026,803,000","3,501,705,000","3,114,366,000","2,417,291,000","1,759,378,000","1,284,000,000","796,100,000","465,100,000"
GrossProfit,"2,687,714,000","2,713,209,000","2,800,203,000","3,287,542,000","2,379,125,000","2,722,340,000","2,480,591,000","2,328,859,000","2,183,294,000","2,018,760,000","1,887,527,000","1,648,701,000","1,464,362,000","1,378,761,000","1,301,228,000","1,098,870,000","968,170,000","1,072,425,000","971,062,000","790,714,000","650,196,000","570,888,000","468,239,000","419,393,000","341,221,000","255,606,000","182,298,000","78,106,000","45,100,000"
OperatingExpense,"3,003,578,000","2,918,928,000","3,111,149,000","2,735,956,000","2,106,256,000","2,168,799,000","1,922,400,000","1,617,100,000","1,488,500,000","1,351,935,000","1,257,700,000","1,155,200,000","1,031,000,000","940,800","878,800,000","818,691,000","901,216,000","858,372,000","776,168,000","651,988,000","546,577,000","468,374,000","392,417,000","334,464,000","298,782,000","243,441,000","214,400,000","132,400,000","54,800,000"
	SellingGeneralAndAdministration,"2,433,700,000","2,352,900,000","2,550,200,000","2,375,700,000","1,750,400,000","1,792,500,000","1,768,600,000","1,617,100,000","1,488,500,000","1,351,935,000","1,257,700,000","1,155,200,000","1,031,000,000","940,800","878,800,000","818,691,000","882,358,000","858,372,000","776,168,000","651,988,000","546,577,000","468,374,000","392,417,000","334,464,000","298,782,000","228,200,000","204,400,000","127,800,000","53,100,000"
		GeneralAndAdministrativeExpense,"2,169,500,000","2,088,500,000","2,261,700,000","2,049,800,000","1,532,900,000","1,601,200,000","1,602,200,000","1,459,400,000","1,344,300,000","1,211,300,000","1,134,900,000","1,043,000,000","924,700,000","841,700","783,300,000",,,,,,,,,,,,,,
			SalariesAndWages,"1,418,600,000","1,407,400,000","1,428,800,000","1,376,900,000","1,067,500,000","1,054,900,000","943,200,000","863,200,000","803,900,000","737,600,000","730,400,000","656,700,000","581,900,000","521,000","487,800,000",,,,,,,,,,,,,,
			RentAndLandingFees,"275,800,000","271,400,000","267,300,000","229,900,000","204,700,000","203,500,000","359,100,000","337,300,000","300,800,000","275,600,000","243,500,000","216,800,000","199,900,000","187,600","181,600,000",,,,,,,,,,,,,,
			OtherGandA,"475,100,000","409,700,000","565,600,000","443,000,000","260,700,000","342,800,000","299,900,000","258,900,000","239,600,000","198,100,000","161,000,000","169,500,000","142,900,000","133,100","113,900,000",,,,,,,,,,,,,,
		SellingAndMarketingExpense,"264,200,000","264,400,000","288,500,000","325,900,000","217,500,000","191,300,000","166,400,000","157,700,000","144,200,000","140,600,000","122,800,000","112,200,000","106,300,000","99,100","95,500,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"259,078,000","255,528,000","243,949,000","218,556,000","195,156,000","190,599,000",,,,,,,,,,,,,,,,,,,"18,116,000","15,241,000","10,000,000","4,600,000","1,700,000"
		DepreciationAndAmortizationInIncomeStatement,"259,078,000","255,528,000","243,949,000","218,556,000","195,156,000","190,599,000",,,,,,,,,,,,,,,,,,,"18,116,000","15,241,000","10,000,000","4,600,000","1,700,000"
	ProvisionForDoubtfulAccounts,"310,800,000","310,500,000","317,000,000","141,700,000","160,700,000","185,700,000","153,800,000",,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"310,800,000","310,500,000","317,000,000","141,700,000","160,700,000","185,700,000","153,800,000",,,,,,,,,"176,337,000","18,858,000",,,,,,,,,,,,
OperatingIncome,"-315,864,000","-205,719,000","-310,946,000","551,586,000","272,869,000","553,541,000","558,191,000","711,759,000","694,794,000","666,825,000","629,827,000","493,501,000","433,362,000","1,377,820,200","422,428,000","280,179,000","66,954,000","214,053,000","194,894,000","138,726,000","103,619,000","102,514,000","75,822,000","84,929,000","42,439,000","12,165,000","-32,102,000","-54,294,000","-9,700,000"
NetNonOperatingInterestIncomeExpense,"848,154,000","837,050,000","938,402,000","906,205,000","684,122,000","601,693,000","555,008,000","350,437,000","312,568,000","355,678,000","342,821,000","305,333,000","266,910,000","228,471,000","185,303,000","-2,900,000","-4,300,000","-3,589,000",,,,,,,,,,,
	InterestIncomeNonOperating,"1,729,400,000","1,677,400,000","1,441,500,000","1,296,800,000","1,142,000,000","1,104,100,000","972,900,000","421,182,000","368,984,000","392,036,000","367,294,000","336,167,000","299,267,000","262,185,000","219,983,000","560,000","1,786,000","1,366,000",,,,,,,,,,,
	InterestExpenseNonOperating,"804,046,000","763,450,000","430,698,000","322,895,000","400,278,000","441,107,000","365,092,000","70,745,000","56,416,000","36,358,000","24,473,000","30,834,000","32,357,000","33,714,000","34,680,000","3,460,000","6,086,000","4,955,000",,,,,,,,,,,
	TotalOtherFinanceCost,"77,200,000","76,900,000","72,400,000","67,700,000","57,600,000","61,300,000","52,800,000",,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"8,641,000","10,271,000","9,401,000","34,568,000","8,275,000","5,690,000","-408,000","1,363,000","-953,000","-12,559,000","-3,292,000","-1,497,000","1,113,000","464,000","480,000","175,217,000","15,286,000","86,605,000","132,625,000","104,327,000","83,289,000","87,290,000","70,899,000","58,773,000","37,538,000",,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,"262,649,000","219,983,000","175,217,000","15,286,000","86,605,000","132,625,000","104,327,000","83,289,000","87,290,000","70,899,000","58,773,000","37,538,000",,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,"-740,000",,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,"-262,649,000",,,"-15,286,000","-85,865,000",,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,"0","740,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"8,641,000","10,271,000","9,401,000","34,568,000","8,275,000","5,690,000","-408,000","1,363,000","-953,000","-12,559,000","-3,292,000","-1,497,000","1,113,000","464,000","480,000",,,,,,,,,,,,,,
PretaxIncome,"540,995,000","641,595,000","636,804,000","1,492,346,000","965,257,000","1,160,986,000","1,112,806,000","1,063,608,000","1,006,405,000","1,009,944,000","969,331,000","797,322,000","701,351,000","666,910,000","608,206,000","452,496,000","96,798,000","297,069,000","323,349,000","239,983,000","184,523,000","189,350,000","156,697,000","146,456,000","73,482,000","1,803,000","-38,500,000","-56,100,000","-15,900,000"
TaxProvision,"137,649,000","162,391,000","152,042,000","341,049,000","218,338,000","272,553,000","270,393,000","399,496,000","379,435,000","386,516,000","371,973,000","304,736,000","267,067,000","253,115,000","230,711,000","170,828,000","37,585,000","115,044,000","124,752,000","91,928,000","71,595,000","72,900,000","61,895,000","55,654,000","27,918,000","685,000","-15,000,000","-21,900,000","-6,600,000"
NetIncomeCommonStockholders,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","281,668,000","59,213,000","182,025,000","198,597,000","148,055,000","112,928,000","116,450,000","94,802,000","90,802,000","45,564,000","1,118,000","-23,500,000","-34,200,000","-9,300,000"
	NetIncome,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","281,668,000","59,213,000","182,025,000","198,597,000","148,055,000","112,928,000","116,450,000","94,802,000","90,802,000","45,564,000","1,118,000","-23,500,000","-34,200,000","-9,300,000"
		NetIncomeIncludingNoncontrollingInterests,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","281,668,000","59,213,000","182,025,000","198,597,000","148,055,000","112,928,000","116,450,000","94,802,000","90,802,000","45,564,000","1,118,000","-23,500,000","-34,200,000","-9,300,000"
			NetIncomeContinuousOperations,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","281,668,000","59,213,000","182,025,000","198,597,000","148,055,000","112,928,000","116,450,000","94,802,000","90,802,000","45,564,000","1,118,000","-23,500,000","-34,200,000","-9,300,000"
DilutedNIAvailtoComStockholders,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","281,668,000","59,213,000","182,025,000","198,597,000","148,055,000","112,928,000","116,450,000","94,802,000","90,802,000","45,564,000","1,118,000","-23,500,000","-34,200,000","-9,300,000"
BasicEPS,"2.56","3.03","3.05","7.09","4.58","5.39","4.83","3.64","3.29","3.07","2.77","2.2","1.9","1.83","1.7","1.27","0.27","0.84","0.93","0.64","0.49","0.565","0.46","0.445","0.225","0.005","-0.12","-0.175","-0.005"
DilutedEPS,"2.55","3.02","3.03","6.97","4.52","5.33","4.79","3.6","3.26","3.03","2.73","2.16","1.87","1.79","1.67","1.26","0.27","0.83","0.92","0.63","0.48","0.55","0.455","0.435","0.225","0.005","-0.12","-0.175","-0.005"
BasicAverageShares,"157,977,250","158,216,000","158,800,000","162,410,000","163,183,000","164,836,000","174,463,000","182,660,000","190,343,000","203,275,000","215,617,000","223,589,000","228,095,000","226,282,000","223,449,000","219,527,000","217,537,000","216,045,000","212,454,000","209,270,000","208,100,000","207,006,000","205,966,000","204,078,000","51,092,000","47,556,000","46,654,000","44,408,000","43,720,000"
DilutedAverageShares,"158,493,250","158,707,000","159,771,000","165,176,000","165,133,000","166,820,000","175,884,000","184,470,000","192,215,000","205,540,000","218,691,000","227,584,000","231,823,000","230,721,000","227,601,000","222,234,000","219,357,000","220,522,000","216,739,000","212,846,000","211,300,000","211,256,000","209,140,000","208,044,000","53,930,000","51,576,000","46,654,000","44,408,000","43,720,000"
RentExpenseSupplemental,"275,800,000","271,400,000","267,300,000","229,900,000","204,700,000","203,500,000","359,100,000","337,300,000","300,800,000","275,600,000","243,500,000","216,800,000","199,900,000","187,600","181,600,000",,,,,,,,,,,,,,
TotalExpenses,"26,278,238,000","26,741,759,000","29,995,819,000","31,348,826,000","18,677,280,000","19,766,446,000","17,614,909,000","16,408,450,000","15,180,324,000","14,482,850,000","13,638,889,000","12,080,798,000","10,529,456,000","8,625,778,800","8,553,126,000","7,190,014,000","6,907,012,000","7,985,518,000","7,270,762,000","6,121,241,000","5,156,643,000","4,495,177,000","3,894,122,000","3,448,830,000","2,716,073,000","2,002,819,000","1,498,400,000","928,500,000","519,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","281,668,000","59,213,000","182,025,000","198,597,000","148,055,000","112,928,000","116,450,000","94,802,000","90,802,000","45,564,000","1,118,000","-23,500,000","-34,200,000","-9,300,000"
NormalizedIncome,"403,346,000","479,204,000","484,762,000","1,151,297,000","746,919,000","888,433,000","842,413,000","664,112,000","626,970,000","623,428,000","597,358,000","492,586,000","434,284,000","413,795,000","377,495,000","172,599,584.023","59,213,000","128,958,961.049","117,140,347.513","83,691,549.318","61,955,166.304","62,766,765.25","51,907,962.475","54,363,028.937","22,287,804.034","1,118,000","-23,500,000","-34,200,000","-9,300,000"
