name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"24,439,000,000","23,713,000,000","20,773,000,000","13,857,000,000","10,571,000,000","20,972,000,000","20,758,000,000","20,452,000,000","15,407,000,000","14,486,000,000","13,796,000,000","12,784,000,000","11,814,000,000","12,317,000,000","11,691,000,000","10,908,000,000","12,879,000,000","12,990,000,000","11,995,000,000","11,129,000,000","10,099,000,000","9,014,000,000","8,415,000,000","7,768,000,000","7,911,000,000","8,739,000,000","7,968,000,000","9,046,000,000"
	OperatingRevenue,"6,564,000,000","6,388,000,000","5,445,000,000","3,490,000,000","2,119,000,000","5,373,000,000","5,215,000,000","4,997,000,000","3,473,000,000","2,856,000,000","2,741,000,000","2,493,000,000","2,409,000,000","3,474,000,000","11,691,000,000","10,908,000,000","12,879,000,000","12,990,000,000","11,995,000,000","11,129,000,000","10,099,000,000","9,014,000,000","8,415,000,000","7,768,000,000","7,911,000,000","8,739,000,000","7,968,000,000","9,046,000,000"
CostOfRevenue,"19,247,000,000","18,589,000,000","16,215,000,000","11,056,000,000","9,112,000,000","17,755,000,000","17,084,000,000","16,639,000,000","12,735,000,000","12,363,000,000","11,830,000,000","11,020,000,000","10,190,000,000","11,039,000,000","10,216,000,000","9,673,000,000","11,256,000,000","11,034,000,000","10,231,000,000","9,677,000,000","9,015,000,000","8,114,000,000","7,584,000,000","6,693,000,000","6,975,000,000","7,747,000,000","7,092,000,000",
GrossProfit,"5,192,000,000","5,124,000,000","4,558,000,000","2,801,000,000","1,459,000,000","3,217,000,000","3,674,000,000","3,813,000,000","2,672,000,000","2,123,000,000","1,966,000,000","1,764,000,000","1,624,000,000","1,278,000,000","1,475,000,000","1,235,000,000","1,623,000,000","1,956,000,000","1,764,000,000","1,452,000,000","1,084,000,000","900,000,000","831,000,000","1,075,000,000","936,000,000","992,000,000","876,000,000",
OperatingExpense,"1,267,000,000","1,200,000,000","1,084,000,000","1,043,000,000","1,108,000,000","1,279,000,000","1,153,000,000","1,150,000,000","862,000,000","773,000,000","807,000,000","776,000,000","684,000,000","752,000,000","780,000,000","722,000,000","803,000,000","768,000,000","677,000,000","753,000,000","607,000,000","523,000,000","510,000,000","655,000,000","125,000,000","326,000,000","250,000,000","8,437,000,000"
	SellingGeneralAndAdministration,"1,078,000,000","1,011,000,000","891,000,000","823,000,000","762,000,000","938,000,000","927,000,000","921,000,000","743,000,000","634,000,000","659,000,000","649,000,000","582,000,000","752,000,000","780,000,000","722,000,000","803,000,000","785,000,000","677,000,000","781,000,000","607,000,000","523,000,000","510,000,000","655,000,000","125,000,000","164,000,000","110,000,000",
		GeneralAndAdministrativeExpense,"1,078,000,000","1,011,000,000","891,000,000","823,000,000","762,000,000","938,000,000","927,000,000","921,000,000","743,000,000","634,000,000","659,000,000","649,000,000","582,000,000","752,000,000",,,,,,,,,,,,,,
			OtherGandA,"1,078,000,000","1,011,000,000","891,000,000","823,000,000","762,000,000","938,000,000","927,000,000","921,000,000","743,000,000","634,000,000","659,000,000","649,000,000","582,000,000","752,000,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"189,000,000","189,000,000","193,000,000","220,000,000","346,000,000","341,000,000","226,000,000","229,000,000","119,000,000","139,000,000","148,000,000","127,000,000","102,000,000",,,,,,,,,,,,"195,000,000","162,000,000","140,000,000",
		DepreciationAndAmortizationInIncomeStatement,"189,000,000","189,000,000","193,000,000","220,000,000","346,000,000","341,000,000","226,000,000","229,000,000","119,000,000","139,000,000","148,000,000","127,000,000","102,000,000",,,,,,,,,,,,"195,000,000","162,000,000","140,000,000",
