name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"7,105,000,000","7,076,000,000","6,842,000,000","6,584,000,000","5,652,000,000","5,597,000,000","5,688,000,000","5,878,000,000","6,356,000,000","6,418,000,000","6,587,000,000","13,084,000,000","13,633,000,000","12,626,000,000","11,343,000,000","10,836,000,000","11,304,000,000","10,416,000,000","9,561,000,000","9,349,000,000","9,011,000,000","8,380,000,000","7,757,000,000","6,953,000,000","7,093,000,000","7,822,000,000","8,479,000,000","9,690,000,000"
	OperatingRevenue,"7,105,000,000","7,076,000,000","6,842,000,000","6,584,000,000","5,652,000,000","5,597,000,000","5,688,000,000","5,878,000,000","6,356,000,000","6,418,000,000","6,587,000,000","13,084,000,000","13,633,000,000","12,626,000,000","11,343,000,000","10,836,000,000","11,304,000,000","10,416,000,000","9,561,000,000","9,349,000,000","9,011,000,000","8,380,000,000","7,757,000,000","6,953,000,000","7,093,000,000","7,822,000,000","8,479,000,000","9,690,000,000"
CostOfRevenue,"3,603,000,000","3,580,000,000","3,535,000,000","3,418,000,000","2,965,000,000","2,783,000,000","3,030,000,000","3,191,000,000","3,690,000,000","3,867,000,000","4,029,000,000","9,659,000,000","9,985,000,000","9,285,000,000","8,230,000,000","8,052,000,000","8,564,000,000","7,813,000,000","7,094,000,000","7,070,000,000","6,885,000,000","4,341,000,000","3,915,000,000","3,566,000,000","3,253,000,000","3,666,000,000","4,134,000,000","4,904,000,000"
GrossProfit,"3,502,000,000","3,496,000,000","3,307,000,000","3,166,000,000","2,687,000,000","2,814,000,000","2,658,000,000","2,687,000,000","2,666,000,000","2,551,000,000","2,558,000,000","3,425,000,000","3,648,000,000","3,341,000,000","3,113,000,000","2,784,000,000","2,740,000,000","2,603,000,000","2,467,000,000","2,279,000,000","2,126,000,000","4,039,000,000","3,842,000,000","3,387,000,000","3,840,000,000","4,156,000,000","4,345,000,000","4,786,000,000"
OperatingExpense,"1,181,000,000","1,187,000,000","1,149,000,000","1,067,000,000","1,078,000,000","921,000,000","909,000,000","1,046,000,000","1,161,000,000","1,098,000,000","1,028,000,000","1,412,000,000","1,510,000,000","1,372,000,000","1,277,000,000","1,221,000,000","1,223,000,000","1,222,000,000","1,146,000,000","1,126,000,000","971,000,000","2,980,000,000","2,837,000,000","2,521,000,000","2,977,000,000","3,262,000,000","3,577,000,000","4,114,000,000"
	SellingGeneralAndAdministration,"1,181,000,000","1,187,000,000","1,149,000,000","1,067,000,000","1,078,000,000","921,000,000","909,000,000","1,046,000,000","1,161,000,000","1,098,000,000","1,028,000,000","1,412,000,000","1,510,000,000","1,372,000,000","1,277,000,000","1,221,000,000","1,385,000,000","1,293,000,000","1,222,000,000","1,210,000,000","1,056,000,000","3,005,000,000","2,837,000,000","2,521,000,000","2,623,000,000","2,876,000,000","3,160,000,000","3,578,000,000"
		GeneralAndAdministrativeExpense,"1,181,000,000","1,187,000,000","1,149,000,000","1,067,000,000","1,078,000,000","921,000,000","909,000,000","1,046,000,000","1,161,000,000","1,098,000,000","1,028,000,000","1,412,000,000","1,510,000,000","1,372,000,000","1,277,000,000",,,,,,,,,,,,,
			SalariesAndWages,"-6,000,000","-6,000,000","9,000,000","7,000,000","14,000,000","4,000,000","14,000,000","47,000,000","32,000,000","40,000,000",,,,,,,,,,,,,,,,,,
			OtherGandA,"1,187,000,000","1,193,000,000","1,140,000,000","1,060,000,000","1,064,000,000","917,000,000","895,000,000","999,000,000","1,129,000,000","1,058,000,000","1,028,000,000","1,412,000,000","1,510,000,000","1,372,000,000","1,277,000,000",,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,"1,368,000,000","1,208,000,000","0","0",,,,,,,,,,,,,,,,,,,
