name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989
TotalRevenue,"46,386,374,000,000","45,095,325,000,000","37,154,298,000,000","31,379,507,000,000","27,214,593,000,000","29,866,547,000,000","30,225,681,000,000","29,379,510,000,000","27,597,193,000,000","28,403,118,000,000","27,234,521,000,000","25,691,911,000,000","22,064,192,000,000","18,583,653,000,000","18,993,688,000,000","18,950,973,000,000","20,529,570,000,000","26,289,240,000,000","23,901,501,396,480","21,078,507,853,350","18,524,369,332,140","17,059,738,161,350","15,214,416,317,300","14,280,226,566,970","13,371,418,913,100","12,295,108,692,800","12,603,548,754,800","11,680,368,749,145","12,222,186,510,856","10,829,982,520,818","8,279,477,792,775","9,354,894,889,441","10,172,511,798,526","10,165,805,331,690","9,869,663,824,800","9,202,212,883,065","8,037,326,023,950"
	OperatingRevenue,"46,386,374,000,000","45,095,325,000,000","37,154,298,000,000","31,379,507,000,000","27,214,593,000,000","29,866,547,000,000","30,225,681,000,000","29,379,510,000,000","27,597,193,000,000","28,403,118,000,000","27,234,521,000,000","25,691,911,000,000","22,064,192,000,000","18,583,653,000,000","18,993,688,000,000","18,950,973,000,000","20,529,570,000,000","26,289,240,000,000","23,901,501,396,480","21,078,507,853,350","18,524,369,332,140","17,059,738,161,350","15,214,416,317,300","14,280,226,566,970","13,371,418,913,100","12,295,108,692,800","12,603,548,754,800","11,680,368,749,145","12,222,186,510,856","10,829,982,520,818","8,279,477,792,775","9,354,894,889,441","10,172,511,798,526","10,165,805,331,690","9,869,663,824,800","9,202,212,883,065","8,037,326,023,950"
CostOfRevenue,"36,652,514,000,000","35,727,007,000,000","30,841,282,000,000","25,407,834,000,000","22,382,220,000,000","24,485,351,000,000","24,781,785,000,000","23,889,153,000,000","22,734,336,000,000","22,605,465,000,000","21,841,676,000,000","20,801,139,000,000","18,640,995,000,000","16,388,564,000,000","16,615,326,000,000","16,683,797,000,000","18,455,800,000,000","21,520,353,000,000","19,190,927,182,560","16,978,460,710,050","14,848,426,891,340","13,682,027,394,900","12,109,597,113,340","11,304,642,188,450","10,835,855,877,480","8,925,092,314,200","9,094,676,575,200","8,527,518,700,665","9,300,217,890,296","8,553,227,387,580","6,674,247,082,804","7,685,465,352,344","8,430,468,966,304","8,301,493,575,654","7,855,203,371,520","7,146,918,627,870","6,422,893,682,720"
GrossProfit,"9,733,860,000,000","9,368,318,000,000","6,313,016,000,000","5,971,673,000,000","4,832,373,000,000","5,381,196,000,000","5,443,896,000,000","5,490,357,000,000","4,862,857,000,000","5,797,653,000,000","5,392,845,000,000","4,890,772,000,000","3,423,197,000,000","2,195,089,000,000","2,378,362,000,000","2,267,176,000,000","2,073,770,000,000","4,768,887,000,000","4,710,574,213,920","4,100,047,143,300","3,675,942,440,800","3,377,710,766,450","3,104,819,203,960","2,975,584,378,520","2,535,563,035,620","3,370,016,378,600","3,508,872,179,600","3,152,850,048,480","2,921,968,620,560","2,276,755,133,238","1,605,230,709,971","1,669,429,537,097","1,742,042,832,222","1,864,311,756,036","2,014,460,453,280","2,055,294,255,195","1,614,432,341,230"
OperatingExpense,"4,193,364,000,000","4,015,383,000,000","3,587,990,000,000","2,975,977,000,000","2,634,625,000,000","2,981,965,000,000","2,976,351,000,000","3,090,495,000,000","2,868,485,000,000","2,943,682,000,000","2,642,281,000,000","2,598,660,000,000","2,102,309,000,000","1,839,462,000,000","1,910,083,000,000","2,119,660,000,000","2,534,781,000,000","2,498,512,000,000","2,476,229,665,440","2,217,984,967,800","2,006,219,577,740","1,733,423,775,850","1,856,780,509,580","1,884,793,731,990","1,730,730,483,480","2,693,793,620,800","2,767,535,995,850","2,324,244,706,185","2,258,256,185,440","1,925,081,277,714","1,344,519,283,296","1,533,316,922,426","1,560,824,112,694","1,645,758,703,743","1,513,874,577,888","1,411,640,243,745","1,145,546,937,800"
	SellingGeneralAndAdministration,"4,193,364,000,000","4,015,383,000,000","3,587,990,000,000","2,975,977,000,000","2,634,625,000,000","2,981,965,000,000","2,976,351,000,000","3,090,495,000,000","2,868,485,000,000","2,943,682,000,000","2,642,281,000,000","2,598,660,000,000","2,102,309,000,000","1,839,462,000,000","1,910,083,000,000","2,119,660,000,000","2,534,781,000,000","2,498,512,000,000","2,476,229,665,440","2,217,984,967,800","2,006,219,577,740","1,733,423,775,850","1,856,780,509,580","1,884,793,731,990","1,730,730,483,480","1,897,759,932,200","1,913,778,710,500","1,565,405,168,100","1,650,022,286,952","1,369,703,051,010","1,007,750,103,878","1,073,701,823,056","1,078,530,934,327","1,173,629,765,013","1,129,978,118,016","1,071,884,072,130","849,904,276,220"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,"796,033,688,600","853,757,285,350","758,839,538,085","608,233,898,488","555,378,226,704","336,769,179,418","459,615,099,370","482,293,178,367","472,128,938,730","383,896,459,872","339,756,171,615","295,642,661,580"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,"796,033,688,600","853,757,285,350","758,839,538,085","608,233,898,488","555,378,226,704","336,769,179,418","459,615,099,370","482,293,178,367","472,128,938,730","383,896,459,872","339,756,171,615","295,642,661,580"
OperatingIncome,"5,540,496,000,000","5,352,935,000,000","2,725,026,000,000","2,995,696,000,000","2,197,748,000,000","2,399,231,000,000","2,467,545,000,000","2,399,862,000,000","1,994,372,000,000","2,853,971,000,000","2,750,564,000,000","2,292,112,000,000","1,320,888,000,000","355,627,000,000","468,279,000,000","147,516,000,000","-461,011,000,000","2,270,375,000,000","2,234,344,548,480","1,882,062,175,500","1,669,722,863,060","1,644,286,990,600","1,248,038,694,380","1,090,790,646,530","804,832,552,140","676,222,757,800","741,336,183,750","828,605,342,295","663,712,435,120","351,673,855,524","260,711,426,675","136,112,614,671","181,218,719,528","218,553,052,293","500,585,875,392","643,654,011,450","468,885,403,430"
NetNonOperatingInterestIncomeExpense,"506,853,000,000","516,350,000,000","144,928,000,000","195,931,000,000","298,854,000,000","148,447,000,000","197,417,000,000","151,955,000,000","129,630,000,000","122,459,000,000","124,251,000,000","95,780,000,000","75,706,000,000","76,943,000,000","61,453,000,000","44,815,000,000","91,585,000,000","119,563,000,000",,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"438,361,000,000","454,688,000,000","234,102,000,000","101,512,000,000","105,600,000,000","121,830,000,000","225,495,000,000","179,541,000,000","158,983,000,000","157,862,000,000","147,122,000,000","115,410,000,000","98,673,000,000","99,865,000,000","90,771,000,000","78,224,000,000","138,467,000,000","165,676,000,000",,,,,,,,,,,,,,,,,,,
