name,ttm,06/30/2024,06/30/2023,06/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996,04/30/1995,04/30/1994,04/30/1993,04/30/1992,04/30/1991,04/30/1990,04/30/1989,04/30/1988,04/30/1987,04/30/1986
TotalRevenue,"3,610,347,000","3,610,347,000","3,472,185,000","3,463,270,000","3,413,987,000","2,639,720,000","3,094,881,000","3,159,931,000","3,036,314,000","3,038,153,000","3,078,658,000","3,024,295,000","2,905,943,000","2,893,771,000","2,944,980,000","3,751,927,000","4,083,577,000","4,086,630,000","4,021,274,000","3,574,753,000","3,097,035,000","4,018,085,000","3,746,457,000","3,285,701,000","2,526,174,000","2,451,943,000","1,644,665,000","1,269,981,000","1,097,456,000","871,533,000","790,026,000","1,118,600,000","1,382,300,000","1,226,400,000","1,061,200,000","937,800,000","799,200,000","778,100,000","686,600,000","591,300,000"
	OperatingRevenue,"3,610,347,000","3,610,347,000","3,472,185,000","3,463,270,000","3,413,987,000","2,639,720,000","3,094,881,000","3,159,931,000","3,036,314,000","3,038,153,000","3,078,658,000","3,024,295,000","2,905,943,000","2,893,771,000","2,944,980,000","3,751,927,000","3,929,061,000","3,935,072,000","3,886,253,000","3,505,250,000","3,097,035,000","4,018,085,000","3,261,934,000","2,885,213,000","2,526,174,000","2,288,498,000","1,498,618,000","1,150,898,000","984,781,000","768,880,000","668,293,000","1,118,600,000","1,382,300,000","1,226,400,000","1,061,200,000","937,800,000","799,200,000","778,100,000","686,600,000","591,300,000"
CostOfRevenue,"1,991,566,000","1,991,566,000","1,923,452,000","1,881,262,000","1,842,092,000","1,712,276,000","1,756,922,000","1,739,729,000","1,644,377,000","1,685,552,000","1,869,017,000","1,822,156,000","1,744,478,000","1,922,035,000","1,776,782,000","2,467,996,000","2,596,218,000","2,588,193,000","2,508,458,000","2,146,048,000","1,891,071,000","2,177,384,000","591,435,000","539,471,000","397,242,000","338,501,000","215,666,000","155,092,000","130,557,000","41,462,000","42,744,000","105,600,000","89,100,000","76,300,000","73,700,000","64,800,000","51,600,000","471,500,000","411,800,000","349,900,000"
GrossProfit,"1,618,781,000","1,618,781,000","1,548,733,000","1,582,008,000","1,571,895,000","927,444,000","1,337,959,000","1,420,202,000","1,391,937,000","1,352,601,000","1,209,641,000","1,202,139,000","1,161,465,000","971,736,000","1,168,198,000","1,283,931,000","1,487,359,000","1,498,437,000","1,512,816,000","1,428,705,000","1,205,964,000","1,840,701,000","3,155,022,000","2,746,230,000","2,128,932,000","2,113,442,000","1,428,999,000","1,114,889,000","966,899,000","830,071,000","747,282,000","1,013,000,000","1,293,200,000","1,150,100,000","987,500,000","873,000,000","747,600,000","306,600,000","274,800,000","241,400,000"
OperatingExpense,"813,504,000","813,504,000","800,035,000","837,111,000","802,268,000","744,361,000","722,167,000","668,152,000","675,953,000","719,409,000","414,975,000","383,649,000","390,482,000","398,035,000","529,159,000","631,499,000","648,490,000","788,898,000","853,254,000","891,691,000","643,813,000","616,362,000","2,174,780,000","2,030,802,000","1,663,866,000","1,711,354,000","1,073,925,000","843,372,000","752,711,000","653,549,000","593,887,000","849,900,000","1,141,000,000","1,030,100,000","891,500,000","787,300,000","686,400,000","111,400,000","101,900,000","89,800,000"
	SellingGeneralAndAdministration,"813,504,000","813,504,000","800,035,000","837,111,000","802,268,000","744,361,000","722,167,000","668,152,000","675,953,000","719,409,000","367,032,000","361,304,000","373,304,000","378,188,000","529,159,000","631,499,000","648,490,000","788,898,000","852,954,000","891,691,000","693,147,000","846,157,000","1,884,538,000","1,759,275,000","1,670,870,000","1,409,109,000","1,004,587,000","804,473,000","741,070,000","649,580,000","593,887,000","792,800,000","1,086,300,000","985,800,000","858,500,000","758,100,000","660,500,000","86,500,000","80,600,000","70,500,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,"1,994,725,000","1,733,691,000","1,603,546,000",,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,"1,994,725,000","1,733,691,000","1,603,546,000",,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,"374,193,000","432,940,000","367,032,000","361,304,000","373,304,000","378,188,000",,,,,,,,"188,317,000","150,847,000","155,729,000",,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,"62,379,000","57,691,000","47,943,000","22,345,000","17,178,000","19,847,000",,,,,,,,"172,038,000","161,821,000","155,386,000","205,608,000","147,218,000",,,,,,"57,100,000","54,700,000","44,300,000","33,000,000","29,200,000","25,900,000","24,900,000","21,300,000","19,300,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,"62,379,000","57,691,000","47,943,000","22,345,000","17,178,000","19,847,000",,,,,,,,"172,038,000","161,821,000","155,386,000","205,608,000","147,218,000",,,,,,"57,100,000","54,700,000","44,300,000","33,000,000","29,200,000","25,900,000","24,900,000","21,300,000","19,300,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,"300,000",,"-49,334,000","-229,795,000","128,421,000","116,141,000","-212,612,000","155,027,000","69,338,000","38,899,000","11,641,000","3,969,000",,,,,,,,,,
OperatingIncome,"805,277,000","805,277,000","748,698,000","744,897,000","769,627,000","183,083,000","615,792,000","752,050,000","715,984,000","633,192,000","794,666,000","818,490,000","770,983,000","573,701,000","639,039,000","652,432,000","838,869,000","709,539,000","659,562,000","537,014,000","562,151,000","1,224,339,000","980,242,000","715,428,000","465,066,000","402,088,000","355,074,000","271,517,000","214,188,000","176,522,000","153,395,000","163,100,000","152,200,000","120,000,000","96,000,000","85,700,000","61,200,000","195,200,000","172,900,000","151,600,000"
NetNonOperatingInterestIncomeExpense,"-79,080,000","-79,080,000","-72,978,000","-88,282,000","-106,870,000","-96,094,000","-87,051,000","-82,511,000","-89,121,000","-56,452,000","-44,974,000","-35,361,000","-74,297,000","7,711,000","134,153,000","122,405,000","154,516,000","151,558,000",,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,"14,254,000","16,512,000","6,861,000","3,830,000","12,510,000","272,000","19,918,000",,"99,800,000","134,153,000","122,405,000","154,516,000","151,558,000",,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"79,080,000","79,080,000","72,978,000","88,282,000","106,870,000","96,094,000","87,051,000","89,372,000","92,951,000","68,962,000","45,246,000","55,279,000","74,297,000","92,089,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"36,125,000","36,125,000","35,492,000","2,454,000","5,979,000","-90,363,000","16,419,000","-807,000","2,424,000","-7,261,000","-6,887,000","-16,013,000","5,325,000","2,369,000","-11,336,000","9,298,000","501,000","25,532,000","22,856,000","22,527,000","27,829,000","9,854,000","158,396,000","195,467,000","183,342,000","173,623,000","174,514,000","143,999,000","123,545,000","123,588,000","121,733,000","120,100,000","143,000,000","144,300,000","129,500,000","114,900,000","100,400,000","-54,900,000","-45,300,000","-38,900,000"
	GainOnSaleOfSecurity,,,,,,"-223,000","-233,000","-165,000","-1,000","-2,893,000","-5,878,000","-18,191,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
