name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"431,199,897","408,997,373","261,152,720","688,156,276","1,096,109,358","1,352,297,180","1,821,069,760","2,847,855,504","1,896,257,906","1,807,982,189","5,548,811,774","7,832,162,387","3,180,985,182","13,108,370,904"
EnterpriseValue,"485,775,897","609,949,373","341,118,720","633,613,276","876,158,358","1,155,260,180","1,480,553,760","2,438,513,504","1,436,658,906","1,100,022,189","4,693,643,774","6,692,305,387","1,971,696,182","12,864,435,904"
PeRatio,,,,"6.997",,,,,,,,,,
ForwardPeRatio,"14.472","32.68","9.225","8.673","20.964","10.858","12.804","28.09","36.9","192.308","66.667","66.667","41.152",
PegRatio,,,,,"1.568","0.769","4.267","1.081","0.869",,"2.576","2.578","1.373",
PsRatio,"0.745","0.755","0.404","0.671","0.641","0.565","0.676","0.954","0.622","0.632","1.834","3.183","1.354","8.338"
PbRatio,"10.718",,"2.702","4.609","11.116","4.502","5.508","15.276","5.661","3.258","8.167","10.356","4.589",
EnterprisesValueRevenueRatio,"0.949","1.161","0.506","0.583","0.52","0.48","0.546","0.811","0.46","0.34","1.547","2.739","0.845","7.608"
EnterprisesValueEBITDARatio,"12.808","25.944","-2.968","3.166","-5.054","13.074","10.369","27.547","166.453","28.368","835.019","87.681","12.688","-57.945"
