name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993
OperatingCashFlow,"31,642,000","76,778,000","54,341,000","130,814,000","68,410,000","32,070,000","86,170,000","54,724,000","58,153,000","74,559,000","59,596,000","54,516,000","38,781,000","86,062,000","40,364,000","34,720,000","-20,867,000","83,634,000","67,834,000","29,670,000","30,190,000","51,647,000","33,306,000","16,546,000","25,271,000","28,275,000","-12,900,000","-6,100,000","3,800,000","3,900,000","6,800,000","200,000","9,100,000"
	CashFlowFromContinuingOperatingActivities,"31,642,000","76,778,000","54,341,000","130,814,000","68,410,000","32,070,000","86,170,000","54,724,000","58,153,000","74,559,000","59,596,000","54,516,000","38,781,000","86,062,000","53,571,000","41,134,000","-20,867,000","83,634,000","67,834,000","29,670,000","30,190,000","51,647,000","33,306,000","16,546,000","25,271,000","28,275,000","-12,900,000","-6,100,000","3,800,000","3,900,000","6,800,000","200,000","9,100,000"
		NetIncomeFromContinuingOperations,"37,001,000","47,541,000","97,023,000","92,559,000","-111,194,000","42,379,000","61,624,000","-15,225,000","35,061,000","45,765,000","51,900,000","51,545,000","57,868,000","32,628,000","-22,817,000","-39,492,000","2,552,000","60,805,000","50,138,000","26,617,000","26,307,000","22,851,000","20,059,000","17,014,000","20,767,000","13,721,000","21,000,000","15,800,000","11,700,000","9,700,000","13,900,000","6,800,000","3,300,000"
		OperatingGainsLosses,,,,,"-1,317,000",,,,,"310,000","-131,000","-1,526,000","511,000","-747,000",,,"-517,000","1,845,000","-1,214,000","-1,008,000","12,344,000","5,903,000","3,306,000","2,632,000","3,793,000","3,588,000","1,300,000","1,000,000","1,900,000","1,100,000","900,000","700,000","1,000,000"
			GainLossOnSaleOfPPE,,,,,"-1,317,000","0","0",,"0","310,000","0",,,,"0","0","164,000",,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,"1,403,000","511,000","0","0",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,"-131,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"9,187,000","9,644,000","10,809,000","12,463,000","14,112,000","16,381,000","14,165,000","13,457,000","11,507,000","13,156,000","12,469,000","12,233,000","10,608,000","11,408,000","13,705,000","15,428,000","18,457,000","16,684,000","16,580,000","16,780,000","12,603,000","9,973,000","8,369,000","7,550,000","6,341,000","5,189,000","5,400,000","4,100,000","3,900,000","2,900,000","3,100,000","2,400,000","2,200,000"
			DepreciationAndAmortization,"9,187,000","9,644,000","10,809,000","12,463,000","14,112,000","16,381,000","14,165,000","13,457,000","11,507,000","13,156,000","12,469,000","12,233,000","10,608,000","11,408,000","13,705,000","15,428,000","18,457,000","16,684,000","16,580,000","16,780,000","12,603,000","9,973,000","8,369,000","7,550,000","6,341,000","5,189,000","5,400,000","4,100,000","3,900,000","2,900,000","3,100,000","2,400,000","2,200,000"
		DeferredTax,"1,330,000","319,000","-712,000","-208,000","-18,292,000","4,352,000","-18,834,000","45,463,000","-3,753,000","-1,817,000","6,316,000","4,169,000","-16,161,000","-8,691,000","3,715,000","18,618,000","327,000","-8,717,000","-10,655,000","-4,575,000","8,132,000","10,101,000","2,399,000","-1,174,000","-1,342,000","-1,636,000","1,800,000","500,000","200,000","-400,000","-4,800,000",,"100,000"
			DeferredIncomeTax,"1,330,000","319,000","-712,000","-208,000","-18,292,000","4,352,000","-18,834,000","45,463,000","-3,753,000","-1,817,000","6,316,000","4,169,000","-16,161,000","-8,691,000","3,715,000","18,618,000","327,000","-8,717,000","-10,655,000","-4,575,000","8,132,000","10,101,000","2,399,000","-1,174,000","-1,342,000","-1,636,000","1,800,000","500,000","200,000","-400,000","-4,800,000",,"100,000"
		AssetImpairmentCharge,,,"0","0","155,919,000","0","0","3,792,000","1,282,000","3,108,000","2,514,000","5,586,000","2,621,000","1,772,000","29,053,000","2,463,000","4,525,000",,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"5,794,000","5,418,000","4,091,000","4,795,000","3,786,000","3,152,000","4,910,000","3,792,000","2,757,000",,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"6,718,000","7,442,000","5,726,000","4,952,000","5,089,000","6,373,000","6,042,000","4,874,000","7,281,000","6,123,000","5,753,000","3,787,000","2,888,000","1,675,000","1,530,000","929,000","226,000",,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,"265,000","31,000","-1,270,000","-915,000","-1,657,000","-214,000","-279,000","502,000","151,000",,,,,,,,,,,,,,,,
		OtherNonCashItems,"342,000","1,742,000","435,000","-1,173,000","3,012,000","-13,296,000","64,000","12,576,000","2,119,000","1,608,000","2,493,000","1,403,000","3,164,000",,"1,711,000","2,270,000","5,492,000","8,139,000","13,120,000","10,472,000",,,,,,,,"100,000","100,000","200,000",,"100,000",
		ChangeInWorkingCapital,"-28,730,000","4,672,000","-63,031,000","17,426,000","17,295,000","-27,271,000","18,199,000","-10,213,000","1,899,000","6,306,000","-20,448,000","-21,766,000","-20,550,000","48,231,000","28,664,000","40,416,000","-52,080,000","4,878,000","-135,000","-18,616,000","-29,196,000","2,819,000","-827,000","-9,476,000","-4,288,000","7,413,000","-42,400,000","-27,600,000","-14,000,000","-9,600,000","-6,300,000","-9,800,000","2,500,000"
			ChangeInReceivables,"-8,747,000","-12,817,000","3,352,000","-1,461,000","-18,613,000","-1,486,000","2,903,000","-9,286,000","2,878,000","-354,000","-9,334,000","-7,304,000","-766,000","-3,086,000","9,486,000","10,446,000","10,549,000","18,976,000","-1,244,000","-5,496,000","1,422,000","4,583,000","-2,602,000","4,185,000","-4,831,000","2,469,000","-24,700,000","-18,700,000","-4,100,000","-10,600,000","-11,000,000","-7,800,000","-1,700,000"
				ChangesInAccountReceivables,"-15,148,000","-9,111,000","-3,445,000","-18,550,000","2,424,000","5,908,000","-2,640,000","-9,286,000","2,878,000","-354,000","-9,334,000","-7,304,000","-766,000","-3,086,000","9,486,000","10,446,000","10,549,000",,,,,,,,,,,,,,,,
			ChangeInInventory,"-684,000","37,652,000","-28,899,000","-15,436,000","21,596,000","-5,549,000","-4,234,000","6,624,000","7,442,000","-3,133,000","4,523,000","-19,077,000","-2,371,000","19,152,000","2,829,000","35,665,000","-36,068,000","666,000","7,627,000","-18,282,000","-29,587,000","-6,248,000","-4,815,000","-5,372,000","-20,043,000","14,609,000","-19,900,000","-13,000,000","-3,800,000","-2,800,000","-10,200,000","-2,700,000","8,100,000"
			ChangeInPayablesAndAccruedExpense,"-17,841,000","-27,393,000","-26,676,000","28,330,000","10,155,000","-26,448,000","17,808,000","-4,648,000","-6,863,000","5,969,000","-12,082,000","12,577,000","-12,201,000","25,748,000","6,167,000","-10,978,000","-15,548,000","3,495,000","-473,000","-1,662,000","11,248,000","160,000","-2,989,000","-4,443,000","11,142,000","-7,004,000","300,000","300,000","5,200,000","1,300,000","10,200,000","3,600,000","-700,000"
				ChangeInPayable,"-15,082,000","-11,460,000","-17,844,000","19,699,000","-5,669,000","-9,035,000","11,334,000","-5,904,000","-2,880,000","28,000","-1,057,000","18,635,000","-10,567,000","11,503,000","385,000","1,207,000","-19,847,000",,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"-23,111,000","-13,001,000","-4,104,000","1,430,000","2,142,000","-5,393,000","5,252,000","-1,898,000","-2,479,000","-746,000","4,300,000","7,054,000","1,161,000","-280,000","1,279,000","-409,000","-2,925,000",,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"-23,111,000","-13,001,000","-4,104,000","1,430,000","2,142,000","-5,393,000","5,252,000","-1,898,000","-2,479,000","-746,000","4,300,000","7,054,000","1,161,000","-280,000","1,279,000","-409,000","-2,925,000",,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"8,029,000","1,541,000","-13,740,000","18,269,000","-7,811,000","-3,642,000","6,082,000","-4,006,000","-401,000","774,000","-5,357,000","11,581,000","-11,728,000","11,783,000","-894,000","1,616,000","-16,922,000",,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-2,759,000","-15,933,000","-8,832,000","8,631,000","15,824,000","-17,413,000","6,474,000","1,256,000","-3,983,000","5,941,000","-11,025,000","-6,058,000","-1,634,000","14,245,000","5,782,000","-12,185,000","4,299,000",,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-563,000","7,839,000","-10,988,000","5,312,000","3,584,000","5,705,000","553,000","-10,454,000","-7,057,000","4,672,000","-7,277,000","-10,893,000","-8,444,000","6,001,000","12,363,000","5,322,000","-13,073,000","-1,470,000","-5,990,000","-240,000","5,716,000","12,179,000","7,471,000","64,000","-3,383,000","-3,964,000","-1,300,000","-2,600,000","-14,200,000","-500,000","-4,800,000","-1,500,000","600,000"
			ChangeInOtherCurrentLiabilities,"-895,000","-609,000","180,000","681,000","573,000","507,000","1,169,000","7,551,000","5,499,000","-848,000","3,722,000","2,931,000","3,232,000","416,000","-2,181,000",,,"-15,492,000","424,000","7,570,000","-16,100,000","-6,360,000","-1,080,000","-5,426,000","19,122,000","1,303,000","3,200,000","6,400,000","2,900,000","3,000,000","9,500,000","-1,400,000","-3,800,000"
			ChangeInOtherWorkingCapital,,,,,"1,896,000","-1,891,000","1,890,000","921,000","-2,070,000","1,016,000","-232,000","-2,821,000","120,000","-403,000","1,621,000","-39,000","2,060,000","-1,297,000","-479,000","-506,000","-1,895,000","-1,495,000","3,188,000","1,516,000","-6,295,000",,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,"0","-33,000","-13,207,000","-6,414,000",,,,,,,,,,,,,,,,,
InvestingCashFlow,"-13,698,000","-11,474,000","-10,550,000","-7,914,000","-1,865,000","-13,367,000","-109,009,000","-84,339,000","-7,556,000","-9,155,000","21,593,000","-47,895,000","-16,263,000","-7,208,000","-7,701,000","-5,480,000","-22,526,000","-28,033,000","-19,098,000","-13,165,000","-59,472,000","-11,483,000","-7,039,000","-14,709,000","-11,685,000","17,529,000","-10,900,000","-9,100,000","-6,900,000","-2,300,000","-5,100,000","-2,600,000","-2,000,000"
	CashFlowFromContinuingInvestingActivities,"-13,698,000","-11,474,000","-10,550,000","-7,914,000","-1,865,000","-13,367,000","-109,009,000","-84,339,000","-7,556,000","-9,155,000","21,593,000","-47,895,000","-16,263,000","-7,208,000","-7,601,000","-5,480,000","-22,526,000","-28,033,000","-19,098,000","-13,165,000","-59,472,000","-11,483,000","-7,039,000","-14,709,000","-11,685,000","17,529,000","-10,900,000","-9,100,000","-6,900,000","-2,300,000","-5,100,000","-2,600,000","-2,000,000"
		CapitalExpenditureReported,"-7,516,000","-8,223,000","-7,085,000","-5,656,000","-3,018,000","-12,713,000","-10,635,000","-5,810,000","-5,920,000","-8,070,000","-11,132,000","-16,707,000","-15,978,000","-8,170,000","-7,303,000","-4,901,000","-22,681,000",,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,"-28,033,000","-19,098,000","-13,165,000","-14,947,000","-10,830,000","-6,525,000","-13,902,000","-10,833,000","18,284,000","-9,100,000","-7,600,000","-6,600,000","-2,000,000","-4,400,000","-2,200,000","-1,700,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,"-28,033,000","-20,889,000","-17,165,000","-14,947,000","-10,830,000","-6,525,000","-13,902,000","-10,833,000","-10,125,000","-11,700,000","-7,600,000","-6,600,000","-2,000,000","-4,400,000","-2,200,000","-1,700,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,,"1,791,000","4,000,000",,,,,,"28,409,000","2,600,000",,,,,,
		NetIntangiblesPurchaseAndSale,"-172,000","-144,000","-202,000","-291,000","-164,000","-255,000","-492,000","-556,000","-328,000","-650,000","-118,000","-285,000","-285,000","-203,000","-298,000","-579,000","-851,000",,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,"-255,000","-492,000","-556,000","-328,000","-650,000","-118,000","-285,000","-285,000","-203,000","-298,000","-579,000","-851,000",,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,"0","0","-639,000","-97,882,000","-78,991,000","0",,,,,,,,,,,,"-43,525,000",,,,,,,,,,,,
			PurchaseOfBusiness,,,,"0","0","-639,000","-97,882,000","-78,991,000","0",,,,,,,,,,,,,,,,,,,,,,,,
