name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"16,409,612,825","25,378,392,008","25,233,534,292","44,621,307,393","35,181,605,978","24,244,724,152","16,007,647,224","22,551,189,725","18,241,051,774","23,850,812,133","21,206,563,567","18,423,179,529","12,060,193,749","7,070,386,745"
EnterpriseValue,"21,793,612,825","30,564,392,008","27,156,534,292","46,284,307,393","37,483,605,978","28,707,724,152","19,344,647,224","26,893,189,725","21,920,051,774","26,538,812,133","22,634,563,567","19,788,179,529","13,419,193,749","7,991,386,745"
PeRatio,"5.271","11.173","80.983","56.49","19.953","24.477","15.951","16.536","17.314","18.163","16.951","17.896","11.486","7.603"
ForwardPeRatio,"9.39","15.083","19.685","35.842","32.573","17.361","10.799","15.898","10.438","13.736","12.788","12.034","8.734",
PegRatio,"0.939","0.741","0.855","0.985","3.004","2.35","2.518","4.833","1.992","2.727","1.419","2.114","1.337",
PsRatio,"0.99","1.273","1.487","2.876","2.767","1.71","1.151","1.323","1.146","1.501","1.3","1.176","0.797","0.448"
PbRatio,"1.431","2.323","3.079","5.38","4.778","6.801","4.437","7.041","7.12","10.298","7.328","6.709","5.143","4.707"
EnterprisesValueRevenueRatio,"1.091","1.546","1.599","2.949","3.011","1.994","1.359","1.559","1.351","1.6","1.327","1.233","0.865","0.506"
EnterprisesValueEBITDARatio,"6.545","12.11","16.242","21.29","13.837","13.99","8.956","10.827","9.901","10.828","9.603","10.117","6.822","4.315"
