name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011
MarketCap,"151,854,642","236,751,383","183,057,700","271,662,300","282,352,440","322,294,450","310,268,969","329,634,598","415,058,280","561,334,127","768,685,402","975,373,678","1,025,815,584","1,450,545,643","1,393,226,914"
EnterpriseValue,"183,674,642","267,073,383","257,671,700","300,264,300","357,911,440","424,753,450","201,928,969","236,629,598","332,106,280","499,538,127","765,528,402","972,216,678","1,056,714,584","1,470,807,643","1,446,290,914"
PeRatio,"269",,,"13.426","22.237","27.371","15.702","185.8","13.482","20.528","18.337","15.107","16.006","25.042","27.516"
ForwardPeRatio,"13.28","11.655","19.841","10.638","8.711","8.953",,,,,,"12.3","13.85","21.598","30.864"
PegRatio,,,,,,,,,,,,"1.258","1.083","0.96",
PsRatio,"0.376","0.494","0.383","0.529","0.593","0.724","0.743","0.734","0.849","1.163","1.499","1.803","1.999","3.15","3.463"
PbRatio,"0.626","0.904","0.655","0.83","0.926","1.104","1.07","1.186","1.479","2.045","2.768","4.137","6.068","11.697","21.66"
EnterprisesValueRevenueRatio,"0.418","0.551","0.513","0.563","0.741","0.931","0.47","0.517","0.657","0.997","1.478","1.797","2.06","3.192","3.951"
EnterprisesValueEBITDARatio,"5.883","5.59","31.87","4.883","5.274","8.309","4.203","9.863","4.676","7.55","9.19","8.276","9.373","13.924","23.429"
