name,ttm,04/30/2024,04/30/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,12/31/2000,12/31/1999
			ChangeInInventory,"-19,060,000","16,618,000","-40,458,000","-58,183,000","25,264,000","-911,000","7,670,000","-16,971,000","-22,171,000","-804,000","25,662,000","-23,744,000","-7,702,000","-9,235,000","-1,732,000","-5,024,000","5,431,000","-15,137,685","-1,979,543","791,074","-4,003,818","-670,463","2,776,363","3,162,949",,
			ChangeInPrepaidAssets,"-298,000","-57,000","653,000","2,839,000","-852,000","-3,124,000","1,436,000","514,000","-1,619,000","1,999,000","-569,000","-1,856,000","-285,000","950,000",,,,,,,,,,,"-15,184",
			ChangeInPayablesAndAccruedExpense,"11,786,000","24,278,000","-16,538,000","-37,955,000","16,990,000","18,486,000","8,819,000","-49,982,000","23,589,000","33,224,000","-19,513,000","8,416,000","4,000,000","-8,110,000","15,107,000","6,030,000","7,669,000","-640,458","4,214,124","1,525,335","2,425,717","1,599,462","1,054,377","3,128,841","87,075","10,732"
				ChangeInPayable,"8,439,000","18,341,000","-8,606,000","-26,957,000","25,540,000","4,043,000","4,566,000","-20,998,000","1,233,000","13,048,000","-7,345,000","4,934,000","3,681,000","-15,867,000","20,604,000","3,534,000","-987,000",,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,"-328,000","-86,000","-1,534,000","1,079,000","-7,151,000","8,892,000","-169,000","4,608,000",,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,"-328,000","-86,000","-1,534,000","1,079,000","-7,151,000","8,892,000","-169,000","4,608,000",,,,,,,,,
					ChangeInAccountPayable,"8,439,000","18,341,000","-8,606,000","-26,957,000","25,540,000","4,043,000","4,566,000","-20,998,000","1,233,000","13,048,000","-7,345,000","6,468,000","2,602,000","-8,716,000","11,712,000","3,703,000","-987,000",,,,,,,,,
				ChangeInAccruedExpense,"3,347,000","5,937,000","-7,932,000","-10,998,000","-8,550,000","14,443,000","4,253,000","-28,984,000","22,356,000","20,176,000","-12,168,000","3,482,000","319,000","7,757,000","-5,497,000","2,496,000","8,656,000",,,,,,,,"87,075","10,732"
			ChangeInOtherCurrentAssets,"-118,000","-267,000","1,789,000","2,561,000","1,579,000","1,131,000","-967,000","-417,000","1,029,000","-237,000","-348,000","-356,000","-1,930,000","-189,000","-3,133,000","-370,000","1,632,000","-143,195","106,354","-179,278","-403,943","6,113,519","-1,536,841","-1,187,149",,
			ChangeInOtherCurrentLiabilities,"156,000","145,000","-2,677,000","-4,364,000","4,032,000","-2,401,000","-455,000","351,000","-3,260,000","-1,029,000","583,000","-360,000","1,327,000","714,000","-1,186,000","-1,533,000","-828,000","1,804,551","8,888,090","2,254,961","-1,883,666","-2,412,924","-5,557,534","1,599,041",,
			ChangeInOtherWorkingCapital,"-4,752,000","-3,149,000","-74,000","480,000","-3,643,000","6,196,000","1,781,000","5,848,000","-13,745,000","-328,000","8,965,000","-716,000","-3,384,000","4,804,000","657,000","-7,986,000","1,449,000","-961,344","-386,649","-3,405,943","-3,019,444","-1,569,428",,,"-92,447",
	CashFromDiscontinuedOperatingActivities,,,"0","0","-1,926,000","13,901,000","6,001,000",,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-54,088,000","-81,490,000","-89,781,000","-24,116,000","-23,404,000","-13,958,000","-34,827,000","-42,164,000","-243,742,000","-31,992,000","-186,057,000","-62,616,000","-32,910,000","-13,389,000","-19,933,000","-38,771,000","-9,452,000","-14,161,205","-118,095,804","-15,602,109","16,139,844","-6,913,125","-4,386,889","28,280,654","-124,744","0"
	CashFlowFromContinuingInvestingActivities,"-54,088,000","-81,490,000","-89,781,000","-24,116,000","-22,261,000","-12,084,000","-29,696,000","-42,164,000","-243,742,000","-31,992,000","-186,057,000","-62,616,000","-32,910,000","-13,389,000","-19,933,000","-38,771,000","-9,452,000","-14,161,205","-118,095,804","-15,602,109","16,139,844","-6,913,125","-4,386,889","28,280,654","-124,744","0"
		NetPPEPurchaseAndSale,"-60,414,000","-87,804,000","-89,447,000","-23,833,000","-21,629,000","-12,441,000","-29,559,000","-18,484,000","-32,100,000","-30,541,000","-26,504,000","-62,450,000","-40,381,000","-13,744,000","-19,784,000","-16,808,000","-9,406,000","-14,053,712","-15,754,219","-15,631,921","-8,113,035","-5,715,178","-3,548,241","-3,177,698","-24,744",
			PurchaseOfPPE,"-63,404,000","-90,759,000","-89,565,000","-23,972,000","-22,052,000","-12,441,000","-30,895,000","-18,490,000","-34,876,000","-30,602,000","-28,199,000","-62,551,000","-41,421,000","-13,770,000","-19,837,000","-16,831,000","-9,436,000","-14,066,992","-15,764,834","-15,663,037","-8,507,410","-5,741,594","-4,302,541","-3,177,698","-24,744",
			SaleOfPPE,"2,990,000","2,955,000","118,000","139,000","423,000","0","1,336,000","6,000","2,776,000","61,000","1,695,000","101,000","1,040,000","26,000","53,000","23,000","30,000","13,280","10,615","31,116","394,375","26,416","754,300",,,
		NetIntangiblesPurchaseAndSale,"6,326,000","6,314,000","-334,000","-283,000","-632,000","-429,000","-211,000","-560,000","-638,000","-315,000","-392,000","-243,000","-102,000","-164,000","-149,000","-889,000","-46,000",,,,,,,,,
			PurchaseOfIntangibles,"-174,000","-186,000","-334,000","-283,000","-632,000","-429,000","-211,000","-560,000","-638,000","-315,000","-392,000","-243,000","-102,000","-164,000","-149,000","-889,000","-46,000",,,,,,,,,
			SaleOfIntangibles,,"6,500,000","0","0",,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"0",,,,,"0","-1,772,000","-23,120,000","-211,069,000","-1,220,000","-159,242,000","0","7,500,000","500,000","0","-21,074,000","0","-107,493","-103,341,585",,,,,"28,598,168","-100,000",
			PurchaseOfBusiness,"0",,,,,"0","-1,772,000","-23,120,000","-211,069,000","-1,220,000","-159,242,000","0","0","0","0","-21,074,000","0",,,,,,,,"-100,000",
			SaleOfBusiness,,,,,,,,,,,"0","0","7,500,000","500,000","0","0","0",,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,"1,537,273","34,471","-552,673","-1,000,291",,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,"-552,673","-1,000,291",,
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,"1,537,273","34,471",,,,
		NetOtherInvestingChanges,"786,000",,,,,"786,000","74,000",,"65,000","84,000","81,000","77,000","73,000","19,000",,,,,"1,000,000","29,812","22,715,606","-1,232,418","-285,975","32,458,643",,
	CashFromDiscontinuedInvestingActivities,,,"0","0","-1,143,000","-1,874,000","-5,131,000",,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-1,170,000","-17,966,000","5,877,000","-105,987,000","-303,924,000","3,380,000","-30,468,000","-32,168,000","-9,564,000","12,492,000","44,612,000","-59,217,000","-21,418,000","-25,558,000","11,000","15,712,000","-8,148,000","8,450,791","105,616,845","1,059,344","-23,968,476","-737,283","-1,925,720","-14,418,750","1,941,950","1,053,625"
	CashFlowFromContinuingFinancingActivities,"-1,170,000","-17,966,000","5,877,000","-105,987,000","-278,758,000","3,380,000","-30,468,000","-32,168,000","-9,564,000","12,492,000","44,612,000","-59,217,000","-21,418,000","-25,558,000","11,000","15,712,000","-8,148,000","8,450,791","105,616,845","1,059,344","-23,968,476","-737,283","-1,925,720","-14,418,750","1,941,950","1,053,625"
		NetIssuancePaymentsOfDebt,"43,916,000","13,622,000","23,747,000","-1,087,000","-160,996,000","2,725,000","-32,041,000","-31,946,000","43,142,000","-321,000","74,404,000","55,845,000","-7,042,000","-30,000,000","0","-20,333,000","-41,823,000","4,267,626","107,089,385","-1,586,487","-24,294,614","-1,090,498","-2,357,425","-20,626,000","1,207,425","209,500"
			NetLongTermDebtIssuance,"43,916,000","13,622,000","23,747,000","-1,087,000","-160,996,000","2,725,000","-32,041,000","-31,946,000","43,142,000","-321,000","74,404,000","55,845,000","-7,042,000","-30,000,000","0","-20,333,000","-41,823,000",,,,,,,,"1,207,425","209,500"
				LongTermDebtIssuance,"80,000,000","50,000,000","25,000,000","0","25,000,000","228,225,000","50,000,000","150,000,000","100,000,000","105,000,000","175,000,000","101,584,000","1,753,000","1,532,000","51,365,000","2,950,000","22,698,000",,,,,,,,"1,302,425","340,000"
				LongTermDebtPayments,"-36,084,000","-36,378,000","-1,253,000","-1,087,000","-185,996,000","-225,500,000","-82,041,000","-181,946,000","-56,858,000","-105,321,000","-100,596,000","-45,739,000","-8,795,000","-31,532,000","-51,365,000","-23,283,000","-64,521,000",,,,,,,,"-95,000","-130,500"
		NetCommonStockIssuance,"-23,069,000","-10,213,000","0","-90,000,000","-110,000,000","0","0","0","-50,052,000","0","-30,040,000","-115,887,000","-20,000,000","0","0","35,017,000","32,046,000","2,233,569","954,410","2,154,338","980,981","353,215","431,705","6,207,250","867,525","844,125"
			CommonStockIssuance,,,,,,,,,,,,,,"0","0","35,017,000","32,046,000","2,233,569","7,350,410","26,105,039","980,981","353,215","431,705","6,207,250","867,525","844,125"
			CommonStockPayments,"-23,069,000","-10,213,000","0","-90,000,000","-110,000,000","0","0","0","-50,052,000","0","-30,040,000","-115,887,000","-20,000,000","0","0",,,,"-6,396,000","-23,950,701",,,,,,
		CashDividendsPaid,"-22,370,000","-22,020,000","-18,333,000","-15,035,000","-8,223,000","0","0",,,,,,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,,"1,484,000","1,528,000","1,719,000","3,154,000","2,127,000","2,222,000","2,213,000","2,442,000","11,265,000","3,103,000","3,315,000","4,808,000","1,667,000","1,206,000","1,232,000","1,311,000",,,,,,,,,
		NetOtherFinancingCharges,"-1,131,000","-839,000","-1,065,000","-1,584,000","-2,693,000","-1,472,000","-649,000","-2,435,000","-5,096,000","1,548,000","-2,855,000","-2,490,000","816,000","2,775,000","-1,195,000","-204,000","318,000","1,949,596","-2,426,950","491,493","-654,843",,,"2,269,450","-133,000",
	CashFromDiscontinuedFinancingActivities,,,"0","0","-25,166,000","0","0",,,,,,,,,,,,,,,,,,,
EndCashPosition,"35,515,000","60,839,000","53,556,000","120,728,000","113,017,000","125,011,000","40,853,000","48,860,000","61,549,000","191,279,000","42,222,000","68,860,000","100,487,000","56,717,000","58,292,000","39,855,000","39,822,000","4,358,856","4,065,328","731,306","4,081,475","5,510,663","12,182,010","20,012,491","83,121","1,000"
	ChangesInCash,"-19,964,000","7,283,000","-67,172,000","7,711,000","-11,994,000","84,158,000","-8,196,000","-12,689,000","-129,730,000","149,057,000","-26,638,000","-31,627,000","43,770,000","-1,575,000","18,437,000","33,000","35,463,000","293,528","3,334,022","-3,350,169","-1,429,188","-6,671,347","-7,830,481","19,943,381","82,121","-33,485"
	BeginningCashPosition,"55,479,000","53,556,000","120,728,000","113,017,000","125,011,000","40,853,000","49,049,000","61,549,000","191,279,000","42,222,000","68,860,000","100,487,000","56,717,000","58,292,000","39,855,000","39,822,000","4,359,000","4,065,328","731,306","4,081,475","5,510,663","12,182,010","20,012,491","69,110","1,000","34,485"
IncomeTaxPaidSupplementalData,"12,529,000","12,662,000","18,208,000","59,183,000","80,874,000","6,935,000","10,567,000","1,387,000","85,216,000","50,924,000","16,926,000","48,778,000","44,087,000","3,963,000","2,146,000","16,729,000","5,459,000",,,,,,,,,
InterestPaidSupplementalData,"5,533,000","4,745,000","2,148,000","2,219,000","3,306,000","11,103,000","9,473,000","10,624,000","7,650,000","13,007,000","8,617,000","7,688,000","5,295,000","5,865,000","3,820,000","3,614,000","4,710,000",,,,,,,,,
CapitalExpenditure,"-63,578,000","-90,945,000","-89,899,000","-24,255,000","-22,684,000","-12,870,000","-31,106,000","-19,050,000","-35,514,000","-30,917,000","-28,591,000","-62,794,000","-41,523,000","-13,934,000","-19,986,000","-17,720,000","-9,482,000","-14,066,992","-15,764,834","-15,663,037","-8,507,410","-5,741,594","-4,302,541","-3,177,698","-24,744",
IssuanceOfCapitalStock,,,,,,,,,,,,,,"0","0","35,017,000","32,046,000","2,233,569","7,350,410","26,105,039","980,981","353,215","431,705","6,207,250","867,525","844,125"
IssuanceOfDebt,"80,000,000","50,000,000","25,000,000","0","25,000,000","228,225,000","50,000,000","150,000,000","100,000,000","105,000,000","175,000,000","101,584,000","1,753,000","1,532,000","51,365,000","2,950,000","22,698,000",,,,,,,,"1,302,425","340,000"
RepaymentOfDebt,"-36,084,000","-36,378,000","-1,253,000","-1,087,000","-185,996,000","-225,500,000","-82,041,000","-181,946,000","-56,858,000","-105,321,000","-100,596,000","-45,739,000","-8,795,000","-31,532,000","-51,365,000","-23,283,000","-64,521,000",,,,,,,,"-95,000","-130,500"
RepurchaseOfCapitalStock,"-23,069,000","-10,213,000","0","-90,000,000","-110,000,000","0","0","0","-50,052,000","0","-30,040,000","-115,887,000","-20,000,000","0","0",,,,"-6,396,000","-23,950,701",,,,,,
FreeCashFlow,"-28,284,000","15,794,000","-73,167,000","113,559,000","292,650,000","81,866,000","25,993,000","42,593,000","88,062,000","137,640,000","86,216,000","27,412,000","56,575,000","23,438,000","18,373,000","5,372,000","43,581,000","-8,063,050","48,147","-4,470,441","-2,107,966","-4,762,533","-5,820,413","2,903,779","-1,759,829","-1,087,110"
