name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"11,430,000,000","10,372,000,000","4,110,000,000","4,234,000,000","2,940,000,000","12,127,000,000","13,729,000,000","12,728,000,000","11,271,000,000","11,688,000,000","14,584,000,000","13,769,885,000","11,131,132,000","9,410,745,000","6,853,182,000","4,563,105,000","4,389,946,000","2,950,567,000","2,236,859,000","1,740,912,000","1,197,056,000","691,754,000","623,336,000","586,973,000","641,199,000"
	OperatingRevenue,"11,430,000,000","10,372,000,000","4,110,000,000","4,234,000,000","2,940,000,000","12,127,000,000","13,729,000,000","12,728,000,000","11,271,000,000","12,414,000,000","15,426,000,000","14,494,436,000","11,684,669,000","9,862,334,000","7,317,937,000","4,563,105,000","4,389,946,000","2,950,567,000","2,236,859,000","1,740,912,000","1,197,056,000","691,754,000","623,336,000","586,973,000","641,199,000"
CostOfRevenue,"5,698,000,000","5,205,000,000","2,460,000,000","2,626,000,000","2,119,000,000","6,099,000,000","6,974,000,000","6,329,000,000","5,686,000,000","6,117,000,000","7,746,000,000","7,516,457,000","6,069,575,000","4,922,677,000","3,875,187,000","2,876,873,000","2,768,752,000","1,745,843,000","1,164,112,000","873,452,000","541,721,000",,,,
GrossProfit,"5,732,000,000","5,167,000,000","1,650,000,000","1,608,000,000","821,000,000","6,028,000,000","6,755,000,000","6,399,000,000","5,585,000,000","5,571,000,000","6,838,000,000","6,253,428,000","5,061,557,000","4,488,068,000","2,977,995,000","1,686,232,000","1,621,194,000","1,204,724,000","1,072,747,000","867,460,000","655,335,000",,,,
OperatingExpense,"2,976,000,000","2,812,000,000","2,420,000,000","2,251,000,000","2,122,000,000","2,548,000,000","2,848,000,000","2,907,000,000","2,874,000,000","2,647,000,000","2,706,000,000","2,820,690,000","2,460,466,000","2,022,153,000","1,627,964,000","1,545,504,000","1,419,963,000","874,714,000","498,650,000","378,009,000","36,867,000","505,628,000","463,401,000","456,771,000","490,239,000"
	SellingGeneralAndAdministration,"1,131,000,000","1,107,000,000","936,000,000","831,000,000","798,000,000","1,118,000,000","1,483,000,000","1,417,000,000","1,287,000,000","1,267,000,000","1,258,000,000","1,329,740,000","1,061,935,000","836,924,000","683,298,000","845,927,000","850,746,000","661,307,000","385,255,000","281,272,000","353,362,000","126,134,000","112,913,000",,
		GeneralAndAdministrativeExpense,"1,131,000,000","1,107,000,000","936,000,000","831,000,000","798,000,000","1,118,000,000","1,483,000,000","1,417,000,000","1,287,000,000","1,267,000,000","1,258,000,000","1,329,740,000","1,061,935,000","836,924,000","683,298,000","845,927,000","850,746,000",,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,"43,366,000","41,302,000","29,899,000","33,540,000",,,,,,,,
			OtherGandA,"1,131,000,000","1,107,000,000","936,000,000","831,000,000","798,000,000","1,118,000,000","1,483,000,000","1,417,000,000","1,287,000,000","1,267,000,000","1,258,000,000","1,329,740,000","1,061,935,000","836,924,000","683,298,000","816,028,000","817,206,000",,,,,,,,
	ResearchAndDevelopment,"223,000,000","205,000,000","143,000,000","109,000,000","18,000,000","24,000,000","12,000,000","13,000,000","9,000,000","10,000,000","14,000,000","15,809,000","19,958,000","11,309,000","1,783,000","533,000","12,789,000","9,728,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"1,342,000,000","1,266,000,000","1,091,000,000","1,097,000,000","1,052,000,000","1,071,000,000","1,146,000,000","1,208,000,000","1,149,000,000","1,038,000,000","1,072,000,000","1,047,820,000","932,211,000","837,770,000","736,273,000","586,041,000","506,986,000","202,557,000","110,771,000","95,296,000","69,432,000","53,859,000","46,662,000",,
		DepreciationAndAmortizationInIncomeStatement,"1,342,000,000","1,266,000,000","1,091,000,000","1,097,000,000","1,052,000,000","1,071,000,000","1,146,000,000","1,208,000,000","1,149,000,000","1,038,000,000","1,072,000,000","1,047,820,000","932,211,000","837,770,000","736,273,000","586,041,000","506,986,000","202,557,000","110,771,000","95,296,000","69,432,000","53,859,000","46,662,000",,
			DepreciationIncomeStatement,"1,342,000,000","1,266,000,000","1,091,000,000","1,097,000,000","1,052,000,000","1,071,000,000","1,146,000,000","1,208,000,000","1,149,000,000","1,038,000,000","1,072,000,000","1,047,820,000","932,211,000","837,770,000","736,273,000",,,,,,,,,,
	ProvisionForDoubtfulAccounts,"20,000,000","4,000,000","15,000,000","3,000,000","86,000,000","22,000,000","5,000,000","96,000,000","173,000,000","156,000,000","187,000,000","237,786,000","239,332,000","150,456,000","97,762,000","103,802,000","41,865,000",,,,,,,,
	OtherOperatingExpenses,"260,000,000","230,000,000","235,000,000","211,000,000","168,000,000","313,000,000","202,000,000","173,000,000","256,000,000","176,000,000","175,000,000","189,535,000","207,030,000","185,694,000","108,848,000","9,201,000","7,577,000","1,122,000","2,624,000","1,441,000","-385,927,000","325,635,000","303,826,000",,
OperatingIncome,"2,756,000,000","2,355,000,000","-770,000,000","-643,000,000","-1,301,000,000","3,480,000,000","3,907,000,000","3,492,000,000","2,711,000,000","2,924,000,000","4,132,000,000","3,432,738,000","2,601,091,000","2,465,915,000","1,350,031,000","140,728,000","201,231,000","330,010,000","574,097,000","489,451,000","618,468,000","186,126,000","159,935,000","130,202,000","150,960,000"
NetNonOperatingInterestIncomeExpense,"-465,000,000","-530,000,000","-586,000,000","-617,000,000","-502,000,000","-375,000,000","-387,000,000","-311,000,000","-264,000,000","-250,000,000","-248,000,000","-254,874,000","-235,312,000","-268,555,000","-297,866,000","-310,748,000","-402,039,000",,,,,,,,
	InterestIncomeNonOperating,"293,000,000","288,000,000","116,000,000","4,000,000","21,000,000","74,000,000","59,000,000","16,000,000","10,000,000","15,000,000","26,000,000","16,337,000","23,252,000","14,394,000","8,947,000","11,122,000","19,786,000",,,,,,,,
	InterestExpenseNonOperating,"758,000,000","818,000,000","702,000,000","621,000,000","523,000,000","449,000,000","446,000,000","327,000,000","274,000,000","265,000,000","274,000,000","271,211,000","258,564,000","282,949,000","306,813,000","321,870,000","421,825,000",,,,,,,,
OtherIncomeExpense,"-32,000,000","-50,000,000","-31,000,000","-214,000,000","-73,000,000","495,000,000","-194,000,000","-127,000,000","-183,000,000","-52,000,000","-51,000,000","-34,352,000","-303,203,000","-102,537,000","-196,260,000","-202,607,000","-27,217,000","-20,509,000","-2,813,000","-139,775,000","379,243,000","825,000","1,045,000","-1,938,000",
	SpecialIncomeCharges,"-50,000,000","-42,000,000","-22,000,000","-183,000,000","-92,000,000","439,000,000","-220,000,000","-33,000,000","-214,000,000","-83,000,000","-53,000,000","-38,673,000","-308,943,000","-98,582,000","-188,000,000","-202,607,000","-27,217,000","-20,509,000","-2,813,000","-139,775,000","379,243,000","825,000","1,045,000","-1,938,000","0"
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,"0","16,057,000","169,468,000","37,568,000",,,,,,,,
		WriteOff,,,,,,,,,,,"0","0","143,674,000","0","16,057,000",,,,,,,,,,
		OtherSpecialCharges,"11,000,000","15,000,000","13,000,000","156,000,000","19,000,000","36,000,000","70,000,000","13,000,000","135,000,000","48,000,000","46,000,000","27,517,000","163,029,000","88,379,000","133,388,000","33,139,000","-10,351,000",,,,,,,,
		GainOnSaleOfBusiness,,,,"0","0","556,000,000","0","0",,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-39,000,000","-27,000,000","-9,000,000","-27,000,000","-73,000,000","-81,000,000","-150,000,000","-20,000,000","-79,000,000","-35,000,000","-7,000,000","-11,156,000","-2,240,000","-10,203,000","-38,555,000",,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"18,000,000","-8,000,000","-9,000,000","-31,000,000","19,000,000","56,000,000","26,000,000","-94,000,000","31,000,000","31,000,000","2,000,000","4,321,000","5,740,000","-3,955,000","-8,260,000",,,,,,,,,,
PretaxIncome,"2,259,000,000","1,775,000,000","-1,387,000,000","-1,474,000,000","-1,876,000,000","3,600,000,000","3,326,000,000","3,054,000,000","2,264,000,000","2,622,000,000","3,833,000,000","3,143,512,000","2,062,576,000","2,094,823,000","855,905,000","-372,627,000","-228,025,000","138,279,000","504,246,000","287,936,000","481,447,000","66,634,000",,"7,874,000","16,862,000"
TaxProvision,"334,000,000","344,000,000","154,000,000","-5,000,000","24,000,000","432,000,000","375,000,000","-209,000,000","239,000,000","236,000,000","245,000,000","188,836,000","180,763,000","211,704,000","74,302,000","-3,884,000","-59,700,000","21,591,000","62,243,000","4,250,000","-13,736,000","0",,"0","0"
NetIncomeCommonStockholders,"1,609,000,000","1,221,000,000","1,832,000,000","-961,000,000","-1,685,000,000","2,698,000,000","2,413,000,000","2,808,000,000","1,679,000,000","1,966,000,000","2,841,000,000","2,305,997,000","1,524,093,000","1,269,508,000","407,463,000","-540,050,000","-188,764,000","116,688,000","442,003,000","283,686,000","495,183,000","66,634,000","-11,844,000","7,874,000","16,862,000"
	NetIncome,"1,609,000,000","1,221,000,000","1,832,000,000","-961,000,000","-1,685,000,000","2,698,000,000","2,413,000,000","2,808,000,000","1,679,000,000","1,966,000,000","2,841,000,000","2,305,997,000","1,524,093,000","1,560,123,000","599,394,000","-354,479,000","-163,558,000","116,688,000","442,003,000","283,686,000","495,183,000","66,634,000","-11,844,000","7,874,000","16,862,000"
		NetIncomeIncludingNoncontrollingInterests,"1,925,000,000","1,431,000,000","1,357,000,000","-1,276,000,000","-2,143,000,000","3,304,000,000","2,951,000,000","3,263,000,000","2,025,000,000","2,386,000,000","3,588,000,000","2,954,676,000","1,881,813,000","1,883,119,000","781,603,000","-368,743,000","-168,325,000","116,688,000","442,003,000","283,686,000","495,183,000","66,634,000","-11,844,000","7,874,000","16,862,000"
			NetIncomeContinuousOperations,"1,925,000,000","1,431,000,000","-1,541,000,000","-1,469,000,000","-1,900,000,000","3,168,000,000","2,951,000,000","3,263,000,000","2,025,000,000","2,386,000,000","3,588,000,000","2,954,676,000","1,881,813,000","1,883,119,000","781,603,000","-368,743,000","-168,325,000","116,688,000","442,003,000","283,686,000","495,183,000","66,634,000","-11,844,000","7,874,000","16,862,000"
			NetIncomeDiscontinuousOperations,,"0","2,898,000,000","193,000,000","-243,000,000","136,000,000",,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-316,000,000","-210,000,000","475,000,000","315,000,000","458,000,000","-606,000,000","-538,000,000","-455,000,000","-346,000,000","-420,000,000","-747,000,000","-648,679,000","-357,720,000","-322,996,000","-182,209,000","14,264,000","4,767,000",,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,"63,924,000","92,807,000","93,026,000","13,638,000",,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,"0","0","226,691,000","99,124,000","92,545,000","11,568,000",,,,,,,,
