name,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989
		CurrentDebtAndCapitalLeaseObligation,"15,406,285,000,000","12,305,638,000,000","11,187,838,000,000","12,212,059,000,000","9,906,754,000,000","9,701,813,000,000","9,341,190,000,000","9,244,131,000,000","8,521,088,000,000","8,963,492,000,000","7,780,483,000,000","6,793,956,000,000","5,963,269,000,000","5,951,836,000,000","5,497,997,000,000","6,317,184,000,000","6,228,152,000,000","5,865,802,451,520","4,756,356,004,500","3,534,502,298,460","3,269,182,820,900","3,060,933,166,120","2,976,647,656,840","2,222,558,586,480","2,102,034,486,600","1,762,415,129,850","1,606,290,431,460","1,701,527,461,188","1,334,692,031,589","1,126,938,641,773","1,075,739,525,467","827,413,260,982","1,036,519,898,154","654,094,833,600","1,307,094,029,400","942,031,700,220"
			CurrentDebt,"15,332,829,000,000","12,238,768,000,000","11,131,702,000,000","12,164,939,000,000","9,863,588,000,000","9,614,531,000,000","9,341,190,000,000","9,244,131,000,000","8,521,088,000,000","8,963,492,000,000","7,780,483,000,000","6,793,956,000,000","5,963,269,000,000","5,951,836,000,000","5,497,997,000,000","6,317,184,000,000","6,228,152,000,000","5,865,802,451,520","4,756,356,004,500","3,534,502,298,460","3,269,182,820,900","3,060,933,166,120","2,976,647,656,840","2,222,558,586,480","2,102,034,486,600","1,762,415,129,850","1,606,290,431,460","1,701,527,461,188","1,334,692,031,589","1,126,938,641,773","1,075,739,525,467","827,413,260,982","1,036,519,898,154","654,094,833,600","1,307,094,029,400","942,031,700,220"
				CommercialPaper,"4,100,127,000,000","3,673,447,000,000","3,252,556,000,000","3,229,986,000,000","4,106,796,000,000","3,876,544,000,000","3,900,469,000,000","3,828,358,000,000","3,629,717,000,000","3,880,396,000,000","3,665,240,000,000","3,027,295,000,000","2,292,093,000,000","2,038,943,000,000",,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"11,232,702,000,000","8,565,321,000,000","7,879,146,000,000","8,934,953,000,000","9,863,588,000,000","9,614,531,000,000","5,440,721,000,000","5,415,773,000,000","4,891,371,000,000","5,083,096,000,000","4,115,243,000,000","3,766,661,000,000","3,671,176,000,000","3,912,893,000,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"73,456,000,000","66,870,000,000","56,136,000,000","47,120,000,000","43,166,000,000","87,282,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"5,431,965,000,000","4,710,818,000,000","4,014,970,000,000","3,454,448,000,000","3,268,355,000,000","3,252,848,000,000","1,254,241,000,000","1,210,113,000,000","1,104,131,000,000","1,126,951,000,000","933,569,000,000","941,918,000,000","984,328,000,000","870,722,000,000","769,945,000,000","710,041,000,000","780,747,000,000","2,021,914,511,520","1,720,692,116,550","1,548,978,662,700","1,421,497,154,250","1,315,401,403,000","1,335,610,479,710","1,288,085,190,780","1,637,895,572,000","2,075,145,863,750","1,911,146,499,990","1,929,878,207,236","1,526,840,303,058","1,137,643,578,232","982,074,122,372","1,009,613,617,474","1,127,171,673,600","1,286,933,308,224","705,690,751,830","1,020,527,144,450"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"25,697,049,000,000","21,079,252,000,000","18,691,790,000,000","16,518,345,000,000","14,491,142,000,000","14,278,833,000,000","13,081,256,000,000","13,248,145,000,000","13,694,734,000,000","13,651,005,000,000","11,537,801,000,000","9,797,941,000,000","7,802,913,000,000","8,107,152,000,000","8,732,630,000,000","7,872,007,000,000","7,991,384,000,000","8,343,681,601,440","7,552,024,596,900","6,561,257,004,820","5,738,323,899,100","5,557,600,420,980","5,064,926,277,320","4,278,904,496,100","4,043,875,799,000","3,837,799,173,900","3,611,824,394,910","2,269,743,039,968","2,317,999,377,897","2,278,311,149,814","1,975,675,537,127","2,025,159,736,600","1,859,644,560,825","1,767,282,909,312","1,488,349,068,945","1,487,742,738,320"
		LongTermDebtAndCapitalLeaseObligation,"21,155,496,000,000","17,074,634,000,000","15,308,519,000,000","13,447,575,000,000","11,434,219,000,000","11,342,315,000,000","10,006,374,000,000","9,911,596,000,000","9,772,065,000,000","10,014,395,000,000","8,546,910,000,000","7,337,824,000,000","6,042,277,000,000","6,449,220,000,000","7,015,409,000,000","6,301,469,000,000","5,981,931,000,000","6,263,917,312,800","5,639,830,594,200","5,017,318,286,540","4,189,533,160,300","4,060,874,178,840","3,713,233,713,020","3,138,367,736,220","2,820,591,810,000","2,961,414,760,050","2,800,840,175,235","1,874,993,818,252","1,966,935,992,886","1,937,204,699,934","1,674,302,303,732","1,732,002,393,275","1,575,738,195,537","1,483,768,295,136","1,222,516,461,615","1,221,969,514,990"
			LongTermDebt,"20,766,384,000,000","16,685,384,000,000","14,943,727,000,000","13,133,804,000,000","11,168,340,000,000","11,035,917,000,000","10,006,374,000,000","9,911,596,000,000","9,772,065,000,000","10,014,395,000,000","8,546,910,000,000","7,337,824,000,000","6,042,277,000,000","6,449,220,000,000","7,015,409,000,000","6,301,469,000,000","5,981,931,000,000","6,263,917,312,800","5,639,830,594,200","5,017,318,286,540","4,189,533,160,300","4,060,874,178,840","3,713,233,713,020","3,138,367,736,220","2,820,591,810,000","2,961,414,760,050","2,800,840,175,235","1,874,993,818,252","1,966,935,992,886","1,937,204,699,934","1,674,302,303,732","1,732,002,393,275","1,575,738,195,537","1,483,768,295,136","1,222,516,461,615","1,221,969,514,990"
			LongTermCapitalLeaseObligation,"389,112,000,000","389,250,000,000","364,792,000,000","313,771,000,000","265,879,000,000","306,398,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"2,219,638,000,000","1,802,346,000,000","1,354,794,000,000","1,247,220,000,000","1,198,005,000,000","1,227,292,000,000","1,118,165,000,000","1,423,726,000,000","2,046,089,000,000","2,298,469,000,000","1,811,846,000,000","1,385,927,000,000","908,883,000,000","810,127,000,000","813,221,000,000","642,293,000,000","1,099,006,000,000","1,312,518,364,800","1,092,867,248,250","812,074,448,780","767,931,649,300","364,065,356,920","465,848,813,950","563,080,123,050","583,333,322,600","216,505,892,700","257,649,027,795",,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"2,219,638,000,000","1,802,346,000,000","1,354,794,000,000","1,247,220,000,000","1,198,005,000,000","1,227,292,000,000","1,118,165,000,000","1,423,726,000,000","2,046,089,000,000","2,298,469,000,000","1,811,846,000,000","1,385,927,000,000","908,883,000,000","810,127,000,000","813,221,000,000","642,293,000,000","1,099,006,000,000","1,312,518,364,800","1,092,867,248,250","812,074,448,780","767,931,649,300","364,065,356,920","465,848,813,950","563,080,123,050","583,333,322,600","216,505,892,700","257,649,027,795",,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,"668,022,000,000","678,677,000,000","634,612,000,000","632,297,000,000",,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"1,077,962,000,000","1,065,508,000,000","1,022,749,000,000","1,035,096,000,000","1,022,161,000,000","1,002,710,000,000","931,182,000,000","905,070,000,000","904,911,000,000","880,293,000,000","767,618,000,000","766,112,000,000","708,402,000,000","668,022,000,000",,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"1,077,962,000,000","1,065,508,000,000","1,022,749,000,000","1,035,096,000,000","1,022,161,000,000","1,002,710,000,000","931,182,000,000","905,070,000,000","904,911,000,000","880,293,000,000","767,618,000,000","766,112,000,000","708,402,000,000","668,022,000,000",,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,"504,169,000,000","498,073,000,000","491,974,000,000","485,877,000,000","479,779,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"1,243,953,000,000","1,136,764,000,000","1,005,728,000,000","788,454,000,000","836,757,000,000","706,516,000,000","533,561,000,000","521,876,000,000","491,890,000,000","457,848,000,000","411,427,000,000","308,078,000,000","143,351,000,000","179,783,000,000","225,323,000,000","293,633,000,000","278,150,000,000","767,245,923,840","819,326,754,450","731,864,269,500","780,859,089,500","1,132,660,885,220","885,843,750,350","577,456,636,830","639,950,666,400","659,878,521,150","553,335,191,880","394,749,221,716","351,063,385,011","341,106,449,880","301,373,233,395","293,157,343,325","283,906,365,288","283,514,614,176","265,832,607,330","265,773,223,330"
TotalEquityGrossMinorityInterest,"35,239,338,000,000","29,264,213,000,000","27,154,820,000,000","24,288,329,000,000","21,339,012,000,000","20,655,210,000,000","19,430,102,000,000","18,183,076,000,000","17,608,407,000,000","17,647,329,000,000","15,218,987,000,000","12,772,856,000,000","11,066,478,000,000","10,920,024,000,000","10,930,443,000,000","10,600,737,000,000","12,526,194,000,000","12,465,154,215,360","11,148,658,361,550","9,554,340,593,140","8,507,715,201,300","7,298,767,174,960","7,536,516,732,160","7,392,050,278,320","6,875,051,250,400","6,757,056,020,850","6,634,818,481,605","5,740,964,026,876","5,444,615,145,303","5,184,938,997,910","4,853,718,547,245","4,771,107,753,951","4,743,782,500,608","4,604,372,725,920","4,257,339,798,600","3,717,096,844,930"
	StockholdersEquity,"34,220,991,000,000","28,338,706,000,000","26,245,969,000,000","23,404,547,000,000","20,618,888,000,000","19,907,100,000,000","18,735,982,000,000","17,514,812,000,000","16,746,935,000,000","16,788,131,000,000","14,469,148,000,000","12,148,035,000,000","10,550,261,000,000","10,332,371,000,000","10,359,723,000,000","10,061,207,000,000","11,869,527,000,000","11,836,818,448,800","10,559,204,491,950","9,049,273,822,540","8,067,452,459,650","6,989,087,472,460","7,245,577,201,850","7,203,642,281,940","6,690,916,440,800","6,577,587,164,800","6,543,305,763,225","5,666,782,217,408","5,372,183,354,436","5,118,834,503,279","4,825,712,444,060","4,744,710,255,593","4,720,018,803,159","4,584,701,633,664","4,240,186,852,965","3,717,096,844,930"
		CapitalStock,"397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","0","0","0","397,054,478,400","397,010,363,850","397,190,513,440","391,680,587,350","389,665,545,660","396,071,174,200","404,181,812,850","384,299,212,000","392,163,863,950",,,,,,,,,,
			CommonStock,"397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","397,050,000,000","0","0","0","397,054,478,400","397,010,363,850","397,190,513,440","391,680,587,350","389,665,545,660","396,071,174,200","404,181,812,850","384,299,212,000","392,163,863,950",,,,,,,,,,
		AdditionalPaidInCapital,"491,802,000,000","498,728,000,000","498,575,000,000","497,275,000,000","489,334,000,000","487,162,000,000","487,502,000,000","484,013,000,000","548,161,000,000","547,054,000,000","551,308,000,000","551,040,000,000","550,650,000,000","505,760,000,000","898,381,000,000","898,261,000,000","894,619,000,000","497,673,031,680","495,174,207,150","495,951,977,500","488,427,881,750","484,633,987,760","489,240,936,990","497,376,932,880","471,948,203,400","481,600,566,600",,,,,,,,,,
		RetainedEarnings,"32,795,365,000,000","28,343,296,000,000","26,453,126,000,000","24,104,176,000,000","22,234,061,000,000","20,613,776,000,000","19,473,464,000,000","17,601,070,000,000","16,794,240,000,000","15,591,947,000,000","14,116,295,000,000","12,689,206,000,000","11,917,074,000,000","11,835,665,000,000","11,568,602,000,000","11,531,622,000,000","12,408,550,000,000","11,765,419,334,880","10,458,568,897,200","9,336,657,887,340","8,213,094,669,000","7,166,519,195,340","6,787,304,245,930","6,594,658,202,610","5,959,412,138,600","5,737,525,246,700","5,555,564,648,145","4,867,975,460,824","4,709,640,777,678","4,474,291,920,679","4,221,046,402,535","4,144,428,582,140","4,118,126,741,514","3,991,894,589,952","3,680,105,888,970","3,289,078,590,990"
		TreasuryStock,"3,966,982,000,000","3,736,562,000,000","3,306,037,000,000","2,901,680,000,000","3,087,106,000,000","2,606,925,000,000","2,057,733,000,000","1,608,243,000,000","1,603,284,000,000","1,225,465,000,000","1,123,666,000,000","1,133,138,000,000","1,135,680,000,000","1,261,383,000,000","1,260,425,000,000","1,260,895,000,000","1,192,437,000,000","1,524,712,761,120","1,228,813,578,000","1,099,887,445,020","823,915,805,650","458,679,879,360","160,422,116,530","5,044,390,800","3,390,875,400",,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,"-1,166,273,000,000","-916,650,000,000","435,699,000,000","640,922,000,000","610,768,000,000","1,477,545,000,000","528,161,000,000","-356,123,000,000","-1,178,833,000,000","-1,144,721,000,000","-846,835,000,000","-1,107,781,000,000","-241,205,000,000","701,384,364,960","437,264,601,750","-80,746,343,580","-201,834,872,800","-593,051,376,940","-266,617,038,740","-287,530,275,600","-121,352,237,800","-33,702,512,450",,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,"-311,869,461,210",,,,,,,,,,,,
			OtherEquityAdjustments,,,,,"-1,166,273,000,000","-916,650,000,000","435,699,000,000","640,922,000,000","610,768,000,000","1,477,545,000,000","528,161,000,000","-356,123,000,000","-1,178,833,000,000","-1,144,721,000,000",,,,,,,,,,"24,339,185,610",,,,,,,,,,,,
		OtherEquityInterest,"4,503,756,000,000","2,836,194,000,000","2,203,255,000,000","1,307,726,000,000","585,549,000,000","1,016,037,000,000",,,,,,,,,,,,,,"107,232,860",,,,,,,"987,741,115,080","798,806,756,584","662,542,576,758","644,542,582,600","604,666,041,525","600,281,673,453","601,892,061,645","592,807,043,712","560,080,963,995","428,018,253,940"
	MinorityInterest,"1,018,347,000,000","925,507,000,000","908,851,000,000","883,782,000,000","720,124,000,000","748,110,000,000","694,120,000,000","668,264,000,000","861,472,000,000","859,198,000,000","749,839,000,000","624,821,000,000","516,217,000,000","587,653,000,000","570,720,000,000","539,530,000,000","656,667,000,000","628,335,766,560","589,453,869,600","505,066,770,600","440,262,741,650","309,679,702,500","290,939,530,310","188,407,996,380","184,134,809,600","179,468,856,050","91,512,718,380","74,181,809,468","72,431,790,867","66,104,494,631","28,006,103,185","26,397,498,358","23,763,697,449","19,671,092,256","17,152,945,635",
TotalCapitalization,"54,987,375,000,000","45,024,090,000,000","41,189,696,000,000","36,538,351,000,000","31,787,228,000,000","30,943,017,000,000","28,742,356,000,000","27,426,408,000,000","26,519,000,000,000","26,802,526,000,000","23,016,058,000,000","19,485,859,000,000","16,592,538,000,000","16,781,591,000,000","17,375,132,000,000","16,362,676,000,000","17,851,458,000,000","18,100,735,761,600","16,199,035,086,150","14,066,592,109,080","12,256,985,619,950","11,049,961,651,300","10,958,810,914,870","10,342,010,018,160","9,511,508,250,800","9,539,001,924,850","9,344,145,938,460","7,541,776,035,660","7,339,119,347,322","7,056,039,203,213","6,500,014,747,792","6,476,712,648,868","6,295,756,998,696","6,068,469,928,800","5,462,703,314,580","4,939,066,359,920"
CommonStockEquity,"34,220,991,000,000","28,338,706,000,000","26,245,969,000,000","23,404,547,000,000","20,618,888,000,000","19,907,100,000,000","18,735,982,000,000","17,514,812,000,000","16,746,935,000,000","16,788,131,000,000","14,469,148,000,000","12,148,035,000,000","10,550,261,000,000","10,332,371,000,000","10,359,723,000,000","10,061,207,000,000","11,869,527,000,000","11,836,818,448,800","10,559,204,491,950","9,049,273,822,540","8,067,452,459,650","6,989,087,472,460","7,245,577,201,850","7,203,642,281,940","6,690,916,440,800","6,577,587,164,800","6,543,305,763,225","5,666,782,217,408","5,372,183,354,436","5,118,834,503,279","4,825,712,444,060","4,744,710,255,593","4,720,018,803,159","4,584,701,633,664","4,240,186,852,965","3,717,096,844,930"
CapitalLeaseObligations,"462,568,000,000","456,120,000,000","420,928,000,000","360,891,000,000","309,045,000,000","393,680,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"32,865,665,000,000","27,089,584,000,000","25,054,003,000,000","22,295,913,000,000","19,618,631,000,000","18,998,363,000,000","18,735,982,000,000","17,514,812,000,000","16,746,935,000,000","16,788,131,000,000","14,469,148,000,000","12,148,035,000,000","10,550,261,000,000","10,332,371,000,000","10,359,723,000,000","10,061,207,000,000","11,869,527,000,000","11,836,818,448,800","10,559,204,491,950","9,049,273,822,540","8,067,452,459,650","6,989,087,472,460","7,245,577,201,850","7,203,642,281,940","6,690,916,440,800","6,577,587,164,800","6,543,305,763,225","5,666,782,217,408","5,372,183,354,436","5,118,834,503,279","4,825,712,444,060","4,744,710,255,593","4,720,018,803,159","4,584,701,633,664","4,240,186,852,965","3,717,096,844,930"
WorkingCapital,"5,536,370,000,000","2,500,066,000,000","1,880,129,000,000","1,316,334,000,000","821,111,000,000","696,088,000,000","355,765,000,000","514,730,000,000","2,085,097,000,000","1,504,901,000,000","1,037,021,000,000","872,370,000,000","539,615,000,000","1,038,765,000,000","2,387,390,000,000","709,636,000,000","145,485,000,000","16,966,126,080","706,450,104,900","1,213,447,043,760","1,233,528,003,600","1,539,196,601,340","1,397,147,712,480","1,335,250,244,760","1,090,115,064,200","569,608,187,450","858,204,569,415","1,157,931,875,572","1,353,166,797,114","1,982,469,560,393","1,873,790,416,577","1,929,898,271,224","2,200,060,470,285","2,226,789,699,264","2,478,456,054,210","2,390,231,620,770"
InvestedCapital,"70,320,204,000,000","57,262,858,000,000","52,321,398,000,000","48,703,290,000,000","41,650,816,000,000","40,557,548,000,000","38,083,546,000,000","36,670,539,000,000","35,040,088,000,000","35,766,018,000,000","30,796,541,000,000","26,279,815,000,000","22,555,807,000,000","22,733,427,000,000","22,873,129,000,000","22,679,860,000,000","24,079,610,000,000","23,966,538,213,120","20,955,391,090,650","17,601,094,407,540","15,526,168,440,850","14,110,894,817,420","13,935,458,571,710","12,564,568,604,640","11,613,542,737,400","11,301,417,054,700","10,950,436,369,920","9,243,303,496,848","8,673,811,378,911","8,182,977,844,986","7,575,754,273,259","7,304,125,909,850","7,332,276,896,850","6,722,564,762,400","6,769,797,343,980","5,881,098,060,140"
TangibleBookValue,"32,865,665,000,000","27,089,584,000,000","25,054,003,000,000","22,295,913,000,000","19,618,631,000,000","18,998,363,000,000","18,735,982,000,000","17,514,812,000,000","16,746,935,000,000","16,788,131,000,000","14,469,148,000,000","12,148,035,000,000","10,550,261,000,000","10,332,371,000,000","10,359,723,000,000","10,061,207,000,000","11,869,527,000,000","11,836,818,448,800","10,559,204,491,950","9,049,273,822,540","8,067,452,459,650","6,989,087,472,460","7,245,577,201,850","7,203,642,281,940","6,690,916,440,800","6,577,587,164,800","6,543,305,763,225","5,666,782,217,408","5,372,183,354,436","5,118,834,503,279","4,825,712,444,060","4,744,710,255,593","4,720,018,803,159","4,584,701,633,664","4,240,186,852,965","3,717,096,844,930"
TotalDebt,"36,561,781,000,000","29,380,272,000,000","26,496,357,000,000","25,659,634,000,000","21,340,973,000,000","21,044,128,000,000","19,347,564,000,000","19,155,727,000,000","18,293,153,000,000","18,977,887,000,000","16,327,393,000,000","14,131,780,000,000","12,005,546,000,000","12,401,056,000,000","12,513,406,000,000","12,618,653,000,000","12,210,083,000,000","12,129,719,764,320","10,396,186,598,700","8,551,820,585,000","7,458,715,981,200","7,121,807,344,960","6,689,881,369,860","5,360,926,322,700","4,922,626,296,600","4,723,829,889,900","4,407,130,606,695","3,576,521,279,440","3,301,628,024,475","3,064,143,341,707","2,750,041,829,199","2,559,415,654,257","2,612,258,093,691","2,137,863,128,736","2,529,610,491,015","2,164,001,215,210"
NetDebt,"26,687,153,000,000","21,407,186,000,000","19,961,774,000,000","20,197,886,000,000","16,933,478,000,000","17,047,643,000,000","16,295,295,000,000","16,160,652,000,000","15,353,725,000,000","16,693,330,000,000","14,286,223,000,000","12,413,483,000,000","10,326,346,000,000","10,320,347,000,000","10,254,936,000,000","10,129,195,000,000","10,446,763,000,000","10,229,278,002,720","8,826,977,535,300","7,067,396,104,020","5,752,398,128,350","5,559,252,046,060","5,037,015,221,420","3,823,143,787,320","3,442,252,300,000","3,405,978,290,000","3,181,224,847,140","1,839,765,813,956","2,268,154,996,011","1,585,246,433,918","1,805,955,598,634","1,509,117,452,612","1,119,246,247,770","906,882,843,264","1,165,913,263,020","224,186,328,340"
ShareIssued,"16,314,987,460","16,314,987,460","16,314,987,460","16,314,987,460","16,314,987,460","16,314,987,460","16,314,987,460","16,314,987,460","16,689,987,460","17,089,987,460","17,239,987,460","17,239,987,460","17,239,987,460","17,239,987,460","17,239,990,045","17,173,000,575","15,746,399,260","15,989,683,460","16,208,788,835","16,340,394,695","16,652,351,585","17,258,088,225","18,249,987,460","18,424,987,460","18,747,025,640","18,803,250,000","19,020,860,000","18,956,270,000","18,758,720,000","18,690,680,000","18,617,030,000","18,608,160,000","18,605,820,000","16,889,660,000","16,838,810,000","17,289,180,000"
OrdinarySharesNumber,"13,474,172,027","13,565,179,729","13,778,301,544","13,979,743,300","13,830,762,660","14,162,195,835","14,549,619,960","14,873,614,280","15,188,379,350","15,734,068,155","15,848,830,095","15,837,143,340","15,834,048,765","15,678,493,435","15,679,979,300","15,679,412,375","15,746,399,260","15,989,683,460","16,208,788,835","16,340,394,695","16,652,351,585","17,258,088,225","18,249,987,460","18,424,987,460","18,747,025,640","18,803,250,000","19,020,860,000","18,956,270,000","18,758,720,000","18,690,680,000","18,617,030,000","18,608,160,000","18,605,820,000","16,889,660,000","16,838,810,000","17,289,180,000"
TreasurySharesNumber,"2,840,815,433","2,749,807,731","2,536,685,916","2,335,244,160","2,484,224,800","2,152,791,625","1,765,367,500","1,441,373,180","1,501,608,110","1,355,919,305","1,391,157,365","1,402,844,120","1,405,938,695","1,561,494,025","1,560,010,745","1,493,588,200",,,,,,,,,,,,,,,,,,,,
