name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
OperatingIncome,"1,928,000,000","1,770,000,000","1,348,000,000","1,213,000,000","820,000,000","1,424,000,000","1,582,000,000","1,545,000,000","1,706,000,000","1,300,000,000","1,898,000,000","1,764,000,000","1,647,000,000","1,675,000,000","1,164,000,000"
NetNonOperatingInterestIncomeExpense,"-174,000,000","-174,000,000","-133,000,000","-141,000,000","-156,000,000","-164,000,000","-120,000,000","-133,000,000","-154,000,000","-119,000,000","-125,000,000","-129,000,000","-119,000,000","-92,000,000","-1,000,000"
	InterestIncomeNonOperating,"101,000,000","111,000,000","86,000,000","9,000,000","8,000,000","13,000,000","21,000,000","7,000,000","1,000,000","5,000,000","10,000,000","14,000,000","17,000,000","31,000,000","29,000,000"
	InterestExpenseNonOperating,"275,000,000","285,000,000","219,000,000","150,000,000","164,000,000","164,000,000","141,000,000","140,000,000","155,000,000","124,000,000","135,000,000","143,000,000","136,000,000","123,000,000","30,000,000"
OtherIncomeExpense,"351,000,000","-259,000,000","-225,000,000","-162,000,000","1,290,000,000","-134,000,000","-128,000,000","-157,000,000","-552,000,000","-184,000,000","-158,000,000","-169,000,000","-183,000,000","-77,000,000","-219,000,000"
	GainOnSaleOfSecurity,"2,000,000","-6,000,000","-52,000,000","9,000,000",,,,,,,,,,,
	EarningsFromEquityInterest,,,"0","0","1,444,000,000","0","0","0",,,,,,,
	SpecialIncomeCharges,"373,000,000","-234,000,000","-146,000,000","-151,000,000","-140,000,000","-148,000,000","-146,000,000","-133,000,000","-543,000,000","-156,000,000","-166,000,000","-176,000,000","-185,000,000","-53,000,000","-241,000,000"
		RestructuringAndMergernAcquisition,"267,000,000","215,000,000","146,000,000","24,000,000","136,000,000","148,000,000","146,000,000","123,000,000","170,000,000","98,000,000","146,000,000","137,000,000","184,000,000","31,000,000","224,000,000"
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,"6,000,000","0"
		WriteOff,"0","18,000,000","0","0",,,,,,,,"0","0","6,000,000","9,000,000"
		OtherSpecialCharges,,"1,000,000",,"127,000,000","4,000,000","6,000,000",,"10,000,000","373,000,000","58,000,000","20,000,000","39,000,000","1,000,000","16,000,000","8,000,000"
	OtherNonOperatingIncomeExpenses,"-24,000,000","-19,000,000","-27,000,000","-20,000,000","-14,000,000","14,000,000","18,000,000","-24,000,000","-9,000,000","-28,000,000","8,000,000","7,000,000","2,000,000","-24,000,000","22,000,000"
PretaxIncome,"2,105,000,000","1,337,000,000","990,000,000","910,000,000","1,954,000,000","1,126,000,000","1,334,000,000","1,255,000,000","1,000,000,000","997,000,000","1,615,000,000","1,466,000,000","1,345,000,000","1,506,000,000","944,000,000"
TaxProvision,"-1,865,000,000","-1,928,000,000","121,000,000","101,000,000","49,000,000","132,000,000","250,000,000","223,000,000","167,000,000","161,000,000","255,000,000","240,000,000","212,000,000","305,000,000","258,000,000"
EarningsFromEquityInterestNetOfTax,"-247,000,000","-299,000,000","-279,000,000","-200,000,000","-83,000,000","15,000,000","23,000,000","31,000,000","35,000,000","16,000,000","20,000,000","15,000,000","27,000,000","22,000,000","17,000,000"
NetIncomeCommonStockholders,"3,690,000,000","2,909,000,000","531,000,000","527,000,000","1,769,000,000","990,000,000","1,067,000,000","1,355,000,000","1,257,000,000","1,450,000,000","1,351,000,000","1,212,000,000","1,077,000,000","1,145,000,000","631,000,000"
	NetIncome,"3,690,000,000","2,938,000,000","594,000,000","590,000,000","1,804,000,000","990,000,000","1,067,000,000","1,355,000,000","1,257,000,000","1,450,000,000","1,351,000,000","1,212,000,000","1,077,000,000","1,145,000,000","631,000,000"
		NetIncomeIncludingNoncontrollingInterests,"3,723,000,000","2,966,000,000","590,000,000","609,000,000","1,822,000,000","1,009,000,000","1,107,000,000","1,428,000,000","1,326,000,000","1,535,000,000","1,440,000,000","1,301,000,000","1,160,000,000","1,223,000,000","703,000,000"
			NetIncomeContinuousOperations,"3,723,000,000","2,966,000,000","590,000,000","609,000,000","1,822,000,000","1,009,000,000","1,107,000,000","1,063,000,000","868,000,000","852,000,000","1,380,000,000","1,241,000,000","1,160,000,000","1,223,000,000","703,000,000"
			NetIncomeDiscontinuousOperations,,,,,,"0","0","365,000,000","458,000,000","683,000,000","60,000,000","60,000,000",,"0","0"
		MinorityInterests,"-31,000,000","-28,000,000","4,000,000","-19,000,000","-18,000,000","-19,000,000","-40,000,000","-73,000,000","-69,000,000","-85,000,000","-89,000,000","-89,000,000","-83,000,000","-78,000,000","-72,000,000"
	PreferredStockDividends,,"29,000,000","63,000,000","63,000,000","35,000,000",,,,,,,,,,
AverageDilutionEarnings,,,,,"35,000,000","0","0",,,,,,,,
DilutedNIAvailtoComStockholders,"3,690,000,000","2,909,000,000","531,000,000","527,000,000","1,804,000,000","990,000,000","1,067,000,000","1,355,000,000","1,257,000,000","1,450,000,000","1,351,000,000","1,212,000,000","1,077,000,000","1,145,000,000","631,000,000"
BasicEPS,"13.36","10.5","1.96","1.95","6.72","3.85","4.04","5.097","4.659","5.212","4.633","3.956","3.416","2.72","1.394"
DilutedEPS,"13.25","10.39","1.96","1.94","6.66","3.85","4.02","5.06","4.59","5.06","4.48","3.89","3.33","2.72","1.394"
BasicAverageShares,"277,335,000","276,920,000","270,900,000","270,460,000","263,430,000","256,810,000","264,410,000","265,839,794","269,789,959","278,208,470","291,619,411","306,389,149","315,299,183","421,260,000","452,580,000"
DilutedAverageShares,"283,330,000","282,880,000","271,180,000","271,220,000","270,700,000","257,390,000","265,220,000","268,030,000","273,700,000","286,640,000","301,890,000","311,800,000","323,290,000","421,260,000","452,580,000"
TotalOperatingIncomeAsReported,"1,661,000,000","1,559,000,000","1,263,000,000","1,189,000,000","2,118,000,000","1,276,000,000","1,473,000,000","1,416,000,000","1,539,000,000","1,235,000,000","1,758,000,000","1,627,000,000","1,476,000,000","1,644,000,000","940,000,000"
TotalExpenses,"18,057,000,000","18,281,000,000","16,141,000,000","14,405,000,000","12,246,000,000","12,933,000,000","12,853,000,000","11,339,000,000","10,568,000,000","9,564,000,000","13,601,000,000","13,287,000,000","13,872,000,000","14,366,000,000","12,653,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"3,690,000,000","2,938,000,000","594,000,000","590,000,000","1,804,000,000","990,000,000","1,067,000,000","1,355,000,000","1,257,000,000","1,450,000,000","1,351,000,000","1,212,000,000","1,077,000,000","1,145,000,000","631,000,000"
NormalizedIncome,"3,393,750,000","3,127,600,000","768,240,000","716,239,560.44","1,939,800,000","1,120,240,000","1,185,260,000","1,099,060,000","1,249,690,000","898,040,000","1,430,440,000","1,299,840,000","1,232,400,000","1,187,400,000","806,930,000"
InterestIncome,"101,000,000","111,000,000","86,000,000","9,000,000","8,000,000","13,000,000","21,000,000","7,000,000","1,000,000","5,000,000","10,000,000","14,000,000","17,000,000","31,000,000","29,000,000"
InterestExpense,"275,000,000","285,000,000","219,000,000","150,000,000","164,000,000","164,000,000","141,000,000","140,000,000","155,000,000","124,000,000","135,000,000","143,000,000","136,000,000","123,000,000","30,000,000"
NetInterestIncome,"-174,000,000","-174,000,000","-133,000,000","-141,000,000","-156,000,000","-164,000,000","-120,000,000","-133,000,000","-154,000,000","-119,000,000","-125,000,000","-129,000,000","-119,000,000","-92,000,000","-1,000,000"
EBIT,"2,380,000,000","1,622,000,000","1,209,000,000","1,060,000,000","2,118,000,000","1,290,000,000","1,475,000,000","1,395,000,000","1,155,000,000","1,121,000,000","1,750,000,000","1,609,000,000","1,481,000,000","1,629,000,000","974,000,000"
EBITDA,"3,330,000,000","2,534,000,000","1,971,000,000","1,833,000,000","2,882,000,000","2,007,000,000","2,151,000,000","1,941,000,000","1,644,000,000","1,465,000,000","2,290,000,000","2,108,000,000","1,967,000,000","2,104,000,000","1,395,000,000"
ReconciledCostOfRevenue,"15,595,000,000","15,933,000,000","14,241,000,000","12,557,000,000","10,506,000,000","11,140,000,000","11,184,000,000","9,841,000,000","9,155,000,000","8,417,000,000","12,025,000,000","11,872,000,000","12,459,000,000","12,990,000,000","11,417,000,000"
ReconciledDepreciation,"950,000,000","912,000,000","762,000,000","773,000,000","764,000,000","717,000,000","676,000,000","546,000,000","489,000,000","344,000,000","540,000,000","499,000,000","486,000,000","475,000,000","421,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"3,690,000,000","2,938,000,000","594,000,000","590,000,000","1,804,000,000","990,000,000","1,067,000,000","990,000,000","799,000,000","767,000,000","1,291,000,000","1,152,000,000","1,077,000,000","1,145,000,000","631,000,000"
TotalUnusualItemsExcludingGoodwill,"375,000,000","-240,000,000","-198,000,000","-142,000,000","-140,000,000","-148,000,000","-146,000,000","-133,000,000","-543,000,000","-156,000,000","-166,000,000","-176,000,000","-185,000,000","-53,000,000","-241,000,000"
TotalUnusualItems,"375,000,000","-240,000,000","-198,000,000","-142,000,000","-140,000,000","-148,000,000","-146,000,000","-133,000,000","-543,000,000","-156,000,000","-166,000,000","-176,000,000","-185,000,000","-53,000,000","-241,000,000"
NormalizedEBITDA,"2,955,000,000","2,774,000,000","2,169,000,000","1,975,000,000","3,022,000,000","2,155,000,000","2,297,000,000","2,074,000,000","2,187,000,000","1,621,000,000","2,456,000,000","2,284,000,000","2,152,000,000","2,157,000,000","1,636,000,000"
TaxRateForCalcs,"0.21","0.21","0.12","0.111","0.03","0.12","0.19","0.18","0.17","0.16","0.16","0.16","0.16","0.2","0.27"
TaxEffectOfUnusualItems,"78,750,000","-50,400,000","-23,760,000","-15,760,439.56","-4,200,000","-17,760,000","-27,740,000","-23,940,000","-92,310,000","-24,960,000","-26,560,000","-28,160,000","-29,600,000","-10,600,000","-65,070,000"
