name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,07/31/1995,07/31/1994,07/31/1993
TotalRevenue,"5,414,890,000","5,261,770,000","4,989,833,000","5,010,785,000","3,759,113,000","4,308,212,000","4,035,720,000","3,795,549,000","3,609,865,000","3,521,848,000","3,282,867,000","3,305,802,000","3,475,802,000","3,120,065,000","2,945,294,000","2,940,269,000","2,988,866,000","3,055,419,000","2,794,409,000","2,321,962,000","1,881,241,000","1,435,436,000","1,382,923,000","1,371,899,000","1,093,477,000","832,104,000","587,600,000","405,713,000","326,404,000","340,323,000","296,600,000","197,900,000","168,100,000"
	OperatingRevenue,"5,414,890,000","5,261,770,000","4,989,833,000","5,010,785,000","3,759,113,000","4,308,212,000","4,035,720,000","3,795,549,000","3,609,865,000","3,521,848,000","3,282,867,000","3,305,802,000","3,475,802,000","3,120,065,000","2,945,294,000","2,940,269,000","2,988,866,000","3,055,419,000","2,794,409,000","2,321,962,000","1,881,241,000","1,435,436,000","1,382,923,000","1,371,899,000","1,093,477,000","832,104,000","587,600,000","405,713,000","326,404,000","340,323,000","296,600,000","197,900,000","168,100,000"
CostOfRevenue,"3,293,373,000","3,237,192,000","3,244,585,000","3,018,995,000","2,610,966,000","2,785,911,000","2,548,082,000","2,425,044,000","2,242,938,000","2,219,114,000","2,128,193,000","2,191,803,000","2,085,480,000","1,975,471,000","1,763,143,000","1,766,839,000","1,814,765,000","1,632,281,000","1,453,980,000","1,244,213,000","1,003,433,000","885,939,000","841,968,000","824,531,000","657,252,000","475,596,000","353,089,000","268,746,000","227,648,000","249,415,000","206,100,000","135,200,000","119,500,000"
GrossProfit,"2,121,517,000","2,024,578,000","1,745,248,000","1,991,790,000","1,148,147,000","1,522,301,000","1,487,638,000","1,370,505,000","1,366,927,000","1,302,734,000","1,154,674,000","1,113,999,000","1,390,322,000","1,144,594,000","1,182,151,000","1,173,430,000","1,174,101,000","1,423,138,000","1,340,429,000","1,077,749,000","877,808,000","549,497,000","540,955,000","547,368,000","436,225,000","356,508,000","234,511,000","136,967,000","98,756,000","90,908,000","90,500,000","62,700,000","48,600,000"
OperatingExpense,"1,687,557,000","1,660,166,000","1,475,992,000","1,388,781,000","1,139,666,000","1,208,462,000","1,148,941,000","1,047,106,000","1,014,285,000","982,856,000","947,689,000","928,479,000","960,847,000","856,081,000","842,599,000","863,038,000","865,248,000","824,383,000","753,639,000","619,060,000","515,102,000","416,226,000","382,094,000","380,895,000","289,674,000","206,994,000","147,458,000","105,847,000","89,897,000","91,981,000","78,500,000","50,800,000","41,000,000"
	SellingGeneralAndAdministration,"1,467,889,000","1,433,300,000","1,269,095,000","1,222,000,000","977,264,000","1,029,412,000","980,610,000","879,685,000","857,562,000","834,700,000","806,498,000","796,505,000","834,601,000","718,123,000","702,924,000","725,278,000","734,029,000","715,180,000","665,606,000","540,332,000","446,829,000","356,261,000","328,733,000","339,020,000","266,474,000","194,795,000","138,847,000","98,529,000","83,810,000","82,679,000","73,500,000","47,100,000","37,700,000"
	DepreciationAmortizationDepletionIncomeStatement,"219,668,000","226,866,000","206,897,000","166,781,000","162,402,000","179,050,000","168,331,000","167,421,000","156,723,000","148,156,000","141,191,000","131,974,000","126,246,000","137,958,000","139,675,000","137,760,000","131,219,000","109,203,000","88,033,000","78,728,000","68,273,000","59,965,000","53,361,000","41,875,000","23,200,000","12,199,000","8,611,000","7,318,000","6,087,000","6,221,000","5,000,000","3,700,000","3,300,000"
		DepreciationAndAmortizationInIncomeStatement,"219,668,000","226,866,000","206,897,000","166,781,000","162,402,000","179,050,000","168,331,000","167,421,000","156,723,000","148,156,000","141,191,000","131,974,000","126,246,000","137,958,000","139,675,000","137,760,000","131,219,000","109,203,000","88,033,000","78,728,000","68,273,000","59,965,000","53,361,000","41,875,000","23,200,000","12,199,000","8,611,000","7,318,000","6,087,000","6,221,000","5,000,000","3,700,000","3,300,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,"14,118,000",,,,,,,,"3,081,000",,,
OperatingIncome,"433,960,000","364,412,000","269,256,000","603,009,000","8,481,000","313,839,000","338,697,000","323,399,000","352,642,000","319,878,000","206,985,000","185,520,000","429,475,000","288,513,000","339,552,000","310,392,000","308,853,000","598,755,000","586,790,000","458,689,000","362,706,000","133,271,000","158,861,000","166,473,000","146,551,000","149,514,000","87,053,000","31,120,000","8,859,000","-1,073,000","12,000,000","11,900,000","7,600,000"
