name,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993
TotalAssets,"769,082,000","787,705,000","761,160,000","719,257,000","847,308,000","759,701,000","645,380,000","607,802,000","585,170,000","583,023,000","578,610,000","526,362,000","507,562,000","442,108,000","469,377,000","563,990,000","646,216,000","577,618,000","549,919,000","477,074,000","390,967,000","345,154,000","290,676,000","290,405,000","259,649,000","296,375,000","249,100,000","208,400,000","200,400,000","186,900,000","157,000,000","144,100,000"
	CurrentAssets,"543,878,000","567,189,000","553,884,000","501,651,000","464,554,000","468,146,000","481,600,000","504,780,000","489,035,000","478,843,000","485,310,000","434,099,000","434,151,000","372,897,000","380,291,000","440,078,000","519,325,000","472,879,000","458,378,000","386,706,000","320,493,000","281,185,000","227,041,000","241,220,000","218,024,000","262,400,000","219,600,000","184,700,000","180,800,000","167,700,000","140,800,000","129,100,000"
		CashCashEquivalentsAndShortTermInvestments,"262,059,000","251,584,000","277,128,000","223,811,000","185,872,000","189,911,000","214,811,000","256,279,000","228,188,000","199,852,000","190,758,000","167,889,000","182,201,000","103,016,000","70,975,000","86,621,000","169,551,000","133,011,000","123,625,000","63,782,000","82,083,000","38,365,000","16,971,000","23,059,000","26,615,000","5,600,000","10,900,000","4,900,000","3,800,000","4,900,000","3,200,000","2,600,000"
			CashAndCashEquivalents,"262,059,000","251,584,000","277,128,000","223,811,000","185,872,000","189,911,000","214,811,000","256,279,000","228,188,000","199,852,000","157,659,000","167,889,000","182,201,000","103,016,000","70,975,000","86,621,000","169,551,000","133,011,000","123,625,000","63,782,000","82,083,000","38,365,000","16,971,000","23,059,000","26,615,000","5,600,000","10,900,000","4,900,000","3,800,000","4,900,000","3,200,000","2,600,000"
			OtherShortTermInvestments,,,,,,,,,,"0","33,099,000","0",,,,,,,,,,,,,,,,,,,,
		Receivables,"115,826,000","105,190,000","99,499,000","101,781,000","80,276,000","84,026,000","83,098,000","66,847,000","71,030,000","74,106,000","68,683,000","61,398,000","62,754,000","59,768,000","67,785,000","76,710,000","94,328,000","111,417,000","109,852,000","104,685,000","88,800,000","94,438,000","92,014,000","98,797,000","96,258,000","109,100,000","92,400,000","75,700,000","75,300,000","66,700,000","56,600,000","49,500,000"
			AccountsReceivable,"104,472,000","94,282,000","91,558,000","76,931,000","78,388,000","84,026,000","83,098,000","66,847,000","71,030,000","74,106,000","68,683,000","61,398,000","62,754,000","59,768,000","67,785,000","76,710,000","94,328,000","111,417,000","109,852,000","104,685,000","88,800,000","94,438,000","92,014,000",,,,,,,,,
				GrossAccountsReceivable,,,,,"103,888,000","107,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,"-25,500,000","-23,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"11,354,000","10,908,000","7,941,000","24,850,000","1,888,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
