name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,08/31/1992,08/31/1991,08/31/1990,08/31/1989,08/31/1988,08/31/1987,08/31/1986,08/31/1985
			OtherIntangibleAssets,"448,759,000","503,320,000","519,957,000","420,885,000","341,426,000","176,342,000","130,132,000","112,943,000","100,935,000","96,959,000","59,392,000","69,218,000","79,059,000","57,419,000","39,171,000","42,787,000","32,578,000","24,801,000","10,652,000","22,825,000","17,286,000","7,857,000","39,376,000","37,240,000","46,100,000","47,900,000","44,200,000","11,600,000","300,000","200,000","5,600,000","5,800,000","5,900,000","6,100,000","6,300,000","11,800,000","11,000,000","11,600,000","7,500,000","8,100,000"
		NonCurrentDeferredAssets,,,,,"0","10,948,000","24,156,000","31,989,000","29,391,000","11,744,000","12,236,000","14,993,000","14,496,000","15,770,000","16,532,000","306,000",,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,"0","10,948,000","24,156,000","31,989,000","29,391,000","11,744,000","12,236,000","14,993,000","14,496,000","15,770,000","16,532,000","306,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"92,971,000","56,561,000","66,999,000","61,220,000","34,181,000","26,908,000","21,358,000","12,632,000","12,485,000","14,193,000","8,499,000","6,521,000","4,411,000","3,382,000","2,635,000","8,326,000","12,062,000","6,533,000","6,733,000","4,040,000","2,193,000","3,241,000","3,303,000","4,577,000","4,700,000","5,700,000","1,700,000","1,100,000","1,600,000","1,500,000","3,400,000","3,600,000","3,100,000","2,400,000","900,000","1,800,000","1,600,000","2,600,000","1,800,000","2,300,000"
TotalLiabilitiesNetMinorityInterest,"1,604,283,000","1,865,904,000","2,195,219,000","1,389,705,000","1,061,923,000","537,638,000","293,113,000","236,635,000","184,281,000","148,943,000","139,571,000","89,623,000","73,787,000","63,322,000","43,950,000","52,480,000","94,201,000","106,388,000","139,719,000","116,009,000","66,451,000","75,292,000","75,765,000","87,134,000","71,900,000","85,600,000","78,300,000","20,500,000","12,200,000","14,000,000","31,600,000","27,700,000","30,400,000","29,700,000","37,700,000","45,800,000","36,000,000","41,000,000","24,300,000","29,500,000"
	CurrentLiabilities,"394,992,000","421,300,000","627,216,000","416,394,000","271,258,000","177,582,000","182,013,000","149,351,000","98,862,000","107,185,000","118,191,000","69,780,000","51,911,000","45,074,000","35,707,000","42,717,000","71,073,000","59,061,000","74,951,000","54,203,000","38,714,000","36,190,000","31,829,000","28,813,000","25,200,000","26,100,000","22,300,000","15,600,000","11,900,000","10,100,000","18,100,000","15,400,000","16,200,000","16,300,000","26,500,000","29,000,000","24,400,000","29,100,000","16,900,000","21,500,000"
		PayablesAndAccruedExpenses,"232,165,000","178,677,000","316,057,000","241,052,000","143,289,000","116,727,000","113,343,000","80,338,000","54,713,000","64,050,000","82,500,000","36,561,000","24,961,000","45,074,000","35,707,000","36,884,000","62,192,000","49,347,000","63,811,000","42,082,000","28,783,000","25,697,000","21,163,000","5,435,000","6,400,000","8,000,000","6,400,000","4,000,000","3,500,000","2,900,000","7,000,000","5,700,000","6,300,000","6,500,000","5,900,000","6,700,000",,,,
			Payables,"183,697,000","143,529,000","282,183,000","184,931,000","99,262,000","78,354,000","79,164,000","50,616,000","29,700,000","49,534,000","70,769,000","21,725,000","15,742,000","11,351,000","7,513,000","4,660,000","17,524,000","12,027,000","26,404,000","13,371,000","9,089,000","7,998,000","5,868,000","5,435,000","6,400,000","8,000,000","6,400,000","4,000,000","3,500,000","2,900,000","7,000,000","5,700,000","6,300,000","6,500,000","5,900,000","6,700,000",,,,
				AccountsPayable,"183,697,000","143,529,000","282,183,000","184,931,000","99,262,000","78,354,000","79,164,000","50,616,000","29,700,000","49,534,000","24,063,000","21,725,000","15,742,000","11,351,000","7,513,000","4,660,000","17,524,000","12,027,000","26,404,000","13,371,000","9,089,000","7,998,000","5,868,000","5,435,000","6,400,000","8,000,000","6,400,000","4,000,000","3,500,000","2,900,000","7,000,000","5,700,000","6,300,000","6,500,000","5,900,000","6,700,000",,,,
				DividendsPayable,,,,,,,,,,"0","46,706,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"48,468,000","35,148,000","33,874,000","56,121,000","44,027,000","38,373,000","34,179,000","29,722,000","25,013,000","14,516,000","11,731,000","14,836,000","9,219,000","33,723,000","28,194,000","32,224,000","44,668,000","37,320,000","37,407,000","28,711,000","19,694,000","17,699,000","15,295,000",,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"58,999,000","77,804,000","85,760,000","62,555,000","45,612,000","33,835,000","39,365,000","47,459,000","25,147,000","21,473,000","18,583,000","18,490,000","14,258,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
