name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,02/29/2016,02/28/2015,02/28/2014
MarketCap,"42,021,182","58,837,417","173,656,252","413,778,677","840,130,636","114,027,046","430,427,051","262,908,889","205,561,883","259,609,480","883,819,321","1,716,116,899"
EnterpriseValue,"656,184,182","605,338,417","737,056,252","959,413,677","1,349,989,636","789,466,046","719,164,051","560,687,889","530,175,883","613,827,480","1,233,925,321","2,073,811,899"
PeRatio,,,"3.206","4.392","22.795","6.378","80","9.379","38.455","30.056","3.015",
PsRatio,"0.049","0.062","0.157","0.376","0.886","0.125","0.487","0.31","0.255","0.331","1.151","2.292"
PbRatio,"0.289","0.251","0.386","1.018","2.605","0.425","1.685","1.039","0.973","1.321","4.502","9.68"
EnterprisesValueRevenueRatio,"0.798","0.672","0.674","0.87","1.473","0.851","0.822","0.663","0.667","0.78","1.593","2.77"
EnterprisesValueEBITDARatio,,,"5.759","5.534","12.619","9.304","9.197","8.477","8.972","9.947","16.167","43.906"
