name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalAssets,"14,453,000,000","16,994,000,000","16,575,000,000","16,029,000,000","9,702,000,000","10,095,000,000","9,787,600,000","8,834,700,000","8,825,700,000","7,228,000,000","6,917,000,000","6,400,800,000","5,958,600,000","5,555,000,000","4,811,400,000","4,644,000,000","4,958,500,000","4,584,000,000","4,089,400,000","3,529,100,000","3,140,500,000","2,682,900,000","2,771,000,000","2,765,900,000","2,970,700,000","1,846,100,000","1,736,300,000","1,623,600,000","1,335,200,000","1,240,300,000","1,159,400,000","1,074,200,000"
	CurrentAssets,"6,217,000,000","6,617,000,000","6,597,000,000","6,167,000,000","3,836,000,000","3,805,000,000","3,543,200,000","2,911,600,000","3,135,200,000","2,970,800,000","2,798,500,000","2,472,800,000","2,137,800,000","2,059,900,000","1,551,800,000","1,308,200,000","1,580,300,000","1,437,500,000","1,168,700,000","1,074,300,000","838,300,000","566,500,000","441,000,000","410,600,000","558,300,000","376,100,000","306,900,000","253,100,000","207,500,000","215,800,000","193,400,000","173,300,000"
		CashCashEquivalentsAndShortTermInvestments,"1,534,000,000","1,083,000,000","1,844,000,000","1,650,000,000","832,000,000","739,000,000","545,300,000","443,700,000","577,700,000","797,800,000","939,500,000","715,700,000","359,600,000","449,900,000","357,400,000","103,400,000","203,100,000","182,400,000","130,300,000","229,700,000","113,100,000","36,600,000","33,000,000","21,400,000","21,700,000","44,000,000","13,400,000","11,500,000","12,100,000","14,900,000","9,400,000","9,400,000"
			CashAndCashEquivalents,"1,534,000,000","1,083,000,000","1,844,000,000","1,650,000,000","832,000,000","739,000,000","545,300,000","443,700,000","577,700,000","797,800,000","939,500,000","715,700,000","359,600,000","449,900,000","357,400,000","103,400,000","188,500,000","123,300,000","89,700,000","229,700,000","113,100,000","36,600,000","33,000,000","21,400,000","21,700,000","44,000,000","13,400,000","11,500,000","12,100,000","14,900,000","9,400,000","9,400,000"
				CashFinancial,,,,,,"739,400,000","545,300,000","443,700,000","577,700,000","797,800,000","939,500,000","715,700,000","359,600,000","449,900,000","357,400,000","103,400,000",,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,"0","0","0",,"14,600,000","59,100,000","40,600,000",,,,,"11,300,000",,,,,,,,
		Receivables,"3,127,000,000","2,485,000,000","2,915,000,000","2,935,000,000","1,931,000,000","1,988,000,000","2,018,900,000","1,689,300,000","1,665,000,000","1,443,500,000","1,248,500,000","1,147,300,000","1,183,000,000","1,023,900,000","732,000,000","607,100,000","802,400,000","744,000,000","626,100,000","499,100,000","414,900,000","292,100,000","204,000,000","168,900,000","216,200,000","185,400,000","158,600,000","124,600,000","91,400,000","98,900,000","98,900,000","83,200,000"
			AccountsReceivable,"2,519,000,000","2,133,000,000","2,522,000,000","2,636,000,000","1,713,000,000","1,728,000,000","1,735,700,000","1,448,300,000","1,423,600,000","1,200,600,000","1,067,500,000","1,014,600,000","1,037,400,000","859,500,000","634,500,000","607,100,000","802,400,000","744,000,000","626,100,000","499,100,000","414,900,000","292,100,000","204,000,000","168,900,000",,,,,,,,
				GrossAccountsReceivable,,,,"2,636,000,000","1,713,000,000","1,728,000,000","1,735,700,000","1,448,300,000","1,423,600,000","1,200,600,000","1,067,500,000","1,014,600,000","1,037,400,000",,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"238,000,000","193,000,000","240,000,000","177,000,000","106,000,000","114,000,000","152,100,000","99,100,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"382,000,000","170,000,000","166,000,000","133,000,000","118,000,000","153,000,000","136,800,000","144,800,000","243,300,000","245,200,000","183,100,000","134,800,000","149,900,000","168,400,000","101,800,000",,,"23,300,000",,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-12,000,000","-11,000,000","-13,000,000","-11,000,000","-6,000,000","-7,000,000","-5,700,000","-2,900,000","-1,900,000","-2,300,000","-2,100,000","-2,100,000","-4,300,000","-4,000,000","-4,300,000",,,,,,,,,,,,,,,,,
		Inventory,"1,313,000,000","1,217,000,000","1,534,000,000","1,286,000,000","807,000,000","781,000,000","766,300,000","641,200,000","723,600,000","505,700,000","458,100,000","447,600,000","454,300,000","430,600,000","314,300,000","451,200,000","447,600,000","386,900,000","332,000,000","223,400,000","201,300,000","180,300,000","144,000,000","161,600,000","164,400,000","115,700,000","108,000,000","91,100,000","94,000,000","81,300,000","68,100,000","64,800,000"
			RawMaterials,"991,000,000","919,000,000","1,057,000,000","827,000,000","502,000,000","485,000,000","469,700,000","378,600,000","412,900,000","319,500,000","279,800,000","264,000,000","254,400,000","244,000,000","187,300,000","260,700,000","246,700,000","207,400,000","163,900,000","104,600,000","95,500,000","85,300,000","69,700,000",,,,,,,,,
