name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
EarningsFromEquityInterestNetOfTax,"-9,080,000,000","-7,735,000,000","-8,063,000,000","14,344,000,000","6,984,000,000","-5,733,000,000","566,000,000","-20,792,000,000","-5,027,000,000","-1,730,000,000","-1,590,000,000","-203,000,000","-6,000,000","-25,000,000",,,,,,
NetIncomeCommonStockholders,"69,678,000,000","79,741,000,000","72,509,000,000","61,959,000,000","150,308,000,000","149,263,000,000","87,600,000,000","63,985,000,000","43,675,000,000","71,460,000,000","24,149,000,000","23,076,000,000","8,404,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
	NetIncome,"70,157,000,000","80,009,000,000","72,783,000,000","62,249,000,000","150,578,000,000","149,433,000,000","87,886,000,000","64,093,000,000","43,675,000,000","71,460,000,000","24,261,000,000","23,315,000,000","8,532,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
		NetIncomeIncludingNoncontrollingInterests,"62,354,000,000","71,332,000,000","65,573,000,000","47,079,000,000","143,284,000,000","140,350,000,000","80,234,000,000","61,412,000,000","41,226,000,000","71,289,000,000","24,320,000,000","23,403,000,000","8,649,000,000","4,665,000,000","1,708,838,000","1,470,012,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
			NetIncomeContinuousOperations,"62,354,000,000","71,332,000,000","65,573,000,000","47,079,000,000","143,284,000,000","140,350,000,000","80,234,000,000","61,412,000,000","41,226,000,000","71,289,000,000","24,320,000,000","23,403,000,000","8,649,000,000","4,665,000,000","1,708,838,000","1,470,012,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
		MinorityInterests,"7,803,000,000","8,677,000,000","7,210,000,000","15,170,000,000","7,294,000,000","9,083,000,000","7,652,000,000","2,681,000,000","2,449,000,000","171,000,000","-59,000,000","-88,000,000","-117,000,000","-437,000,000","3,835,000","-548,000","0","0","0",
	PreferredStockDividends,,,,,,,,,,,"97,000,000","208,000,000","111,000,000",,,,,,,
	OtherunderPreferredStockDividend,"479,000,000","268,000,000","274,000,000","290,000,000","270,000,000","170,000,000","286,000,000","108,000,000","0","0","15,000,000","31,000,000","17,000,000","0",,,,,,
AverageDilutionEarnings,"-209,000,000","-228,000,000","-38,000,000","-37,000,000","-55,000,000","-48,000,000","-42,000,000","-21,000,000","-11,000,000","0","112,000,000","239,000,000",,,,,,,,
DilutedNIAvailtoComStockholders,"69,469,000,000","79,513,000,000","72,471,000,000","61,922,000,000","150,253,000,000","149,215,000,000","87,558,000,000","63,964,000,000","43,664,000,000","71,460,000,000","24,261,000,000","23,076,000,000","8,404,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
BasicEPS,"28.24","31.6","27.68","22.96","55.6","56.8","33.95","25.06","17.52","29.07","10.33","10.61","3.66","1.866","0.34","0.291","0.2","0.229","0.199","0.1"
DilutedEPS,"27.92","31.28","27.44","22.72","54.72","55.92","33.38","24.51","16.97","27.89","9.7","10","3.57","1.813","0.338","0.289","0.2","0.228","0.199","0.092"
BasicAverageShares,"2,486,375,000","2,522,750,000","2,622,500,000","2,694,750,000","2,702,375,000","2,627,125,000","2,580,000,000","2,553,000,000","2,493,000,000","2,458,000,000","2,337,000,000","2,175,000,000","2,294,000,000","2,266,000,000","5,043,800,000","5,040,224,000","5,040,685,000","5,052,130,000","4,859,882,000","2,198,000,000"
DilutedAverageShares,"2,513,218,750","2,544,875,000","2,639,250,000","2,723,375,000","2,747,750,000","2,668,250,000","2,623,000,000","2,610,000,000","2,573,000,000","2,562,000,000","2,500,000,000","2,332,000,000","2,389,000,000","2,332,000,000","5,078,820,000","5,072,263,000","5,079,627,000","5,056,348,000","4,859,882,000","2,384,000,000"
TotalOperatingIncomeAsReported,"106,849,000,000","113,350,000,000","100,351,000,000","69,638,000,000","89,678,000,000","91,430,000,000","57,084,000,000","69,314,000,000","48,055,000,000","29,102,000,000","23,135,000,000","24,920,000,000","10,751,000,000","5,015,000,000","1,816,886,000","1,536,538,000","1,072,970,000","1,141,700,000","804,345,000","268,496,000"
TotalExpenses,"834,909,000,000","817,297,000,000","765,622,000,000","758,283,000,000","627,611,000,000","417,705,000,000","319,760,000,000","179,903,000,000","109,767,000,000","71,185,000,000","52,894,000,000","27,288,000,000","23,203,000,000","14,675,000,000","4,726,551,000","4,130,074,000","2,801,758,000","1,862,427,000","1,358,412,000","1,095,366,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"70,157,000,000","80,009,000,000","72,783,000,000","62,249,000,000","150,578,000,000","149,433,000,000","87,886,000,000","64,093,000,000","43,675,000,000","71,460,000,000","24,261,000,000","23,315,000,000","8,532,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
NormalizedIncome,"73,123,576,670.34","88,196,959,240.521","75,023,826,416.998","81,104,750,000","150,578,000,000","149,937,928,488.704","87,886,000,000","63,268,528,340.787","40,479,500,000","72,613,800,000","24,401,000,000","23,353,720,000","8,681,800,000","4,342,452,277.657","1,566,979,824.036","1,359,942,115.97","1,013,026,000","1,154,503,000","967,795,000","220,139,530.077"
InterestIncome,,,,,"72,794,000,000","72,956,000,000","44,106,000,000","30,495,000,000","8,559,000,000","52,254,000,000","9,455,000,000","1,648,000,000","39,000,000","258,000,000",,,,"245,055,000","406,307,000","23,159,000"
InterestExpense,"18,315,000,000","17,911,000,000","16,989,000,000","20,611,000,000","4,476,000,000","5,180,000,000","5,190,000,000","3,566,000,000","2,671,000,000","1,946,000,000","2,750,000,000","2,195,000,000","1,572,000,000","68,000,000",,,,,,
NetInterestIncome,"-18,315,000,000","-17,911,000,000","-16,989,000,000","-20,611,000,000","68,318,000,000","67,776,000,000","38,916,000,000","26,929,000,000","5,888,000,000","50,308,000,000","6,705,000,000","-547,000,000","-1,533,000,000","190,000,000","263,486,000","158,286,000","140,941,000","239,207,000","406,307,000","23,159,000"
EBIT,"116,319,000,000","119,507,000,000","106,174,000,000","80,161,000,000","170,054,000,000","171,825,000,000","101,411,000,000","103,969,000,000","62,700,000,000","83,414,000,000","35,076,000,000","28,997,000,000","11,684,000,000","5,600,000,000","1,690,343,000","1,427,512,000","1,072,970,000","1,141,700,000","804,345,000","268,496,000"
EBITDA,"137,224,000,000","164,011,000,000","153,112,000,000","128,226,000,000","217,963,000,000","214,252,000,000","138,491,000,000","125,989,000,000","76,992,000,000","90,462,000,000","39,575,000,000","30,651,000,000","12,619,000,000","6,470,000,000","1,943,035,000","1,653,835,000","1,199,552,000","1,230,171,000","863,605,000","322,539,000"
ReconciledCostOfRevenue,"590,082,000,000","563,411,000,000","516,261,000,000","503,032,000,000","385,723,000,000","253,328,000,000","180,576,000,000","92,144,000,000","50,313,000,000","30,238,000,000","21,424,000,000","12,030,000,000","8,914,000,000","5,839,000,000","1,259,979,000","931,016,000","534,438,000","400,651,000","280,113,000","237,625,000"
ReconciledDepreciation,"20,905,000,000","44,504,000,000","46,938,000,000","48,065,000,000","47,909,000,000","42,427,000,000","37,080,000,000","22,020,000,000","14,292,000,000","7,048,000,000","4,499,000,000","1,654,000,000","935,000,000","870,000,000","252,692,000","226,323,000","126,582,000","88,471,000","59,260,000","54,043,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"70,157,000,000","80,009,000,000","72,783,000,000","62,249,000,000","150,578,000,000","149,433,000,000","87,886,000,000","64,093,000,000","43,675,000,000","71,460,000,000","24,261,000,000","23,315,000,000","8,532,000,000","4,228,000,000","1,712,673,000","1,469,464,000","1,013,026,000","1,154,503,000","967,795,000","219,938,000"
TotalUnusualItemsExcludingGoodwill,"-4,070,000,000","-10,521,000,000","-2,714,000,000","-25,141,000,000","0","-576,000,000","0","1,007,000,000","4,150,000,000","-1,282,000,000","-175,000,000","-44,000,000","-175,000,000","-135,000,000","182,175,000","127,138,000",,,"-61,208,000","-267,000"
TotalUnusualItems,"-4,070,000,000","-10,521,000,000","-2,714,000,000","-25,141,000,000","0","-576,000,000","0","1,007,000,000","4,150,000,000","-1,282,000,000","-175,000,000","-44,000,000","-175,000,000","-135,000,000","182,175,000","127,138,000",,,"-61,208,000","-267,000"
NormalizedEBITDA,"141,294,000,000","174,532,000,000","155,826,000,000","153,367,000,000","217,963,000,000","214,828,000,000","138,491,000,000","124,982,000,000","72,842,000,000","91,744,000,000","39,750,000,000","30,695,000,000","12,794,000,000","6,605,000,000","1,760,860,000","1,526,697,000","1,199,552,000","1,230,171,000","863,605,000","322,806,000"
TaxRateForCalcs,"0.271","0.222","0.174","0.25","0.177","0.123","0.172","0.181","0.23","0.1","0.2","0.12","0.144","0.152","0.2","0.139","0.139","0.154","0.158","0.245"
TaxEffectOfUnusualItems,"-1,103,423,329.66","-2,333,040,759.479","-473,173,583.002","-6,285,250,000","0","-71,071,511.296","0","182,528,340.787","954,500,000","-128,200,000","-35,000,000","-5,280,000","-25,200,000","-20,547,722.343","36,481,824.036","17,616,115.97","0","0","0","-65,469.923"
