name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
TotalRevenue,"950,248,000,000","941,168,000,000","868,687,000,000","853,062,000,000","717,289,000,000","509,711,000,000","376,844,000,000","250,266,000,000","158,273,000,000","101,143,000,000","76,204,000,000","52,504,000,000","34,517,000,000","20,025,000,000","6,416,894,000","5,557,586,000","3,874,728,000","3,004,127,000","2,162,757,000","1,363,862,000"
	OperatingRevenue,"911,412,000,000","902,332,000,000","832,100,000,000","816,311,000,000","689,238,000,000","489,899,000,000","360,882,000,000","234,000,000,000","148,325,000,000","101,143,000,000","76,204,000,000","52,504,000,000","34,517,000,000","20,025,000,000","6,416,894,000","5,557,586,000","3,874,728,000","3,004,127,000","2,162,757,000","1,363,862,000"
CostOfRevenue,"590,082,000,000","586,323,000,000","549,695,000,000","539,450,000,000","421,205,000,000","282,367,000,000","206,929,000,000","107,044,000,000","59,483,000,000","34,355,000,000","23,834,000,000","13,369,000,000","9,719,000,000","6,554,000,000","1,259,979,000","931,016,000","534,438,000","400,651,000","280,113,000","237,625,000"
GrossProfit,"360,166,000,000","354,845,000,000","318,992,000,000","313,612,000,000","296,084,000,000","227,344,000,000","169,915,000,000","143,222,000,000","98,790,000,000","66,788,000,000","52,370,000,000","39,135,000,000","24,798,000,000","13,471,000,000","5,156,915,000","4,626,570,000","3,340,290,000","2,603,476,000","1,882,644,000","1,126,237,000"
OperatingExpense,"244,827,000,000","230,974,000,000","215,927,000,000","218,833,000,000","206,406,000,000","135,338,000,000","112,831,000,000","72,859,000,000","50,284,000,000","36,830,000,000","29,060,000,000","13,919,000,000","13,484,000,000","8,121,000,000","3,466,572,000","3,199,058,000","2,267,320,000","1,461,776,000","1,078,299,000","857,741,000"
	SellingGeneralAndAdministration,"168,758,000,000","157,126,000,000","145,679,000,000","151,721,000,000","136,743,000,000","78,870,000,000","64,669,000,000","43,540,000,000","28,553,000,000","20,512,000,000","16,313,000,000","8,763,000,000","6,502,000,000","5,269,000,000","2,681,905,000","2,618,885,000","2,033,553,000","1,430,375,000","966,681,000","770,167,000"
		GeneralAndAdministrativeExpense,"47,968,000,000","41,985,000,000","42,183,000,000","31,922,000,000","55,224,000,000","28,197,000,000","24,889,000,000","16,241,000,000","12,239,000,000","9,205,000,000","7,800,000,000","4,218,000,000","2,889,000,000","2,211,000,000","640,059,000","568,324,000","409,708,000","322,246,000","229,868,000","159,969,000"
			OtherGandA,"47,968,000,000","41,985,000,000","42,183,000,000","31,922,000,000","55,224,000,000","28,197,000,000","24,889,000,000","16,241,000,000","12,239,000,000","9,205,000,000","7,800,000,000","4,218,000,000","2,889,000,000","2,211,000,000","640,059,000","568,324,000","409,708,000","322,246,000","229,868,000","159,969,000"
		SellingAndMarketingExpense,"120,790,000,000","115,141,000,000","103,496,000,000","119,799,000,000","81,519,000,000","50,673,000,000","39,780,000,000","27,299,000,000","16,314,000,000","11,307,000,000","8,513,000,000","4,545,000,000","3,613,000,000","3,058,000,000","2,041,846,000","2,050,561,000","1,623,845,000","1,108,129,000","736,813,000","610,198,000"
	ResearchAndDevelopment,"55,164,000,000","52,256,000,000","56,744,000,000","55,465,000,000","57,236,000,000","43,080,000,000","37,435,000,000","22,754,000,000","17,060,000,000","13,788,000,000","10,658,000,000","5,093,000,000","3,753,000,000","2,897,000,000","784,667,000","580,173,000","384,333,000","214,038,000","131,495,000","105,486,000"
	DepreciationAmortizationDepletionIncomeStatement,"20,905,000,000","21,592,000,000","13,504,000,000","11,647,000,000","12,427,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,"20,905,000,000","21,592,000,000","13,504,000,000","11,647,000,000","12,427,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
			Amortization,"20,905,000,000","21,592,000,000","13,504,000,000","11,647,000,000","12,427,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
				AmortizationOfIntangiblesIncomeStatement,"20,905,000,000","21,592,000,000","13,504,000,000","11,647,000,000","12,427,000,000","13,388,000,000","10,727,000,000","7,120,000,000","5,122,000,000","2,931,000,000","2,089,000,000","315,000,000","130,000,000","155,000,000",,,,,,
	OtherOperatingExpenses,,,,,,"-998,000,000","-666,000,000","-555,000,000","-451,000,000","-401,000,000","-327,000,000","-252,000,000","3,099,000,000","-200,000,000",,"-109,026,000","-150,566,000","-182,637,000","-19,877,000","-17,912,000"
OperatingIncome,"115,339,000,000","123,871,000,000","103,065,000,000","94,779,000,000","89,678,000,000","92,006,000,000","57,084,000,000","70,363,000,000","48,506,000,000","29,958,000,000","23,310,000,000","25,216,000,000","11,314,000,000","5,350,000,000","1,690,343,000","1,427,512,000","1,072,970,000","1,141,700,000","804,345,000","268,496,000"
NetNonOperatingInterestIncomeExpense,"-18,315,000,000","-17,911,000,000","-16,989,000,000","-20,611,000,000","68,318,000,000","67,776,000,000","38,916,000,000","26,929,000,000","5,888,000,000","50,308,000,000","6,705,000,000","-547,000,000","-1,533,000,000","190,000,000","263,486,000","158,286,000","140,941,000","239,207,000","406,307,000","23,159,000"
	InterestIncomeNonOperating,,,,,"72,794,000,000","72,956,000,000","44,106,000,000","30,495,000,000","8,559,000,000","52,254,000,000","9,455,000,000","1,648,000,000","39,000,000","258,000,000",,,,"245,055,000","406,307,000","23,159,000"
	InterestExpenseNonOperating,"18,315,000,000","17,911,000,000","16,989,000,000","20,611,000,000","4,476,000,000","5,180,000,000","5,190,000,000","3,566,000,000","2,671,000,000","1,946,000,000","2,750,000,000","2,195,000,000","1,572,000,000","68,000,000",,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,"-263,486,000","-158,286,000",,,,
OtherIncomeExpense,"980,000,000","-4,364,000,000","3,109,000,000","-14,618,000,000","7,582,000,000","6,863,000,000","221,000,000","3,111,000,000","5,635,000,000","1,202,000,000","2,311,000,000","2,133,000,000","331,000,000","-8,000,000","182,905,000","120,659,000","-37,492,000","-5,848,000","-61,208,000","-267,000"
	GainOnSaleOfSecurity,,,,,,"-514,000,000","-1,950,000,000","-1,679,000,000","2,328,000,000","-563,000,000",,,,,"55,632,000","18,112,000",,,"-61,208,000","-267,000"
	EarningsFromEquityInterest,,,,,,,,,,,,,,,"730,000","-6,479,000","-37,492,000",,,
	SpecialIncomeCharges,"-8,490,000,000","-10,521,000,000","-2,714,000,000","-25,141,000,000","0","-576,000,000","0","2,686,000,000","1,822,000,000","-719,000,000","-175,000,000","-44,000,000","-175,000,000","-135,000,000","126,543,000","109,026,000",,,,
		RestructuringAndMergernAcquisition,,,,,,"97,000,000","264,000,000","264,000,000","264,000,000","264,000,000","166,000,000",,"0",,,,,,,
		ImpairmentOfCapitalAssets,"8,490,000,000","10,521,000,000","2,714,000,000","25,141,000,000","0","576,000,000","0","494,000,000","0","455,000,000","175,000,000","44,000,000","175,000,000","135,000,000",,,,,,
		OtherSpecialCharges,,,,,,"-3,835,000,000","-517,000,000","-3,444,000,000","-2,086,000,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"5,050,000,000","6,157,000,000","5,823,000,000","10,523,000,000","7,582,000,000","7,439,000,000","221,000,000","2,104,000,000","1,485,000,000","2,484,000,000","2,486,000,000","2,177,000,000","506,000,000","127,000,000",,,,"-5,848,000","-61,208,000",
PretaxIncome,"98,004,000,000","101,596,000,000","89,185,000,000","59,550,000,000","165,578,000,000","166,645,000,000","96,221,000,000","100,403,000,000","60,029,000,000","81,468,000,000","32,326,000,000","26,802,000,000","10,112,000,000","5,532,000,000","2,136,734,000","1,706,457,000","1,176,419,000","1,364,820,000","1,149,444,000","291,388,000"
TaxProvision,"26,570,000,000","22,529,000,000","15,549,000,000","26,815,000,000","29,278,000,000","20,562,000,000","16,553,000,000","18,199,000,000","13,776,000,000","8,449,000,000","6,416,000,000","3,196,000,000","1,457,000,000","842,000,000","427,896,000","236,445,000","163,393,000","210,317,000","181,649,000","71,450,000"
