name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"6,271,004,060","6,670,966,941","6,298,401,625","8,274,695,000","5,533,864,000","5,891,578,000","4,450,391,709"
EnterpriseValue,"8,628,004,060","8,751,966,941","8,090,401,625","10,169,695,000","7,633,864,000","7,884,578,000","6,208,391,709"
PeRatio,"25.779","23.375","18.865","44.825",,"45.514","18.518"
ForwardPeRatio,"16.921","19.342","18.553","27.855","23.697","17.637","13.85"
PegRatio,"1.058","2.172","1.444","0.746","2.85","1.253","0.878"
PsRatio,"4.688","4.922","4.228","5.723","3.727","2.941","2.615"
PbRatio,"10.066","7.646","5.834","7.368","5.746","4.744","3.084"
EnterprisesValueRevenueRatio,"6.189","6.207","5.2","6.923","5.103","3.776","3.607"
EnterprisesValueEBITDARatio,"15.948","15.381","12.741","22.302","56.131","19.911","19.963"
