name,ttm,04/30/2024,04/30/2023,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,12/31/2000,12/31/1999
TotalRevenue,"509,924,000","535,833,000","479,242,000","864,126,000","1,059,195,000","529,618,000","481,336,000","606,850,000","903,188,000","722,908,000","551,862,000","626,620,000","587,514,000","411,997,000","342,233,000","357,926,000","334,955,000","295,909,681","236,552,032","160,048,624","125,788,050","119,514,635","99,971,214","80,555,028","13,367","0"
	OperatingRevenue,"509,924,000","535,833,000","479,242,000","864,126,000","1,059,195,000","529,618,000","481,336,000","606,850,000","903,188,000","722,908,000","551,862,000","626,620,000","587,514,000","411,997,000","342,233,000","357,926,000","334,955,000","295,909,681","236,552,032","160,048,624","125,788,050","119,514,635","99,971,214","80,555,028","13,367","0"
CostOfRevenue,"358,040,000","377,740,000","324,705,000","489,562,000","610,212,000","363,929,000","335,052,000","411,098,000","527,916,000","429,096,000","356,936,000","367,515,000","369,442,000","284,091,000","237,545,000","238,463,000","237,812,000","203,535,105","160,214,197","110,441,625","84,900,032","80,384,720","69,590,497","60,756,956","5,347","0"
GrossProfit,"151,884,000","158,093,000","154,537,000","374,564,000","448,983,000","165,689,000","146,284,000","195,752,000","375,272,000","293,812,000","194,926,000","259,105,000","218,072,000","127,906,000","104,688,000","119,463,000","97,143,000","92,374,576","76,337,835","49,606,999","40,888,018","39,129,915","30,380,717","19,798,072","8,020","0"
OperatingExpense,"113,316,000","113,314,000","106,130,000","122,911,000","129,351,000","115,384,000","102,767,000","168,704,000","175,333,000","135,169,000","105,298,000","108,117,000","85,238,000","82,990,000","86,897,000","79,391,000","72,267,000","68,235,058","51,909,173","35,062,680","29,707,027","33,318,295","27,658,160","23,317,853","2,550,090","1,243,040"
	SellingGeneralAndAdministration,"105,334,000","106,048,000","98,580,000","115,649,000","121,871,000","108,020,000","94,759,000","157,343,000","165,095,000","125,164,000","98,355,000","102,469,000","80,448,000","78,446,000","82,534,000","75,206,000","69,361,000","66,288,546","50,661,385","37,801,702","29,507,985","32,760,411","26,752,618","20,137,664","2,550,090","1,243,040"
		GeneralAndAdministrativeExpense,"64,973,000","65,484,000","61,604,000","72,493,000","79,268,000","66,033,000","67,066,000","101,538,000","115,757,000","82,907,000","62,322,000","68,954,000","50,336,000","47,119,000","47,954,000","44,437,000","40,983,000",,,,,,,,,
			OtherGandA,"64,973,000","65,484,000","61,604,000","72,493,000","79,268,000","66,033,000","67,066,000","101,538,000","115,757,000","82,907,000","62,322,000","68,954,000","50,336,000","47,119,000","47,954,000","44,437,000","40,983,000",,,,,,,,,
		SellingAndMarketingExpense,"40,361,000","40,564,000","36,976,000","43,156,000","42,603,000","41,987,000","27,693,000","55,805,000","49,338,000","42,257,000","36,033,000","33,515,000","30,112,000","31,327,000","34,580,000","30,769,000","28,378,000",,,,,,,,,
	ResearchAndDevelopment,"7,982,000","7,266,000","7,550,000","7,262,000","7,480,000","7,364,000","8,008,000","11,361,000","10,238,000","10,005,000","6,943,000","5,648,000","4,790,000","4,544,000","4,363,000","4,185,000","2,906,000","1,946,512","1,247,788","348,788","199,042","557,884","905,542","680,189",,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,"-3,087,810",,,,"2,500,000",,
OperatingIncome,"38,568,000","44,779,000","48,407,000","251,653,000","319,632,000","50,305,000","43,517,000","27,048,000","199,939,000","158,643,000","89,628,000","150,988,000","132,834,000","44,916,000","17,791,000","40,072,000","24,876,000","24,139,518","24,428,662","14,544,319","11,180,991","5,811,620","2,722,557","-3,519,781","-2,542,070","-1,243,040"
NetNonOperatingInterestIncomeExpense,"-2,940,000","-2,055,000","-331,000","-2,135,000","-3,919,000","-11,625,000","-9,790,000","-11,168,000","-8,581,000","-13,528,000","-10,935,000","-12,112,000","-4,967,000","-5,979,000","-4,485,000","-3,872,000","-5,597,000",,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,"176,000","395,000","149,000","814,000","1,505,000","1,198,000","950,000","295,000",,,,,,,,,
	InterestExpenseNonOperating,,"2,055,000","331,000","2,135,000","3,919,000","11,625,000","9,790,000","11,168,000","8,581,000","13,528,000","10,935,000","12,261,000","5,781,000","7,484,000","5,683,000","4,822,000","5,892,000",,,,,,,,,
	TotalOtherFinanceCost,,,,,,,"9,351,000","11,168,000","8,581,000","13,528,000","10,935,000",,,,,,,,,,,,,,,
OtherIncomeExpense,"6,619,000","6,672,000","150,000","2,868,000","2,252,000","495,000","477,000","1,737,000","-52,000","-22,000","39,000","-2,154,000","39,000","78,000","228,000","-129,000","-98,404,000","-723,010","-497,060","3,833,387","-120,373","-2,303,890","1,789,114","-2,547,200",,
	SpecialIncomeCharges,"-98,662,000",,,,,"-98,662,000","-10,396,000","0","0",,,,,,"-87,228,000","9,467,000","-98,404,000","-723,010","-497,060","3,833,387","-120,373","-2,303,890","1,789,114","-2,547,200",,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,"1,000,931",,,,
		ImpairmentOfCapitalAssets,"98,662,000",,,,,"98,662,000","10,396,000","0","0",,,,,,"90,503,000","0","98,243,000",,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,"-3,275,000","-9,467,000","161,000",,,,,"1,302,959",,,,
	OtherNonOperatingIncomeExpenses,"6,619,000","6,672,000","150,000","2,868,000","2,252,000","495,000","477,000","1,737,000","-52,000","-22,000","39,000","-2,154,000","39,000","78,000","228,000","-129,000",,,,,,,,,,
PretaxIncome,"42,247,000","49,396,000","48,226,000","252,386,000","317,965,000","39,175,000","34,204,000","17,617,000","191,306,000","145,093,000","78,732,000","136,722,000","127,906,000","39,015,000","13,534,000","36,071,000","-79,125,000","14,795,630","20,579,764","13,764,196","8,675,446","486,223","1,604,857","-10,707,617",,
TaxProvision,"7,862,000","9,787,000","11,350,000","57,892,000","74,394,000","11,522,000","9,284,000","-2,511,000","63,452,000","51,135,000","28,905,000","48,095,000","46,500,000","12,582,000","5,454,000","14,088,000","-14,918,000","5,674,516","7,617,830","5,062,617","3,426,490","-346,062","-15,620,636","70,598",,
NetIncomeCommonStockholders,"34,385,000","39,609,000","36,876,000","194,494,000","252,049,000","-61,230,000","18,410,000","20,128,000","127,854,000","93,958,000","49,613,000","89,305,000","78,713,000","16,105,000","-82,769,000","32,510,000","-64,207,000","9,121,114","12,961,934","8,701,579","5,248,956","832,285","17,225,493","-10,778,215","-2,542,070","-1,243,040"
	NetIncome,"34,385,000","39,609,000","36,876,000","194,494,000","252,049,000","-61,230,000","18,410,000","20,128,000","127,854,000","93,958,000","49,613,000","89,305,000","78,713,000","16,105,000","-82,769,000","32,510,000","-64,207,000","9,121,114","12,961,934","8,701,579","5,248,956","832,285","17,225,493","-10,778,215","-2,542,070","-1,243,040"
		NetIncomeIncludingNoncontrollingInterests,"34,385,000","39,609,000","36,876,000","194,494,000","252,049,000","-61,230,000","18,410,000","20,128,000","127,854,000","93,958,000","49,613,000","89,305,000","78,713,000","16,105,000","-82,769,000","32,510,000","-64,207,000","9,121,114","12,961,934","8,701,579","5,248,956","832,285","17,225,493","-10,778,215","-2,542,070","-1,243,040"
			NetIncomeContinuousOperations,"34,385,000","39,609,000","36,876,000","194,494,000","243,571,000","27,653,000","24,920,000","20,128,000","127,854,000","93,958,000","49,827,000","88,627,000","81,406,000","26,433,000","8,080,000","21,983,000","-64,207,000","9,121,114","12,961,934","8,701,579","5,248,956","832,285","17,225,493","-10,778,215","-2,542,070","-1,243,040"
			NetIncomeDiscontinuousOperations,,,"0","0","8,478,000","-88,883,000","-6,510,000",,"0","0","-214,000","678,000","-2,693,000","-10,328,000","-90,849,000","10,527,000",,,,,,,,,,
DilutedNIAvailtoComStockholders,"34,385,000","39,609,000","36,876,000","194,494,000","252,049,000","-61,230,000","18,410,000","20,128,000","127,854,000","93,958,000","49,613,000","89,305,000","78,713,000","16,105,000","-82,769,000","32,510,000","-64,207,000","9,121,114","12,961,934","8,701,579","5,248,956","832,285","17,225,493","-10,778,215","-2,542,070","-1,243,040"
BasicEPS,"0.74","0.86","0.8","4.12","4.62","-1.11","0.34","0.37","2.29","1.72","0.92","1.52","1.21","0.25","-1.37","0.56","-1.37","0.23","0.33","0.24","0.17","0.03","0.58","-0.85","-0.23","-0.15"
DilutedEPS,"0.74","0.86","0.8","4.08","4.55","-1.11","0.33","0.37","2.25","1.68","0.9","1.49","1.18","0.25","-1.37","0.53","-1.37","0.22","0.31","0.22","0.14","0.02","0.49","-0.85","-0.23","-0.15"
BasicAverageShares,"45,617,500","45,813,000","45,844,000","47,227,000","54,613,000","54,983,000","54,483,000","54,061,000","55,930,000","54,765,000","53,988,000","58,668,000","65,155,000","64,788,000","60,622,000","58,195,000","46,802,000","41,938,710","39,655,459","36,586,794","31,361,009","27,742,833","29,860,228","20,878,937","11,021,937","8,426,412"
