name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalAssets,"2,840,383,000","2,775,220,000","2,798,125,000","2,747,054,000","2,840,593,000","1,314,133,000","1,333,060,000","1,293,319,000","1,233,346,000","1,161,376,000","1,124,114,000","1,092,167,000","1,022,570,000","1,028,397,000","1,046,751,000","1,142,630,000","1,145,753,000","1,039,731,000","926,250,000","758,717,000","584,808,000","466,808,000","356,927,000","288,392,000","221,800,000","185,400,000","177,702,000","108,155,000","91,766,562","73,200,000","34,100,000","27,500,000"
	CurrentAssets,"300,798,000","345,768,000","405,589,000","341,359,000","244,515,000","195,230,000","208,633,000","221,427,000","225,396,000","224,386,000","225,903,000","230,207,000","176,395,000","186,052,000","172,227,000","190,219,000","181,213,000","202,477,000","172,813,000","102,506,000","115,493,000","76,254,000","58,053,000","82,607,000","68,500,000","54,700,000","78,112,000","27,400,000","29,579,147","21,000,000","12,100,000","5,800,000"
		CashCashEquivalentsAndShortTermInvestments,"56,290,000","114,777,000","189,627,000","154,085,000","58,416,000","26,578,000","6,008,000","53,839,000","43,854,000","58,018,000","61,751,000","83,569,000","48,211,000","81,619,000","73,715,000","81,361,000","41,881,000","101,058,000","94,274,000","45,410,000","49,155,000","22,852,000","22,985,000","51,106,000","24,000,000","17,500,000","52,051,000","10,306,000","14,232,238","400,000","1,100,000","2,800,000"
			CashAndCashEquivalents,"56,290,000","114,777,000","189,627,000","154,085,000","58,416,000","26,578,000","6,008,000","53,839,000","43,854,000","58,018,000","61,751,000","83,569,000","48,211,000","81,619,000","73,715,000","80,365,000","36,867,000","44,790,000","31,052,000","14,041,000","15,167,000","11,033,000","14,025,000","34,284,000","24,000,000","17,500,000","43,543,000","8,536,000","10,077,713","400,000","1,100,000","2,800,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,"0","996,000","5,014,000","56,268,000","63,222,000","31,369,000","33,988,000","11,819,000","8,960,000","16,822,000",,"21,596,000","8,508,000","1,770,000","4,154,525",,,
		Receivables,"123,764,000","127,033,000","136,677,000","112,676,000","94,928,000","89,121,000","102,399,000","80,224,000","105,556,000","94,880,000","70,071,000","62,658,000","48,902,000","47,320,000","40,702,000","58,071,000","72,392,000","59,383,000","34,498,000","31,595,000","30,776,000","26,207,000","19,011,000","19,989,000","12,100,000","9,000,000","10,251,000","4,881,000","4,887,593","4,700,000","2,500,000","1,000,000"
			AccountsReceivable,,,,,"25,619,000","20,928,000","19,865,000","15,632,000","14,159,000","15,170,000","10,081,000","14,558,000","11,334,000","16,184,000","11,352,000","12,537,000","11,347,000","11,639,000","8,108,000","8,492,000","7,360,000","5,490,000","5,745,000",,,"3,473,000","2,164,000","2,383,000","2,213,317",,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,"1,135,000","1,433,000","1,256,000",,,,,,,,,,,,
			TaxesReceivable,"20,670,000","21,522,000","36,173,000","36,889,000","4,626,000","0","15,016,000","0","18,739,000","17,383,000","4,529,000","0","5,472,000","3,840,000","1,875,000","12,713,000","0","4,943,000","0",,,,,,,,,,,,,
			OtherReceivables,"103,094,000","105,511,000","100,504,000","75,787,000","90,302,000","68,193,000","67,518,000","64,592,000","72,658,000","62,327,000","55,461,000","48,100,000","32,096,000","27,296,000","27,475,000","32,821,000","61,045,000","41,666,000","24,957,000","21,847,000","23,416,000","20,717,000","13,266,000",,,"5,478,000","8,087,000","2,498,000","2,674,276",,,
		Inventory,"57,654,000","55,559,000","42,839,000","39,288,000","47,225,000","38,886,000","42,560,000","34,926,000","34,010,000","33,255,000","35,478,000","28,836,000","28,210,000","23,036,000","22,202,000","23,132,000","24,058,000","20,775,000","19,119,000","10,487,000","20,434,000","17,985,000","10,771,000","9,328,000","8,100,000","5,900,000","5,069,000","4,206,000","2,711,805","1,200,000","1,000,000","600,000"
			RawMaterials,"41,424,000","38,309,000","34,888,000","31,427,000","31,225,000","25,041,000","24,137,000","22,805,000","21,906,000","20,019,000","20,806,000","18,766,000","18,219,000","18,327,000","16,672,000","15,709,000","14,372,000","13,828,000","11,283,000","9,262,000","1,200,000","1,663,000","1,365,000",,,"5,119,000","4,403,000","3,122,000","2,368,476",,,
