name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
OperatingCashFlow,"2,257,000,000","1,896,000,000","1,263,000,000","1,222,000,000","1,413,000,000","1,624,000,000","1,628,000,000","1,468,000,000","1,941,000,000","1,703,000,000","2,135,000,000","1,750,000,000","1,478,000,000","1,377,000,000","1,142,000,000","-98,000,000"
	CashFlowFromContinuingOperatingActivities,"2,257,000,000","1,896,000,000","1,263,000,000","1,222,000,000","1,413,000,000","1,624,000,000","1,640,000,000","1,106,000,000","1,494,000,000","1,140,000,000","2,045,000,000","1,656,000,000","1,478,000,000","1,377,000,000","1,142,000,000","-166,000,000"
		NetIncomeFromContinuingOperations,"3,723,000,000","2,966,000,000","590,000,000","609,000,000","1,822,000,000","1,009,000,000","1,107,000,000","1,063,000,000","868,000,000","852,000,000","1,380,000,000","1,241,000,000","1,160,000,000","1,223,000,000","703,000,000","9,344,000,000"
		OperatingGainsLosses,"-339,000,000","351,000,000","315,000,000","372,000,000","-1,297,000,000","43,000,000","22,000,000","30,000,000","-60,000,000","98,000,000","102,000,000","109,000,000","64,000,000","61,000,000","40,000,000","127,000,000"
			EarningsLossesFromEquityInvestments,"-387,000,000","304,000,000","284,000,000","206,000,000","-1,342,000,000","-6,000,000","-11,000,000","-18,000,000","-18,000,000","1,000,000","-20,000,000","6,000,000","-1,000,000","-13,000,000","-7,000,000","39,000,000"
			PensionAndEmployeeBenefitExpense,"45,000,000","44,000,000","30,000,000","39,000,000","38,000,000","44,000,000","35,000,000","51,000,000","32,000,000","36,000,000","88,000,000","80,000,000","67,000,000","70,000,000","59,000,000","85,000,000"
		DepreciationAmortizationDepletion,"950,000,000","912,000,000","762,000,000","773,000,000","764,000,000","717,000,000","676,000,000","546,000,000","489,000,000","344,000,000","540,000,000","499,000,000","486,000,000","475,000,000","421,000,000","679,000,000"
			DepreciationAndAmortization,"950,000,000","912,000,000","762,000,000","773,000,000","764,000,000","717,000,000","676,000,000","546,000,000","489,000,000","344,000,000","540,000,000","499,000,000","486,000,000","475,000,000","421,000,000","679,000,000"
				Depreciation,"729,000,000","679,000,000","613,000,000","625,000,000","620,000,000","571,000,000","522,000,000","429,000,000","372,000,000","274,000,000","446,000,000","402,000,000","402,000,000","396,000,000","351,000,000","660,000,000"
				AmortizationCashFlow,"221,000,000","233,000,000","149,000,000","148,000,000","144,000,000","146,000,000","154,000,000","117,000,000","117,000,000","70,000,000","94,000,000","97,000,000","84,000,000","79,000,000","70,000,000","19,000,000"
					AmortizationOfIntangibles,"221,000,000","233,000,000","149,000,000","148,000,000","144,000,000","146,000,000","154,000,000","117,000,000","117,000,000","70,000,000","94,000,000","97,000,000","84,000,000","79,000,000","70,000,000","19,000,000"
		DeferredTax,"-2,116,000,000","-2,164,000,000","-144,000,000","-60,000,000","-52,000,000","-33,000,000","-14,000,000","-26,000,000","-121,000,000","-6,000,000","-5,000,000","-42,000,000","-63,000,000","-36,000,000","-14,000,000","-473,000,000"
			DeferredIncomeTax,"-2,116,000,000","-2,164,000,000","-144,000,000","-60,000,000","-52,000,000","-33,000,000","-14,000,000","-26,000,000","-121,000,000","-6,000,000","-5,000,000","-42,000,000","-63,000,000","-36,000,000","-14,000,000","-473,000,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"10,000,000",,
		StockBasedCompensation,"121,000,000","115,000,000","86,000,000","87,000,000","60,000,000","66,000,000","58,000,000","62,000,000","62,000,000","67,000,000","73,000,000","46,000,000","21,000,000","14,000,000","5,000,000",
		OtherNonCashItems,"25,000,000","59,000,000","57,000,000","-76,000,000","-39,000,000","-3,000,000","-67,000,000","-31,000,000","43,000,000","-42,000,000","-123,000,000","-123,000,000","10,000,000","-223,000,000","-183,000,000","-10,180,000,000"
		ChangeInWorkingCapital,"-107,000,000","-343,000,000","-403,000,000","-483,000,000","155,000,000","-175,000,000","-142,000,000","-538,000,000","213,000,000","-173,000,000","78,000,000","-74,000,000","-200,000,000","-137,000,000","170,000,000","337,000,000"
			ChangeInReceivables,"137,000,000","-112,000,000","-497,000,000","37,000,000","-243,000,000","-74,000,000","55,000,000","-287,000,000","-207,000,000","-183,000,000","67,000,000","-213,000,000","198,000,000","-149,000,000","-184,000,000","37,000,000"
				ChangesInAccountReceivables,"137,000,000","-112,000,000","-497,000,000","37,000,000","-243,000,000","-74,000,000","55,000,000","-287,000,000","-207,000,000","-183,000,000","67,000,000","-213,000,000","198,000,000","-149,000,000","-184,000,000","37,000,000"
			ChangeInInventory,"10,000,000","-20,000,000","-258,000,000","-710,000,000","-8,000,000","8,000,000","-120,000,000","-224,000,000","-45,000,000","-14,000,000","21,000,000","-26,000,000","49,000,000","-64,000,000","-130,000,000","189,000,000"
			ChangeInPayablesAndAccruedExpense,"-81,000,000","4,000,000","279,000,000","155,000,000","359,000,000","124,000,000","135,000,000","196,000,000","475,000,000","41,000,000","-50,000,000","262,000,000","-351,000,000","101,000,000","442,000,000","-293,000,000"
				ChangeInPayable,"-63,000,000","4,000,000","137,000,000","265,000,000","186,000,000","133,000,000","62,000,000","268,000,000","35,000,000","142,000,000","-6,000,000","237,000,000","-153,000,000","98,000,000","354,000,000","154,000,000"
					ChangeInAccountPayable,"-63,000,000","4,000,000","137,000,000","265,000,000","186,000,000","133,000,000","62,000,000","268,000,000","35,000,000","142,000,000","-6,000,000","237,000,000","-153,000,000","98,000,000","354,000,000","154,000,000"
				ChangeInAccruedExpense,"-18,000,000","0","142,000,000","-110,000,000","173,000,000","-9,000,000","73,000,000","-72,000,000","440,000,000","-101,000,000","-44,000,000","25,000,000","-198,000,000","3,000,000","88,000,000","-447,000,000"
			ChangeInOtherCurrentAssets,"-132,000,000","-187,000,000","66,000,000","61,000,000","78,000,000","-202,000,000","-165,000,000","-187,000,000","51,000,000","-6,000,000","65,000,000","-28,000,000","-125,000,000","-31,000,000","66,000,000","292,000,000"
			ChangeInOtherWorkingCapital,"-41,000,000","-28,000,000","7,000,000","-26,000,000","-31,000,000","-31,000,000","-47,000,000","-36,000,000","-61,000,000","-11,000,000","-25,000,000","-69,000,000","29,000,000","6,000,000","-24,000,000","112,000,000"
	CashFromDiscontinuedOperatingActivities,,,,,"0","0","-12,000,000","362,000,000","447,000,000","563,000,000","90,000,000","94,000,000",,,"0","68,000,000"
InvestingCashFlow,"-1,241,000,000","-1,002,000,000","-5,182,000,000","-729,000,000","-626,000,000","-1,111,000,000","-2,048,000,000","-1,252,000,000","-578,000,000","-1,699,000,000","-1,186,000,000","-655,000,000","-1,631,000,000","-10,000,000","-911,000,000","-167,000,000"
	CashFlowFromContinuingInvestingActivities,"-1,241,000,000","-1,002,000,000","-5,182,000,000","-729,000,000","-626,000,000","-1,111,000,000","-2,048,000,000","-1,093,000,000","-412,000,000","-1,429,000,000","-1,112,000,000","-577,000,000","-1,631,000,000","-10,000,000","-911,000,000","-131,000,000"
		CapitalExpenditureReported,"-906,000,000","-906,000,000","-844,000,000","-611,000,000","-584,000,000","-781,000,000","-846,000,000","-698,000,000","-657,000,000","-503,000,000","-779,000,000","-605,000,000","-705,000,000","-630,000,000","-500,000,000","-409,000,000"
		NetPPEPurchaseAndSale,"3,000,000","4,000,000","4,000,000","9,000,000","10,000,000","14,000,000","13,000,000","7,000,000","19,000,000","7,000,000","15,000,000","33,000,000","20,000,000","72,000,000","93,000,000","20,000,000"
			SaleOfPPE,"3,000,000","4,000,000","4,000,000","9,000,000","10,000,000","14,000,000","13,000,000","7,000,000","19,000,000","7,000,000","15,000,000","33,000,000","20,000,000","72,000,000","93,000,000","20,000,000"
		NetIntangiblesPurchaseAndSale,,,,"20,000,000","-2,000,000","-10,000,000","-16,000,000",,,,,,,,,
			PurchaseOfIntangibles,,,,"-2,000,000","-2,000,000","-10,000,000","-16,000,000",,,,,,,,,
			SaleOfIntangibles,,,,"22,000,000","0","0",,,,,,,,,,
		NetBusinessPurchaseAndSale,"448,000,000","-100,000,000","-4,310,000,000","-130,000,000","-49,000,000","-334,000,000","-1,197,000,000","-324,000,000","230,000,000","-930,000,000","-345,000,000","2,000,000","-996,000,000","-17,000,000","0","90,000,000"
			PurchaseOfBusiness,"0","-100,000,000","-4,310,000,000","-130,000,000","-49,000,000","-334,000,000","-1,197,000,000","-324,000,000","-15,000,000","-1,654,000,000","-345,000,000","-10,000,000","-996,000,000","-17,000,000","0",
			SaleOfBusiness,,,,,,,"0","0","245,000,000","724,000,000","0","2,000,000",,,"71,000,000","90,000,000"
		NetInvestmentPurchaseAndSale,"-786,000,000","0","-32,000,000","3,000,000","-3,000,000","-10,000,000","-18,000,000","-78,000,000","-4,000,000","-3,000,000","-5,000,000","-12,000,000","0","550,000,000","-550,000,000","0"
			PurchaseOfInvestment,"-792,000,000","-6,000,000","-42,000,000","-19,000,000","-3,000,000","-10,000,000","-18,000,000","-78,000,000","-4,000,000","-3,000,000","-5,000,000","-12,000,000","0",,"-750,000,000","0"
			SaleOfInvestment,,"6,000,000","10,000,000","22,000,000","0","0",,,,,,"0","0","550,000,000","200,000,000","0"
		DividendsReceivedCFI,,,,,,,,,,,"0","0","37,000,000","0","0",
		NetOtherInvestingChanges,,,,,,,,,,,"2,000,000","5,000,000","13,000,000","15,000,000","46,000,000","168,000,000"
	CashFromDiscontinuedInvestingActivities,,,,,,"0","0","-159,000,000","-166,000,000","-270,000,000","-74,000,000","-78,000,000",,,"0","-36,000,000"
FinancingCashFlow,"-890,000,000","-807,000,000","2,359,000,000","-191,000,000","1,613,000,000","-649,000,000","-555,000,000","456,000,000","-1,081,000,000","-284,000,000","-1,398,000,000","-822,000,000","-105,000,000","-3,194,000,000","-126,000,000","2,377,000,000"
	CashFlowFromContinuingFinancingActivities,"-890,000,000","-807,000,000","2,359,000,000","-191,000,000","1,613,000,000","-649,000,000","-555,000,000","456,000,000","-1,081,000,000","-284,000,000","-1,398,000,000","-822,000,000","-105,000,000","-3,194,000,000","-126,000,000","2,371,000,000"
		NetIssuancePaymentsOfDebt,"465,000,000","-332,000,000","2,467,000,000","-53,000,000","-411,000,000","42,000,000","255,000,000","779,000,000","-44,000,000","1,283,000,000","8,000,000","-85,000,000","345,000,000","1,689,000,000","-99,000,000","382,000,000"
			NetLongTermDebtIssuance,"491,000,000","-309,000,000","2,468,000,000","-31,000,000","-39,000,000","-38,000,000","-13,000,000","794,000,000","-10,000,000","1,497,000,000","1,000,000","-5,000,000","353,000,000","1,814,000,000","-50,000,000","647,000,000"
				LongTermDebtIssuance,"798,000,000","0","2,472,000,000","1,450,000,000","0","641,000,000","0","796,000,000","852,000,000","2,043,000,000","691,000,000","1,348,000,000","358,000,000","3,361,000,000","0","891,000,000"
				LongTermDebtPayments,"-307,000,000","-309,000,000","-4,000,000","-1,481,000,000","-39,000,000","-679,000,000","-13,000,000","-2,000,000","-862,000,000","-546,000,000","-690,000,000","-1,353,000,000","-5,000,000","-1,547,000,000","-50,000,000","-244,000,000"
			NetShortTermDebtIssuance,"-26,000,000","-23,000,000","-1,000,000","-22,000,000","-372,000,000","80,000,000","268,000,000","-15,000,000","-34,000,000","-214,000,000","7,000,000","-80,000,000","-8,000,000","-125,000,000","-49,000,000","-265,000,000"
				ShortTermDebtIssuance,,,,,,"80,000,000","255,000,000",,,,"7,000,000",,,,,
				ShortTermDebtPayments,"-26,000,000","-23,000,000","-1,000,000","-22,000,000","-372,000,000","-25,000,000","-13,000,000","-17,000,000","-34,000,000","-214,000,000",,"-80,000,000","-8,000,000","-125,000,000","-49,000,000","-265,000,000"
		NetCommonStockIssuance,"-1,330,000,000","-398,000,000","0","0","1,058,000,000","-420,000,000","-499,000,000","-383,000,000","-634,000,000","-1,159,000,000","-1,024,000,000","-457,000,000","-403,000,000","0","0","2,042,000,000"
			CommonStockIssuance,,,"0","0","1,115,000,000","0","0",,,,,,,,"0","2,042,000,000"
			CommonStockPayments,"-1,330,000,000","-398,000,000","0","0","-57,000,000","-420,000,000","-499,000,000","-383,000,000","-634,000,000","-1,159,000,000","-1,024,000,000","-457,000,000","-403,000,000","0","0",
		NetPreferredStockIssuance,,,"0","0","1,115,000,000","0","0",,,,,,,,,
			PreferredStockIssuance,,,"0","0","1,115,000,000","0","0",,,,,,,,,
		CashDividendsPaid,"0","-32,000,000","-63,000,000","-63,000,000","-88,000,000","-226,000,000","-233,000,000","-310,000,000","-317,000,000","-286,000,000","-301,000,000","-211,000,000","0","-93,000,000","0",
			CommonStockDividendPaid,,,"0","0","-56,000,000","-226,000,000","-233,000,000","-310,000,000","-317,000,000","-286,000,000","-301,000,000","-211,000,000","0","-93,000,000","0",
			PreferredStockDividendPaid,"0","-32,000,000","-63,000,000","-63,000,000","-32,000,000","0","0",,,,,,,,,
		NetOtherFinancingCharges,"-25,000,000","-45,000,000","-45,000,000","-75,000,000","-61,000,000","-45,000,000","-78,000,000","370,000,000","-86,000,000","-122,000,000","-81,000,000","-69,000,000","-47,000,000","-4,790,000,000","-27,000,000","-53,000,000"
	CashFromDiscontinuedFinancingActivities,,,,,,,,,,,,,,,"0","6,000,000"
EndCashPosition,"1,428,000,000","1,640,000,000","1,555,000,000","3,139,000,000","2,853,000,000","429,000,000","568,000,000","1,597,000,000","839,000,000","579,000,000","904,000,000","1,389,000,000","1,105,000,000","1,363,000,000","3,219,000,000","3,107,000,000"
	ChangesInCash,"126,000,000","87,000,000","-1,560,000,000","302,000,000","2,400,000,000","-136,000,000","-975,000,000","672,000,000","282,000,000","-280,000,000","-449,000,000","273,000,000","-258,000,000","-1,827,000,000","105,000,000","2,112,000,000"
	EffectOfExchangeRateChanges,"-19,000,000","-2,000,000","-24,000,000","-16,000,000","24,000,000","-3,000,000","-54,000,000","86,000,000","-23,000,000","-45,000,000","-36,000,000","11,000,000","0","-29,000,000","7,000,000","36,000,000"
	BeginningCashPosition,"1,302,000,000","1,555,000,000","3,139,000,000","2,853,000,000","429,000,000","568,000,000","1,597,000,000","839,000,000","580,000,000","904,000,000","1,389,000,000","1,105,000,000","1,363,000,000","3,219,000,000","3,107,000,000","959,000,000"
CapitalExpenditure,"-906,000,000","-906,000,000","-844,000,000","-611,000,000","-584,000,000","-781,000,000","-846,000,000","-698,000,000","-657,000,000","-503,000,000","-779,000,000","-605,000,000","-705,000,000","-630,000,000","-500,000,000","-409,000,000"
IssuanceOfCapitalStock,,,"0","0","2,230,000,000","0","0",,,,,,,,"0","2,042,000,000"
IssuanceOfDebt,"798,000,000","0","2,472,000,000","1,450,000,000","0","641,000,000","0","796,000,000","852,000,000","2,043,000,000","691,000,000","1,348,000,000","358,000,000","3,361,000,000","0","891,000,000"
RepaymentOfDebt,"-333,000,000","-332,000,000","-5,000,000","-1,503,000,000","-411,000,000","-679,000,000","-13,000,000","-2,000,000","-896,000,000","-760,000,000","-690,000,000","-1,433,000,000","-13,000,000","-1,672,000,000","-99,000,000","-509,000,000"
RepurchaseOfCapitalStock,"-1,330,000,000","-398,000,000","0","0","-57,000,000","-420,000,000","-499,000,000","-383,000,000","-634,000,000","-1,159,000,000","-1,024,000,000","-457,000,000","-403,000,000","0","0",
FreeCashFlow,"1,351,000,000","990,000,000","419,000,000","611,000,000","829,000,000","843,000,000","782,000,000","770,000,000","1,284,000,000","1,200,000,000","1,356,000,000","1,145,000,000","773,000,000","747,000,000","642,000,000","-507,000,000"
