name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"5,648,353,000","5,228,252,000","4,860,286,000","4,982,795,000","4,186,573,000","3,757,505,000","3,347,444,000","3,121,560,000","3,045,797,000","2,820,270,000","2,870,658,000","2,631,851,000","2,715,675,000","2,758,569,000","2,689,911,000","2,946,440,000","3,494,077,000","3,180,319,000","1,774,000,000","1,027,773,000","762,549,000","572,989,000","465,144,000","369,119,000","345,741,000","232,586,000"
	OperatingRevenue,"5,648,353,000","5,228,252,000","4,860,286,000","4,982,795,000","4,186,573,000","3,757,505,000","3,347,444,000","3,121,560,000","3,045,797,000","2,820,270,000","2,870,658,000","2,631,851,000","2,715,675,000","2,758,569,000","2,689,911,000","2,946,440,000","3,494,077,000","3,180,319,000","1,774,000,000","1,027,773,000","762,549,000","572,989,000","465,144,000","369,119,000","345,741,000","232,586,000"
CostOfRevenue,"2,390,604,000","2,223,297,000","2,053,511,000","2,092,336,000","1,705,237,000","1,523,529,000","1,367,725,000","1,323,619,000","1,357,272,000","1,281,566,000","1,266,246,000","1,224,551,000","1,277,195,000","1,419,977,000","1,343,537,000","1,502,329,000","1,940,562,000","1,717,064,000","891,614,000","492,703,000","351,310,000","242,448,000","210,088,000","170,960,000","154,446,000","100,082,000"
GrossProfit,"3,257,749,000","3,004,955,000","2,806,775,000","2,890,459,000","2,481,336,000","2,233,976,000","1,979,719,000","1,797,941,000","1,688,525,000","1,538,704,000","1,604,412,000","1,407,300,000","1,438,480,000","1,338,592,000","1,346,374,000","1,444,111,000","1,553,515,000","1,463,255,000","882,386,000","535,070,000","411,239,000","330,541,000","255,056,000","198,159,000","191,295,000","132,504,000"
OperatingExpense,"2,006,489,000","1,912,795,000","1,778,930,000","1,671,839,000","1,427,096,000","1,288,390,000","1,201,376,000","1,114,304,000","1,055,661,000","989,123,000","913,786,000","833,268,000","834,320,000","784,825,000","709,698,000","658,101,000","691,498,000","555,904,000","327,827,000","196,900,000","140,571,000","103,541,000","77,616,000","66,873,000","62,002,000","49,974,000"
	SellingGeneralAndAdministration,"1,061,985,000","1,008,099,000","944,003,000","893,089,000","721,411,000","683,024,000","633,571,000","602,670,000","587,701,000","562,080,000","518,665,000","468,345,000","508,547,000","486,241,000","432,437,000","419,723,000","485,389,000","396,498,000","214,513,000","122,021,000","61,580,000","59,835,000","45,453,000","38,709,000","32,669,000","27,063,000"
		GeneralAndAdministrativeExpense,,"834,990,000","775,963,000","721,260,000","570,245,000","518,568,000","478,177,000","437,977,000","410,558,000","394,914,000","372,032,000","355,440,000","369,790,000","341,217,000","287,824,000","264,202,000","277,212,000",,,,,,,,,
			OtherGandA,,"834,990,000","775,963,000","721,260,000","570,245,000","518,568,000","478,177,000","437,977,000","410,558,000","394,914,000","372,032,000","355,440,000","369,790,000","341,217,000","287,824,000","264,202,000","277,212,000",,,,,,,,,
		SellingAndMarketingExpense,,"173,109,000","168,040,000","171,829,000","151,166,000","164,456,000","155,394,000","164,693,000","177,143,000","167,166,000","146,633,000","112,905,000","138,757,000","145,024,000","144,613,000","155,521,000","208,177,000",,,,,,,,,
	ResearchAndDevelopment,"944,504,000","904,696,000","834,927,000","778,750,000","705,685,000","605,366,000","567,805,000","511,634,000","467,960,000","427,043,000","395,121,000","364,923,000","325,773,000","298,584,000","277,261,000","238,378,000","206,109,000","159,406,000","113,314,000","74,879,000","78,991,000","43,706,000","32,163,000","28,164,000","21,764,000","17,339,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,"7,569,000","5,572,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,"7,569,000","5,572,000"
OperatingIncome,"1,251,260,000","1,092,160,000","1,027,845,000","1,218,620,000","1,054,240,000","945,586,000","778,343,000","683,637,000","632,864,000","549,581,000","690,626,000","574,032,000","604,160,000","553,767,000","636,676,000","786,010,000","862,017,000","907,351,000","554,559,000","338,170,000","270,668,000","227,000,000","177,440,000","131,286,000","129,293,000","82,530,000"
NetNonOperatingInterestIncomeExpense,"96,956,000","77,302,000","40,826,000","28,573,000","37,002,000","52,817,000","47,147,000","36,925,000","33,406,000","29,653,000","35,584,000","35,271,000","35,108,000","32,812,000","23,733,000","23,519,000","34,928,000","41,788,000",,,,,,,,
	InterestIncomeNonOperating,"96,956,000","77,302,000","40,826,000","28,573,000","37,002,000","52,817,000","47,147,000","36,925,000","33,406,000","29,653,000","35,584,000","35,271,000","35,108,000","32,812,000","24,979,000","23,519,000","35,535,000","41,995,000",,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,"0","0","1,246,000","0","607,000","207,000",,,,,,,,
OtherIncomeExpense,"7,404,000","30,894,000","-3,697,000","-40,397,000","12,168,000","-11,181,000","-2,243,000","-23,491,000","-27,645,000","-12,047,000","-2,465,000","44,255,000","-14,740,000","-2,418,000","-83,137,000","-878,000","17,421,000","29,134,000","4,139,000","14,892,000","-24,838,000","-7,996,000","157,000","11,759,000","6,991,000","-2,148,000"
	GainOnSaleOfSecurity,"5,403,000","26,434,000","-11,274,000","-45,263,000","2,825,000","-16,799,000","-7,616,000","-22,579,000","-31,651,000","-23,465,000","-4,299,000","35,538,000","-20,022,000","-12,100,000","-88,377,000","2,741,000","50,884,000","5,101,000",,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,"9,682,000","-80,755,000","-3,619,000","-33,463,000","24,033,000","4,139,000","14,892,000","-24,838,000","-7,996,000","157,000","11,759,000","6,991,000","-2,148,000"
	OtherNonOperatingIncomeExpenses,"2,001,000","4,460,000","7,577,000","4,866,000","9,343,000","5,618,000","5,373,000","-912,000","4,006,000","11,418,000","1,834,000","8,717,000","5,282,000","9,682,000","5,240,000",,,,,,,,,,,
PretaxIncome,"1,355,620,000","1,200,356,000","1,064,974,000","1,206,796,000","1,103,410,000","987,222,000","823,247,000","697,071,000","638,625,000","567,187,000","723,745,000","653,558,000","624,528,000","584,161,000","577,272,000","808,651,000","914,366,000","978,273,000","594,554,000","372,600,000","255,211,000","225,943,000","182,735,000","152,034,000","140,922,000","84,132,000"
TaxProvision,"-20,341,000","-89,280,000","91,389,000","124,596,000","111,086,000","34,736,000","129,167,000","-11,936,000","120,901,000","110,960,000","359,534,000","41,146,000","82,125,000","63,265,000","-7,331,000","104,701,000","181,518,000","123,262,000","80,431,000","61,381,000","49,511,000","47,309,000","39,937,000","38,587,000","35,259,000","19,965,000"
NetIncomeCommonStockholders,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
	NetIncome,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
		NetIncomeIncludingNoncontrollingInterests,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
			NetIncomeContinuousOperations,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
DilutedNIAvailtoComStockholders,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
BasicEPS,"7.12","6.74","5.06","5.63","5.19","5.01","3.68","3.7","2.71","2.39","1.89","3.13","2.78","2.68","2.97","3.51","3.51","3.95","2.38","1.44","0.95","0.825","0.66","0.525","0.525","0.32"
DilutedEPS,"7.09","6.71","5.04","5.61","5.17","4.99","3.66","3.68","2.7","2.39","1.88","3.12","2.76","2.67","2.95","3.5","3.48","3.89","2.35","1.425","0.945","0.82","0.66","0.525","0.525","0.32"
BasicAverageShares,"191,495,000","191,397,000","192,544,000","192,180,000","191,085,000","189,931,000","188,635,000","187,828,000","188,818,000","190,631,000","193,106,000","195,411,000","194,909,000","194,105,000","196,979,000","200,395,000","208,993,000","216,524,000","216,018,067","216,124,306","216,526,316","216,526,061","216,359,091","216,091,429","201,262,857","200,521,875"
DilutedAverageShares,"192,261,000","192,058,000","193,042,000","193,043,000","191,895,000","190,899,000","189,734,000","188,732,000","189,343,000","191,107,000","194,165,000","196,339,000","196,213,000","194,894,000","198,009,000","201,161,000","210,680,000","219,875,000","218,775,745","218,399,298","217,671,958","217,846,341","216,359,091","217,242,000","201,262,857","200,521,875"
TotalOperatingIncomeAsReported,"1,251,260,000","1,092,160,000","1,027,845,000","1,218,620,000","1,054,240,000","945,586,000","778,343,000","683,637,000","632,864,000","549,581,000","690,626,000","574,032,000","604,160,000","553,767,000","636,676,000","786,010,000","862,017,000","907,351,000","554,559,000","338,170,000","270,668,000","227,000,000","177,440,000","131,286,000","129,293,000","82,530,000"
TotalExpenses,"4,397,093,000","4,136,092,000","3,832,441,000","3,764,175,000","3,132,333,000","2,811,919,000","2,569,101,000","2,437,923,000","2,412,933,000","2,270,689,000","2,180,032,000","2,057,819,000","2,111,515,000","2,204,802,000","2,053,235,000","2,160,430,000","2,632,060,000","2,272,968,000","1,219,441,000","689,603,000","491,881,000","345,989,000","287,704,000","237,833,000","216,448,000","150,056,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,375,961,000","1,289,636,000","973,585,000","1,082,200,000","992,324,000","952,486,000","694,080,000","709,007,000","517,724,000","456,227,000","364,211,000","612,412,000","542,403,000","520,896,000","584,603,000","703,950,000","732,848,000","855,011,000","514,123,000","311,219,000","205,700,000","178,634,000","142,797,000","113,448,000","105,663,000","64,167,000"
NormalizedIncome,"1,371,017,255","1,265,448,890","983,891,540.15","1,122,789,808.551","989,783,407.383","968,693,917.078","700,501,053.803","726,074,466.1","543,383,005.401","475,101,492.108","368,144,585","579,111,363.092","559,792,120.85","531,685,562.467","659,016,434","704,714,319.96","718,885,379.99","829,547,872.147","510,543,922.074","298,780,263.156","225,719,421.577","184,955,760.196","142,674,312.578","104,673,493.817","100,421,163.857","65,805,267.437"
InterestIncome,"96,956,000","77,302,000","40,826,000","28,573,000","37,002,000","52,817,000","47,147,000","36,925,000","33,406,000","29,653,000","35,584,000","35,271,000","35,108,000","32,812,000","24,979,000","23,519,000","35,535,000","41,995,000",,,,,,,,
InterestExpense,,,,,,,,,,,,,"0","0","1,246,000","0","607,000","207,000",,,,,,,,
NetInterestIncome,"96,956,000","77,302,000","40,826,000","28,573,000","37,002,000","52,817,000","47,147,000","36,925,000","33,406,000","29,653,000","35,584,000","35,271,000","35,108,000","32,812,000","23,733,000","23,519,000","34,928,000","41,788,000",,,,,,,,
EBIT,"1,251,260,000","1,092,160,000","1,027,845,000","1,218,620,000","1,054,240,000","945,586,000","778,343,000","683,637,000","632,864,000","549,581,000","690,626,000","574,032,000","604,160,000","553,767,000","578,518,000","808,651,000","914,973,000","978,480,000","554,559,000","338,170,000","270,668,000","227,000,000","177,440,000","131,286,000","129,293,000","82,530,000"
EBITDA,"1,430,165,000","1,269,732,000","1,191,698,000","1,373,438,000","1,180,955,000","1,051,761,000","874,537,000","769,889,000","719,204,000","627,941,000","767,641,000","652,836,000","694,627,000","648,302,000","673,169,000","905,137,000","993,390,000","1,042,517,000","599,034,000","381,766,000","305,267,000","247,104,000","193,571,000","142,154,000","136,862,000","88,102,000"
