name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2000
OperatingCashFlow,"44,910,000","64,310,000","47,276,000","28,077,000","13,386,000","21,609,000","9,586,000","21,088,000","16,014,000","32,047,000","34,884,000","19,058,000","16,542,000","17,234,000","22,021,000","23,990,000","23,615,000","56,374,000","53,035,000","54,642,000","48,527,000","25,215,000","18,663,582","11,392,000"
	CashFlowFromContinuingOperatingActivities,"44,910,000","64,310,000","47,276,000","28,077,000","13,386,000","21,609,000","9,586,000","21,088,000","16,014,000","32,047,000","34,884,000","19,058,000","16,542,000","17,234,000","22,021,000","23,990,000","23,615,000","56,374,000","53,035,000","54,642,000","48,527,000","25,215,000","18,663,582","11,392,000"
		NetIncomeFromContinuingOperations,"50,096,000","52,805,000","47,985,000","47,265,000","-22,983,000","261,000","-17,933,000","7,916,000","1,377,000","27,345,000","14,362,000","-2,112,000","-49,295,000","-17,062,000","104,000","-12,473,000","4,564,000","22,509,000","29,490,000","27,314,000","19,999,000","7,978,000","5,868,540",
		OperatingGainsLosses,"329,000","121,000","110,000","97,000","262,000","-7,000","398,000","225,000","403,000","282,000","120,000","715,000","767,000","624,000","1,259,000","9,790,000","273,000","515,000","82,000","4,412,000","2,960,000","540,000",,
			GainLossOnSaleOfPPE,"329,000","121,000","110,000","97,000","262,000","-7,000","398,000","225,000","403,000","282,000","120,000","715,000","292,000","624,000","1,259,000","175,000","273,000",,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,"9,615,000",,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"0","0","475,000","0","0",,,,,,,,,
		DepreciationAmortizationDepletion,"14,642,000","13,657,000","12,482,000","12,276,000","13,292,000","13,705,000","16,042,000","16,165,000","16,171,000","16,419,000","18,128,000","19,216,000","21,422,000","24,232,000","26,976,000","28,487,000","28,883,000","26,292,000","22,394,000","17,592,000","14,948,000","11,065,000","7,775,448","2,526,000"
			DepreciationAndAmortization,"14,642,000","13,657,000","12,482,000","12,276,000","13,292,000","13,705,000","16,042,000","16,165,000","16,171,000","16,419,000","18,128,000","19,216,000","21,422,000","24,232,000","26,976,000","28,487,000","28,883,000","26,292,000","22,394,000","17,592,000","14,948,000","11,065,000","7,775,448","2,526,000"
		DeferredTax,"-1,852,000","-1,893,000","992,000","-7,613,000","3,388,000","-318,000","446,000","5,262,000","2,263,000","-8,123,000","-2,043,000","76,000","109,000","14,560,000","-2,437,000","-5,090,000","-847,000","-2,844,000","-1,130,000","-2,035,000","-1,875,000","1,619,000","1,607,400",
			DeferredIncomeTax,"-1,852,000","-1,893,000","992,000","-7,613,000","3,388,000","-318,000","446,000","5,262,000","2,263,000","-8,123,000","-2,043,000","76,000","109,000","14,560,000","-2,437,000","-5,090,000","-847,000","-2,844,000","-1,130,000","-2,035,000","-1,875,000","1,619,000","1,607,400",
		AssetImpairmentCharge,"4,819,000",,"25,000","0","7,346,000","0","5,871,000","104,000","2,674,000","296,000","1,107,000","1,408,000","38,156,000","416,000","924,000","5,321,000","4,692,000",,,,,,,
		ProvisionandWriteOffofAssets,"297,000","251,000","-820,000","-297,000","538,000","-83,000","1,029,000","372,000","1,972,000","19,000","1,432,000","1,109,000","219,000",,,,,,,,,,,
		StockBasedCompensation,"1,369,000","2,089,000","2,559,000","2,631,000","1,525,000","2,877,000","3,439,000","3,423,000","3,025,000","2,111,000","2,051,000","2,849,000","3,611,000","4,605,000","4,818,000","4,335,000","3,638,000",,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,"-123,000","-266,000","-33,000","0","0",,,,,,,
		OtherNonCashItems,,"-1,913,000","-2,453,000",,,,,,,"185,000","548,000","498,000","515,000","253,000",,,"8,330,000","2,540,000","870,000",,,,,"8,866,000"
		ChangeInWorkingCapital,"-18,058,000","-807,000","-13,579,000","-26,282,000","10,018,000","5,174,000","294,000","-12,379,000","-11,871,000","-6,487,000","-821,000","-4,701,000","1,038,000","-10,394,000","-9,590,000","-6,380,000","-17,588,000","7,362,000","1,329,000","7,359,000","12,495,000","4,013,000","3,412,194",
			ChangeInReceivables,"820,000","5,870,000","-3,045,000","-3,233,000","2,747,000","-805,000","-3,452,000","-584,000","-2,207,000","-2,118,000","1,411,000","-5,836,000","-1,739,000","35,000","-1,803,000","1,885,000","-1,639,000","350,000","-1,826,000","-2,804,000","-1,629,000",,,
				ChangesInAccountReceivables,"-805,000",,,,,"-805,000","-3,452,000","-584,000","-2,207,000","-2,118,000","1,411,000","-5,836,000","-1,739,000","35,000",,,,,,,,,,
			ChangeInInventory,"-698,000","7,102,000","357,000","-25,126,000","6,785,000","5,053,000","-1,116,000","-210,000","643,000","-2,466,000","-2,323,000","-2,987,000","5,298,000","-5,477,000","-7,030,000","6,628,000","-3,795,000","1,738,000","-8,368,000","-9,366,000","-8,218,000","-1,002,000","-9,037,918",
			ChangeInPrepaidAssets,"-1,413,000","6,776,000","-6,067,000","-2,579,000","-2,063,000","5,839,000","98,000","-341,000","1,184,000","-2,998,000","-3,745,000","2,778,000","1,263,000","1,279,000","691,000","-3,852,000","-3,980,000","-3,445,000","-1,021,000","-1,612,000","-1,105,000","-3,333,000","-632,402",
			ChangeInPayablesAndAccruedExpense,"-9,570,000","-11,083,000","-335,000","9,561,000","4,028,000","-2,439,000","817,000","-10,484,000","-16,301,000","1,458,000","11,131,000","695,000","-2,363,000","737,000","7,084,000","-11,041,000","-8,174,000","-1,025,000","3,419,000","9,229,000","3,998,000","4,483,000","5,748,466",
				ChangeInPayable,,,,,,,,,,,,,"-3,918,000",,"7,084,000","-4,923,000","-4,330,000",,,,,,,
					ChangeInAccountPayable,,,,,,,,,,,,,"-3,918,000",,"7,084,000","-4,923,000","-4,330,000",,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,"-5,088,000","-6,118,000","-3,844,000",,,,,,,
			ChangeInOtherCurrentLiabilities,"3,363,000",,,,"201,000","-490,000","224,000","2,316,000","3,427,000","-1,182,000","-5,986,000","-1,863,000","-3,120,000","-4,743,000","-325,000",,"-3,844,000","9,744,000","9,125,000","11,912,000","19,449,000","3,865,000","7,334,048",
