name,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991,08/31/1990
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,"49,054,000","19,194,000","11,690,000","18,426,000",,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,"3,631,000","4,708,000","1,727,000","846,000","0",,,,,,,,"3,996,000","32,574,000",,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,"3,631,000","4,708,000","1,727,000","846,000","0",,,,,,,,"3,996,000","32,574,000",,,,,,,,,,,,
		OtherCurrentAssets,"217,844,000","220,714,000","225,763,000","223,001,000","224,277,000","216,239,000","155,166,000","130,243,000","121,847,000","110,420,000","101,443,000","85,649,000","88,022,000","83,160,000","135,013,000","122,490,000","116,495,000","100,356,000","72,526,000","49,054,000",,,"40,768,000","49,426,000","63,556,000","99,500,000","46,000,000","37,800,000","35,900,000","27,000,000","23,700,000","18,500,000","15,600,000","11,000,000"
	TotalNonCurrentAssets,"9,206,452,000","8,647,059,000","8,100,896,000","7,612,000,000","4,867,228,000","4,711,111,000","4,648,526,000","4,360,214,000","4,132,055,000","3,916,551,000","3,614,076,000","3,286,693,000","3,077,177,000","2,959,773,000","2,756,675,000","2,670,811,000","2,534,254,000","2,407,379,000","2,315,798,000","2,156,808,000","2,095,472,000","2,027,663,000","2,104,001,000","2,146,438,000","2,059,683,000","1,631,000,000","1,105,200,000","885,300,000","664,000,000","457,700,000","318,000,000","221,700,000","164,400,000","135,600,000"
		NetPPE,"8,594,645,000","8,089,236,000","7,575,603,000","7,090,898,000","4,398,751,000","4,218,400,000","4,031,018,000","3,733,254,000","3,505,632,000","3,310,475,000","3,071,361,000","2,855,928,000","2,668,875,000","2,519,946,000","2,354,357,000","2,289,656,000","2,177,842,000","2,051,308,000","1,937,615,000","1,790,089,000","1,715,753,000","1,661,728,000","1,710,443,000","1,758,440,000","1,638,486,000","1,427,500,000","1,081,100,000","862,900,000","644,200,000","436,100,000","297,400,000","199,800,000","142,800,000","112,200,000"
			GrossPPE,"13,335,987,000","12,371,988,000","11,525,890,000","10,718,219,000","7,713,196,000","7,291,623,000","6,873,193,000","6,330,115,000","5,891,707,000","5,500,674,000","5,058,525,000","4,659,761,000","4,371,872,000","4,067,261,000","3,809,414,000","3,639,277,000","3,395,545,000","3,183,808,000","2,978,637,000","2,709,137,000","2,573,160,000","2,432,130,000","2,372,311,000","2,320,376,000","2,089,052,000","1,778,500,000","1,336,900,000","1,061,200,000","792,300,000","539,000,000","370,900,000","252,900,000","182,600,000","143,700,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
				LandAndImprovements,"1,367,391,000","1,299,981,000","1,261,509,000","1,205,228,000","1,147,709,000","1,107,092,000","1,056,187,000","998,460,000","966,916,000","925,359,000","862,565,000","800,175,000","740,276,000","690,098,000","656,516,000","643,699,000","625,992,000","588,444,000","559,231,000","538,920,000","525,473,000","502,302,000","492,287,000",,,,,,,,,,,
				BuildingsAndImprovements,"4,860,216,000","4,486,676,000","4,277,593,000","4,020,271,000","3,895,559,000","3,698,010,000","3,423,056,000","3,169,575,000","2,989,399,000","2,802,265,000","2,607,751,000","2,400,895,000","2,177,476,000","2,013,301,000","1,900,610,000","1,814,668,000","1,903,773,000","1,731,579,000","1,601,660,000","1,507,641,000","1,325,759,000","1,228,604,000","1,182,880,000",,,,,,,,,,,
				MachineryFurnitureEquipment,,"2,650,831,000","2,407,046,000","2,158,251,000","1,991,042,000","1,841,330,000","1,704,653,000","1,550,792,000","1,422,949,000","1,254,445,000","1,122,821,000","1,016,835,000","994,369,000","923,595,000","887,521,000","850,679,000","780,199,000","729,426,000","662,495,000","574,882,000","551,465,000","533,121,000","505,282,000",,,,,,,,,,,
				OtherProperties,"5,970,976,000","5,569,648,000","5,125,758,000","4,739,928,000","1,991,042,000","1,841,330,000","1,704,653,000","1,550,792,000","1,422,949,000","1,254,445,000","1,122,821,000","1,016,835,000","994,369,000","923,595,000","887,521,000",,,,,,"125,592,000","114,317,000","116,639,000",,,,,,,,,,,
				ConstructionInProgress,"305,896,000","291,588,000","216,685,000","165,953,000","126,868,000","140,535,000","218,299,000","176,673,000","116,729,000","150,279,000","124,206,000","127,297,000","184,452,000","192,519,000","145,161,000","128,133,000","85,581,000","134,359,000","155,251,000","87,694,000","44,871,000","53,786,000","75,223,000",,,,,,,,,,,
				Leases,"831,508,000","724,095,000","644,345,000","586,839,000","552,018,000","504,656,000","470,998,000","434,615,000","395,714,000","368,326,000","341,182,000","314,559,000","275,299,000","247,748,000","219,606,000","202,098,000",,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-4,741,342,000","-4,282,752,000","-3,950,287,000","-3,627,321,000","-3,314,445,000","-3,073,223,000","-2,842,175,000","-2,596,861,000","-2,386,075,000","-2,190,199,000","-1,987,164,000","-1,803,833,000","-1,702,997,000","-1,547,315,000","-1,455,057,000","-1,349,621,000","-1,217,703,000","-1,132,500,000","-1,041,022,000","-919,048,000","-857,407,000","-770,402,000","-661,868,000","-561,936,000","-450,566,000","-351,000,000","-255,800,000","-198,300,000","-148,100,000","-102,900,000","-73,500,000","-53,100,000","-39,800,000","-31,500,000"
		GoodwillAndOtherIntangibleAssets,"302,645,000","302,645,000","302,645,000","302,645,000","308,261,000","312,434,000","444,386,000","452,868,000","391,887,000","367,829,000","367,829,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","302,699,000","301,015,000","294,348,000","305,390,000","305,390,000","324,494,000","337,261,000","181,300,000","16,600,000","17,200,000","17,800,000","18,400,000","19,000,000","19,700,000","20,300,000","20,900,000"
			Goodwill,"302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","391,887,000","391,887,000","391,887,000","367,829,000","367,829,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000","302,645,000",,,"294,348,000","305,390,000","305,390,000",,,,,,,,,,,
			OtherIntangibleAssets,,,,"1,443,000","5,616,000","9,789,000","52,499,000","60,981,000",,,,,,,,,,,"302,699,000","301,015,000",,,,"324,494,000","337,261,000","181,300,000","16,600,000","17,200,000","17,800,000","18,400,000","19,000,000","19,700,000","20,300,000","20,900,000"
		NonCurrentDeferredAssets,"86,002,000","52,047,000","41,043,000","27,843,000","26,861,000","34,620,000","35,308,000","36,855,000","42,615,000","45,137,000","4,069,000","33,796,000","10,661,000","46,223,000","59,067,000","38,283,000","21,331,000","20,643,000","32,917,000",,"25,543,000","60,304,000","80,593,000",,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"86,002,000","52,047,000","41,043,000","27,843,000","26,861,000","34,620,000","35,308,000","36,855,000","42,615,000","45,137,000","4,069,000","33,796,000","10,661,000","46,223,000","59,067,000","38,283,000","21,331,000","20,643,000","32,917,000",,"25,543,000","60,304,000","80,593,000",,,,,,,,,,,
		OtherNonCurrentAssets,"223,160,000","203,131,000","181,605,000","190,614,000","133,355,000","145,657,000","137,814,000","137,237,000","191,921,000","193,110,000","170,817,000","94,324,000","94,996,000","90,959,000","40,606,000","40,227,000","32,436,000","32,783,000","42,567,000","65,704,000","59,828,000","241,000","7,575,000","63,504,000","83,936,000","22,200,000","7,500,000","5,200,000","2,000,000","3,200,000","1,600,000","2,200,000","1,300,000","2,500,000"
TotalLiabilitiesNetMinorityInterest,"20,335,772,000","18,813,956,000","16,313,735,000","15,301,849,000","11,609,764,000","10,867,335,000","10,688,158,000","10,387,325,000","9,803,739,000","9,119,020,000","8,579,408,000","7,813,664,000","7,123,834,000","6,310,359,000","5,751,479,000","5,027,425,000","4,401,509,000","4,056,778,000","3,854,250,000","3,741,172,000","3,393,068,000","2,788,664,000","2,566,299,000","2,341,039,000","1,960,966,000","1,446,000,000","808,800,000","632,800,000","427,100,000","353,700,000","299,900,000","220,000,000","190,300,000","243,800,000"
	CurrentLiabilities,"8,511,856,000","8,588,393,000","7,369,754,000","6,283,091,000","5,512,141,000","5,028,681,000","4,766,301,000","4,690,320,000","4,712,873,000","4,541,094,000","4,169,150,000","3,655,592,000","3,430,896,000","3,063,960,000","2,706,752,000","2,519,320,000","2,285,894,000","2,054,568,000","1,811,159,000","1,751,051,000","1,761,926,000","1,533,571,000","1,266,654,000","1,034,544,000","1,000,554,000","859,800,000","592,500,000","612,900,000","417,500,000","339,000,000","286,100,000","207,100,000","177,600,000","164,900,000"
		PayablesAndAccruedExpenses,"7,704,216,000","7,743,420,000","6,488,688,000","5,605,254,000","5,222,946,000","4,700,926,000","4,471,295,000","4,390,281,000","4,163,968,000","3,882,828,000","3,568,514,000","3,190,375,000","3,004,095,000","2,689,537,000","2,372,197,000","2,382,517,000","2,003,010,000","1,699,667,000","1,795,448,000","1,672,944,000","1,721,948,000","1,490,133,000","1,237,819,000","788,825,000","757,447,000","683,400,000","449,800,000","381,300,000","300,600,000","242,800,000","203,700,000","141,300,000","121,000,000","117,600,000"
			Payables,"7,419,490,000","7,489,590,000","6,229,229,000","5,352,773,000","5,012,581,000","4,527,837,000","4,301,780,000","4,233,988,000","4,009,074,000","3,727,731,000","3,415,608,000","3,041,335,000","2,870,713,000","2,560,799,000","2,245,956,000","2,054,853,000","1,870,668,000","1,699,667,000","1,539,776,000","1,429,128,000","1,360,482,000","1,145,533,000","945,666,000","788,825,000","757,447,000","683,400,000","449,800,000","381,300,000","300,600,000","242,800,000","203,700,000","141,300,000","121,000,000","117,600,000"
				AccountsPayable,"7,201,281,000","7,301,347,000","6,013,924,000","5,156,324,000","4,864,912,000","4,409,372,000","4,168,940,000","4,095,854,000","3,864,168,000","3,609,199,000","3,307,535,000","2,926,740,000","2,755,853,000","2,433,050,000","2,118,746,000","2,043,271,000","1,870,668,000","1,699,667,000","1,539,776,000","1,429,128,000","1,360,482,000","1,145,533,000","945,666,000","788,825,000","757,447,000","683,400,000","449,800,000","381,300,000","300,600,000","242,800,000","203,700,000","141,300,000","121,000,000","117,600,000"
				TotalTaxPayable,"218,209,000","188,243,000","215,305,000","196,449,000","147,669,000","118,465,000","132,840,000","138,134,000","144,906,000","118,532,000","108,073,000","114,595,000","114,860,000","127,749,000","127,210,000","11,582,000",,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"52,478,000","34,938,000","79,474,000","75,253,000","25,297,000","12,415,000","34,011,000","42,841,000","58,082,000","41,200,000","17,129,000","17,053,000","25,185,000","25,385,000","35,145,000","11,582,000",,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"284,726,000","253,830,000","259,459,000","252,481,000","210,365,000","173,089,000","169,515,000","156,293,000","154,894,000","155,097,000","152,906,000","149,040,000","133,382,000","128,738,000","126,241,000","327,664,000","132,342,000","280,419,000","255,672,000","243,816,000","361,466,000","344,600,000","292,153,000",,,,,,,,,,,
				InterestPayable,"54,493,000","50,696,000","55,435,000","63,503,000","48,147,000","36,902,000","41,047,000","34,179,000","35,828,000","32,923,000","40,442,000","39,220,000","33,811,000","31,091,000","32,448,000",,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"343,379,000","414,892,000","470,561,000","321,071,000","170,321,000","195,004,000","181,591,000","180,012,000","177,218,000","159,315,000","137,165,000","151,669,000","151,419,000","134,830,000","121,192,000",,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"344,172,000","336,284,000","326,500,000","291,344,000","56,246,000","52,290,000","48,134,000","44,834,000","40,528,000","217,415,000","205,979,000","79,723,000","59,378,000","48,133,000","16,735,000","15,917,000","16,015,000",,,,,,,,,,,"114,400,000","13,500,000","200,000","200,000","200,000","200,000","900,000"
			CurrentDebt,,,,,,,,,,"180,910,000","173,733,000","49,881,000","34,082,000","26,186,000",,"15,917,000","16,015,000",,,,,,,,,,,"114,400,000","13,500,000","200,000","200,000","200,000","200,000","900,000"
				OtherCurrentBorrowings,,,,,,,,,,"180,910,000","173,733,000","49,881,000","34,082,000","26,186,000",,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"344,172,000","336,284,000","326,500,000","291,344,000","56,246,000","52,290,000","48,134,000","44,834,000","40,528,000","36,505,000","32,246,000","29,842,000","25,296,000","21,947,000","16,735,000",,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,"259,062,000","227,891,000","202,922,000","183,833,000","166,449,000","146,971,000","171,590,000","136,803,000","82,152,000","50,104,000","10,958,000","6,011,000",,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,"259,062,000","227,891,000","202,922,000","183,833,000","166,449,000","146,971,000","171,590,000","136,803,000","82,152,000","50,104,000","10,958,000","6,011,000",,,,,,,,,,,,,,
		OtherCurrentLiabilities,"120,089,000","93,797,000","84,005,000","65,422,000","62,628,000","80,461,000","65,281,000","75,193,000","72,097,000","53,645,000","54,570,000","49,992,000","49,555,000","44,489,000","25,038,000","64,204,000","184,717,000","304,797,000","4,753,000","72,096,000","39,978,000","43,438,000","28,835,000","245,719,000","243,107,000","176,400,000","142,700,000","117,200,000","103,400,000","96,000,000","82,200,000","65,600,000","56,400,000","46,400,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"11,823,916,000","10,225,563,000","8,943,981,000","9,018,758,000","6,097,623,000","5,838,654,000","5,921,857,000","5,697,005,000","5,090,866,000","4,577,926,000","4,410,258,000","4,158,072,000","3,692,938,000","3,246,399,000","3,044,727,000","2,508,105,000","2,115,615,000","2,002,210,000","2,043,091,000","1,990,121,000","1,631,142,000","1,255,093,000","1,299,645,000","1,306,495,000","960,412,000","586,200,000","216,300,000","19,900,000","9,600,000","14,700,000","13,800,000","12,900,000","12,700,000","78,900,000"
		LongTermDebtAndCapitalLeaseObligation,"10,585,595,000","8,960,065,000","7,902,662,000","8,014,931,000","5,206,344,000","5,005,930,000","5,081,238,000","4,924,119,000","4,624,876,000","4,142,196,000","4,013,267,000","3,718,302,000","3,317,600,000","2,882,300,000","2,726,900,000","2,250,000,000","1,935,618,000","1,857,157,000","1,861,850,000","1,869,250,000","1,546,845,000","1,194,517,000","1,225,402,000","1,249,937,000","888,340,000","545,100,000","198,400,000",,,"4,000,000","4,300,000","6,800,000","7,000,000","73,900,000"
			LongTermDebt,"7,668,549,000","6,122,092,000","5,269,820,000","5,513,371,000","5,206,344,000","5,005,930,000","5,081,238,000","4,924,119,000","4,624,876,000","4,142,196,000","4,013,267,000","3,718,302,000","3,317,600,000","2,882,300,000","2,726,900,000","2,250,000,000","1,935,618,000","1,857,157,000","1,861,850,000","1,869,250,000","1,546,845,000","1,194,517,000","1,225,402,000","1,249,937,000","888,340,000","545,100,000","198,400,000",,,"4,000,000","4,300,000","6,800,000","7,000,000","73,900,000"
			LongTermCapitalLeaseObligation,"2,917,046,000","2,837,973,000","2,632,842,000","2,501,560,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"536,278,000","533,884,000","337,125,000","354,186,000","311,980,000","285,204,000","371,111,000","284,500,000",,,,,,,,,,,,"5,728,000",,,,,,,,,"1,200,000","3,000,000","4,300,000","1,800,000","2,100,000","2,000,000"
			NonCurrentDeferredTaxesLiabilities,"536,278,000","533,884,000","337,125,000","354,186,000","311,980,000","285,204,000","371,111,000","284,500,000",,,,,,,,,,,,"5,728,000",,,,,,,,,"1,200,000","3,000,000","4,300,000","1,800,000","2,100,000","2,000,000"
		OtherNonCurrentLiabilities,"702,043,000","731,614,000","704,194,000","649,641,000","579,299,000","547,520,000","469,508,000","488,386,000","465,990,000","435,730,000","396,991,000","439,770,000","375,338,000","364,099,000","317,827,000","258,105,000","179,997,000","145,053,000","181,241,000","115,143,000","84,297,000","60,576,000","74,243,000","56,558,000","72,072,000","41,100,000","17,900,000",,"8,400,000","7,700,000","5,200,000","4,300,000","3,600,000","3,000,000"
TotalEquityGrossMinorityInterest,"-4,349,894,000","-3,538,913,000","-1,797,536,000","-877,977,000","-1,713,851,000","-1,520,355,000","-1,428,377,000","-1,787,538,000","-1,701,390,000","-1,621,857,000","-1,687,319,000","-1,548,025,000","-1,254,232,000","-738,765,000","-433,074,000","229,687,000","403,200,000","469,528,000","391,007,000","171,393,000","373,758,000","689,127,000","866,213,000","992,179,000","1,323,801,000","1,302,100,000","1,075,200,000","865,600,000","684,700,000","528,400,000","396,600,000","282,100,000","208,600,000","84,600,000"
	StockholdersEquity,"-4,349,894,000","-3,538,913,000","-1,797,536,000","-877,977,000","-1,713,851,000","-1,520,355,000","-1,428,377,000","-1,787,538,000","-1,701,390,000","-1,621,857,000","-1,687,319,000","-1,548,025,000","-1,254,232,000","-738,765,000","-433,074,000","229,687,000","403,200,000","469,528,000","391,007,000","171,393,000","373,758,000","689,127,000","866,213,000","992,179,000","1,323,801,000","1,302,100,000","1,075,200,000","865,600,000","684,700,000","528,400,000","396,600,000","282,100,000","208,600,000","84,600,000"
		CapitalStock,"189,000","207,000","230,000","237,000","254,000","275,000","287,000","303,000","321,000","339,000","368,000","399,000","441,000","501,000","579,000","636,000","713,000","772,000","811,000","894,000","1,007,000","1,100,000","1,195,000","1,543,000","1,500,000",,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,
			CommonStock,"189,000","207,000","230,000","237,000","254,000","275,000","287,000","303,000","321,000","339,000","368,000","399,000","441,000","501,000","579,000","636,000","713,000","772,000","811,000","894,000","1,007,000","1,100,000","1,195,000","1,543,000","1,500,000",,,,,,,,,
		AdditionalPaidInCapital,"1,484,992,000","1,354,252,000","1,465,669,000","1,283,495,000","1,264,448,000","1,155,426,000","1,086,671,000","1,054,647,000","938,355,000","843,504,000","814,457,000","689,890,000","591,384,000","557,955,000","549,326,000","537,005,000","545,404,000","500,880,000","462,289,000","414,231,000","410,962,000","370,457,000","295,629,000","301,901,000","289,100,000",,,,,,,,,
		RetainedEarnings,"-2,959,278,000","-1,330,067,000","-419,829,000","-1,450,970,000","-1,305,347,000","-1,208,824,000","-1,642,387,000","-1,602,186,000","-1,418,738,000","-1,529,123,000","-1,378,936,000","-1,033,197,000","-643,998,000","-245,344,000","136,935,000","206,099,000","546,049,000","559,208,000","370,276,000","580,147,000","869,739,000","974,141,000","825,196,000","1,564,118,000","1,296,500,000","1,051,700,000","823,800,000","628,800,000","486,600,000","347,800,000","231,400,000","148,500,000","85,200,000","41,300,000"
		TreasuryStock,"2,684,961,000","3,262,769,000","2,535,620,000","356,487,000","1,403,884,000","1,231,427,000","618,391,000","932,773,000","971,810,000","807,674,000","1,002,420,000","1,053,104,000","1,082,368,000","945,409,000","1,027,879,000","509,918,000","679,416,000","575,832,000","405,788,000","808,226,000","870,653,000","644,968,000","248,588,000","870,915,000","263,300,000",,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-190,836,000","-300,536,000","-307,986,000","-354,252,000","-269,322,000","-235,805,000","-254,557,000","-307,529,000","-249,518,000","-128,903,000","-120,788,000","-152,013,000","-119,691,000","-106,468,000","-92,035,000","-4,135,000","-9,550,000","-15,500,000","-36,581,000","-15,653,000","-37,297,000","-11,603,000","-7,219,000","-4,468,000","1,323,801,000",,,,,,,,,
			OtherEquityAdjustments,"-190,836,000","-300,536,000","-307,986,000","-354,252,000","-269,322,000","-235,805,000","-254,557,000","-307,529,000","-249,518,000","-128,903,000","-120,788,000","-152,013,000","-119,691,000","-106,468,000","-92,035,000",,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,"250,400,000","251,400,000","236,800,000","198,100,000","180,600,000","165,200,000","133,600,000","123,400,000","43,300,000"
TotalCapitalization,"3,318,655,000","2,583,179,000","3,472,284,000","4,635,394,000","3,492,493,000","3,485,575,000","3,652,861,000","3,136,581,000","2,923,486,000","2,520,339,000","2,325,948,000","2,170,277,000","2,063,368,000","2,143,535,000","2,293,826,000","2,479,687,000","2,338,818,000","2,326,685,000","2,252,857,000","2,040,643,000","1,920,603,000","1,883,644,000","2,091,615,000","2,242,116,000","2,212,141,000","1,847,200,000","1,273,600,000","865,600,000","684,700,000","532,400,000","400,900,000","288,900,000","215,600,000","158,500,000"
CommonStockEquity,"-4,349,894,000","-3,538,913,000","-1,797,536,000","-877,977,000","-1,713,851,000","-1,520,355,000","-1,428,377,000","-1,787,538,000","-1,701,390,000","-1,621,857,000","-1,687,319,000","-1,548,025,000","-1,254,232,000","-738,765,000","-433,074,000","229,687,000","403,200,000","469,528,000","391,007,000","171,393,000","373,758,000","689,127,000","866,213,000","992,179,000","1,323,801,000","1,302,100,000","1,075,200,000","865,600,000","684,700,000","528,400,000","396,600,000","282,100,000","208,600,000","84,600,000"
CapitalLeaseObligations,"3,261,218,000","3,174,257,000","2,959,342,000","2,792,904,000","56,246,000","52,290,000","48,134,000","44,834,000","40,528,000","36,505,000","32,246,000","29,842,000","25,296,000","21,947,000","16,735,000",,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-4,652,539,000","-3,841,558,000","-2,100,181,000","-1,180,622,000","-2,022,112,000","-1,832,789,000","-1,872,763,000","-2,240,406,000","-2,093,277,000","-1,989,686,000","-2,055,148,000","-1,850,670,000","-1,556,877,000","-1,041,410,000","-735,719,000","-72,958,000","100,555,000","166,883,000","88,308,000","-129,622,000","79,410,000","383,737,000","560,823,000","667,685,000","986,540,000","1,120,800,000","1,058,600,000","848,400,000","666,900,000","510,000,000","377,600,000","262,400,000","188,300,000","63,700,000"
WorkingCapital,"-1,732,430,000","-1,960,409,000","-954,451,000","528,781,000","-483,456,000","-392,812,000","-155,046,000","-450,747,000","-742,579,000","-960,482,000","-891,137,000","-676,646,000","-638,471,000","-452,139,000","-145,022,000","66,981,000","-15,439,000","64,359,000","118,300,000","4,706,000","-90,572,000","-83,443,000","61,857,000","152,236,000","224,530,000","257,300,000","186,300,000","200,000","30,300,000","85,400,000","92,400,000","73,300,000","56,900,000","27,900,000"
InvestedCapital,"3,318,655,000","2,583,179,000","3,472,284,000","4,635,394,000","3,492,493,000","3,485,575,000","3,652,861,000","3,136,581,000","2,923,486,000","2,701,249,000","2,499,681,000","2,220,158,000","2,097,450,000","2,169,721,000","2,293,826,000","2,479,687,000","2,354,833,000","2,326,685,000","2,252,857,000","2,040,643,000","1,920,603,000","1,883,644,000","2,091,615,000","2,242,116,000","2,212,141,000","1,847,200,000","1,273,600,000","980,000,000","698,200,000","532,600,000","401,100,000","289,100,000","215,800,000","159,400,000"
