name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009
TotalExpenses,"438,848,000","454,915,000","525,576,000","513,542,000","455,207,000","475,738,000","388,996,000","439,667,000","457,717,000","455,876,000","444,920,000","435,139,000","421,997,000","364,672,000","312,738,000","264,714,000","224,668,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"848,000","7,838,000","-59,735,000","17,838,000","8,681,000","16,047,000","20,757,000","7,016,000","19,758,000","27,558,000","38,449,000","58,812,000","68,870,000","57,921,000","46,198,000","43,219,000","23,671,000"
NormalizedIncome,"5,136,910","11,594,868","-1,906,240","17,838,000","8,681,000","16,047,000","20,757,000","7,016,000","19,758,000","27,558,000","40,835,000","60,129,000","72,394,000","57,921,000","46,198,000","43,219,000","10,932,012.075"
InterestExpense,,,"153,000","263,000","1,203,000",,,,,,,,,"1,147,000","1,625,000","1,604,000","2,511,000"
NetInterestIncome,"1,880,000","890,000","-153,000","-263,000","-1,203,000","1,085,000","1,125,000","413,000","-178,000","-263,000","-407,000","-571,000","-679,000","-1,147,000","-1,625,000","-1,604,000","-2,511,000"
EBIT,"829,000","15,871,000","-25,615,000","26,911,000","13,065,000","19,474,000","27,101,000","14,981,000","28,220,000","46,722,000","64,070,000","95,757,000","113,670,000","96,171,000","53,319,000","45,712,000","27,191,000"
EBITDA,"31,220,000","47,776,000","8,085,000","59,820,000","56,685,000","65,249,000","43,641,000","34,551,000","47,736,000","66,140,000","78,872,000","110,861,000","124,504,000","105,628,000","61,730,000","56,378,000","34,538,000"
ReconciledCostOfRevenue,"208,758,000","214,373,000","261,017,000","252,510,000","202,754,000","223,411,000","177,510,000","200,639,000","209,891,000","221,409,000","239,981,000","238,684,000","231,135,000","203,220,000","156,910,000","137,803,000","115,473,000"
ReconciledDepreciation,"30,391,000","31,905,000","33,700,000","32,909,000","43,620,000","45,775,000","16,540,000","19,570,000","19,516,000","19,418,000","14,802,000","15,104,000","10,834,000","9,457,000","8,411,000","10,666,000","7,347,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"848,000","7,838,000","-59,735,000","17,838,000","8,681,000","16,047,000","20,757,000","7,016,000","19,758,000","27,558,000","40,835,000","60,129,000","72,394,000","57,921,000","46,198,000","43,219,000","23,671,000"
TotalUnusualItemsExcludingGoodwill,"-5,429,000","-5,429,000","-69,256,000","0","0",,,,,,,,,,,"10,743,000","13,282,000"
TotalUnusualItems,"-5,429,000","-5,429,000","-69,256,000","0","0",,,,,,,,,,,"10,743,000","13,282,000"
NormalizedEBITDA,"36,649,000","53,205,000","77,341,000","59,820,000","56,685,000","65,249,000","43,641,000","34,551,000","47,736,000","66,140,000","78,872,000","110,861,000","124,504,000","105,628,000","61,730,000","56,378,000","21,256,000"
TaxRateForCalcs,"0.21","0.308","0.165","0.241","0.099","0.259","0.265","0.27","0.295","0.4","0.359","0.368","0.359","0.39","0.106","0.02","0.041"
TaxEffectOfUnusualItems,"-1,140,090","-1,672,132","-11,427,240","0","0","0","0","0","0","0","0","0","0","0","0","0","543,012.075"
