name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"594,703,000","576,354,000","529,551,000","497,993,000","417,636,000","431,427,000","496,158,000","499,063,000","462,050,000","443,533,000","466,773,000","415,158,000","336,005,000","329,848,000","347,054,214","256,436,058","163,179,286","133,597,003","95,766,439","63,572,301","58,185,845","53,624,868",,"0","0"
	OperatingRevenue,"594,703,000","576,354,000","529,551,000","497,993,000","417,636,000","431,427,000","496,158,000","499,063,000","462,050,000","443,533,000","466,773,000","415,158,000","336,005,000","329,848,000","347,054,214","256,436,058","163,179,286","133,597,003","95,766,439","63,572,301","58,185,845","53,624,868",,"0","0"
CostOfRevenue,"481,917,000","472,603,000","446,157,000","425,914,000","362,295,000","368,076,000","430,745,000","414,429,000","381,131,000","363,986,000","379,299,000","338,526,000","275,254,000","266,482,000","265,622,472","193,854,927","115,920,585","88,273,955","62,856,625","41,105,478","35,042,352","28,635,908",,"0",
GrossProfit,"112,786,000","103,751,000","83,394,000","72,079,000","55,341,000","63,351,000","65,413,000","84,634,000","80,919,000","79,547,000","87,474,000","76,632,000","60,751,000","63,366,000","81,431,742","62,581,131","47,258,701","45,323,048","32,909,814","22,466,823","23,143,493","24,988,960",,"0",
OperatingExpense,"65,679,000","60,729,000","71,713,000","66,001,000","60,670,000","55,071,000","66,604,000","65,364,000","57,903,000","49,895,000","43,042,000","39,914,000","32,953,000","32,266,000","27,384,338","25,648,736","31,069,343","24,057,247","20,145,092","14,083,806","11,579,688","13,961,964","1,000","4,977","5,944"
	SellingGeneralAndAdministration,"39,462,000","35,012,000","34,355,000","35,309,000","31,138,000","30,861,000","34,105,000","34,590,000","29,753,000","28,132,000","28,304,000","23,702,000","19,494,000","21,450,000","20,081,091","18,890,976","22,967,161","18,701,193","15,582,255","10,830,216","10,007,788","11,623,332","1,000","4,977","5,944"
		GeneralAndAdministrativeExpense,"22,343,000","19,402,000","17,445,000","17,031,000","16,632,000","16,591,000","15,156,000","14,678,000","12,594,000","13,129,000","12,568,000","10,371,000","9,937,000","12,227,000","10,717,216","10,998,436","12,097,500",,,,,,,"4,977",
			SalariesAndWages,,"11,216,000","10,141,000","9,693,000","8,415,000","8,615,000","7,148,000","7,323,000","5,637,000","5,822,000","5,589,000","4,777,000","4,559,000","5,022,000","6,767,654","6,746,702",,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,"1,030,000",,,,,,,,,,,,
			InsuranceAndClaims,,"2,199,000","2,128,000","2,221,000","2,037,000","2,613,000","2,412,000","2,552,000","2,305,000","2,898,000","2,356,000","1,854,000","1,549,000","2,904,000",,,,,,,,,,,
