name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
OperatingCashFlow,"13,976,000,000","14,918,000,000","6,853,000,000","15,787,000,000","24,269,000,000","17,639,000,000","15,022,000,000","18,096,000,000","19,850,000,000","16,226,000,000","14,507,000,000","10,444,000,000","9,045,000,000","9,784,000,000","11,477,000,000","15,477,000,000","-179,000,000","17,074,000,000","9,611,000,000","20,441,000,000","21,998,000,000","17,280,000,000","11,739,000,000","21,780,000,000","33,764,000,000","27,391,000,000","21,727,000,000","27,634,000,000","19,257,000,000","21,171,000,000","16,629,000,000","14,007,000,000","11,515,000,000","8,120,400,000","7,413,800,000","9,524,500,000","10,434,100,000"
	CashFlowFromContinuingOperatingActivities,"13,976,000,000","14,918,000,000","6,853,000,000","15,787,000,000","24,269,000,000","17,639,000,000","15,022,000,000","18,096,000,000","19,850,000,000","16,226,000,000","14,507,000,000","10,444,000,000","9,045,000,000","9,784,000,000","11,477,000,000","15,477,000,000","-179,000,000","17,048,000,000","9,622,000,000","20,392,000,000","21,537,000,000","17,280,000,000","11,739,000,000","21,780,000,000","33,764,000,000","27,391,000,000","21,727,000,000","27,634,000,000","19,257,000,000","21,171,000,000","16,629,000,000","14,007,000,000","11,515,000,000","8,120,400,000","7,413,800,000","9,524,500,000","10,434,100,000"
		NetIncomeFromContinuingOperations,"3,817,000,000","4,329,000,000","-2,152,000,000","17,910,000,000","-1,276,000,000","84,000,000","3,695,000,000","7,757,000,000","4,600,000,000","7,371,000,000","1,230,000,000","11,946,000,000","5,612,000,000","20,213,000,000","6,561,000,000","2,712,000,000","-14,766,000,000","-2,723,000,000","-12,613,000,000","2,228,000,000","3,038,000,000","903,000,000","656,000,000","-5,347,000,000","3,467,000,000","6,502,000,000","21,368,000,000","6,920,000,000","4,446,000,000","4,139,000,000","5,308,000,000","2,529,000,000","-7,385,000,000","-2,258,000,000","860,100,000","3,835,000,000","5,300,200,000"
		OperatingGainsLosses,"2,594,000,000","3,014,000,000","7,381,000,000","-12,158,000,000","-3,153,000,000","2,458,000,000","887,000,000","-778,000,000","2,633,000,000","847,000,000","6,241,000,000","-5,132,000,000","870,000,000","-417,000,000","343,000,000","-4,823,000,000","-1,418,000,000","3,759,000,000","101,000,000","6,720,000,000","-3,969,000,000","2,579,000,000","3,770,000,000","4,300,000,000","10,357,000,000","295,000,000","-16,058,000,000","-170,000,000","-466,000,000","134,000,000","-557,000,000","-680,000,000","-295,000,000",,"3,779,600,000","-346,600,000","2,676,300,000"
			GainLossOnSaleOfBusiness,,,,"-368,000,000","-3,446,000,000","-29,000,000","-42,000,000","-7,000,000","-139,000,000","-42,000,000","798,000,000","113,000,000","-594,000,000","-421,000,000","18,000,000","33,000,000","522,000,000","-179,000,000",,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"36,000,000","-234,000,000","-27,000,000","532,000,000","-420,000,000","-54,000,000","529,000,000","-403,000,000","283,000,000","710,000,000","825,000,000","228,000,000","-116,000,000","-37,000,000","-348,000,000","92,000,000","-488,000,000","206,000,000",,,,,,,"-58,000,000","284,000,000","-192,000,000","-27,000,000","156,000,000","-64,000,000","-384,000,000","-650,000,000","-362,000,000",,,,
			GainLossOnInvestmentSecurities,"50,000,000","205,000,000","7,518,000,000","-9,159,000,000","-315,000,000","-139,000,000",,,,,,"-190,000,000","-85,000,000","82,000,000","-83,000,000","-410,000,000","1,376,000,000","4,559,000,000",,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,"-9,000,000","147,000,000","-368,000,000","-3,446,000,000","-29,000,000","-42,000,000","240,000,000","-178,000,000","-333,000,000","189,000,000","-543,000,000","23,000,000","-169,000,000","-198,000,000","-45,000,000","56,000,000","-175,000,000",,,,,,,"103,000,000","11,000,000","-15,866,000,000","126,000,000","28,000,000","198,000,000","-173,000,000","-30,000,000","67,000,000",,,,
			PensionAndEmployeeBenefitExpense,"2,641,000,000","3,052,000,000","-378,000,000","-4,865,000,000","1,027,000,000","2,625,000,000","400,000,000","-608,000,000","2,667,000,000","512,000,000","4,429,000,000","-4,930,000,000","1,557,000,000","0","-29,000,000","244,000,000","-2,714,000,000","-1,164,000,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"6,325,000,000","6,523,000,000","6,493,000,000","5,960,000,000","7,457,000,000","8,490,000,000","8,413,000,000","8,572,000,000","8,717,000,000","7,966,000,000","7,423,000,000","6,544,000,000","5,300,000,000","4,256,000,000","5,584,000,000","6,580,000,000","12,457,000,000","13,158,000,000","16,519,000,000","6,722,000,000","13,074,000,000","14,266,000,000","15,080,000,000","19,291,000,000","15,949,000,000","14,542,000,000","13,903,000,000","13,784,000,000","12,791,000,000","11,719,000,000","9,336,000,000","7,468,000,000","6,755,000,000","5,778,300,000","3,184,900,000","4,228,700,000","2,457,600,000"
			DepreciationAndAmortization,"6,325,000,000","6,523,000,000","6,493,000,000","5,960,000,000","7,457,000,000","8,490,000,000","8,413,000,000","8,572,000,000","8,717,000,000","7,966,000,000","7,423,000,000","6,544,000,000","5,300,000,000","4,256,000,000","5,584,000,000","6,580,000,000","12,457,000,000","13,158,000,000","16,519,000,000","6,722,000,000","13,074,000,000","14,266,000,000","15,080,000,000","19,291,000,000","15,949,000,000","14,542,000,000","13,903,000,000","13,784,000,000","12,791,000,000","11,719,000,000","9,336,000,000","7,468,000,000","6,755,000,000","5,778,300,000","3,184,900,000","4,228,700,000","2,457,600,000"
				Depreciation,"7,710,000,000","7,690,000,000","7,642,000,000","7,318,000,000","8,751,000,000","9,689,000,000","9,385,000,000","9,241,000,000","9,023,000,000","7,993,000,000","7,385,000,000","6,504,000,000","5,486,000,000","4,717,000,000","5,900,000,000","7,667,000,000","12,826,000,000","13,052,000,000","16,453,000,000","6,667,000,000","13,038,000,000","14,231,000,000","15,040,000,000","18,964,000,000",,,,,,,,,,,,,
				AmortizationCashFlow,"-1,385,000,000","-1,167,000,000","-1,149,000,000","-1,358,000,000","-1,294,000,000","-1,199,000,000","-972,000,000","-669,000,000","-306,000,000","-27,000,000","38,000,000","40,000,000","-186,000,000","-461,000,000","-316,000,000","-1,087,000,000","-369,000,000","106,000,000","66,000,000","55,000,000","36,000,000","35,000,000","40,000,000","327,000,000",,,,,,,,,,,,,
					AmortizationOfIntangibles,"-1,385,000,000","-1,167,000,000","-1,149,000,000","-1,358,000,000","-1,294,000,000","-1,199,000,000","-972,000,000","-669,000,000","-306,000,000","-27,000,000","38,000,000","40,000,000","-186,000,000","-461,000,000","-316,000,000","-1,087,000,000","-369,000,000","106,000,000","66,000,000","55,000,000","36,000,000","35,000,000","40,000,000","327,000,000",,,,,,,,,,,,,
