name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"442,298,195","322,307,195","363,545,421","288,050,562","89,537,069","63,619,085","70,742,939","146,440,530","217,945,997","200,557,198","349,649,409","131,271,246","65,200,455","147,894,632","149,392,888","99,568,737","94,062,340","288,435,180","575,458,536","579,510,668","687,240,216"
EnterpriseValue,"519,238,195","375,932,195","443,378,421","349,064,562","206,870,069","219,383,085","69,361,939","135,520,530","206,165,997","161,899,198","309,198,409","117,469,246","20,029,455","122,788,632","90,637,888","39,169,737","47,062,340","222,174,180","565,621,536","527,946,668","619,913,216"
PeRatio,"9.243","6.493","7.511","8.336",,,"9.46","48.421","11.089","11.229","42.766",,,,"764",,"20.25","12.682","23.157","26","32.85"
ForwardPeRatio,"8.795","6.549","7.651","6.969","24.39","46.512",,,,,"31.949","34.13",,"28.169","39.683",,,,,,
PegRatio,,,,,,,,,,,"1.064",,,,,,,,,,
PsRatio,"0.953","0.683","0.849","0.749","0.315","0.183","0.208","0.401","0.585","0.535","0.926","0.318","0.164","0.386","0.363","0.234","0.2","0.601","1.388","1.743","2.169"
PbRatio,"3.516","2.887","3.744","3.095","1.576","0.776","0.681","1.36","2.209","2.127","4.048","1.688","0.784","1.033","0.947","0.604","0.561","1.49","3.874","5.064","7.198"
EnterprisesValueRevenueRatio,"1.074","0.78","0.979","0.93","0.777","0.654","0.194","0.376","0.555","0.414","0.838","0.302","0.053","0.306","0.226","0.099","0.101","0.468","1.373","1.538","2.055"
EnterprisesValueEBITDARatio,"6.795","4.784","6.492","6.475","-30.051","131.132","2.313","5.564","7.519","4.312","11.665","9.792","3.005","5.602","3.737","8.697","1.333","3.716","9.504","9.883","13.043"
