name,ttm,08/31/2023,08/31/2022,08/31/2021,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991,08/31/1990
			ChangeInInventory,"-349,830,000","-89,180,000","-1,005,686,000","-138,517,000","-184,174,000","-394,147,000","-188,782,000","-236,807,000","-227,518,000","-266,776,000","-276,834,000","-232,846,000","-167,914,000","-155,421,000","-96,077,000","-76,337,000","-137,841,000","-160,780,000","-182,790,000","-124,566,000","-119,539,000","-135,732,000","-168,150,000","-164,164,000","20,715,000","-201,600,000","-47,300,000","-153,600,000","-158,700,000","-61,700,000","-74,000,000","-61,800,000","7,400,000","-29,000,000","-11,700,000"
			ChangeInPayablesAndAccruedExpense,"275,541,000","-90,847,000","1,214,175,000","1,059,379,000","621,303,000","453,687,000","313,171,000","78,955,000","321,320,000","366,007,000","331,824,000","417,938,000","254,160,000","377,145,000","361,596,000","169,422,000","171,872,000","186,228,000","184,986,000","109,341,000","60,154,000","145,455,000","285,329,000","187,801,000","61,382,000","70,300,000","127,700,000","66,200,000","94,900,000","65,200,000","52,900,000","79,000,000","28,600,000","7,600,000","21,800,000"
				ChangeInPayable,,"-90,847,000","1,214,175,000","1,059,379,000","621,303,000","453,687,000","313,171,000","78,955,000","321,320,000","366,007,000","331,824,000","417,938,000","254,160,000","377,145,000","361,596,000","169,422,000","171,872,000",,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,"92,832,000","-10,517,000","29,467,000","90,172,000","-10,489,000","-6,438,000","-3,659,000","50,122,000","74,487,000","46,555,000","61,003,000","56,754,000","34,319,000","12,474,000","32,264,000","-3,861,000",,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,"92,832,000","-10,517,000","29,467,000","90,172,000","-10,489,000","-6,438,000","-3,659,000","50,122,000","74,487,000","46,555,000","61,003,000","56,754,000","34,319,000","12,474,000","32,264,000","-3,861,000",,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,"-183,679,000","1,224,692,000","1,029,912,000","531,131,000","464,176,000","319,609,000","82,614,000","271,198,000","291,520,000","285,269,000","356,935,000","197,406,000","342,826,000","349,122,000","137,158,000","175,733,000",,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,"-3,861,000","17,587,000","28,676,000","-67,343,000","32,118,000","-3,460,000","13,743,000","10,798,000","4,966,000","13,400,000","-22,200,000","7,800,000","6,500,000","800,000","900,000","1,800,000","600,000","7,300,000","2,900,000"
			ChangeInOtherWorkingCapital,"-357,000","-19,158,000","-25,931,000","-3,815,000","104,463,000","43,839,000","26,114,000","12,995,000","10,198,000","-3,103,000","2,329,000","-4,114,000","12,862,000","-6,073,000","5,215,000","-10,626,000","9,542,000",,"608,000","29,186,000","-12,319,000","-10,995,000","4,003,000","-16,255,000","-19,645,000","-11,400,000",,,,,,,,,
InvestingCashFlow,"-1,313,460,000","-876,178,000","-648,099,000","-601,778,000","-497,875,000","-491,846,000","-521,860,000","-553,599,000","-505,835,000","-567,911,000","-447,968,000","-527,295,000","-374,761,000","-318,994,000","-307,447,000","-263,722,000","-243,150,000","-228,715,000","-268,323,000","-282,771,000","-193,721,000","-167,799,000","-64,511,000","-122,143,000","-242,349,000","-428,300,000","-437,200,000","-295,400,000","-280,200,000","-256,700,000","-171,700,000","-119,200,000","-70,600,000","-40,000,000","-25,500,000"
	CashFlowFromContinuingInvestingActivities,"-1,313,460,000","-876,178,000","-648,099,000","-601,778,000","-497,875,000","-491,846,000","-521,860,000","-553,599,000","-505,835,000","-567,911,000","-447,968,000","-527,295,000","-374,761,000","-318,994,000","-307,447,000","-263,722,000","-243,150,000","-228,715,000","-268,323,000","-282,771,000","-193,721,000","-167,799,000","-64,511,000","-122,143,000","-242,349,000","-428,300,000","-437,200,000","-295,400,000","-280,200,000","-256,700,000","-171,700,000","-119,200,000","-70,600,000","-40,000,000","-25,500,000"
		CapitalExpenditureReported,"-1,092,126,000","-796,657,000","-672,391,000","-621,767,000","-457,736,000","-496,050,000","-521,788,000","-553,832,000","-488,791,000","-480,579,000","-438,116,000","-414,451,000","-378,054,000","-321,604,000","-315,400,000","-272,247,000","-243,594,000",,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,"27,042,000","57,987,000","29,984,000","11,763,000","6,602,000","-459,000","2,951,000","2,654,000","1,741,000","4,200,000","9,765,000","6,573,000","3,301,000","11,489,000","10,663,000","4,014,000","-221,021,000","-253,735,000","-279,681,000","-182,280,000","-167,799,000","-66,422,000","-124,695,000","-237,886,000","-428,300,000","-437,200,000","-295,400,000","-280,200,000","-256,700,000","-171,800,000","-119,200,000","-70,600,000","-40,000,000","-25,500,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,"-243,594,000","-224,474,000","-263,580,000","-283,478,000","-184,870,000","-182,242,000","-117,239,000","-169,296,000","-249,657,000","-428,300,000","-437,200,000","-295,400,000","-280,200,000","-258,100,000","-173,000,000","-120,600,000","-70,800,000","-41,100,000","-25,900,000"
			SaleOfPPE,,"27,042,000","57,987,000","29,984,000","11,763,000",,,,,,,,,"3,301,000","11,489,000","10,663,000","4,014,000","3,453,000","9,845,000","3,797,000","2,590,000","14,443,000","50,817,000","44,601,000","11,771,000",,,"2,100,000","8,700,000","1,400,000","1,200,000","1,400,000","200,000","1,100,000","400,000"
		NetIntangiblesPurchaseAndSale,,,,,,,"0","0","-10,000,000","-10,000,000","-11,112,000","0","0",,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,,"0","0","-10,000,000","-10,000,000","-11,112,000","0","0",,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,"0",,"-75,744,000","0","-116,084,000","0","0",,,,,,"-3,090,000","-11,441,000",,,,,,,,,,,,,,
			PurchaseOfBusiness,,,,,,,,"0",,"-75,744,000","0","-116,084,000","0","0",,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-234,610,000","-106,563,000","-33,695,000","-9,995,000","-51,902,000","-2,398,000","-34,892,000","-2,718,000","-9,698,000","-3,329,000","-2,940,000","-6,525,000","-3,280,000","-691,000","-3,536,000","-2,138,000","-3,570,000","-7,694,000","-14,588,000",,,,,,,,,,,,,,,,
			PurchaseOfInvestment,"-276,668,000","-164,920,000","-87,577,000","-105,388,000","-136,139,000","-55,538,000","-104,536,000","-85,711,000","-130,170,000","-49,740,000","-49,736,000","-44,469,000","-45,665,000","-43,772,000","-56,156,000","-48,444,000","-54,282,000","-94,615,000","-159,957,000",,,,,,,,,,,,,,,,
			SaleOfInvestment,"42,058,000","58,357,000","53,882,000","95,393,000","84,237,000","53,140,000","69,644,000","82,993,000","120,472,000","46,411,000","46,796,000","37,944,000","42,385,000","43,081,000","52,620,000","46,306,000","50,712,000","86,921,000","145,369,000",,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,"35,279,000",,,,,,,,,,,,,,,,"1,911,000","2,552,000","-4,463,000",,,,,,"100,000",,,,
FinancingCashFlow,"-1,690,740,000","-2,060,082,000","-3,470,497,000","-3,500,417,000","-643,636,000","-1,674,088,000","-1,632,154,000","-914,329,000","-1,116,528,000","-944,597,000","-911,557,000","-847,022,000","-843,433,000","-973,771,000","-883,493,000","-806,896,000","-522,682,000","-621,383,000","-537,676,000","-367,354,000","-460,908,000","-530,212,000","-675,368,000","-336,477,000","-269,560,000","120,200,000","72,100,000","118,600,000","98,600,000","26,800,000","15,200,000","29,000,000","10,000,000","12,500,000","-18,300,000"
	CashFlowFromContinuingFinancingActivities,"-1,690,740,000","-2,060,082,000","-3,470,497,000","-3,500,417,000","-643,636,000","-1,674,088,000","-1,632,154,000","-914,329,000","-1,116,528,000","-944,597,000","-911,557,000","-847,022,000","-843,433,000","-973,771,000","-883,493,000","-806,896,000","-522,682,000","-621,383,000","-537,676,000","-367,354,000","-460,908,000","-530,212,000","-675,368,000","-336,477,000","-269,560,000","120,200,000","72,100,000","118,600,000","98,600,000","26,800,000","15,200,000","29,000,000","10,000,000","12,500,000","-18,300,000"
		NetIssuancePaymentsOfDebt,"1,580,917,000","1,475,145,000","786,218,000","-309,853,000","267,842,000","151,393,000","-128,804,000","109,996,000","263,580,000","268,814,000","124,144,000","391,107,000","391,979,000","419,420,000","164,989,000","459,860,000","297,593,000","72,940,000","-1,993,000","-4,700,000","322,405,000","329,800,000","-27,247,000","-21,853,000","354,300,000","342,800,000","73,000,000","104,000,000","80,900,000","9,300,000","-200,000","-2,600,000","-200,000","-67,600,000","-18,500,000"
			NetLongTermDebtIssuance,"867,417,000","868,945,000","182,818,000","-309,853,000","1,297,842,000","446,693,000","-299,004,000","152,396,000","113,680,000","115,014,000","-132,656,000","272,455,000","419,050,000","277,919,000","-16,597,000","182,260,000","297,593,000",,,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"1,750,000,000","1,750,000,000","750,000,000","0","1,850,000,000","750,000,000","0","600,000,000","650,000,000","650,000,000","400,000,000","800,000,000","500,000,000","500,000,000","0","500,000,000","750,000,000",,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-882,583,000","-881,055,000","-567,182,000","-309,853,000","-552,158,000","-303,307,000","-299,004,000","-447,604,000","-536,320,000","-534,986,000","-532,656,000","-527,545,000","-80,950,000","-222,081,000","-16,597,000","-317,740,000","-452,407,000",,,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,"713,500,000","606,200,000","603,400,000","0","-1,030,000,000","-295,300,000","170,200,000","-42,400,000","149,900,000","153,800,000","256,800,000","118,652,000","-27,071,000","141,501,000","181,586,000","277,600,000","-206,700,000",,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,"713,500,000","606,200,000","603,400,000","0",,,"170,200,000",,"149,900,000","153,800,000","256,800,000","123,600,000",,"141,501,000","181,586,000","277,600,000",,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,,"0","-1,030,000,000","-295,300,000",,,,"0","0","-4,948,000","-27,071,000",,,,"-206,700,000",,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-3,254,734,000","-3,517,058,000","-4,246,057,000","-3,190,564,000","-862,511,000","-1,816,077,000","-1,502,298,000","-1,016,963,000","-1,372,173,000","-1,204,699,000","-1,057,178,000","-1,290,161,000","-1,287,526,000","-1,410,956,000","-1,070,733,000","-1,260,147,000","-822,131,000","-702,935,000","-539,813,000","-362,305,000","-814,550,000","-845,792,000","-643,307,000","-317,687,000","-634,470,000","-223,000,000","-1,000,000","14,600,000","17,700,000","17,600,000","14,100,000","31,600,000","7,900,000","79,300,000",
			CommonStockIssuance,"181,998,000","182,494,000","113,934,000","187,757,000","68,392,000","188,819,000","89,715,000","54,686,000","80,289,000","66,717,000","42,034,000","97,154,000","75,343,000","55,846,000","52,922,000","39,855,000","27,065,000","58,952,000","38,253,000","64,547,000","33,552,000","45,303,000","55,676,000","48,410,000","5,455,000","11,600,000","27,700,000","14,600,000","17,700,000","17,600,000","14,100,000","31,600,000","7,900,000","79,300,000",
			CommonStockPayments,"-3,436,732,000","-3,699,552,000","-4,359,991,000","-3,378,321,000","-930,903,000","-2,004,896,000","-1,592,013,000","-1,071,649,000","-1,452,462,000","-1,271,416,000","-1,099,212,000","-1,387,315,000","-1,362,869,000","-1,466,802,000","-1,123,655,000","-1,300,002,000","-849,196,000","-761,887,000","-578,066,000","-426,852,000","-848,102,000","-891,095,000","-698,983,000","-366,097,000","-639,925,000","-234,600,000","-28,700,000",,,,,,,,
		NetOtherFinancingCharges,"-16,923,000","-18,169,000","-10,658,000",,"-48,967,000","-9,404,000","-1,052,000","-7,362,000","-7,935,000","-8,712,000","21,477,000","52,032,000","52,114,000","17,765,000","22,251,000","-6,609,000","1,856,000","8,612,000","4,130,000","-349,000","31,237,000","-14,220,000","-4,814,000","3,063,000","10,610,000","400,000","100,000",,,"-100,000","1,300,000",,"2,300,000","800,000","200,000"
EndCashPosition,"272,594,000","277,054,000","264,380,000","1,171,335,000","1,750,815,000","176,300,000","217,824,000","293,270,000","189,734,000","175,309,000","124,485,000","142,191,000","103,093,000","97,606,000","98,280,000","92,706,000","242,461,000","86,654,000","91,558,000","74,810,000","76,852,000","6,742,000","6,498,000","7,286,000","6,969,000","5,900,000","6,600,000","4,700,000","3,900,000","0","0","0","0","0","0"
	ChangesInCash,"-2,322,000","4,528,000","-907,461,000","-583,652,000","1,578,597,000","-37,421,000","-73,722,000","102,684,000","18,697,000","60,510,000","-18,291,000","40,694,000","5,787,000","-1,227,000","5,312,000","-146,810,000","155,268,000","-4,904,000","16,748,000","-2,042,000","-16,250,000","244,000","-788,000","317,000","1,051,000","-700,000","2,000,000","800,000","-2,500,000","-49,800,000","-28,200,000","26,800,000","48,700,000","8,200,000","100,000"
	EffectOfExchangeRateChanges,"2,764,000","8,146,000","506,000","4,172,000","-4,082,000","-4,103,000","-1,724,000","852,000","-4,272,000","-9,686,000","585,000","-1,596,000","-300,000","553,000","262,000","-2,945,000","539,000",,,,,,,,,,,,,,,,,,
	BeginningCashPosition,"274,916,000","264,380,000","1,171,335,000","1,750,815,000","176,300,000","217,824,000","293,270,000","189,734,000","175,309,000","124,485,000","142,191,000","103,093,000","97,606,000","98,280,000","92,706,000","242,461,000","86,654,000","91,558,000","74,810,000","76,852,000","93,102,000","6,498,000","7,286,000","6,969,000","5,918,000","6,600,000","4,700,000","3,900,000","6,400,000","56,200,000","84,500,000","57,800,000","9,000,000","900,000","800,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","-4,600,000","-4,000,000","-6,400,000","-56,300,000","-84,600,000","-57,700,000","-9,100,000","-900,000"
IncomeTaxPaidSupplementalData,,"570,250,000","461,232,000","574,854,000","339,486,000","383,871,000","427,161,000","579,925,000","582,384,000","539,152,000","556,974,000","498,587,000","443,666,000","405,654,000","420,575,000","299,021,000","313,875,000",,,,,,,,,,,,,,,,,,
InterestPaidSupplementalData,,"260,866,000","178,561,000","187,948,000","161,864,000","153,371,000","163,965,000","135,331,000","136,731,000","137,630,000","166,477,000","174,037,000","161,797,000","155,531,000","150,745,000","132,905,000","107,477,000",,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-1,092,126,000","-796,657,000","-672,391,000","-621,767,000","-457,736,000","-496,050,000","-522,247,000","-553,832,000","-498,791,000","-490,579,000","-449,228,000","-414,451,000","-378,054,000","-321,604,000","-315,400,000","-272,247,000","-243,594,000","-224,474,000","-263,580,000","-283,478,000","-184,870,000","-182,242,000","-117,239,000","-169,296,000","-249,657,000","-428,300,000","-437,200,000","-295,400,000","-280,200,000","-258,100,000","-173,000,000","-120,600,000","-70,800,000","-41,100,000","-25,900,000"
IssuanceOfCapitalStock,"181,998,000","182,494,000","113,934,000","187,757,000","68,392,000","188,819,000","89,715,000","54,686,000","80,289,000","66,717,000","42,034,000","97,154,000","75,343,000","55,846,000","52,922,000","39,855,000","27,065,000","58,952,000","38,253,000","64,547,000","33,552,000","45,303,000","55,676,000","48,410,000","5,455,000","11,600,000","27,700,000","14,600,000","17,700,000","17,600,000","14,100,000","31,600,000","7,900,000","79,300,000",
IssuanceOfDebt,"2,463,500,000","2,356,200,000","1,353,400,000","0","1,850,000,000","750,000,000","0","600,000,000","650,000,000","650,000,000","656,800,000","923,600,000","500,000,000","641,501,000","181,586,000","777,600,000","750,000,000",,,,,,,,,,,,,,,,,,
RepaymentOfDebt,"-882,583,000","-881,055,000","-567,182,000","-309,853,000","-552,158,000","-598,607,000","-299,004,000","-447,604,000","-536,320,000","-534,986,000","-532,656,000","-532,493,000","-108,021,000","-222,081,000","-16,597,000","-317,740,000","-452,407,000",,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-3,436,732,000","-3,699,552,000","-4,359,991,000","-3,378,321,000","-930,903,000","-2,004,896,000","-1,592,013,000","-1,071,649,000","-1,452,462,000","-1,271,416,000","-1,099,212,000","-1,387,315,000","-1,362,869,000","-1,466,802,000","-1,123,655,000","-1,300,002,000","-849,196,000","-761,887,000","-578,066,000","-426,852,000","-848,102,000","-891,095,000","-698,983,000","-366,097,000","-639,925,000","-234,600,000","-28,700,000",,,,,,,,
FreeCashFlow,"1,909,752,000","2,144,131,000","2,538,744,000","2,896,776,000","2,262,372,000","1,632,463,000","1,558,045,000","1,016,780,000","1,142,269,000","1,082,439,000","892,006,000","1,000,560,000","845,927,000","969,934,000","880,852,000","651,561,000","677,506,000","620,720,000","559,167,000","364,605,000","453,509,000","516,013,000","621,852,000","289,641,000","263,303,000","-120,900,000","-70,100,000","-117,800,000","-101,100,000","-78,000,000","-44,700,000","-3,600,000","38,500,000","-5,400,000","18,000,000"
