name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994
MarketCap,"441,320,856","611,145,826","782,763,505","848,563,883","479,183,576","396,398,630","735,489,958","701,905,278","623,131,595","591,844,194","605,041,300","956,432,149","930,060,551","459,897,282","357,389,340","268,506,980","187,394,050","621,189,691","741,498,279","479,222,299","454,815,129","348,569,899","218,942,920","234,392,444","181,903,581","247,229,349","325,402,896","276,791,000","134,651,322","111,817,104","86,961,096","83,206,799"
EnterpriseValue,"337,735,856","502,994,826","678,041,505","723,455,883","439,099,576","426,319,630","642,411,958","576,421,278","461,373,595","450,664,194","447,104,300","793,286,149","765,247,551","415,571,282","313,063,340","243,938,980","171,641,050","512,533,691","688,683,279","465,552,299","436,033,129","344,612,899","215,577,920","263,921,444","212,644,581","284,114,349","413,502,896","354,291,000","182,551,322","156,817,104","131,561,096","128,206,799"
PeRatio,"12.491","10.901","7.946","9.629",,"7.116","77.927","29.709","16.656","13.247","12.581","18.97","15.624","14.496",,,"4.544","10.861","15.348","18.52","17.699","15.933","11.115","12.378","7.929","17.925","16.846","17.414","11.534","11.551","6.237","8.605"
ForwardPeRatio,,,,,,,,,,"11.025","12.077","14.97","14.706","23.923","37.594",,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,"0.735","0.805",,,"1.839","2.892",,,,,,,,,,,,,,,,,
PsRatio,"0.678","0.909","1.074","1.24","0.924","0.567","1.185","1.296","1.116","1.067","1.055","1.738","1.849","0.989","0.933","0.707","0.398","1.181","1.443","1.05","1.113","1.119","0.745","0.709","0.513","0.834","1.249","1.095","0.636","0.603","0.539","0.416"
PbRatio,"0.875","1.221","1.638","1.868","1.231","0.761","1.529","1.44","1.326","1.309","1.252","2.079","2.172","1.175","1.014","0.671","0.442","1.341","1.96","1.49","1.437","1.373","0.927","1.359","1.141","1.673","1.937","1.905","1.296","1.067","0.936","1.148"
EnterprisesValueRevenueRatio,"0.509","0.732","0.888","1.027","0.846","0.601","1.021","1.049","0.816","0.77","0.764","1.413","1.518","0.888","0.819","0.642","0.34","0.916","1.292","0.989","1.041","1.087","0.718","0.881","0.663","0.963","1.54","1.521","0.849","0.844","0.818","0.902"
EnterprisesValueEBITDARatio,"5.908","6.075","4.693","6.082","-3.476","5.114","8.883","11.399","6.667","5.529","5.527","10.022","12.159","9.051","75.183","-40.82","3.589","7.598","9.996","7.183","9.145","1.047","0.661","7.803","5.254","13.556","11.681","12.653","7.512","7.468","6.961","7.723"
