name,ttm,03/31/2024,03/31/2023,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"5,568,579,000","5,701,879,000","5,903,165,000","5,683,466,000","4,474,667,000","5,267,132,000","5,193,185,000","4,989,244,000","4,833,338,000","3,963,313,000","3,084,370,000","2,332,051,000","1,834,921,000","1,472,684,000","1,063,927,000","856,411,000","725,244,000","606,561,000","430,689,000","281,053,000","205,181,000","115,419,000","49,550,000","19,732,000"
	OperatingRevenue,"5,568,579,000","5,701,879,000","5,903,165,000","5,683,466,000","4,474,667,000","5,267,132,000","5,193,185,000","4,989,244,000","4,833,338,000","3,963,313,000","3,084,370,000","2,332,051,000","1,834,921,000","1,472,684,000","1,063,927,000","856,411,000","725,244,000","606,561,000","430,689,000","281,053,000","205,181,000","115,419,000","49,550,000","19,732,000"
CostOfRevenue,"2,987,146,000","3,071,626,000","3,259,334,000","2,821,967,000","2,314,572,000","2,796,599,000","2,852,714,000","2,737,830,000","2,584,724,000","2,057,766,000","1,572,164,000","1,195,381,000","955,624,000","759,848,000","533,420,000","446,286,000","370,296,000","301,517,000","215,089,000","145,203,000","109,748,000","64,757,000","26,329,000","9,348,000"
GrossProfit,"2,581,433,000","2,630,253,000","2,643,831,000","2,861,499,000","2,160,095,000","2,470,533,000","2,340,471,000","2,251,414,000","2,248,614,000","1,905,547,000","1,512,206,000","1,136,670,000","879,297,000","712,836,000","530,507,000","410,125,000","354,948,000","305,044,000","215,600,000","135,850,000","95,433,000","50,662,000","23,221,000","10,384,000"
OperatingExpense,"2,648,747,000","2,400,502,000","2,380,245,000","2,334,691,000","2,171,934,000","2,233,763,000","2,182,339,000","2,099,522,000","1,831,143,000","1,497,000,000","1,158,251,000","871,572,000","670,602,000","550,069,000","418,152,000","324,852,000","278,023,000","218,779,000","158,323,000","99,961,000","70,053,000","40,709,000","18,908,000","7,035,000"
	SellingGeneralAndAdministration,"2,648,747,000","2,400,502,000","2,380,245,000","2,334,691,000","2,171,934,000","2,233,763,000","2,182,339,000","2,099,522,000","1,831,143,000","1,497,000,000","1,158,251,000","871,572,000","670,602,000","550,069,000","418,152,000","324,852,000","278,023,000","218,779,000","158,323,000","99,961,000","70,053,000","40,709,000","18,908,000","7,035,000"
OperatingIncome,"-67,314,000","229,751,000","263,586,000","526,808,000","-11,839,000","236,770,000","158,132,000","151,892,000","417,471,000","408,547,000","353,955,000","265,098,000","208,695,000","162,767,000","112,355,000","85,273,000","76,925,000","86,265,000","57,277,000","35,889,000","25,380,000","9,953,000","4,313,000","3,349,000"
NetNonOperatingInterestIncomeExpense,"4,238,000","268,000","-12,826,000","-44,300,000","-47,259,000","-21,240,000","-33,568,000","-34,538,000","-26,434,000","-14,628,000","-5,335,000","-2,933,000","-5,183,000","-3,841,000","-2,258,000","-2,344,000","-850,000","749,000",,,,,,
	InterestExpenseNonOperating,,,,,"47,259,000","21,240,000","33,568,000","34,538,000","26,434,000","14,628,000","5,335,000","2,933,000","5,183,000","3,841,000","2,258,000","2,344,000","850,000",,,,,,,
	TotalOtherFinanceCost,"-4,238,000","-268,000","12,826,000","44,300,000","47,259,000","21,240,000","33,568,000","34,538,000","26,434,000","14,628,000","5,335,000","2,933,000","5,183,000","3,841,000","2,258,000",,"850,000","-749,000",,,,,,
OtherIncomeExpense,"10,299,000","32,055,000","17,096,000","-91,631,000","-433,446,000","-5,688,000","-192,352,000","-127,663,000","-2,755,000","-7,234,000","-6,410,000","-1,172,000","-73,000","-2,064,000","-1,178,000","-511,000","-6,175,000","2,029,000","1,810,000",,,,"-894,000",
	SpecialIncomeCharges,"-25,086,000","0","0","-40,518,000","-601,599,000","0","-183,149,000","-124,049,000","0","0",,,,"-2,064,000","-1,178,000","-511,000","-6,175,000","2,029,000","1,810,000",,,,"-894,000",
		RestructuringAndMergernAcquisition,"25,086,000","0","0","40,518,000","601,599,000","0","183,149,000","124,049,000","0","0",,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,"4,750,000",,,"12,146,000","42,731,000",,,,,,,,,,,,,,,,
		WriteOff,,,,"1,821,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"35,385,000","32,055,000","17,096,000","-51,113,000","168,153,000","-5,688,000","-9,203,000","-3,614,000","-2,755,000","-7,234,000","-6,410,000","-1,172,000","-73,000","-2,064,000","-1,178,000",,,,,,,,,
PretaxIncome,"-52,777,000","262,074,000","267,856,000","390,877,000","-492,544,000","209,842,000","-67,788,000","-10,309,000","388,282,000","386,685,000","342,210,000","260,993,000","203,439,000","156,862,000","108,919,000","82,418,000","69,900,000","89,043,000","59,087,000","32,974,000","24,096,000","7,739,000","3,419,000","3,044,000"
TaxProvision,"30,827,000","30,006,000","-108,645,000","32,072,000","49,387,000","70,024,000","-20,552,000","37,951,000","131,303,000","154,112,000","134,168,000","98,663,000","74,661,000","59,943,000","40,442,000","35,633,000","31,671,000","36,485,000","20,108,000","13,255,000","7,774,000","1,991,000",,
EarningsFromEquityInterestNetOfTax,"210,000","-26,000","-2,042,000","1,255,000","-7,246,000","-47,679,000","934,000","0","0",,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-83,394,000","232,042,000","374,459,000","360,060,000","-549,177,000","92,139,000","-46,302,000","-48,260,000","197,979,000","232,573,000","208,042,000","162,330,000","128,778,000","96,337,000","67,929,000","46,785,000","38,229,000","52,558,000","38,979,000","14,412,000","14,328,000","5,273,000","2,766,000","3,008,000"
	NetIncome,"-83,394,000","232,042,000","374,459,000","360,060,000","-549,177,000","92,139,000","-46,302,000","-48,260,000","256,979,000","232,573,000","208,042,000","162,330,000","128,778,000","96,919,000","68,477,000","46,785,000","38,229,000","52,558,000","38,979,000","19,719,000","16,322,000","5,748,000","2,766,000","3,008,000"
		NetIncomeIncludingNoncontrollingInterests,"-83,394,000","232,042,000","374,459,000","360,060,000","-549,177,000","92,139,000","-46,302,000","-48,260,000","256,979,000","232,573,000","208,042,000","162,330,000","128,778,000","96,919,000","68,477,000","46,785,000","38,229,000","52,558,000","38,979,000","19,719,000","16,322,000","5,748,000","2,766,000","3,008,000"
			NetIncomeContinuousOperations,"-83,394,000","232,042,000","374,459,000","360,060,000","-549,177,000","92,139,000","-46,302,000","-48,260,000","256,979,000","232,573,000","208,042,000","162,330,000","128,778,000","96,919,000","68,477,000","46,785,000","38,229,000","52,558,000","38,979,000","19,719,000","16,322,000","5,748,000","2,766,000","3,008,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,"5,307,000","1,994,000","475,000",,
	OtherunderPreferredStockDividend,,,,,,,"0","0","59,000,000","0","0","162,000","386,000","582,000","548,000",,,,,,,,,
AverageDilutionEarnings,"676,000","901,000","899,000","0","0",,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-82,718,000","232,943,000","375,358,000","360,060,000","-549,177,000","92,139,000","-46,302,000","-48,260,000","197,979,000","232,573,000","208,042,000","162,330,000","128,778,000","96,337,000","67,929,000","46,785,000","38,229,000","52,558,000","38,979,000","14,412,000","14,328,000","5,273,000","2,766,000","3,008,000"
BasicEPS,"-0.19","0.53","0.86","0.77","-1.21","0.2","-0.1","-0.11","0.46","0.54","0.49","0.385","0.308","0.235","0.169","0.118","0.099","0.136","0.104","0.049","0.051","0.02","0.011","0.016"
DilutedEPS,"-0.2","0.52","0.84","0.77","-1.21","0.2","-0.1","-0.11","0.45","0.525","0.475","0.375","0.308","0.231","0.168","0.115","0.096","0.131","0.099","0.045","0.049","0.019","0.01","0.015"
BasicAverageShares,"438,029,250","440,324,000","451,426,000","465,504,000","454,089,000","450,964,000","445,815,000","440,729,000","436,330,000","430,996,000","426,454,000","421,392,000","561,372,000","412,560,000","406,384,000","398,784,000","388,552,000","384,168,000","375,864,000","297,592,000","280,992,000","256,848,000","249,600,000","185,280,000"
DilutedAverageShares,"446,307,750","451,011,000","461,509,000","468,644,000","454,089,000","454,274,000","445,815,000","440,729,000","444,905,000","441,736,000","438,760,000","431,916,000","561,372,000","420,208,000","410,256,000","405,200,000","399,120,000","399,672,000","396,696,000","317,488,000","294,192,000","273,168,000","263,736,000","195,864,000"
