name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
MarketCap,"1,634,556,888","2,496,979,055","2,859,120,160","4,777,825,590","2,761,443,250","2,014,106,100","1,260,687,952","1,966,209,818","3,139,331,140","2,146,693,010","2,219,835,600","3,783,363,600","1,221,698,130","905,035,920","704,660,300","629,084,800","514,701,945","653,237,900","890,490,960","986,971,635","576,175,448","604,595,850","502,979,678","608,612,448","511,705,500","761,225,184","1,310,630,452","1,014,612,592","969,975,000","489,795,336","309,968,724","251,490,913"
EnterpriseValue,"2,571,127,888","3,458,752,055","3,573,150,160","5,289,210,590","3,120,692,250","2,515,705,100","1,811,562,952","2,325,214,818","3,431,794,140","2,361,252,010","2,427,371,600","3,889,674,600","1,293,560,130","931,340,920","757,452,300","699,915,800","632,828,945","787,066,900","933,632,960","1,008,381,635","655,707,448","658,774,850","633,565,678","696,313,448","644,446,500","763,725,184","1,292,430,452","996,412,592","947,575,000","470,995,336","308,668,724","252,190,913"
PeRatio,"23.857","32.438","42.648",,"104.753",,"31.102","19.348","34.508","31.212","33.818","30.166","21.291","18.029","14.133","11.34","14.177","20.826","16.769","24.967","25.895","17.755","12.069","13.212","12.571","17.147","35.301","38.325","51.136","46.938","47.326","60.556"
ForwardPeRatio,"19.084","27.174","24.155","35.842","40.161","42.919",,"20.619",,,"13.532","11.025","16.611","15.456","13.387",,,,,,,,,,,,,,,,,
PegRatio,"1.174","1.556","1.609","2.393","5.024","8.586",,,,,"1.128","0.918","1.385","1.598","1.254",,,,,,,,,,,,,,,,,
PsRatio,"0.778","1.233","1.418","2.272","1.563","1.323","0.791","1.186","1.93","1.37","1.508","1.447","0.978","0.803","0.651","0.589","0.46","0.641","1.003","1.042","0.636","0.656","0.598","0.644","0.666","1.006","1.998","2.028","2.645","2.113","2.105","2.783"
PbRatio,,,,,,,,,,"44.431","24.3","22.321","6.731","4.43","3.546","3.557","3.96","5.148","5.462","5.589","4.139","3.796","4.125","3.111","3.036","2.606","4.989","4.77","5.371","4.76","6.595","13.031"
EnterprisesValueRevenueRatio,"1.215","1.654","1.698","2.632","1.772","1.666","1.087","1.325","2.03","1.435","1.556","2.742","0.963","0.777","0.673","0.633","0.559","0.74","0.961","1.031","0.696","0.718","0.67","0.717","0.717","0.948","1.93","1.958","2.631","2.123","2.194","2.827"
EnterprisesValueEBITDARatio,"12.522","17.153","21.938","26.314","25.761","39.533","14.832","11.052","17.672","14.85","16.058","27.451","9.7","7.802","6.311","5.44","6.513","9.38","7.843","10.166","8.99","7.192","5.599","5.903","5.772","7.833","17.141","16.69","23.689","21.907","23.928","31.923"
