name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
		NonCurrentDeferredLiabilities,"23,104,000","20,979,000","11,734,000","2,802,000","22,695,000","65,347,000","47,442,000","48,371,000","37,895,000","32,968,000","29,516,000","26,270,000","25,848,000","22,901,000","18,749,000","16,125,000","4,900,000","7,823,000","6,679,000","5,100,000","1,405,000","1,182,000",
			NonCurrentDeferredTaxesLiabilities,"23,104,000","20,979,000","11,734,000","2,802,000","22,695,000","17,268,000","5,301,000","12,268,000","6,402,000","6,004,000","5,774,000","6,102,000","8,715,000","8,444,000","6,660,000","6,205,000","4,900,000","7,823,000","6,679,000","5,100,000",,,
			NonCurrentDeferredRevenue,,,,,,,,,,,,,"17,133,000","14,457,000","12,089,000","9,920,000",,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,"2,696,000","4,016,000","4,247,000","2,178,000","0","2,704,000",,,,,,,
		RestrictedCommonStock,"8,893,000","7,979,000","8,027,000","7,481,000","8,249,000","7,703,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"114,958,000","89,161,000","93,671,000","103,338,000","65,522,000","50,376,000","49,811,000","41,450,000","35,437,000","28,554,000","27,426,000","20,305,000","16,780,000","14,376,000","10,992,000","8,912,000","16,623,000","11,045,000","10,838,000","8,894,000","5,460,000","3,469,000",
TotalEquityGrossMinorityInterest,"1,157,511,000","1,027,662,000","1,073,484,000","943,051,000","931,169,000","960,708,000","851,391,000","758,242,000","677,182,000","614,956,000","593,860,000","530,737,000","495,822,000","499,382,000","422,950,000","362,797,000","369,765,000","320,379,000","232,226,000","173,910,000","43,587,000","26,987,000","21,190,000"
	StockholdersEquity,"1,141,662,000","1,012,638,000","1,058,124,000","927,505,000","915,994,000","945,569,000","839,079,000","750,226,000","669,662,000","607,892,000","587,659,000","525,084,000","491,904,000","496,616,000","420,372,000","359,990,000","367,381,000","319,074,000","231,575,000","173,211,000","37,902,000","26,987,000","16,535,000"
		CapitalStock,"67,000","67,000","69,000","70,000","69,000","72,000","71,000","71,000","70,000","70,000","70,000","69,000","69,000","72,000","70,000","69,000","75,000","74,000","70,000","67,000","0","0",
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0",
			CommonStock,"67,000","67,000","69,000","70,000","69,000","72,000","71,000","71,000","70,000","70,000","70,000","69,000","69,000","72,000","70,000","69,000","75,000","74,000","70,000","67,000","0","0",
		AdditionalPaidInCapital,"0","13,139,000","114,504,000","145,626,000","140,501,000","257,388,000","236,548,000","219,626,000","201,023,000","189,168,000","215,051,000","199,967,000","206,019,000","250,874,000","231,564,000","220,385,000","264,234,000","255,253,000","201,765,000","173,621,000","0","0",
		RetainedEarnings,"1,141,595,000","999,432,000","943,551,000","781,915,000","775,649,000","688,337,000","602,499,000","530,723,000","468,678,000","419,436,000","374,190,000","327,509,000","288,425,000","247,008,000","188,719,000","141,240,000","103,072,000","63,747,000","29,738,000","-584,000","0","0",
		GainsLossesNotAffectingRetainedEarnings,,,"0","-106,000","-225,000","-228,000","-39,000","-194,000","-109,000","-782,000","-1,652,000","-2,461,000","-2,609,000","-1,338,000","19,000","-1,704,000",,,"3,000","107,000","0","0",
			OtherEquityAdjustments,,,,"-106,000","-225,000","-228,000","-39,000","-194,000","-109,000","-782,000","-1,652,000","-2,461,000","-2,609,000",,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,"-1,000",,"37,902,000","26,987,000",
	MinorityInterest,"15,849,000","15,024,000","15,360,000","15,546,000","15,175,000","15,139,000","12,312,000","8,016,000","7,520,000","7,064,000","6,201,000","5,653,000","3,918,000","2,766,000","2,578,000","2,807,000","2,384,000","1,305,000","651,000","699,000","5,685,000",,"4,655,000"
TotalCapitalization,"1,141,662,000","1,062,638,000","1,158,124,000","1,117,505,000","915,994,000","945,569,000","891,060,000","802,607,000","695,212,000","658,585,000","638,649,000","576,348,000","553,505,000","548,522,000","521,551,000","492,472,000","433,863,000","353,861,000","237,830,000","185,971,000","37,902,000","86,081,000","51,627,000"
CommonStockEquity,"1,141,662,000","1,012,638,000","1,058,124,000","927,505,000","915,994,000","945,569,000","839,079,000","750,226,000","669,662,000","607,892,000","587,659,000","525,084,000","491,904,000","496,616,000","420,372,000","359,990,000","367,381,000","319,074,000","231,575,000","173,211,000","37,902,000","26,987,000","16,535,000"
CapitalLeaseObligations,"770,887,000","703,364,000","644,844,000","591,442,000","555,973,000","0",,,,,,,,,,,,"575,000","626,000","771,000","1,135,000","1,381,000",
NetTangibleAssets,"959,115,000","851,917,000","929,603,000","798,233,000","790,012,000","820,390,000","715,339,000","630,033,000","548,264,000","485,118,000","462,586,000","402,385,000","371,916,000","374,713,000","295,713,000","232,376,000","257,111,000","227,545,000","180,512,000","122,458,000","37,902,000","24,797,000","16,535,000"
WorkingCapital,"-388,960,000","-255,169,000","-38,619,000","4,333,000","-169,321,000","-40,123,000","-72,917,000","-79,268,000","-122,829,000","-68,245,000","-30,109,000","-36,190,000","-24,398,000","1,864,000","-33,887,000","-64,835,000","-46,628,000","-25,474,000","-6,690,000","-13,581,000","-19,599,000","-15,451,000",
InvestedCapital,"1,141,662,000","1,062,638,000","1,158,124,000","1,167,505,000","915,994,000","945,569,000","891,060,000","802,774,000","695,356,000","658,714,000","638,892,000","576,686,000","553,809,000","548,796,000","521,798,000","492,700,000","434,165,000","354,514,000","238,468,000","186,694,000","37,902,000","92,496,000","51,627,000"
TangibleBookValue,"959,115,000","851,917,000","929,603,000","798,233,000","790,012,000","820,390,000","715,339,000","630,033,000","548,264,000","485,118,000","462,586,000","402,385,000","371,916,000","374,713,000","295,713,000","232,376,000","257,111,000","227,545,000","180,512,000","122,458,000","37,902,000","24,797,000","16,535,000"
TotalDebt,"770,887,000","753,364,000","744,844,000","831,442,000","555,973,000","0","51,981,000","52,548,000","25,694,000","50,822,000","51,233,000","51,602,000","61,905,000","52,180,000","101,426,000","132,710,000","66,784,000","36,015,000","7,519,000","14,254,000","65,448,000","66,890,000","35,092,000"
NetDebt,,,,,,,,,,,,,,,"54,568,000","127,452,000","55,220,000","1,656,000",,,"58,585,000","57,693,000","35,092,000"
ShareIssued,"66,789,464","66,973,311","69,382,418","69,561,861","69,400,252","71,617,510","71,168,897","70,619,737","70,091,203","69,628,781","70,352,257","68,977,045","69,186,967","72,222,991","70,384,915","69,487,161","74,847,978","74,268,301","70,533,031","67,122,056","66,311,114","66,311,114","66,311,114"
OrdinarySharesNumber,"66,789,464","66,973,311","69,382,418","69,561,861","69,400,252","71,617,510","71,168,897","70,619,737","70,091,203","69,628,781","70,352,257","68,977,045","69,186,967","72,222,991","70,384,915","69,487,161","74,847,978","74,268,301","70,533,031","67,122,056","66,311,114","66,311,114","66,311,114"
