name,03/31/2024,03/31/2023,03/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"4,760,734,000","4,827,553,000","4,452,832,000","4,991,396,000","5,030,628,000","4,843,531,000","4,245,022,000","4,006,367,000","3,644,331,000","2,865,970,000","2,095,083,000","1,577,741,000","1,157,083,000","919,210,000","675,378,000","545,588,000","487,555,000","390,613,000","289,368,000","203,687,000","110,977,000","54,725,000","29,524,000","9,539,000"
	CurrentAssets,"2,863,682,000","2,948,484,000","2,832,825,000","3,336,299,000","3,222,975,000","2,702,209,000","2,593,628,000","2,337,679,000","1,965,153,000","1,498,763,000","1,549,399,000","1,128,811,000","903,598,000","689,663,000","555,850,000","448,000,000","396,423,000","322,245,000","244,952,000","181,790,000","96,463,000","50,383,000",,
		CashCashEquivalentsAndShortTermInvestments,"858,691,000","710,929,000","1,009,139,000","1,669,453,000","1,517,361,000","788,072,000","557,403,000","312,483,000","250,470,000","129,852,000","593,175,000","347,489,000","341,841,000","175,384,000","203,870,000","187,297,000","102,042,000","40,588,000","70,655,000","62,977,000","1,085,000","667,000","794,000","297,000"
			CashAndCashEquivalents,"858,691,000","710,929,000","1,009,139,000","1,669,453,000","1,517,361,000","788,072,000","557,403,000","312,483,000","250,470,000","129,852,000","593,175,000","347,489,000","341,841,000","175,384,000","203,870,000","187,297,000","102,042,000","40,588,000","70,655,000","62,977,000","1,085,000","667,000","794,000","297,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,"667,000",,
		Receivables,"757,339,000","758,564,000","702,197,000","569,014,000","527,340,000","708,714,000","652,546,000","609,670,000","622,685,000","433,638,000","279,835,000","209,952,000","175,524,000","134,043,000","102,034,000","79,356,000","81,302,000","93,515,000","76,177,000","53,132,000","38,506,000","24,716,000",,
			AccountsReceivable,"757,339,000","758,564,000","702,197,000","569,014,000","527,340,000","708,714,000","652,546,000","609,670,000","622,685,000","433,638,000","279,835,000","209,952,000","175,524,000","134,043,000","102,034,000","79,356,000","81,302,000","93,515,000","71,867,000","53,132,000","38,506,000","23,316,000",,
				GrossAccountsReceivable,"772,333,000","769,377,000","709,310,000","576,142,000","547,690,000","723,796,000","674,770,000","629,382,000","633,985,000","439,538,000","283,535,000","212,852,000","178,824,000","138,143,000",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-14,994,000","-10,813,000","-7,113,000","-7,128,000","-20,350,000","-15,082,000","-22,224,000","-19,712,000","-11,300,000","-5,900,000","-3,700,000","-2,900,000","-3,300,000","-4,100,000",,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"4,310,000",,"1,558,000","1,400,000",,
		Inventory,"958,495,000","1,185,657,000","824,455,000","811,410,000","895,974,000","892,258,000","1,019,496,000","1,158,548,000","917,491,000","783,031,000","536,714,000","469,006,000","319,286,000","324,409,000","215,355,000","148,488,000","182,232,000","166,082,000","81,031,000","53,607,000","48,055,000","21,849,000","13,905,000","4,419,000"
			RawMaterials,,,,,,,,,,,,,,"803,000","831,000","785,000","731,000","1,180,000","1,321,000","881,000","1,824,000",,,
			WorkInProcess,,,,,,,,,,,,,,,"0","71,000","6,000","208,000","133,000","95,000","399,000",,,
			FinishedGoods,,,,,,,,,,,,,,"323,606,000","214,524,000","147,632,000","187,072,000","169,560,000","83,618,000","57,518,000","50,802,000",,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,"-7,964,000","-5,577,000","-4,866,000","-4,041,000","-4,887,000","-4,970,000",,,
		PrepaidAssets,,,,"286,422,000","282,300,000","313,165,000","364,183,000","256,978,000","174,507,000","152,242,000","87,177,000","63,987,000","43,896,000","39,643,000","19,326,000","19,989,000","18,023,000","11,642,000","8,944,000","5,252,000",,,,
		CurrentDeferredAssets,,,,,,,,,,,"52,498,000","38,377,000","23,051,000","16,184,000","15,265,000","12,870,000","12,824,000","10,418,000","8,145,000","6,822,000","6,447,000","2,796,000",,
			CurrentDeferredTaxesAssets,,,,,,,,,,,"52,498,000","38,377,000","23,051,000","16,184,000","15,265,000","12,870,000","12,824,000","10,418,000","8,145,000","6,822,000","6,447,000","2,796,000",,
		OtherCurrentAssets,"289,157,000","293,334,000","297,034,000","286,422,000","282,300,000","313,165,000","364,183,000","256,978,000","174,507,000","152,242,000","87,177,000","63,987,000","43,896,000","39,643,000",,,,"614,000",,"5,252,000","2,370,000","355,000",,
	TotalNonCurrentAssets,"1,897,052,000","1,879,069,000","1,620,007,000","1,655,097,000","1,807,653,000","2,141,323,000","1,651,394,000","1,668,688,000","1,679,178,000","1,367,207,000","545,684,000","448,930,000","253,485,000","229,547,000","119,528,000","97,588,000","91,132,000","68,368,000","44,416,000","21,897,000","14,514,000","4,342,000",,
		NetPPE,"1,099,202,000","1,134,140,000","1,021,762,000","1,055,590,000","1,195,338,000","1,384,079,000","826,868,000","885,774,000","804,211,000","538,531,000","305,564,000","223,952,000","180,850,000","159,135,000","76,127,000","72,926,000","73,548,000","52,332,000","29,923,000","20,865,000","14,211,000","4,128,000",,
			GrossPPE,"2,255,637,000","2,186,018,000","1,998,530,000","2,005,013,000","2,078,912,000","2,194,198,000","1,482,463,000","1,412,758,000","1,201,267,000","831,764,000","522,376,000","396,086,000","326,121,000","273,810,000","162,906,000","142,582,000","120,107,000","83,687,000","49,216,000","31,133,000","18,326,000","4,128,000",,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				LandAndImprovements,"82,410,000","83,626,000","83,626,000","83,626,000","83,626,000","83,626,000","83,626,000","83,574,000","83,574,000","17,628,000","17,628,000","17,628,000","17,628,000","17,628,000",,,,,,,,,,
				BuildingsAndImprovements,"68,230,000","48,632,000","48,382,000","48,382,000","48,382,000","52,184,000","48,230,000","47,625,000","47,216,000","47,137,000","46,419,000","45,903,000","42,533,000","42,141,000",,,,"11,598,000","6,700,000","4,058,000","3,151,000",,,
				MachineryFurnitureEquipment,"970,247,000","942,051,000","914,111,000","903,910,000","910,383,000","844,554,000","765,013,000","680,872,000","519,115,000","400,582,000","269,389,000","205,089,000","166,651,000","143,694,000","84,831,000","77,989,000","67,319,000","51,015,000","34,146,000","27,051,000","15,123,000",,,
				OtherProperties,"463,609,000","510,919,000","426,148,000","453,909,000","542,707,000","596,002,000","2,348,000","20,438,000","20,383,000","4,002,000","3,175,000","1,219,000","1,246,000","970,000","32,113,000","27,714,000","22,342,000","10,663,000","24,000","24,000","52,000",,,
				ConstructionInProgress,"175,960,000","138,069,000","64,869,000","52,598,000","31,217,000","54,771,000","136,916,000","148,488,000","204,362,000","147,581,000","57,677,000","28,471,000","23,005,000","9,160,000","7,223,000","12,532,000","11,910,000","10,411,000","8,346,000",,,,,
				Leases,"495,181,000","462,721,000","461,394,000","462,588,000","462,597,000","563,061,000","446,330,000","431,761,000","326,617,000","214,834,000","128,088,000","97,776,000","75,058,000","60,217,000","38,739,000","24,347,000","18,536,000","11,598,000",,,,,,
			AccumulatedDepreciation,"-1,156,435,000","-1,051,878,000","-976,768,000","-949,423,000","-883,574,000","-810,119,000","-655,595,000","-526,984,000","-397,056,000","-293,233,000","-216,812,000","-172,134,000","-145,271,000","-114,675,000","-86,779,000","-69,656,000","-46,559,000","-31,355,000","-19,293,000","-10,268,000","-4,115,000",,,
		GoodwillAndOtherIntangibleAssets,"485,302,000","490,932,000","502,088,000","506,225,000","515,509,000","586,524,000","588,287,000","602,669,000","627,901,000","660,867,000","149,486,000","146,341,000","4,483,000","5,535,000","3,914,000","5,681,000","5,470,000","6,470,000","7,875,000",,,,,
			Goodwill,"478,302,000","481,992,000","491,508,000","495,215,000","502,214,000","550,178,000","546,494,000","555,674,000","563,591,000","585,181,000","123,256,000","122,244,000","0",,,,,,,,,,,
			OtherIntangibleAssets,"7,000,000","8,940,000","10,580,000","11,010,000","13,295,000","36,346,000","41,793,000","46,995,000","64,310,000","75,686,000","26,230,000","24,097,000","4,483,000","5,535,000","3,914,000","5,681,000","5,470,000","6,470,000","7,875,000",,,,,
		NonCurrentDeferredAssets,"221,033,000","186,908,000","20,141,000","17,812,000","23,930,000","82,379,000","112,420,000","82,801,000","136,862,000","92,157,000","33,570,000","31,094,000","22,606,000","15,885,000","21,275,000","13,908,000","8,687,000","8,173,000","5,180,000",,,"21,000",,
			NonCurrentDeferredTaxesAssets,"221,033,000","186,908,000","20,141,000","17,812,000","23,930,000","82,379,000","112,420,000","82,801,000","136,862,000","92,157,000","33,570,000","31,094,000","22,606,000","15,885,000","21,275,000","13,908,000","8,687,000","8,173,000","5,180,000",,,"21,000",,
		OtherNonCurrentAssets,"91,515,000","67,089,000","76,016,000","75,470,000","72,876,000","88,341,000","123,819,000","97,444,000","110,204,000","75,652,000","57,064,000","47,543,000","45,546,000","48,992,000","18,212,000","5,073,000","3,427,000","1,393,000","1,438,000","1,032,000","303,000","193,000",,
TotalLiabilitiesNetMinorityInterest,"2,607,448,000","2,861,406,000","2,723,878,000","2,902,402,000","3,354,635,000","2,693,444,000","2,228,151,000","1,987,725,000","1,613,431,000","1,197,748,000","744,783,000","524,387,000","340,161,000","282,778,000","178,412,000","145,591,000","156,458,000","110,128,000","74,980,000","52,857,000","89,740,000","42,860,000","26,697,000","6,717,000"
	CurrentLiabilities,"1,165,461,000","1,359,283,000","1,298,595,000","1,450,176,000","1,413,276,000","1,422,009,000","1,315,977,000","1,060,375,000","685,816,000","478,810,000","421,627,000","426,630,000","252,228,000","183,607,000","149,147,000","120,162,000","133,110,000","95,699,000","71,563,000","47,672,000","79,773,000","36,561,000",,
		PayablesAndAccruedExpenses,"771,584,000","1,015,016,000","878,294,000","1,073,472,000","954,813,000","992,888,000","901,299,000","857,949,000","618,429,000","393,395,000","358,113,000","299,185,000","228,766,000","169,812,000","139,817,000","109,595,000","98,340,000","91,123,000","68,121,000","43,148,000","35,146,000","16,144,000",,
			Payables,"483,731,000","648,486,000","560,331,000","613,307,000","575,954,000","618,194,000","560,884,000","561,108,000","409,679,000","200,460,000","210,432,000","165,456,000","143,689,000","100,527,000","84,679,000","68,710,000","72,435,000","55,012,000","42,718,000","31,699,000","20,620,000","11,924,000",,
				AccountsPayable,"483,731,000","648,486,000","560,331,000","613,307,000","575,954,000","618,194,000","560,884,000","561,108,000","409,679,000","200,460,000","210,432,000","165,456,000","143,689,000","100,527,000","84,679,000","68,710,000","72,435,000","55,012,000","42,718,000","31,699,000","20,620,000","10,874,000",,
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,"1,050,000",,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,"1,050,000",,
			CurrentAccruedExpenses,"287,853,000","366,530,000","317,963,000","460,165,000","378,859,000","374,694,000","340,415,000","296,841,000","208,750,000","192,935,000","147,681,000","133,729,000","85,077,000","69,285,000","55,138,000","40,885,000","25,905,000","36,111,000","25,403,000","11,449,000","14,526,000","4,220,000",,
		CurrentProvisions,"139,283,000","160,533,000","159,628,000","164,294,000","203,399,000","219,424,000","301,421,000",,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"220,250,000","140,990,000","134,833,000","138,664,000","162,561,000","125,900,000","25,000,000","152,000,000","27,000,000","42,000,000","28,951,000","104,972,000","9,132,000","6,882,000","6,865,000","9,275,000","32,433,000","4,576,000","3,442,000","3,808,000","42,345,000","20,417,000",,
			CurrentDebt,"80,919,000",,,,,,"25,000,000","152,000,000","27,000,000","42,000,000","28,951,000","104,972,000","9,132,000","6,882,000","6,865,000","9,178,000","32,072,000","4,111,000","3,442,000","3,808,000","42,345,000","19,687,000",,
				LineOfCredit,,,,,,,"0","125,000,000","0",,"0","100,000,000","0",,,,,,,,,,,
				OtherCurrentBorrowings,"80,919,000",,,,,,"25,000,000","27,000,000","27,000,000",,"28,951,000","4,972,000","9,132,000",,"6,865,000","9,178,000","32,072,000","4,111,000",,,,"19,687,000",,
			CurrentCapitalLeaseObligation,"139,331,000","140,990,000","134,833,000","138,664,000","162,561,000","125,900,000","0",,,,,,,,"0","97,000","361,000","465,000",,,,"730,000",,
		OtherCurrentLiabilities,"34,344,000","42,744,000","125,840,000","73,746,000","92,503,000","83,797,000","88,257,000","50,426,000","40,387,000","43,415,000","34,563,000","22,473,000","14,330,000","6,913,000","2,465,000","1,292,000","2,337,000",,,"716,000","2,282,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,441,987,000","1,502,123,000","1,425,283,000","1,452,226,000","1,941,359,000","1,271,435,000","912,174,000","927,350,000","927,615,000","718,938,000","323,156,000","97,757,000","87,933,000","99,171,000","29,265,000","25,429,000","23,348,000","14,429,000","3,417,000","5,185,000","9,967,000","6,299,000",,
		LongTermDebtAndCapitalLeaseObligation,"1,222,538,000","1,380,191,000","1,341,269,000","1,365,642,000","1,842,970,000","1,173,322,000","703,834,000","765,046,000","790,388,000","624,070,000","255,250,000","47,951,000","52,757,000","70,842,000","9,077,000","10,948,000","13,158,000","9,756,000","2,815,000","4,583,000","2,788,000","1,601,000",,
			LongTermDebt,"594,873,000","674,478,000","672,286,000","662,531,000","1,003,556,000","592,687,000","703,834,000","765,046,000","790,388,000","624,070,000","255,250,000","47,951,000","52,757,000","70,842,000","9,077,000","10,948,000","13,061,000","9,298,000","1,893,000","2,868,000","100,000","428,000",,
			LongTermCapitalLeaseObligation,"627,665,000","705,713,000","668,983,000","703,111,000","839,414,000","580,635,000","0",,,,,,,,,"0","97,000","458,000","922,000","1,715,000","2,688,000","1,173,000",,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,"330,000","289,000","0",,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,"330,000","289,000","0",,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,"6,692,000","4,698,000",,"0"
		OtherNonCurrentLiabilities,"219,449,000","121,932,000","84,014,000","86,584,000","98,389,000","98,113,000","208,340,000","162,304,000","137,227,000","94,868,000","67,906,000","49,806,000","35,176,000","28,329,000","20,188,000","14,481,000","10,190,000","4,673,000","602,000","272,000","198,000",,,
TotalEquityGrossMinorityInterest,"2,153,286,000","1,966,147,000","1,728,954,000","2,088,994,000","1,675,993,000","2,150,087,000","2,016,871,000","2,018,642,000","2,030,900,000","1,668,222,000","1,350,300,000","1,053,354,000","816,922,000","636,432,000","496,966,000","399,997,000","331,097,000","280,485,000","214,388,000","150,830,000","21,237,000","11,865,000","2,827,000","2,822,000"
	StockholdersEquity,"2,153,286,000","1,966,147,000","1,728,954,000","2,088,994,000","1,675,993,000","2,150,087,000","2,016,871,000","2,018,642,000","2,030,900,000","1,668,222,000","1,350,300,000","1,053,354,000","816,922,000","636,432,000","496,966,000","399,997,000","331,097,000","280,485,000","214,388,000","150,830,000","21,237,000","11,865,000","2,827,000","2,822,000"
		CapitalStock,"144,000","147,000","153,000","158,000","150,000","149,000","148,000","146,000","145,000","144,000","71,000","70,000","35,000","34,000","17,000","17,000","16,000","16,000","16,000","15,000","12,000","11,000",,
			CommonStock,"144,000","147,000","153,000","158,000","150,000","149,000","148,000","146,000","145,000","144,000","71,000","70,000","35,000","34,000","17,000","17,000","16,000","16,000","16,000","15,000","12,000","11,000",,
		AdditionalPaidInCapital,"1,181,854,000","1,136,536,000","1,046,961,000","1,108,613,000","1,061,173,000","973,717,000","916,628,000","872,266,000","823,484,000","636,558,000","508,350,000","397,248,000","321,338,000","268,206,000","224,887,000","197,342,000","174,725,000","162,362,000","148,562,000","124,803,000","7,733,000","7,656,000",,
		RetainedEarnings,"1,048,411,000","897,306,000","721,926,000","1,027,833,000","673,855,000","1,226,986,000","1,139,082,000","1,184,441,000","1,259,414,000","1,076,533,000","856,687,000","653,842,000","493,181,000","366,164,000","270,021,000","202,188,000","156,011,000","117,782,000","66,376,000","28,067,000","13,655,000","4,327,000",,
		TreasuryStock,,,,,,,,,,,,,,,,,,"-325,000",,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-77,123,000","-67,842,000","-40,086,000","-47,610,000","-59,185,000","-50,765,000","-38,987,000","-38,211,000","-52,143,000","-45,013,000","-14,808,000","2,194,000","2,368,000","2,028,000","2,041,000","464,000","405,000","507,000","-566,000","-2,055,000","-163,000","0",,
			OtherEquityAdjustments,"-77,123,000","-67,842,000","-40,086,000","-47,610,000","-59,185,000","-50,765,000","-38,987,000","-38,211,000","-52,143,000","-45,013,000","-14,808,000","2,194,000","2,368,000","2,028,000",,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,"-14,000","-60,000","-182,000",,,,"-129,000",,
TotalCapitalization,"2,748,159,000","2,640,625,000","2,401,240,000","2,751,525,000","2,679,549,000","2,742,774,000","2,720,705,000","2,783,688,000","2,821,288,000","2,292,292,000","1,605,550,000","1,101,305,000","869,679,000","707,274,000","506,043,000","410,945,000","344,158,000","289,783,000","216,281,000","153,698,000","21,337,000","12,293,000","2,827,000","2,822,000"
CommonStockEquity,"2,153,286,000","1,966,147,000","1,728,954,000","2,088,994,000","1,675,993,000","2,150,087,000","2,016,871,000","2,018,642,000","2,030,900,000","1,668,222,000","1,350,300,000","1,053,354,000","816,922,000","636,432,000","496,966,000","399,997,000","331,097,000","280,485,000","214,388,000","150,830,000","21,237,000","11,865,000","2,827,000","2,822,000"
CapitalLeaseObligations,"766,996,000","846,703,000","803,816,000","841,775,000","1,001,975,000","706,535,000","0",,,,,,,,"0","97,000","458,000","923,000","922,000","1,715,000","2,688,000","1,903,000",,
NetTangibleAssets,"1,667,984,000","1,475,215,000","1,226,866,000","1,582,769,000","1,160,484,000","1,563,563,000","1,428,584,000","1,415,973,000","1,402,999,000","1,007,355,000","1,200,814,000","907,013,000","812,439,000","630,897,000","493,052,000","394,316,000","325,627,000","274,015,000","206,513,000","150,830,000","21,237,000","11,865,000","2,827,000","2,822,000"
WorkingCapital,"1,698,221,000","1,589,201,000","1,534,230,000","1,886,123,000","1,809,699,000","1,280,200,000","1,277,651,000","1,277,304,000","1,279,337,000","1,019,953,000","1,127,772,000","702,181,000","651,370,000","506,056,000","406,703,000","327,838,000","263,313,000","226,546,000","173,389,000","134,118,000","16,690,000","13,822,000",,
InvestedCapital,"2,829,078,000","2,640,625,000","2,401,240,000","2,751,525,000","2,679,549,000","2,742,774,000","2,745,705,000","2,935,688,000","2,848,288,000","2,334,292,000","1,634,501,000","1,206,277,000","878,811,000","714,156,000","512,908,000","420,123,000","376,230,000","293,894,000","219,723,000","157,506,000","63,682,000","31,980,000","2,827,000","2,822,000"
TangibleBookValue,"1,667,984,000","1,475,215,000","1,226,866,000","1,582,769,000","1,160,484,000","1,563,563,000","1,428,584,000","1,415,973,000","1,402,999,000","1,007,355,000","1,200,814,000","907,013,000","812,439,000","630,897,000","493,052,000","394,316,000","325,627,000","274,015,000","206,513,000","150,830,000","21,237,000","11,865,000","2,827,000","2,822,000"
TotalDebt,"1,442,788,000","1,521,181,000","1,476,102,000","1,504,306,000","2,005,531,000","1,299,222,000","728,834,000","917,046,000","817,388,000","666,070,000","284,201,000","152,923,000","61,889,000","77,724,000","15,942,000","20,223,000","45,591,000","14,332,000","6,257,000","8,391,000","45,133,000","22,018,000",,
NetDebt,,,,,,,"171,431,000","604,563,000","566,918,000","536,218,000",,,,,,,,,,,"41,360,000","19,448,000",,
ShareIssued,"435,963,396","444,501,206","461,590,777","476,262,051","455,007,353","451,767,410","448,582,282","442,082,502","438,438,959","397,742,936","391,191,976","363,257,416","355,144,424","335,219,008","409,282,840","401,981,176","392,372,632","390,029,688","382,447,256","378,843,464","375,727,880","375,727,880","375,727,880","375,727,880"
OrdinarySharesNumber,"435,963,396","444,501,206","461,590,777","476,262,051","455,007,353","451,767,410","448,582,282","442,082,502","438,438,959","397,742,936","391,191,976","363,257,416","355,144,424","335,219,008","409,282,840","401,981,176","392,372,632","390,029,688","382,447,256","378,843,464","375,727,880","375,727,880","375,727,880","375,727,880"
