name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003
OperatingIncome,"1,588,114,000","1,686,539,000","1,649,211,000","1,307,009,000","366,142,000","920,348,000","873,847,000","809,577,000","673,395,000","520,979,000","424,781,000","344,858,000","294,794,000","206,182,000","125,979,000","74,156,000","46,301,000","46,721,000","40,088,000","29,424,000","491,152,000","10,896,000","13,248,000"
NetNonOperatingInterestIncomeExpense,"17,251,000","17,622,000","4,934,000","-1,663,000","-5,735,000","5,056,000","5,061,000","1,568,000","890,000","1,143,000","894,000","118,000","-185,000","-587,000","-755,000","-2,202,000","-3,943,000",,,,,,
	InterestIncomeNonOperating,,,,,,"5,056,000","5,061,000","1,568,000","890,000","1,143,000","894,000","118,000","-185,000","-587,000",,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,"185,000","587,000","755,000","2,202,000","3,943,000",,,,,,
	TotalOtherFinanceCost,,"-17,622,000","-4,934,000","1,663,000","5,735,000","-5,056,000","-5,061,000","-1,568,000","-890,000","-1,143,000","-894,000","-118,000","185,000","587,000",,,,,,,,,
OtherIncomeExpense,"-13,648,000","-8,510,000","-10,601,000","-9,517,000","-129,322,000","-19,254,000","-19,767,000","-24,286,000","-18,571,000","-14,682,000","-14,366,000","-17,270,000","-14,816,000","-9,987,000","-7,095,000","-6,003,000",,,,,,,
	SpecialIncomeCharges,"-13,648,000","-8,510,000","-10,601,000","-9,517,000","-129,322,000","-19,254,000","-19,767,000","-24,286,000","-18,571,000","-14,682,000","-14,366,000","-17,270,000","-14,816,000","-9,987,000","-7,095,000","-6,003,000",,,,,,,
		RestructuringAndMergernAcquisition,,,,,"16,958,000",,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,"72,533,000","0","0",,,,,,,,,,,,,,,,
		WriteOff,,,"0","0",,"0","0",,,,,,,,,,,,,,,,
		OtherSpecialCharges,"13,648,000","8,510,000","10,601,000","9,517,000","39,831,000","19,254,000","19,767,000","24,286,000","18,571,000","14,682,000","14,366,000","17,270,000","14,816,000","9,987,000","7,095,000","6,003,000",,,,,,,
PretaxIncome,"1,591,717,000","1,695,651,000","1,643,544,000","1,295,829,000","231,085,000","906,150,000","859,141,000","786,859,000","655,714,000","507,440,000","411,309,000","327,706,000","279,793,000","195,608,000","118,129,000","65,951,000","42,358,000","42,179,000","36,774,000","26,473,000",,"8,107,000","10,899,000"
TaxProvision,"382,196,000","404,646,000","401,136,000","309,992,000","55,250,000","200,205,000","200,582,000","231,625,000","245,954,000","187,432,000","154,174,000","124,857,000","107,244,000","75,344,000","47,099,000","26,595,000","17,090,000","16,844,000","14,231,000","10,504,000",,"3,023,000","1,203,000"
NetIncomeCommonStockholders,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","14,116,000","7,959,000","3,047,000","-2,232,000","5,084,000","9,696,000"
	NetIncome,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","25,335,000","22,543,000","15,969,000","9,460,000","5,084,000","9,696,000"
		NetIncomeIncludingNoncontrollingInterests,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","25,335,000","22,543,000","15,969,000","9,460,000","5,084,000","9,696,000"
			NetIncomeContinuousOperations,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","25,335,000","22,543,000","15,969,000","9,460,000","5,084,000","9,696,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,"11,219,000","14,584,000","12,922,000","11,692,000",,
DilutedNIAvailtoComStockholders,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","14,116,000","7,959,000","3,047,000","-2,232,000","5,084,000","9,696,000"
BasicEPS,"25.04","26.18","24.17","18.09","3.12","12.21","11","9.02","6.55","5","4","3.17","2.73","1.96","1.2","0.68","0.44","0.69","1.38","0.74","-0.7","-2.36","0.05"
DilutedEPS,"24.91","26.03","24.01","17.98","3.11","12.15","10.94","8.96","6.52","4.98","3.98","3.15","2.68","1.9","1.16","0.66","0.43","0.48","0.45","0.33","-0.7","-2.36","0.02"
BasicAverageShares,"48,269,000","49,304,000","51,403,000","54,482,000","56,351,000","57,840,000","59,864,000","61,556,000","62,519,000","63,949,000","64,335,000","63,992,000","63,250,000","61,259,000","58,959,000","57,915,000","57,425,000","20,383,000","5,771,000","4,094,233","3,180,611","2,331,000","1,936,416"
DilutedAverageShares,"48,528,500","49,596,000","51,738,000","54,841,000","56,558,000","58,105,000","60,181,000","61,975,000","62,851,000","64,275,000","64,651,000","64,461,000","64,396,000","63,334,000","61,288,000","59,237,000","58,967,000","53,293,000","49,921,000","48,196,240","3,180,611","2,331,000","3,960,891"
TotalOperatingIncomeAsReported,"1,574,466,000","1,678,029,000","1,638,610,000","1,297,492,000","236,820,000","901,094,000","854,080,000","785,291,000","654,824,000","506,297,000","410,415,000","327,588,000","279,978,000","196,195,000","118,884,000","68,153,000","46,301,000","46,721,000","40,088,000","29,424,000",,"10,896,000","13,248,000"
RentExpenseSupplemental,,,,,"24,831,000",,,,,,,,,,,,,,,,,,
TotalExpenses,"9,733,052,000","9,520,764,000","8,559,369,000","7,323,880,000","5,785,811,000","6,477,720,000","5,842,768,000","5,074,929,000","4,181,342,000","3,403,137,000","2,816,588,000","2,325,715,000","1,925,462,000","1,569,969,000","1,328,859,000","1,148,615,000","1,038,345,000","865,420,000","715,025,000","549,651,000",,"412,967,000","348,969,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","25,335,000","22,543,000","15,969,000","9,460,000","5,084,000","9,696,000"
NormalizedIncome,"1,219,891,902.998","1,297,481,110","1,250,422,356","993,079,437","274,249,042","720,943,866","673,711,036.456","572,379,916","421,366,875","329,272,342","266,113,750","213,539,130","181,690,472","126,404,222.118","75,296,165.379","42,957,800","25,268,000","25,335,000","22,543,000","15,969,000","9,460,000","5,084,000","9,696,000"
InterestIncome,,,,,,"5,056,000","5,061,000","1,568,000","890,000","1,143,000","894,000","118,000","-185,000","-587,000",,,,,,,,,
InterestExpense,,,,,,,,,,,,,"185,000","587,000","755,000","2,202,000","3,943,000",,,,,,
NetInterestIncome,"17,251,000","17,622,000","4,934,000","-1,663,000","-5,735,000","5,056,000","5,061,000","1,568,000","890,000","1,143,000","894,000","118,000","-185,000","-587,000","-755,000","-2,202,000","-3,943,000",,,,,,
EBIT,"1,588,114,000","1,686,539,000","1,649,211,000","1,307,009,000","366,142,000","920,348,000","873,847,000","809,577,000","673,395,000","520,979,000","424,781,000","344,858,000","294,794,000","206,182,000","118,884,000","68,153,000","46,301,000","46,721,000","40,088,000","29,424,000","491,152,000","10,896,000","13,248,000"
EBITDA,"1,842,145,000","1,930,379,000","1,890,583,000","1,575,469,000","663,914,000","1,215,947,000","1,153,319,000","1,062,290,000","883,690,000","686,028,000","556,545,000","451,141,000","383,027,000","282,113,000","183,820,000","130,319,000","97,746,000","86,224,000","69,824,000","51,709,000","491,152,000","26,307,000","25,770,000"
ReconciledCostOfRevenue,"6,940,578,000","6,826,203,000","6,164,070,000","5,262,335,000","4,202,794,000","4,717,004,000","4,307,304,000","3,787,697,000","3,107,508,000","2,539,783,000","2,104,582,000","1,729,325,000","1,436,582,000","1,159,311,000","970,753,000","846,202,000","756,712,000","628,495,000","519,929,000","404,794,000",,"312,203,000","259,836,000"
ReconciledDepreciation,"254,031,000","243,840,000","241,372,000","268,460,000","297,772,000","295,599,000","279,472,000","252,713,000","210,295,000","165,049,000","131,764,000","106,283,000","88,233,000","75,931,000","64,936,000","62,166,000","51,445,000","39,503,000","29,736,000","22,285,000",,"15,411,000","12,522,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,209,521,000","1,291,005,000","1,242,408,000","985,837,000","175,835,000","705,945,000","658,559,000","555,234,000","409,760,000","320,008,000","257,135,000","202,849,000","172,549,000","120,264,000","71,030,000","39,356,000","25,268,000","25,335,000","22,543,000","15,969,000","9,460,000","5,084,000","9,696,000"
TotalUnusualItemsExcludingGoodwill,"-13,648,000","-8,510,000","-10,601,000","-9,517,000","-129,322,000","-19,254,000","-19,767,000","-24,286,000","-18,571,000","-14,682,000","-14,366,000","-17,270,000","-14,816,000","-9,987,000","-7,095,000","-6,003,000",,,,,,,
TotalUnusualItems,"-13,648,000","-8,510,000","-10,601,000","-9,517,000","-129,322,000","-19,254,000","-19,767,000","-24,286,000","-18,571,000","-14,682,000","-14,366,000","-17,270,000","-14,816,000","-9,987,000","-7,095,000","-6,003,000",,,,,,,
NormalizedEBITDA,"1,855,793,000","1,938,889,000","1,901,184,000","1,584,986,000","793,236,000","1,235,201,000","1,173,086,000","1,086,576,000","902,261,000","700,710,000","570,911,000","468,411,000","397,843,000","292,100,000","190,915,000","136,322,000","97,746,000","86,224,000","69,824,000","51,709,000","491,152,000","26,307,000","25,770,000"
TaxRateForCalcs,"0.24","0.239","0.244","0.239","0.239","0.221","0.233","0.294","0.375","0.369","0.375","0.381","0.383","0.385","0.399","0.4","0.4","0.399","0.387","0.397","0.4","0.373","0.11"
TaxEffectOfUnusualItems,"-3,277,097.002","-2,033,890","-2,586,644","-2,274,563","-30,907,958","-4,255,134","-4,614,963.544","-7,140,084","-6,964,125","-5,417,658","-5,387,250","-6,579,870","-5,674,528","-3,846,777.882","-2,828,834.621","-2,401,200","0","0","0","0","0","0","0"
