name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
				Depreciation,"12,426,000,000","11,888,000,000","11,290,000,000","12,051,000,000","12,815,000,000","14,118,000,000","13,669,000,000","12,261,000,000","9,819,000,000","7,487,000,000","7,238,000,000","8,041,000,000","38,762,000,000","7,344,000,000","6,923,000,000","11,384,000,000","10,014,000,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,"4,037,000,000","189,000,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,"4,037,000,000","189,000,000"
		DeferredTax,"128,000,000","-1,041,000,000","425,000,000","2,214,000,000","925,000,000","-133,000,000","-112,000,000","10,880,000,000","2,228,000,000","-2,046,000,000","-574,000,000","1,561,000,000","-35,561,000,000","-318,000,000","254,000,000","-2,027,000,000","1,163,000,000"
			DeferredIncomeTax,"128,000,000","-1,041,000,000","425,000,000","2,214,000,000","925,000,000","-133,000,000","-112,000,000","10,880,000,000","2,228,000,000","-2,046,000,000","-574,000,000","1,561,000,000","-35,561,000,000","-318,000,000","254,000,000","-2,027,000,000","1,163,000,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"200,000,000","163,000,000","4,037,000,000",
		AssetImpairmentCharge,,,,,,,,,,,,,,,,"270,000,000","8,710,000,000"
		OtherNonCashItems,"-2,235,000,000","-2,263,000,000","-1,579,000,000","-3,517,000,000","-2,954,000,000","-1,858,000,000","-3,747,000,000","-2,104,000,000","-4,348,000,000","-1,957,000,000","-1,241,000,000","-2,085,000,000","-2,782,000,000","-1,443,000,000","-5,477,000,000","-432,000,000","-4,979,000,000"
		ChangeInWorkingCapital,"-1,920,000,000","1,822,000,000","-2,977,000,000","-3,366,000,000","-399,000,000","-3,789,000,000","-1,376,000,000","-3,015,000,000","580,000,000","-1,208,000,000","247,000,000","-1,326,000,000","630,000,000","-4,122,000,000","-966,000,000","-6,857,000,000","94,000,000"
			ChangeInReceivables,,"-1,799,000,000","-9,483,000,000","3,347,000,000","1,403,000,000","100,000,000","-2,114,000,000","-697,000,000","-3,433,000,000","-836,000,000","-3,248,000,000","8,000,000","-460,000,000","-1,572,000,000","-641,000,000","392,000,000","1,315,000,000"
				ChangesInAccountReceivables,,"1,183,000,000","-4,483,000,000","493,000,000","-1,341,000,000","-563,000,000","492,000,000","1,402,000,000","-1,249,000,000","-16,000,000","-1,248,000,000","8,000,000","-460,000,000","-1,572,000,000","-641,000,000","392,000,000","1,315,000,000"
			ChangeInInventory,,"-757,000,000","-2,581,000,000","-3,155,000,000","-104,000,000","-761,000,000","399,000,000","440,000,000","-75,000,000","-1,209,000,000","-309,000,000","59,000,000","-326,000,000","-2,760,000,000","-2,229,000,000","3,194,000,000","77,000,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,"-255,000,000","-195,000,000","304,000,000","1,731,000,000","-287,000,000"
			ChangeInPayablesAndAccruedExpense,,"5,063,000,000","9,335,000,000","-2,140,000,000","-1,819,000,000","-1,852,000,000","120,000,000","-2,603,000,000","4,242,000,000","889,000,000","5,963,000,000","138,000,000","1,358,000,000","1,052,000,000","2,228,000,000","-12,516,000,000","-1,905,000,000"
				ChangeInPayable,,"-519,000,000","6,417,000,000","-1,261,000,000","172,000,000","-279,000,000","-612,000,000","-365,000,000","3,033,000,000","1,746,000,000","-126,000,000","-646,000,000","317,000,000","1,779,000,000","2,311,000,000","-2,476,000,000","-3,512,000,000"
					ChangeInTaxPayable,,"-121,000,000","273,000,000","-95,000,000","130,000,000","213,000,000","-75,000,000","-3,000,000","-162,000,000","88,000,000","-145,000,000","-161,000,000","155,000,000","-360,000,000","54,000,000","1,007,000,000","1,044,000,000"
						ChangeInIncomeTaxPayable,,"-121,000,000","273,000,000","-95,000,000","130,000,000","213,000,000","-75,000,000","-3,000,000","-162,000,000","88,000,000","-145,000,000","-161,000,000","155,000,000","-360,000,000","54,000,000","1,007,000,000","1,044,000,000"
					ChangeInAccountPayable,,"-398,000,000","6,144,000,000","-1,166,000,000","42,000,000","-492,000,000","-537,000,000","-362,000,000","3,195,000,000","1,658,000,000","19,000,000","-485,000,000","162,000,000","2,139,000,000","2,257,000,000","-3,483,000,000","-4,556,000,000"
				ChangeInAccruedExpense,,"5,582,000,000","2,918,000,000","-879,000,000","-1,991,000,000","-1,573,000,000","732,000,000","-2,238,000,000","1,209,000,000","-857,000,000","6,089,000,000","784,000,000","1,041,000,000","-727,000,000","-83,000,000","-10,040,000,000","1,607,000,000"
			ChangeInOtherCurrentAssets,,"-685,000,000","-248,000,000","-1,418,000,000","68,000,000","-1,550,000,000","-529,000,000","108,000,000","-939,000,000","-572,000,000","-210,000,000","-563,000,000","-312,000,000","-320,000,000","-628,000,000",,
			ChangeInOtherWorkingCapital,,,,,"53,000,000","274,000,000","748,000,000","-263,000,000","785,000,000","520,000,000","-1,949,000,000","-968,000,000","370,000,000","-522,000,000","-628,000,000","342,000,000","894,000,000"
	CashFromDiscontinuedOperatingActivities,,,,,,"0","0","-10,000,000","-386,000,000","-841,000,000",,,,,,"0","0"
InvestingCashFlow,"-16,826,000,000","-14,663,000,000","-17,882,000,000","-16,355,000,000","-21,826,000,000","-10,899,000,000","-20,763,000,000","-27,572,000,000","-35,643,000,000","-27,710,000,000","-15,359,000,000","-14,362,000,000","-3,505,000,000","-12,740,000,000","1,233,000,000","-18,978,000,000","-1,764,000,000"
	CashFlowFromContinuingInvestingActivities,"-16,826,000,000","-14,663,000,000","-17,882,000,000","-16,355,000,000","-21,826,000,000","-10,899,000,000","-20,929,000,000","-24,072,000,000","-34,147,000,000","-26,208,000,000","-15,359,000,000","-14,362,000,000","-3,505,000,000","-12,740,000,000","1,233,000,000","-18,978,000,000","-1,764,000,000"
		CapitalExpenditureReported,"-11,639,000,000","-10,970,000,000","-9,238,000,000","-7,509,000,000","-5,300,000,000","-7,592,000,000","-8,761,000,000","-8,453,000,000","-8,384,000,000","-6,813,000,000","-7,091,000,000","-7,565,000,000","-8,068,000,000","-6,249,000,000","-4,202,000,000","-5,379,000,000","-7,530,000,000"
		NetPPEPurchaseAndSale,"-1,778,000,000","-607,000,000","2,285,000,000","-209,000,000","-1,834,000,000","-3,102,000,000","-5,872,000,000","-12,513,000,000","-16,941,000,000","-14,001,000,000","-4,243,000,000","-2,037,000,000","-991,000,000","-790,000,000","335,000,000","105,000,000","347,000,000"
			PurchaseOfPPE,"-14,295,000,000","-13,640,000,000","-11,949,000,000","-14,602,000,000","-15,233,000,000","-16,404,000,000","-16,736,000,000","-19,180,000,000","-19,495,000,000","-15,096,000,000","-4,776,000,000","-2,254,000,000","-1,050,000,000","-837,000,000","-11,000,000",,
			SaleOfPPE,"12,517,000,000","13,033,000,000","14,234,000,000","14,393,000,000","13,399,000,000","13,302,000,000","10,864,000,000","6,667,000,000","2,554,000,000","1,095,000,000","533,000,000","217,000,000","59,000,000","47,000,000","346,000,000","105,000,000","347,000,000"
		NetBusinessPurchaseAndSale,,,,,,,"-83,000,000","-41,000,000","-804,000,000","-927,000,000","-53,000,000","-1,727,000,000","-26,000,000","4,768,000,000","-2,662,000,000","-2,127,000,000","231,000,000"
			PurchaseOfBusiness,,,,,,,"-83,000,000","-41,000,000","-804,000,000","-927,000,000","-53,000,000","-2,623,000,000","-44,000,000","-53,000,000","-3,042,000,000","-2,127,000,000","-1,000,000"
			SaleOfBusiness,,,,,,,,,,"0","0","896,000,000","18,000,000","4,821,000,000","380,000,000","0","232,000,000"
		NetInvestmentPurchaseAndSale,"1,542,000,000","4,916,000,000","-3,780,000,000","385,000,000","-4,263,000,000","2,190,000,000","2,288,000,000","3,504,000,000","-3,701,000,000","858,000,000","-399,000,000","136,000,000","6,902,000,000","-10,621,000,000","-5,416,000,000","34,000,000","2,095,000,000"
			PurchaseOfInvestment,"-3,934,000,000","-4,429,000,000","-11,837,000,000","-8,962,000,000","-16,204,000,000","-4,075,000,000","-2,820,000,000","-5,503,000,000","-15,444,000,000","-9,363,000,000","-9,154,000,000","-9,968,000,000","-10,884,000,000","-27,106,000,000","-11,370,000,000","-360,000,000","-3,771,000,000"
			SaleOfInvestment,"5,476,000,000","9,345,000,000","8,057,000,000","9,347,000,000","11,941,000,000","6,265,000,000","5,108,000,000","9,007,000,000","11,743,000,000","10,221,000,000","8,755,000,000","10,104,000,000","17,786,000,000","16,485,000,000","5,954,000,000","394,000,000","5,866,000,000"
		NetOtherInvestingChanges,"-4,951,000,000","-8,002,000,000","-7,149,000,000","-9,022,000,000","-10,429,000,000","-2,395,000,000","-8,584,000,000","-6,610,000,000","-4,317,000,000","-5,325,000,000","-3,573,000,000","-3,169,000,000","-1,322,000,000","152,000,000","13,178,000,000","-11,611,000,000","3,093,000,000"
	CashFromDiscontinuedInvestingActivities,,,,,,"0","166,000,000","-3,500,000,000","-1,496,000,000","-1,502,000,000",,,,,,"0","0"
FinancingCashFlow,"-3,403,000,000","-6,353,000,000","383,000,000","1,744,000,000","5,552,000,000","-4,677,000,000","11,454,000,000","12,584,000,000","17,077,000,000","13,608,000,000","5,675,000,000","3,731,000,000","-4,741,000,000","-358,000,000","-9,770,000,000","44,574,000,000","3,843,000,000"
	CashFlowFromContinuingFinancingActivities,"-3,405,000,000","-6,354,000,000","384,000,000","1,744,000,000","5,552,000,000","-4,677,000,000","11,454,000,000","12,410,000,000","15,996,000,000","12,096,000,000","5,675,000,000","3,731,000,000","-4,741,000,000","-358,000,000","-9,770,000,000","44,574,000,000","3,843,000,000"
		NetIssuancePaymentsOfDebt,"9,399,000,000","6,132,000,000","6,580,000,000","406,000,000","6,141,000,000","-2,531,000,000","11,664,000,000","18,455,000,000","21,027,000,000","18,017,000,000","12,240,000,000","8,006,000,000","1,412,000,000","697,000,000","-11,422,000,000","46,055,000,000","1,828,000,000"
			NetLongTermDebtIssuance,"9,331,000,000","6,288,000,000","6,207,000,000","-2,506,000,000","5,864,000,000","-2,219,000,000","10,478,000,000","18,595,000,000","21,309,000,000","18,078,000,000","11,849,000,000","7,850,000,000","1,659,000,000","566,000,000","-10,325,000,000","48,771,000,000","5,928,000,000"
				LongTermDebtIssuance,"54,098,000,000","50,963,000,000","45,813,000,000","45,300,000,000","78,527,000,000","36,937,000,000","43,801,000,000","52,187,000,000","42,036,000,000","31,547,000,000","31,373,000,000","28,041,000,000","9,036,000,000","9,034,000,000","1,886,000,000","60,102,000,000","5,928,000,000"
				LongTermDebtPayments,"-44,767,000,000","-44,675,000,000","-39,606,000,000","-47,806,000,000","-72,663,000,000","-39,156,000,000","-33,323,000,000","-33,592,000,000","-20,727,000,000","-13,469,000,000","-19,524,000,000","-20,191,000,000","-7,377,000,000","-8,468,000,000","-12,211,000,000","-11,331,000,000",
			NetShortTermDebtIssuance,"68,000,000","-156,000,000","373,000,000","2,912,000,000","277,000,000","-312,000,000","1,186,000,000","-140,000,000","-282,000,000","-61,000,000","391,000,000","156,000,000","-247,000,000","131,000,000","-1,097,000,000","-2,716,000,000","-4,100,000,000"
				ShortTermDebtPayments,,,,,,,,,,,,,,,"-1,097,000,000","-2,716,000,000","-4,100,000,000"
		NetCommonStockIssuance,"-11,592,000,000","-11,115,000,000","-2,500,000,000","0","-90,000,000","0","-190,000,000","-4,492,000,000","-2,500,000,000","-3,520,000,000","-3,277,000,000","-2,438,000,000","-5,098,000,000","0","3,395,000,000","0",
			CommonStockIssuance,,,,,,,"2,862,000,000","985,000,000","0",,,,"4,000,000","11,000,000","4,857,000,000","0",
			CommonStockPayments,"-11,592,000,000","-11,115,000,000","-2,500,000,000","0","-90,000,000","0","-190,000,000","-4,492,000,000","-2,500,000,000","-3,520,000,000","-3,277,000,000","-2,438,000,000","-5,098,000,000","0","-1,462,000,000","0",
		NetPreferredStockIssuance,,,,"1,736,000,000","492,000,000","457,000,000","2,862,000,000","985,000,000","0","0",,,,,,,
			PreferredStockIssuance,,,,"1,736,000,000","492,000,000","457,000,000","2,862,000,000","985,000,000","0","0",,,,,,,
		CashDividendsPaid,"-620,000,000","-597,000,000","-397,000,000","-186,000,000","-669,000,000","-2,350,000,000","-2,242,000,000","-2,233,000,000","-2,368,000,000","-2,242,000,000","-3,165,000,000","-1,687,000,000","-939,000,000","-916,000,000","-1,572,000,000","-97,000,000","-283,000,000"
			CommonStockDividendPaid,"-620,000,000","-597,000,000","-397,000,000","-186,000,000","-669,000,000","-2,350,000,000","-2,242,000,000","-2,233,000,000","-2,368,000,000","-2,242,000,000","-3,165,000,000","-1,687,000,000","-939,000,000","-916,000,000","-1,572,000,000",,"-283,000,000"
			PreferredStockDividendPaid,,,,,,,,,,,,,,,,"-97,000,000","0"
		NetOtherFinancingCharges,"-590,000,000","-773,000,000","-3,300,000,000","1,524,000,000","170,000,000","-253,000,000","-830,000,000","-305,000,000","-163,000,000","-159,000,000","-123,000,000","-150,000,000","-116,000,000","-139,000,000","-171,000,000","-1,384,000,000","2,298,000,000"
	CashFromDiscontinuedFinancingActivities,,,,,,"0","0","174,000,000","1,081,000,000","1,512,000,000",,,,,,"0","0"
EndCashPosition,"25,905,000,000","21,917,000,000","21,948,000,000","23,542,000,000","23,117,000,000","22,943,000,000","23,496,000,000","17,848,000,000","15,160,000,000","17,332,000,000","21,189,000,000","20,021,000,000","18,422,000,000","16,071,000,000","21,256,000,000","41,692,000,000","14,053,000,000"
	ChangesInCash,"-848,000,000","-85,000,000","-1,456,000,000","577,000,000","396,000,000","-555,000,000","5,947,000,000","2,340,000,000","-1,959,000,000","-2,333,000,000","377,000,000","1,999,000,000","2,359,000,000","-4,932,000,000","-1,757,000,000","8,357,000,000","-9,986,000,000"
	EffectOfExchangeRateChanges,"-285,000,000","54,000,000","-138,000,000","-152,000,000","-222,000,000","2,000,000","-299,000,000","348,000,000","-213,000,000","-1,524,000,000","-1,230,000,000","-400,000,000","-8,000,000","-253,000,000","-57,000,000","660,000,000","-778,000,000"
	BeginningCashPosition,"26,753,000,000","21,948,000,000","23,542,000,000","23,117,000,000","22,943,000,000","23,496,000,000","17,848,000,000","15,160,000,000","17,332,000,000","21,189,000,000","22,042,000,000","18,422,000,000","16,071,000,000","21,256,000,000","22,679,000,000","32,675,000,000","24,817,000,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,"0",,"391,000,000",,
IncomeTaxPaidSupplementalData,,"1,726,000,000","1,191,000,000","652,000,000","719,000,000","689,000,000","660,000,000","656,000,000","676,000,000","740,000,000","947,000,000","727,000,000","575,000,000","569,000,000","357,000,000",,
InterestPaidSupplementalData,,"5,515,000,000","3,606,000,000","3,403,000,000","3,958,000,000","4,214,000,000","3,597,000,000","3,072,000,000","2,221,000,000","1,537,000,000","1,421,000,000","1,059,000,000","633,000,000","510,000,000","1,067,000,000","3,131,000,000","2,484,000,000"
CapitalExpenditure,"-25,934,000,000","-24,610,000,000","-21,187,000,000","-22,111,000,000","-20,533,000,000","-23,996,000,000","-25,497,000,000","-27,633,000,000","-27,879,000,000","-21,909,000,000","-11,867,000,000","-9,819,000,000","-9,118,000,000","-7,086,000,000","-4,213,000,000","-5,379,000,000","-7,530,000,000"
IssuanceOfCapitalStock,,,,"1,736,000,000","492,000,000","457,000,000","2,862,000,000","985,000,000","0","0",,,"4,000,000","11,000,000","4,857,000,000","0",
IssuanceOfDebt,"54,098,000,000","50,963,000,000","45,813,000,000","45,300,000,000","78,527,000,000","36,937,000,000","43,801,000,000","52,187,000,000","42,036,000,000","31,547,000,000","31,373,000,000","28,041,000,000","9,036,000,000","9,034,000,000","1,886,000,000","60,102,000,000","5,928,000,000"
RepaymentOfDebt,"-44,767,000,000","-44,675,000,000","-39,606,000,000","-47,806,000,000","-72,663,000,000","-39,156,000,000","-33,323,000,000","-33,592,000,000","-20,727,000,000","-13,469,000,000","-19,524,000,000","-20,191,000,000","-7,377,000,000","-8,468,000,000","-12,211,000,000","-14,047,000,000","-4,100,000,000"
RepurchaseOfCapitalStock,"-11,592,000,000","-11,115,000,000","-2,500,000,000","0","-90,000,000","0","-190,000,000","-4,492,000,000","-2,500,000,000","-3,520,000,000","-3,277,000,000","-2,438,000,000","-5,098,000,000","0","-1,462,000,000","0",
FreeCashFlow,"-6,553,000,000","-3,680,000,000","-5,144,000,000","-6,923,000,000","-3,863,000,000","-8,975,000,000","-10,241,000,000","-10,305,000,000","-11,272,000,000","-10,140,000,000","-1,806,000,000","2,811,000,000","1,487,000,000","1,080,000,000","2,567,000,000","-22,618,000,000","-19,595,000,000"
