name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"870,836,000","1,014,581,000","-655,795,000","864,288,000","1,313,225,000","874,527,000","1,664,223,000","-243,223,000","1,474,660,000","1,480,568,000","1,203,616,000","1,762,066,000","1,506,041,000","1,275,000,000","1,081,371,000","1,001,282,000","973,485,000","678,401,000","820,576,000","490,753,000","561,346,000","726,936,000","542,287,000","645,584,000","600,556,000","434,381,000","423,400,000","432,700,000","454,700,000","711,500,000","323,700,000","479,400,000","293,800,000","123,100,000","287,200,000","284,400,000","172,800,000"
	CashFlowFromContinuingOperatingActivities,"870,836,000","1,014,581,000","-655,795,000","858,198,000","1,233,254,000","800,446,000","1,240,045,000","-243,223,000","1,017,872,000","1,480,568,000","1,203,616,000","1,762,066,000","1,506,041,000","1,275,000,000","1,081,371,000","1,001,282,000","973,485,000","679,472,000","812,004,000","452,593,000","569,560,000","730,256,000","543,704,000","575,685,000","518,680,000","432,052,000","423,400,000","432,700,000","454,700,000","711,500,000","323,700,000","479,400,000","293,800,000","123,100,000","287,200,000","284,400,000","172,800,000"
		NetIncomeFromContinuingOperations,"-1,170,343,000","-968,882,000","118,584,000","1,216,269,000","354,906,000","679,449,000","1,259,792,000","252,793,000","268,070,000","1,074,106,000","1,231,593,000","1,047,505,000","1,210,119,000","1,086,138,000","890,393,000","573,512,000","458,458,000","602,847,000","591,621,000","533,516,000","506,702,000","474,702,000","397,933,000","-154,543,000","137,830,000","260,334,000","366,200,000","388,300,000","350,900,000","299,500,000","157,300,000","274,500,000","246,400,000","237,000,000","161,300,000","81,100,000","176,000,000"
		OperatingGainsLosses,"-5,200,000","-18,080,000","79,197,000","-37,664,000","-23,424,000","56,985,000","31,798,000","19,478,000","25,022,000","193,362,000","-208,709,000","-9,864,000","-28,102,000","-64,683,000","46,346,000","-45,850,000","-114,149,000","-4,787,000","10,857,000","-37,786,000","14,914,000","35,220,000","17,214,000","500,414,000","75,942,000","131,118,000","5,300,000",,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,"0","0","33,648,000","18,065,000","29,841,000","104,357,000",,"0","0","-44,485,000","0","0",,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-5,200,000","-18,080,000","79,197,000","-41,309,000","-23,424,000","-2,787,000","-1,850,000","1,413,000","25,022,000","89,005,000","-208,709,000","-9,864,000","-28,102,000","-20,198,000","46,346,000","-45,850,000","-114,149,000","-4,787,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"319,910,000","319,204,000","262,324,000","266,935,000","269,081,000","267,619,000","255,729,000","71,532,000","238,320,000","281,577,000","272,075,000","274,883,000","253,273,000","237,956,000","198,735,000","173,396,000","170,452,000","166,171,000","141,227,000","128,846,000","121,434,000","140,717,000","104,463,000","109,674,000","155,602,000","159,606,000","167,400,000","161,400,000","156,300,000","160,500,000","167,700,000","158,500,000","125,800,000","108,300,000","91,000,000","97,900,000","91,000,000"
			DepreciationAndAmortization,"319,910,000","319,204,000","262,324,000","266,935,000","269,081,000","267,619,000","255,729,000","71,532,000","238,320,000","281,577,000","272,075,000","274,883,000","253,273,000","237,956,000","198,735,000","173,396,000","170,452,000","166,171,000","141,227,000","128,846,000","121,434,000","140,717,000","104,463,000","109,674,000","155,602,000","159,606,000","167,400,000","161,400,000","156,300,000","160,500,000","167,700,000","158,500,000","125,800,000","108,300,000","91,000,000","97,900,000","91,000,000"
				Depreciation,,"319,204,000","262,324,000","266,935,000",,,,,,,,"172,443,000","157,810,000","148,969,000","127,203,000","116,837,000","113,207,000","105,059,000","94,540,000","90,374,000","88,047,000","110,868,000",,"107,398,000","121,752,000","125,386,000",,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,"102,440,000","95,463,000","88,987,000","71,532,000","56,559,000","57,245,000","61,112,000","46,687,000","38,472,000","33,387,000","29,849,000",,"2,276,000","33,850,000","34,220,000",,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,"102,440,000","95,463,000","88,987,000","71,532,000","56,559,000","57,245,000","61,112,000","46,687,000","38,472,000","33,387,000","29,849,000",,"2,276,000","33,850,000","34,220,000",,,,,,,,,,,
