name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"604,334,000,000","574,785,000,000","513,983,000,000","469,822,000,000","386,064,000,000","280,522,000,000","232,887,000,000","177,866,000,000","135,987,000,000","107,006,000,000","88,988,000,000","74,452,000,000","61,093,000,000","48,077,000,000","34,204,000,000","24,509,000,000","19,166,000,000","14,835,000,000","10,711,000,000","8,490,000,000","6,921,000,000","5,264,000,000","3,932,936,000","3,122,433,000","2,761,983,000","1,639,839,000","609,819,000","147,787,000","15,746,000"
	OperatingRevenue,"604,334,000,000","574,785,000,000","513,983,000,000","469,822,000,000","386,064,000,000","280,522,000,000","232,887,000,000","177,866,000,000","135,987,000,000","107,006,000,000","88,988,000,000","74,452,000,000","61,093,000,000","48,077,000,000","34,204,000,000","24,509,000,000","19,166,000,000","14,835,000,000","10,711,000,000","8,490,000,000","6,921,000,000","5,264,000,000","3,932,936,000","3,122,433,000","2,761,983,000","1,639,839,000","609,819,000","147,787,000","15,746,000"
CostOfRevenue,"494,254,000,000","480,980,000,000","446,343,000,000","403,507,000,000","334,564,000,000","241,699,000,000","202,020,000,000","159,803,000,000","121,969,000,000","97,601,000,000","82,793,000,000","69,331,000,000","56,954,000,000","44,773,000,000","31,193,000,000","22,270,000,000","17,587,000,000","13,592,000,000","9,854,000,000","7,647,000,000","6,203,000,000","4,759,000,000","3,548,402,000","2,939,290,000","2,790,041,000","1,746,228,000","522,579,000","132,353,000","12,287,000"
GrossProfit,"110,080,000,000","93,805,000,000","67,640,000,000","66,315,000,000","51,500,000,000","38,823,000,000","30,867,000,000","18,063,000,000","14,018,000,000","9,405,000,000","6,195,000,000","5,121,000,000","4,139,000,000","3,304,000,000","3,011,000,000","2,239,000,000","1,579,000,000","1,243,000,000","857,000,000","843,000,000","718,000,000","505,000,000","384,534,000","183,143,000","-28,058,000","-106,389,000","87,240,000","15,434,000","3,459,000"
OperatingExpense,"55,704,000,000","56,953,000,000","55,392,000,000","41,436,000,000","28,601,000,000","24,282,000,000","18,446,000,000","13,957,000,000","9,832,000,000","7,172,000,000","6,017,000,000","4,376,000,000","3,463,000,000","2,442,000,000","1,605,000,000","1,110,000,000","737,000,000","588,000,000","468,000,000","411,000,000","278,000,000","235,000,000","320,410,000","232,782,000","313,739,000","276,600,000","150,161,000","48,029,000","9,902,000"
	SellingGeneralAndAdministration,"54,981,000,000","56,186,000,000","54,129,000,000","41,374,000,000","28,676,000,000","24,081,000,000","18,150,000,000","13,743,000,000","9,665,000,000","7,001,000,000","5,884,000,000","4,262,000,000","3,304,000,000","2,288,000,000","1,499,000,000","1,008,000,000","761,000,000","579,000,000","458,000,000","364,000,000","286,000,000","232,000,000","273,359,000","232,782,000","313,739,000","276,600,000","150,161,000","48,029,000","7,501,000"
		GeneralAndAdministrativeExpense,"11,354,000,000","11,816,000,000","11,891,000,000","8,823,000,000","6,668,000,000","5,203,000,000","4,336,000,000","3,674,000,000","2,432,000,000","1,747,000,000","1,552,000,000","1,129,000,000","896,000,000","658,000,000","470,000,000","328,000,000","279,000,000","235,000,000","195,000,000","166,000,000","124,000,000","104,000,000","147,976,000","94,499,000","133,759,000","100,762,000","17,507,000","7,952,000","1,411,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,"57,702,000","87,751,000","68,927,000","4,637,000","24,797,000","30,618,000","1,889,000","1,211,000",
			OtherGandA,"11,354,000,000","11,816,000,000","11,891,000,000","8,823,000,000","6,668,000,000","5,203,000,000","4,336,000,000","3,674,000,000","2,432,000,000","1,747,000,000","1,552,000,000","1,129,000,000","896,000,000","658,000,000","470,000,000","328,000,000","279,000,000","235,000,000","195,000,000","166,000,000","124,000,000","104,000,000","79,049,000","89,862,000","108,962,000","70,144,000","15,618,000","6,741,000","1,411,000"
		SellingAndMarketingExpense,"43,627,000,000","44,370,000,000","42,238,000,000","32,551,000,000","22,008,000,000","18,878,000,000","13,814,000,000","10,069,000,000","7,233,000,000","5,254,000,000","4,332,000,000","3,133,000,000","2,408,000,000","1,630,000,000","1,029,000,000","680,000,000","482,000,000","344,000,000","263,000,000","198,000,000","162,000,000","128,000,000","125,383,000","138,283,000","179,980,000","175,838,000","132,654,000","40,077,000","6,090,000"
	ResearchAndDevelopment,,,,,"42,740,000,000","35,931,000,000","28,837,000,000","22,620,000,000","16,085,000,000","12,540,000,000","9,275,000,000","6,565,000,000","4,564,000,000","2,909,000,000","1,734,000,000","1,240,000,000","1,033,000,000","818,000,000","662,000,000","451,000,000","283,000,000","207,809,000","215,617,000","241,165,000","269,326,000","159,700,000","46,807,000","12,500,000","2,401,000"
