name,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991
		CurrentDeferredLiabilities,"1,700,200,000","1,641,900,000","1,596,100,000","1,456,500,000","1,269,000,000","1,642,900,000","1,288,500,000","1,171,200,000","983,800,000","794,500,000","653,700,000","510,200,000","449,300,000","414,100,000","388,700,000","368,400,000","296,900,000","231,926,000","175,048,000","121,377,000","73,476,000","42,264,000","26,919,000",,,,,,,,,,
			CurrentDeferredRevenue,"1,700,200,000","1,641,900,000","1,596,100,000","1,456,500,000","1,269,000,000","1,642,900,000","1,288,500,000","1,171,200,000","983,800,000","794,500,000","653,700,000","510,200,000","449,300,000","414,100,000","388,700,000","368,400,000","296,900,000","231,926,000","175,048,000","121,377,000","73,476,000","42,264,000","26,919,000",,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,"167,700,000","145,600,000","146,200,000","154,300,000","152,500,000",,,,,,,,"180,996,000","130,600,000","96,000,000","97,500,000","63,100,000","42,300,000","31,300,000","12,500,000","4,000,000","4,400,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"28,088,000,000","27,525,300,000","28,555,700,000","29,827,100,000","19,281,900,000","17,296,400,000","4,687,900,000","3,875,000,000","2,948,400,000","2,440,500,000","1,657,100,000","894,900,000","897,300,000","924,500,000","938,900,000","992,000,000","886,900,000","264,815,000","196,435,000","170,071,000","38,616,000","28,608,000","25,328,000","27,893,000","39,900,000","19,000,000","178,000,000","173,800,000","85,000,000","81,100,000","80,500,000",,"7,500,000"
		LongTermProvisions,,,,,,,,,,,,,"50,100,000",,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"21,472,400,000","20,635,100,000","21,354,900,000","22,321,300,000","11,167,000,000","9,090,200,000","3,932,600,000","3,185,300,000","2,347,500,000","2,048,300,000","1,299,400,000","549,600,000","549,500,000","549,400,000","549,300,000","549,600,000","550,100,000","1,958,000","2,870,000","3,618,000","4,354,000","5,076,000","5,786,000","6,483,000","7,000,000",,"165,000,000","166,700,000","81,300,000","80,500,000","80,500,000",,"7,500,000"
			LongTermDebt,"13,547,600,000","13,119,900,000","13,616,900,000","14,659,600,000","11,167,000,000","9,090,200,000","3,932,600,000","3,185,300,000","2,347,500,000","2,048,300,000","1,299,400,000","549,600,000","549,500,000","549,400,000","549,300,000","549,600,000","550,100,000","1,958,000","2,870,000","3,618,000","4,354,000","5,076,000","5,786,000","6,483,000","7,000,000",,"165,000,000","166,700,000","81,300,000","80,500,000","80,500,000",,"7,500,000"
			LongTermCapitalLeaseObligation,"7,924,800,000","7,515,200,000","7,738,000,000","7,661,700,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"6,101,800,000","6,279,700,000","6,463,000,000","6,598,500,000","6,744,400,000","6,775,700,000","4,400,000",,,,,,"215,200,000",,,,,,,"21,770,000","33,217,000","22,496,000","19,133,000","21,410,000","32,900,000","19,000,000","12,900,000","7,100,000","3,500,000","600,000",,,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,"21,770,000","33,217,000","22,496,000","19,133,000","21,410,000","32,900,000","19,000,000","12,900,000","7,100,000","3,500,000","600,000",,,
			NonCurrentDeferredRevenue,"6,101,800,000","6,279,700,000","6,463,000,000","6,598,500,000","6,744,400,000","6,775,700,000","4,400,000",,,,,,"215,200,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"513,800,000","610,500,000","737,800,000","907,300,000","1,370,500,000","1,430,500,000","750,900,000","689,700,000","600,900,000","392,200,000","357,700,000","345,300,000","347,800,000","375,100,000","389,600,000","442,400,000","336,800,000","262,857,000","193,565,000","144,683,000","1,045,000","1,036,000","409,000",,,,"100,000",,"200,000",,,,
TotalEquityGrossMinorityInterest,"-7,987,800,000","-8,698,700,000","-5,314,500,000","-7,799,400,000","-6,231,000,000","1,175,800,000","5,457,000,000","5,890,700,000","5,819,800,000","5,273,700,000","4,482,300,000","5,114,500,000","4,387,300,000","3,682,300,000","3,056,900,000","2,490,900,000","2,301,400,000","2,228,506,000","2,090,262,000","2,470,211,000","2,082,427,000","1,723,580,000","1,375,927,000","1,151,987,000","961,400,000","794,300,000","533,700,000","451,700,000","312,200,000","109,900,000","88,100,000","75,300,000","22,100,000"
	StockholdersEquity,"-7,994,800,000","-8,706,600,000","-5,321,200,000","-7,805,100,000","-6,232,200,000","1,169,500,000","5,450,100,000","5,884,000,000","5,818,000,000","5,272,000,000","4,480,200,000","5,109,000,000","4,384,900,000","3,674,700,000","3,045,700,000","2,490,900,000","2,284,100,000","2,228,506,000","2,090,262,000","2,470,211,000","2,082,427,000","1,723,580,000","1,375,927,000","1,148,399,000","961,000,000","794,300,000","533,700,000","451,700,000","312,200,000","109,900,000","88,100,000","75,300,000","22,100,000"
		CapitalStock,"1,100,000","1,100,000","1,200,000","1,200,000","1,200,000","1,300,000","1,400,000","1,500,000","1,500,000","700,000","800,000","700,000","700,000","700,000","700,000","700,000","700,000","756,000","767,000","956,685,000","959,103,000","891,040,000","791,622,000","750,872,000","651,000,000","589,200,000",,,,,,,"14,800,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,800,000"
			CommonStock,"1,100,000","1,100,000","1,200,000","1,200,000","1,200,000","1,300,000","1,400,000","1,500,000","1,500,000","700,000","800,000","700,000","700,000","700,000","700,000","700,000","700,000","756,000","767,000","956,685,000","959,103,000","891,040,000","791,622,000","750,872,000","651,000,000","589,200,000",,,,,,,"0"
		AdditionalPaidInCapital,"38,100,000","205,300,000","846,100,000","373,900,000","41,100,000","41,100,000","41,100,000","41,100,000","41,100,000","39,400,000","282,100,000","39,400,000","40,500,000","145,600,000","186,400,000","39,400,000","39,400,000","39,393,000","129,594,000","39,393,000","39,393,000","39,393,000",,,,,,,,,,,
		RetainedEarnings,"-7,255,800,000","-8,449,800,000","-6,315,700,000","-7,815,600,000","-5,771,200,000","1,457,400,000","5,563,200,000","5,949,800,000","5,974,800,000","5,206,600,000","4,130,300,000","5,046,200,000","4,297,400,000","3,471,200,000","2,793,200,000","2,402,400,000","2,189,400,000","2,151,084,000","1,938,987,000","1,444,892,000","1,069,683,000","801,728,000","589,713,000","408,503,000","313,900,000","212,200,000","142,400,000","90,400,000","46,600,000","20,000,000","9,400,000","1,400,000","-100,000"
		GainsLossesNotAffectingRetainedEarnings,"-778,200,000","-463,200,000","147,200,000","-364,600,000","-503,300,000","-330,300,000","-155,600,000","-108,400,000","-199,400,000","25,300,000","67,000,000","22,700,000","46,300,000","57,200,000","65,400,000","48,400,000","54,600,000","37,273,000","20,914,000","29,241,000","14,248,000","-8,581,000","-5,408,000","-10,976,000","-3,900,000","-7,200,000",,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,"74,700,000","81,700,000",,,,,,,,,,,,,,,,
