name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"9,185,151,862","8,525,515,677","5,157,888,264","8,646,338,317","8,026,624,293","12,446,143,626","9,226,210,799","12,165,704,272","9,661,963,783","13,349,976,638","10,643,998,906","7,277,037,259"
EnterpriseValue,"22,029,614,862","21,718,654,677","17,877,303,264","19,120,055,317","16,607,867,293","18,316,617,626","15,494,909,799","18,251,504,272","15,888,691,783","18,803,537,638","14,052,040,906","10,333,118,259"
PeRatio,"21.536",,,,,"13.185","10.651","16.641","16.171","37.564","24.354","109.101"
ForwardPeRatio,"11.442","13.908","9.285","59.172",,"10.881","8.244","11.751","11.312","15.504","18.622","16.502"
PegRatio,"0.298",,,,,"1.327","0.699","0.837","0.708","0.638","0.653",
PsRatio,"1.034","1.118","1.324","41.569","2.171","2.002","1.622","2.311","2.031","3.245","3.347","2.941"
PbRatio,"13.252","19.44","12.902","2.999","1.964","1.984","1.489","2.198","2.13","3.407","3.731","2.851"
EnterprisesValueRevenueRatio,"2.425","2.687","4.69","112.386","6.037","2.879","2.616","3.462","3.32","4.589","4.784","4.178"
EnterprisesValueEBITDARatio,"10.244","15.932","-26.878","-11.451","-5.978","9.953","8.829","11.986","12.08","18.791","17.571","16.685"
