name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"78,375,111,480","62,764,839,633","38,462,765,688","49,090,860,000","38,829,266,710","23,233,988,050","11,959,287,630","8,160,161,734","10,923,097,805","14,675,732,400","21,238,291,770","16,533,761,740","9,248,923,780","10,570,059,645","6,608,196,840","2,775,541,280","1,994,888,280","4,824,631,350","1,855,008,000"
EnterpriseValue,"81,164,054,480","65,328,914,633","41,408,032,688","51,557,776,000","40,915,001,710","25,228,166,050","11,288,472,630","7,611,804,734","10,563,948,805","13,715,989,400","20,768,961,770","16,064,431,740","8,779,593,780","10,125,555,645","6,262,374,840","2,509,853,280","1,810,814,280","4,657,049,350","1,701,569,000"
PeRatio,"56.284","54.258","48.345","70.126","165.874","76.309","64.254","56.014","156.564","28.631","53.352","53.925","33.995","52.607","37.706","22.319","26.263","69.047","51.351"
ForwardPeRatio,"42.735","42.735","32.258","51.814","65.36","49.505","39.37","31.153","40.161","29.412","38.76","40.816","28.169","39.063","32.258","9.091",,,
PegRatio,"2.704","1.722","1.098","1.44","2.407","1.663","1.659","0.343","4.168","1.785","1.547","1.95","1.359","1.768","1.517",,,,
PsRatio,"7.417","6.662","4.651","6.933","6.763","4.393","2.547","1.901","2.944","3.31","5.55","5.432","3.462","4.978","3.676","1.864","1.542","4.49","2.264"
PbRatio,"21.115","21.731","16.47","21.243","21.505","14.32","8.329","5.84","7.545","6.111","11.215","11.28","7.423","10.561","8.149","3.946","3.204","8.583","4.084"
EnterprisesValueRevenueRatio,"7.612","6.851","4.921","7.167","7.034","4.697","2.377","1.73","2.732","2.999","5.349","5.233","3.215","4.698","3.411","1.653","1.36","4.289","2.191"
EnterprisesValueEBITDARatio,"37.214","34.918","30.748","42.653","55.895","33.677","20.97","17.825","35.683","13.725","26.616","25.941","15.764","24.93","17.48","9.438","10.045","28.861","19.6"
