name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
OperatingCashFlow,"654,098,000","564,984,000","511,725,000","468,826,000","230,438,000","374,298,000","352,868,000","286,373,000","257,065,000","227,941,000","191,713,000","173,836,000","148,046,000","136,419,000","120,056,000","115,129,000","101,214,000","76,567,000","79,744,000","64,384,000","57,275,000","42,158,000","31,718,000","22,502,000"
	CashFlowFromContinuingOperatingActivities,"654,098,000","564,984,000","511,725,000","468,826,000","230,438,000","374,298,000","352,868,000","286,373,000","257,065,000","227,941,000","191,713,000","173,836,000","148,046,000","136,419,000","120,056,000","115,129,000","101,214,000","76,567,000","79,744,000","64,384,000","57,275,000","42,158,000","31,718,000","22,502,000"
		NetIncomeFromContinuingOperations,"379,711,000","313,675,000","277,597,000","253,314,000","34,925,000","181,518,000","164,294,000","137,536,000","120,573,000","101,261,000","90,977,000","84,087,000","73,801,000","66,427,000","60,689,000","49,318,000","39,009,000","39,325,000","34,009,000","30,322,000","21,701,000","23,143,000","16,953,000",
		OperatingGainsLosses,"1,102,000","2,432,000","3,967,000","3,804,000","3,644,000","5,507,000","4,655,000","3,473,000","4,014,000","3,814,000","3,385,000","3,081,000","2,377,000","2,012,000","1,338,000","1,284,000","1,439,000","1,431,000","891,000","11,705,000","7,330,000",,,
			EarningsLossesFromEquityInvestments,"-852,000","-1,351,000","-1,239,000","637,000","500,000","-378,000","-1,353,000","-1,488,000","-1,111,000","-1,641,000","-1,602,000","-713,000","-428,000","-366,000","-428,000","101,000","146,000",,,,,,,
		DepreciationAmortizationDepletion,"163,970,000","153,202,000","137,237,000","126,761,000","117,877,000","115,544,000","101,216,000","93,499,000","82,964,000","69,694,000","59,179,000","51,562,000","46,717,000","42,709,000","41,283,000","41,822,000","37,694,000","30,446,000","21,357,000","14,582,000","11,005,000","8,562,000","6,876,000",
			DepreciationAndAmortization,"163,970,000","153,202,000","137,237,000","126,761,000","117,877,000","115,544,000","101,216,000","93,499,000","82,964,000","69,694,000","59,179,000","51,562,000","46,717,000","42,709,000","41,283,000","41,822,000","37,694,000","30,446,000","21,357,000","14,582,000","11,005,000","8,562,000","6,876,000",
		DeferredTax,"-2,906,000","3,115,000","9,456,000","8,896,000","-19,932,000","6,335,000","12,319,000","-5,069,000","5,994,000","411,000","-480,000","-947,000","-2,166,000","70,000","1,799,000","-126,000","1,184,000","-2,698,000","-679,000","-24,000","4,533,000",,,
			DeferredIncomeTax,"-2,906,000","3,115,000","9,456,000","8,896,000","-19,932,000","6,335,000","12,319,000","-5,069,000","5,994,000","411,000","-480,000","-947,000","-2,166,000","70,000","1,799,000","-126,000","1,184,000","-2,698,000","-679,000","-24,000","4,533,000",,,
		AssetImpairmentCharge,"187,000","200,000","1,770,000","673,000","2,290,000","-1,283,000","105,000","600,000","139,000","974,000","626,000","278,000","1,459,000","1,127,000","1,821,000","2,908,000","2,018,000",,,,,,,
		ProvisionandWriteOffofAssets,"-23,000","-14,000","33,000","7,000","-1,000","-22,000","-9,000","10,000","27,000","-4,000","6,000","86,000","17,000","183,000","-43,000",,,,,,,,,
		StockBasedCompensation,"35,864,000","34,230,000","36,663,000","38,139,000","29,431,000","35,500,000","33,983,000","26,934,000","26,067,000","22,825,000","14,883,000","14,740,000","13,193,000","10,525,000","7,686,000","7,493,000","7,745,000",,,,,,,
		OtherNonCashItems,,,,,,,"1,000,000",,,,,"-1,800,000",,,"-43,000","387,000","516,000","6,402,000","6,692,000",,,"18,486,000","9,567,000",
		ChangeInWorkingCapital,"75,321,000","57,455,000","43,980,000","36,161,000","61,875,000","29,362,000","34,649,000","27,966,000","15,386,000","28,464,000","22,596,000","22,305,000","12,219,000","13,030,000","5,100,000","12,043,000","11,609,000","1,661,000","17,474,000","7,799,000","12,706,000","-8,033,000","-1,678,000",
			ChangeInReceivables,"-8,038,000","-24,420,000","11,062,000","-62,399,000","1,058,000","-5,774,000","-15,597,000","-20,379,000","-10,733,000","-11,395,000","-8,634,000","-9,063,000","-4,953,000","-3,139,000","-60,000","-2,777,000","7,865,000","-9,923,000","1,360,000","-3,519,000","4,329,000","-6,315,000","-824,000",
			ChangeInInventory,"-3,077,000","105,000","-6,099,000","-9,231,000","-2,017,000","-1,414,000","-2,495,000","-48,000","-455,000","-1,377,000","-2,278,000","-1,057,000","-119,000","-1,533,000","-1,193,000","136,000","-515,000","-610,000","-243,000","-724,000","-1,647,000","-1,718,000","-854,000",
			ChangeInPrepaidAssets,"-1,585,000","-5,612,000","-6,540,000","-2,485,000","-2,133,000","-2,049,000","-3,023,000","-1,211,000","-855,000","-743,000","-277,000","-3,066,000","-146,000","159,000","-1,593,000","468,000","-3,239,000","-584,000","-611,000","-1,473,000","-1,420,000",,,
			ChangeInPayablesAndAccruedExpense,"42,964,000","39,722,000","-728,000","69,440,000","11,172,000","7,976,000","23,566,000","12,687,000","-5,811,000","16,647,000","11,810,000","19,655,000","7,779,000","11,761,000","5,300,000","121,000","9,117,000","4,377,000","1,379,000","5,322,000","693,000",,,
				ChangeInPayable,"24,584,000","29,664,000","7,297,000","36,354,000","-5,210,000","6,209,000","11,516,000","3,900,000","1,057,000","8,798,000","5,524,000","9,800,000","2,608,000","3,848,000","2,721,000","-4,293,000","6,552,000",,,,,,,
					ChangeInTaxPayable,"4,573,000","6,581,000","1,889,000","8,624,000","-5,700,000","5,802,000","2,634,000","2,299,000","919,000","1,187,000","158,000","4,088,000","872,000","63,000","3,739,000",,,,,,,,,
						ChangeInIncomeTaxPayable,"4,573,000","6,581,000","1,889,000","8,624,000","-5,700,000","5,802,000","2,634,000","2,299,000","919,000","1,187,000","158,000","4,088,000","872,000","63,000","3,739,000",,,,,,,,,
					ChangeInAccountPayable,"20,011,000","23,083,000","5,408,000","27,730,000","490,000","407,000","8,882,000","1,601,000","138,000","7,611,000","5,366,000","5,712,000","1,736,000","3,785,000","-1,018,000","-4,293,000","6,552,000",,,,,,,
				ChangeInAccruedExpense,"18,380,000","10,058,000","-8,025,000","33,086,000","16,382,000","1,767,000","12,050,000","8,787,000","-6,868,000","7,849,000","6,286,000","9,855,000","5,171,000","7,913,000","2,579,000","4,414,000","2,565,000",,,,,,,
