name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"483,367,000","486,114,000","467,937,000","411,522,000","255,310,000","338,543,000","336,585,000","357,866,000","364,204,000","377,694,000","392,354,000","379,069,000","380,941,000","394,375,000","401,452,000","395,906,000","467,861,000","474,361,000","437,072,000","361,809,000","301,662,000","213,672,000","169,138,317","106,621,737","55,408,000"
	OperatingRevenue,"483,367,000","486,114,000","467,937,000","411,522,000","255,310,000","338,543,000","336,585,000","357,866,000","364,204,000","377,694,000","392,354,000","379,069,000","380,941,000","394,375,000","401,452,000","395,906,000","467,861,000","474,361,000","437,072,000","361,809,000","301,662,000","213,672,000","169,138,317","106,621,737","55,408,000"
CostOfRevenue,"219,780,000","221,722,000","222,065,000","193,567,000","157,901,000","184,920,000","197,831,000","188,893,000","198,167,000","198,476,000","211,832,000","220,738,000","230,181,000","234,227,000","239,556,000","247,511,000","270,463,000","259,078,000","227,509,000","180,373,000","151,588,000","116,515,000","90,848,059","56,708,261","29,043,000"
GrossProfit,"263,587,000","264,392,000","245,872,000","217,955,000","97,409,000","153,623,000","138,754,000","168,973,000","166,037,000","179,218,000","180,522,000","158,331,000","150,760,000","160,148,000","161,896,000","148,395,000","197,398,000","215,283,000","209,563,000","181,436,000","150,074,000","97,157,000","78,290,258","49,913,476","26,365,000"
OperatingExpense,"201,816,000","198,992,000","183,929,000","167,250,000","117,585,000","152,047,000","157,176,000","155,149,000","160,723,000","161,463,000","164,445,000","160,708,000","165,516,000","162,881,000","164,618,000","172,378,000","190,970,000","181,791,000","162,670,000","138,733,000","117,494,000","84,136,000","68,719,347",,"23,713,000"
	SellingGeneralAndAdministration,"201,816,000","198,992,000","183,929,000","167,250,000","117,585,000","152,047,000","157,176,000","155,149,000","160,723,000","161,463,000","164,445,000","160,708,000","165,516,000","162,881,000","164,618,000","162,763,000","190,970,000","181,791,000","162,670,000","138,733,000","117,494,000","84,136,000","68,719,347",,"23,713,000"
		GeneralAndAdministrativeExpense,,,,,,,,"155,149,000","160,723,000","161,463,000","164,445,000","160,708,000","165,516,000",,,,,,,,,,,,
			OtherGandA,,,,,,,,"155,149,000","160,723,000","161,463,000","164,445,000","160,708,000","165,516,000",,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,"9,615,000",,,,,,,,,
OperatingIncome,"61,771,000","65,400,000","61,943,000","50,705,000","-20,176,000","1,576,000","-18,422,000","13,824,000","5,314,000","17,755,000","16,077,000","-2,377,000","-14,756,000","-2,733,000","-2,722,000","-23,983,000","6,428,000","33,492,000","46,893,000","42,703,000","32,580,000","13,021,000","9,570,911","49,913,476","2,652,000"
NetNonOperatingInterestIncomeExpense,"1,300,000","929,000","-19,000","5,000","-10,000","-15,000","-85,000","-11,000","-5,000","143,000","-53,000","259,000","-3,000","81,000","250,000","143,000","799,000",,,,,,,,
	InterestExpenseNonOperating,,,,,"10,000","15,000",,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"-1,300,000","-929,000","19,000","-5,000","10,000","15,000","85,000","11,000","5,000","-143,000","53,000","-259,000","3,000","-81,000","-250,000","-143,000","-799,000",,,,,,,,
OtherIncomeExpense,,,,,,,,,,,,"0","-33,670,000",,,,,,"0","0","54,000","0",,,"-2,748,000"
	SpecialIncomeCharges,,,,,,,,,,,"0","0","-33,670,000","0","0",,,,,,"54,000",,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,"0","0","33,670,000","0","0",,,,,,,,,,
