name,ttm,10/31/2023,10/31/2022,10/31/2021,10/31/2020,10/31/2019,10/31/2018,10/31/2017,10/31/2016,10/31/2015,10/31/2014,10/31/2013,10/31/2012,10/31/2011,10/31/2010,10/31/2009,10/31/2008,10/31/2007,10/31/2006,10/31/2005,10/31/2004,10/31/2003,10/31/2002,10/31/2001,10/31/2000,10/31/1999,10/31/1998,10/31/1997,10/31/1996,10/31/1995,10/31/1994,10/31/1993,10/31/1992,10/31/1991,10/31/1990,10/31/1989
OperatingCashFlow,"3,989,006,000","4,817,634,000","4,475,402,000","2,735,069,000","2,008,487,000","2,253,100,000","2,442,361,000","1,154,365,000","1,291,348,000","907,798,000","871,602,000","912,345,000","814,542,000","900,529,000","991,175,000","432,148,000","669,368,000","820,365,000","621,102,000","672,704,000","778,045,000","432,963,000","226,126,000","843,613,000","704,505,000","442,400,000","224,700,000","297,200,000","143,700,000","210,300,000","183,300,000","89,500,000","33,500,000","51,000,000","82,200,000","74,400,000"
	CashFlowFromContinuingOperatingActivities,"3,989,006,000","4,817,634,000","4,475,402,000","2,735,069,000","2,008,487,000","2,253,100,000","2,442,361,000","1,154,365,000","1,291,348,000","907,798,000","871,602,000","912,345,000","814,542,000","900,529,000","991,175,000","432,148,000","669,368,000","820,365,000","621,102,000","672,704,000","778,045,000","432,963,000","226,126,000","843,613,000","704,505,000","442,400,000","224,700,000","297,200,000","143,700,000","210,300,000","183,300,000","89,500,000","33,500,000","51,000,000","82,200,000","74,400,000"
		NetIncomeFromContinuingOperations,"1,655,631,000","3,314,579,000","2,748,561,000","1,390,422,000","1,220,761,000","1,363,011,000","1,506,980,000","805,379,000","861,664,000","696,878,000","629,320,000","673,487,000","651,236,000","867,394,000","712,084,000","247,772,000","786,284,000","496,907,000","549,482,000","414,787,000","570,738,000","298,281,000","105,299,000","356,377,000","607,132,000","196,800,000","119,500,000","178,200,000","171,900,000","119,300,000","74,500,000","44,500,000","14,900,000","8,200,000","-12,900,000","27,900,000"
		OperatingGainsLosses,,,,"215,150,000",,,,,"3,290,000",,,"-75,239,000","-1,231,000","-6,500,000","-859,000",,"-248,328,000","-8,138,000","7,936,000","50,374,000","21,955,000","33,880,000","26,351,000","86,070,000","-43,857,000","21,400,000","7,800,000",,,,,,,,"18,300,000","7,800,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,"0","0","-85,444,000","0","-6,500,000","-859,000","0",,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,"-13,557,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,"-1,231,000",,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"2,119,972,000","2,293,103,000","2,297,499,000","1,074,634,000","810,923,000","811,251,000","799,063,000","584,059,000","209,790,000","222,240,000","141,970,000","110,416,000","109,833,000","118,219,000","120,911,000","139,870,000","153,472,000","154,783,000","172,163,000","155,564,000","152,630,000","168,283,000","238,002,000","210,490,000","156,671,000","142,600,000","127,600,000","103,600,000","83,800,000","64,100,000","61,300,000","59,800,000","55,000,000","52,700,000","46,800,000","41,500,000"
			DepreciationAndAmortization,"2,119,972,000","2,293,103,000","2,297,499,000","1,074,634,000","810,923,000","811,251,000","799,063,000","584,059,000","209,790,000","222,240,000","141,970,000","110,416,000","109,833,000","118,219,000","120,911,000","139,870,000","153,472,000","154,783,000","172,163,000","155,564,000","152,630,000","168,283,000","238,002,000","210,490,000","156,671,000","142,600,000","127,600,000","103,600,000","83,800,000","64,100,000","61,300,000","59,800,000","55,000,000","52,700,000","46,800,000","41,500,000"
				Depreciation,"348,449,000","334,704,000","283,338,000","231,275,000","233,775,000","240,677,000","228,525,000","194,666,000","134,540,000","130,147,000","114,064,000","110,196,000","109,705,000","116,873,000","116,083,000","132,493,000","144,222,000","142,173,000","166,851,000","153,181,000","149,920,000","165,659,000",,,,,,,,,,,,,,
				AmortizationCashFlow,"1,771,523,000","1,958,399,000","2,014,161,000","843,359,000","577,148,000","570,574,000","570,538,000","389,393,000","75,250,000","92,093,000","27,906,000","220,000","128,000","1,346,000","4,828,000","7,377,000","9,250,000","12,610,000","5,312,000","2,383,000","2,710,000","2,624,000",,,,,,,,,,,,,,
					AmortizationOfIntangibles,"1,771,523,000","1,958,399,000","2,014,161,000","843,359,000","577,148,000","570,574,000","570,538,000","389,393,000","75,250,000","92,093,000","27,906,000","220,000","128,000","1,346,000","4,828,000","7,377,000","9,250,000","12,610,000","5,312,000","2,383,000","2,710,000","2,624,000",,,,,,,,,,,,,,
		DeferredTax,"-291,119,000","-452,946,000","-326,755,000","-406,922,000","-113,948,000","-91,253,000","-730,376,000","-810,398,000","8,124,000","-52,214,000","-77,711,000","-17,699,000","-9,801,000","1,704,000","-9,866,000","11,595,000","-11,369,000","-2,850,000","-28,454,000","14,604,000","26,931,000","2,157,000","-40,563,000","-29,923,000","-12,544,000","16,600,000","-12,400,000","-6,100,000","6,600,000","1,800,000","-5,400,000","-4,100,000","1,000,000","800,000","-1,300,000","1,200,000"
			DeferredIncomeTax,"-291,119,000","-452,946,000","-326,755,000","-406,922,000","-113,948,000","-91,253,000","-730,376,000","-810,398,000","8,124,000","-52,214,000","-77,711,000","-17,699,000","-9,801,000","1,704,000","-9,866,000","11,595,000","-11,369,000","-2,850,000","-28,454,000","14,604,000","26,931,000","2,157,000","-40,563,000","-29,923,000","-12,544,000","16,600,000","-12,400,000","-6,100,000","6,600,000","1,800,000","-5,400,000","-4,100,000","1,000,000","800,000","-1,300,000","1,200,000"
		AssetImpairmentCharge,,"0","91,953,000","0","0","14,167,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"264,972,000","299,823,000","323,487,000","243,611,000","149,518,000","150,300,000","151,165,000","104,188,000","63,421,000","68,919,000","50,812,000","56,886,000","53,500,000","52,358,000","51,752,000","48,613,000",,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,"-41,773,000","-10,453,000","-25,045,000","-22,231,000","-16,171,000","-12,230,000","-44,936,000","-317,000","-20,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"13,361,000","8,665,000","224,322,000","326,229,000","-212,189,000","55,074,000","36,569,000","347,853,000","24,570,000","6,974,000","4,423,000","-185,000","-2,968,000","833,000","714,233,000","17,131,000","31,971,000","33,072,000","-104,506,000","6,284,000","9,251,000",,,,,,"-100,000","-300,000","-600,000","300,000","2,200,000","2,800,000","4,100,000","4,000,000","2,600,000","2,300,000"
		ChangeInWorkingCapital,"226,189,000","-645,590,000","-883,665,000","-108,055,000","153,422,000","-35,283,000","678,960,000","123,284,000","120,489,000","-9,954,000","145,019,000","180,850,000","26,203,000","-88,543,000","115,321,000","-32,813,000","-42,662,000","146,591,000","24,481,000","31,091,000","-3,460,000","-69,638,000","-102,963,000","220,599,000","-2,897,000","65,000,000","-17,700,000","21,800,000","-118,000,000","24,800,000","50,700,000","-13,500,000","-41,500,000","-14,700,000","28,700,000","-6,300,000"
			ChangeInReceivables,,"330,728,000","-343,908,000","-114,504,000","-101,626,000","5,890,000","45,979,000","-65,669,000","-9,392,000","-71,198,000","-36,460,000","12,377,000","5,774,000","40,025,000","-82,380,000","16,561,000","48,903,000","-27,011,000","-6,705,000","5,298,000","-32,771,000","-63,070,000","-10,771,000","237,344,000","-213,696,000","-56,000,000","51,100,000","-25,100,000","-66,900,000","-18,300,000","-7,700,000","-35,600,000","-15,300,000","-800,000","1,800,000","2,700,000"
