name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"16,894,081,744","13,256,209,605","7,574,976,618","9,819,892,272","6,674,405,787","5,060,694,633","2,748,135,953","3,414,948,151","3,775,173,669","4,814,951,563","3,017,517,486","2,243,109,666","1,183,929,148","837,580,666","663,627,756","540,109,636","380,001,681","645,593,910","830,511,958","557,204,684","706,387,689","831,581,572","688,037,235","808,030,799","1,127,175,329","178,637,250","652,310,500"
EnterpriseValue,"16,742,214,744","13,090,134,605","7,395,107,618","9,597,328,272","6,535,764,787","4,981,005,633","2,654,238,953","3,285,229,151","3,664,342,669","4,695,805,563","2,905,995,486","2,117,216,666","1,080,882,148","736,777,666","538,469,756","419,892,636","294,262,681","552,700,910","737,618,958","492,453,684","580,451,689","686,045,572","566,584,235","709,686,799","1,051,882,329","139,737,250","625,410,500"
PeRatio,"84.098","81.253","69.371","90.401","80.908","54.623","27.693","28.471","31.946","50.511","39.922","36.598","23.57","21.532","24.432","32.932","16.819","23.327","41.205","34.712","33.634","38.93","28.554","55","88.802","184.375","93.966"
ForwardPeRatio,"52.083","60.976","47.17","74.627","70.423","52.356","30.488","38.462","25.974","40.65","31.847","28.169","19.763","16.892","19.96",,,,,,,,,,,,
PegRatio,"2.312","2.377","2.137","3.101","4.384",,,,,,"3.182","2.819","1.976","1.689","1.597",,,,,,,,,,,,
PsRatio,"17.289","15.187","10.44","15.656","11.454","8.537","5.099","5.799","6.44","9.026","6.632","5.735","3.251","2.788","2.308","2.198","1.141","2.135","2.993","2.599","3.452","4.337","4.107","5.924","11.131","2.495","11.046"
PbRatio,"70.208","63.094","38.106","41.152","35.546","33.371","19.675","17.276","19.914","25.294","16.357","12.681","7.33","5.124","3.611","2.946","2.113","3.476","3.822","2.562","2.888","3.643","3.713","5.723","13.436","3.048","11.732"
EnterprisesValueRevenueRatio,"16.8","14.732","9.987","15.014","11.036","8.174","4.749","5.493","6.124","8.611","6.192","5.263","2.873","2.323","1.812","1.702","0.873","1.638","2.64","2.089","2.701","3.486","3.224","4.692","8.768","1.719","10.071"
EnterprisesValueEBITDARatio,"68.599","64.972","52.052","66.8","54.462","37.497","17.466","16.465","18.564","29.651","22.555","20.841","12.611","11.871","10.54","11.522","6.063","9.752","15.662","11.131","13.755","16.075","12.493","20.266","39.703","24.953","56.856"
