name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
			DeferredIncomeTax,,"26,900,000","31,500,000","-19,700,000","1,300,000","18,900,000","11,200,000","-5,100,000","12,834,000","11,549,000","15,948,000","4,111,000","4,970,000","3,748,000","2,274,000","4,287,000","9,000","-4,163,000","-3,906,000",,"2,144,000","-2,071,000","-2,632,000","-379,000","-339,000","-785,000","-300,000","-300,000","-400,000","-200,000","-100,000","-100,000","-100,000",
		AmortizationOfSecurities,,,,,,,,,,,,,,,"961,000","894,000","591,000",,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,"0","0","3,751,000","0","14,958,000","0","0","15,399,000","0",,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,"7,000,000","6,869,000","15,000,000","13,481,000","10,486,000","7,047,000","1,787,000","-166,000","1,127,000","644,000","296,000",,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"43,300,000","44,000,000","49,300,000","52,700,000","32,300,000","39,300,000","31,500,000","24,000,000","27,024,000","22,018,000","16,199,000","14,411,000","9,706,000","6,927,000","7,749,000","5,007,000","6,349,000",,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,"-3,081,000","-6,551,000","-4,943,000","-5,308,000","-4,638,000","-1,113,000","-205,000","-34,000","-327,000",,,,,,,,,,,,,,,,,
		OtherNonCashItems,"12,500,000","10,300,000","8,200,000","-210,600,000","5,900,000","34,900,000","18,600,000","6,600,000","5,642,000","10,887,000","1,408,000","-17,735,000","1,598,000","-178,000","2,954,000","416,000","6,164,000","7,540,000","1,768,000",,,,,,,,"100,000",,"100,000","200,000","100,000",,"100,000","-100,000"
		ChangeInWorkingCapital,"50,700,000","56,100,000","-140,700,000","-128,200,000","95,300,000","-45,800,000","-26,600,000","-60,400,000","-19,100,000","-56,529,000","-58,438,000","-7,092,000","-41,722,000","-22,309,000","-4,363,000","12,836,000","-11,903,000","-1,270,000","-332,000","-3,936,000","-3,780,000","1,934,000","3,873,000","3,882,000","-3,316,000","-5,470,000","-1,200,000","-1,100,000","-800,000","-1,600,000","-1,200,000","-700,000","-1,100,000","-100,000"
			ChangeInReceivables,"104,300,000","111,000,000","-116,300,000","-111,100,000","-12,900,000","-24,300,000","-90,700,000","-50,500,000","-43,289,000","-53,775,000","-45,361,000","-20,155,000","-18,604,000","-25,079,000","-10,532,000","28,024,000","-1,142,000","-7,490,000","-3,658,000","-3,229,000","-6,546,000","3,078,000","3,533,000","4,413,000","-4,963,000","-4,841,000","-2,900,000","-3,500,000","-2,600,000","-1,900,000","-1,100,000","-400,000","-800,000","-100,000"
				ChangesInAccountReceivables,"104,300,000","111,000,000","-116,300,000","-111,100,000","-12,900,000","-24,300,000","-90,700,000","-50,500,000","-43,289,000","-53,775,000","-45,361,000","-20,155,000","-18,604,000","-25,079,000","-10,532,000","28,024,000","-1,142,000",,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-9,700,000","3,300,000","2,000,000","-18,200,000","6,500,000","-20,800,000","14,800,000","-11,900,000","6,433,000","100,000","-8,304,000","6,628,000","2,166,000","-2,925,000","3,722,000","118,000","-5,213,000","288,000","402,000","-315,000","154,000","-1,203,000","486,000","-407,000",,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-39,500,000","-51,800,000","18,900,000","43,800,000","13,400,000","-4,500,000","50,800,000","1,900,000","24,666,000","-5,753,000","1,559,000","10,215,000","-25,870,000","4,588,000","4,912,000","-9,712,000","-809,000","1,035,000","-97,000","-717,000",,"804,000","-4,231,000","844,000","1,579,000","484,000","2,200,000","1,400,000","1,200,000","200,000","700,000","200,000","-300,000","100,000"
				ChangeInPayable,"-6,700,000","-2,400,000","7,600,000","-23,600,000","800,000","-9,500,000","25,400,000","900,000","1,110,000","-5,995,000","-9,716,000","-7,339,000","2,183,000","-1,812,000","1,032,000","-695,000","-809,000",,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,"1,700,000","-300,000","-2,200,000","2,100,000","600,000","3,346,000","-7,679,000","-8,023,000","-5,759,000","196,000","-1,231,000","856,000",,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,"1,700,000","-300,000","-2,200,000","2,100,000","600,000","3,346,000","-7,679,000","-8,023,000","-5,759,000","196,000","-1,231,000","856,000",,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"-1,800,000","-2,400,000","7,600,000","-23,600,000","800,000","-7,300,000","23,300,000","300,000","-2,236,000","1,684,000","-1,693,000","-1,580,000","1,987,000","-1,812,000","1,032,000","-695,000","-809,000",,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-32,800,000","-49,400,000","11,300,000","67,400,000","12,600,000","5,000,000","25,400,000","1,000,000","23,556,000","242,000","11,275,000","17,554,000","-28,053,000","6,400,000","3,880,000","-9,017,000",,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,"31,400,000","28,000,000","0","0",,,,,,,,,,,,,"-254,000","-220,000","224,000","-536,000","-345,000","-1,112,000","-900,000","100,000","100,000",,"-300,000","-100,000",,
			ChangeInOtherCurrentLiabilities,,,,,"-31,000,000","-26,700,000","0","0",,,,,,,"60,000","-12,245,000","-4,101,000","4,897,000","2,540,000","325,000","2,866,000","-525,000","3,861,000","-432,000","413,000","-1,000","400,000","1,000,000","500,000","100,000","-500,000","-400,000",,"-100,000"
			ChangeInOtherWorkingCapital,"-4,400,000","-6,400,000","-45,300,000","-42,700,000","88,300,000","3,800,000","-1,500,000","100,000","-6,910,000","2,899,000","-6,332,000","-3,780,000","586,000","1,107,000","-2,465,000","-5,594,000","-638,000",,"481,000",,,,,,,,,,,,,,,
InvestingCashFlow,"-33,000,000","-40,500,000","-510,000,000","246,500,000","-219,000,000","-149,100,000","-788,700,000","-50,100,000","-21,984,000","-461,530,000","-19,560,000","-68,355,000","-362,966,000","-41,120,000","-16,581,000","-13,828,000","-17,713,000","-234,024,000","-4,633,000","-5,740,000","5,920,000","221,000","-50,764,000","-10,324,000","-3,155,000","-7,934,000","-4,700,000","-3,500,000","1,400,000","-2,300,000","-3,500,000","-2,900,000","-700,000","-400,000"
	CashFlowFromContinuingInvestingActivities,"-33,000,000","-40,500,000","-510,000,000","246,500,000","-219,000,000","-149,100,000","-788,700,000","-50,100,000","-27,984,000","-576,970,000","-19,560,000","-128,254,000","-362,966,000","-41,120,000","-16,581,000","-13,828,000","-17,713,000","-234,024,000","-4,633,000","-5,740,000","5,920,000","221,000","-50,764,000","-10,324,000","-3,155,000","-7,934,000","-4,700,000","-3,500,000","1,400,000","-2,300,000","-3,500,000","-2,900,000","-700,000","-400,000"
		NetPPEPurchaseAndSale,"-33,100,000","-39,900,000","-37,500,000","-34,700,000","-32,600,000","-32,700,000","-28,700,000","-24,300,000","-27,138,000","-24,689,000","-19,729,000","-16,531,000","-14,354,000","-8,411,000","-6,302,000","-4,673,000","-8,201,000","-5,823,000","-4,109,000","5,203,000","2,000","-4,894,000","-4,658,000","-853,000","-1,111,000","-1,848,000","-2,000,000","-1,200,000","-1,200,000","-600,000","-900,000","-300,000","-600,000","-300,000"
			PurchaseOfPPE,"-33,100,000","-39,900,000","-37,500,000","-34,700,000","-32,600,000","-32,700,000","-28,700,000","-24,300,000","-27,138,000","-24,689,000","-19,729,000","-16,531,000","-14,354,000","-8,411,000","-6,302,000","-4,673,000","-8,201,000","-5,899,000","-4,111,000","-3,825,000",,"-4,894,000","-4,659,000","-855,000","-1,111,000","-1,849,000","-2,000,000","-1,200,000","-1,200,000","-600,000","-900,000","-300,000","-600,000","-300,000"
			SaleOfPPE,,,,,,,,,,,,,,,,,,"76,000","2,000","9,028,000","2,000",,"1,000","2,000",,"1,000",,,,,,,,
		NetBusinessPurchaseAndSale,,"0","-474,800,000","281,000,000","-186,200,000","-116,400,000","-760,200,000","-25,900,000","0","-552,777,000","0","-110,700,000","-347,743,000","-32,818,000","-10,458,000","-10,239,000","-9,013,000","-232,273,000","-430,000",,"-6,765,000",,"-66,315,000",,"-360,000","-360,000",,,,,,,,
			PurchaseOfBusiness,,"0","-484,600,000","-222,800,000","-186,200,000","-116,400,000","-760,200,000","-25,900,000","0","-552,777,000","0","-110,700,000","-347,743,000","-32,818,000","-10,458,000","-10,239,000","-9,013,000",,,,,,,,,,,,,,,,,
			SaleOfBusiness,,"0","9,800,000","503,800,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,"-6,000,000","12,800,000","2,000,000","22,886,000","-9,552,000","-1,926,000","-5,322,000","-2,700,000","-2,400,000","2,600,000","-1,700,000","-1,500,000","-2,300,000",,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,"-6,000,000",,,"-2,000,000","-26,645,000","-7,121,000","-10,777,000","-10,300,000","-7,300,000","-1,000,000","-4,300,000","-4,400,000","-11,600,000",,
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,"12,800,000","2,000,000","24,886,000","17,093,000","5,195,000","5,455,000","7,600,000","4,900,000","3,600,000","2,600,000","2,900,000","9,300,000",,
		NetOtherInvestingChanges,"100,000","-600,000","2,300,000","200,000","-200,000",,"200,000","100,000","-846,000","496,000","169,000","-1,023,000","-869,000","109,000","179,000","1,084,000","-499,000","4,072,000","-94,000","-4,943,000","-117,000","3,115,000","-2,677,000","81,000","242,000","-404,000",,"100,000",,,"-1,100,000","-300,000","-100,000","-100,000"
	CashFromDiscontinuedInvestingActivities,,,,"503,800,000","0","0","0","0","6,000,000","115,440,000","0","59,899,000","0","0",,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-355,600,000","-310,900,000","-256,500,000","-184,400,000","-29,000,000","-110,500,000","507,800,000","-138,500,000","-174,065,000","331,108,000","-81,092,000","-32,390,000","331,878,000","17,509,000","-16,614,000","-48,957,000","-8,403,000","132,139,000","74,936,000","3,109,000","356,000","-4,262,000","-3,813,000","-127,000","8,820,000","-5,770,000","2,500,000","2,500,000","700,000","1,000,000","400,000","200,000","1,200,000","-100,000"
	CashFlowFromContinuingFinancingActivities,"-355,600,000","-310,900,000","-256,500,000","-184,400,000","-29,000,000","-110,500,000","507,800,000","-138,500,000","-174,065,000","331,108,000","-81,092,000","-32,390,000","331,878,000","17,509,000","-16,614,000","-48,957,000","-8,403,000","132,139,000","74,936,000","3,109,000","356,000","-4,262,000","-3,813,000","-127,000","8,820,000","-5,770,000","2,500,000","2,500,000","700,000","1,000,000","400,000","200,000","1,200,000","-100,000"
		NetIssuancePaymentsOfDebt,"4,200,000","-24,800,000","31,500,000","0","0","-83,200,000","536,000,000","-68,000,000","-118,000,000","358,875,000","15,312,000","-26,775,000","339,837,000","18,269,000","-11,215,000","-48,156,000","-10,383,000","135,131,000",,,,,"-5,729,000",,,,,,"-400,000",,,,,"-100,000"
			NetLongTermDebtIssuance,"4,200,000","-24,800,000","31,500,000","0","0","-83,200,000","536,000,000","-68,000,000","-118,000,000","358,875,000","15,312,000","-26,775,000","339,837,000","18,269,000","-11,215,000","-48,156,000","-10,383,000",,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"498,800,000","571,800,000","94,000,000","0","65,500,000","653,000,000","822,000,000","37,000,000","11,000,000","875,000,000","164,000,000","429,500,000","513,000,000","40,500,000","68,000,000","0","0",,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-494,600,000","-596,600,000","-62,500,000","0","-65,500,000","-736,200,000","-286,000,000","-105,000,000","-129,000,000","-516,125,000","-148,688,000","-456,275,000","-173,163,000","-22,231,000","-79,215,000","-48,156,000","-10,383,000",,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-354,400,000","-273,100,000","-281,400,000","-181,300,000","-27,900,000","-20,000,000","0","-60,100,000","-41,096,000","-1,645,000","-100,049,000","7,054,000","0","471,000","-1,667,000","555,000","1,653,000","301,000","73,883,000","3,109,000","356,000","-4,262,000","1,916,000","-125,000","8,820,000","-5,770,000","2,500,000","2,500,000","1,200,000","700,000","500,000","200,000","1,200,000",
			CommonStockIssuance,,,,,,,,,,,,"7,054,000","8,384,000","2,701,000","333,000","555,000","2,064,000","2,598,000","73,883,000","3,109,000","356,000","290,000","5,024,000","7,373,000","8,820,000","2,042,000","2,500,000","2,500,000","1,200,000","700,000","500,000","200,000","1,200,000",
			CommonStockPayments,"-354,400,000","-273,100,000","-281,400,000","-181,300,000","-27,900,000","-20,000,000","0","-60,100,000","-41,096,000","-1,645,000","-100,049,000","0","0","-2,230,000","-2,000,000","0","-411,000","-2,297,000",,,,"-4,552,000","-3,108,000","-7,498,000",,"-7,812,000",,,,,,,,
		ProceedsFromStockOptionExercised,"17,300,000","18,900,000","18,900,000","14,300,000","12,100,000","12,700,000","9,400,000","7,800,000","9,758,000","6,591,000","6,358,000","7,054,000","8,384,000",,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-22,700,000","-31,900,000","-25,500,000","-17,400,000","-13,200,000","-20,000,000","-37,600,000","-18,200,000","-24,727,000","-32,713,000","-2,713,000","-12,669,000","-16,343,000","-1,231,000","-3,732,000","-1,356,000","327,000","-3,293,000","1,053,000",,,,,"-2,000",,,,,"-100,000","300,000","-100,000",,,
EndCashPosition,"133,100,000","175,900,000","70,300,000","529,600,000","274,400,000","95,200,000","41,800,000","36,700,000","27,044,000","23,869,000","31,714,000","37,350,000","27,479,000","17,739,000","18,409,000","25,974,000","46,271,000","37,764,000","105,483,000","20,487,000","20,787,000","35,134,000","31,990,000","65,694,000","51,202,000","24,120,000","27,700,000","18,339,000","0","0","0","0","0","0"
	ChangesInCash,"39,300,000","105,500,000","-458,700,000","255,800,000","176,800,000","53,600,000","6,500,000","7,800,000","3,282,000","-6,378,000","-4,630,000","9,779,000","9,609,000","-192,000","-6,334,000","-20,772,000","9,242,000","-68,227,000","84,605,000","632,000","-60,000","2,207,000","-34,175,000","14,494,000","27,071,000","-3,594,000","9,400,000","7,300,000","7,800,000","1,900,000","-500,000","-700,000","1,600,000","600,000"
	EffectOfExchangeRateChanges,"-900,000","100,000","-600,000","-600,000","2,400,000","-200,000","-1,400,000","1,800,000","-107,000","-1,467,000","-1,006,000","92,000","131,000","-478,000","-1,231,000","475,000","-735,000","508,000","391,000","-932,000","513,000","937,000","471,000","-2,000","11,000","8,000",,,,,,,,
	BeginningCashPosition,"93,800,000","70,300,000","529,600,000","274,400,000","95,200,000","41,800,000","36,700,000","27,100,000","23,869,000","31,714,000","37,350,000","27,479,000","17,739,000","18,409,000","25,974,000","46,271,000","37,764,000","105,483,000","20,487,000","20,787,000","20,334,000","31,990,000","65,694,000","51,202,000","24,120,000","27,706,000","18,300,000","11,100,000","3,300,000","1,500,000","2,000,000","2,700,000","1,100,000","400,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,700,000","-61,000","-11,100,000","-3,400,000","-1,500,000","-2,000,000","-2,700,000","-1,000,000"
IncomeTaxPaidSupplementalData,"49,900,000","44,800,000","54,500,000","170,300,000","64,200,000","56,600,000","21,400,000","55,300,000","38,190,000","45,478,000","56,320,000","32,350,000","33,915,000","16,163,000","0","1,230,000","20,255,000",,,,,,,,,,,,,,,,,
InterestPaidSupplementalData,"63,800,000","62,100,000","43,700,000","35,200,000","37,600,000","44,900,000","51,000,000","24,100,000","26,829,000","22,282,000","56,320,000","15,158,000","14,722,000","2,659,000","5,478,000","8,564,000","9,370,000",,,,,,,,,,,,,,,,,
CapitalExpenditure,"-33,100,000","-39,900,000","-37,500,000","-34,700,000","-32,600,000","-32,700,000","-28,700,000","-24,300,000","-27,138,000","-24,689,000","-19,729,000","-16,531,000","-14,354,000","-8,411,000","-6,302,000","-4,673,000","-8,201,000","-5,899,000","-4,111,000","-3,825,000",,"-4,894,000","-4,659,000","-855,000","-1,111,000","-1,849,000","-2,000,000","-1,200,000","-1,200,000","-600,000","-900,000","-300,000","-600,000","-300,000"
IssuanceOfCapitalStock,,,,,,,,,,,,"7,054,000","8,384,000","2,701,000","333,000","555,000","2,064,000","2,598,000","73,883,000","3,109,000","356,000","290,000","5,024,000","7,373,000","8,820,000","2,042,000","2,500,000","2,500,000","1,200,000","700,000","500,000","200,000","1,200,000",
IssuanceOfDebt,"498,800,000","571,800,000","94,000,000","0","65,500,000","653,000,000","822,000,000","37,000,000","11,000,000","875,000,000","164,000,000","429,500,000","513,000,000","40,500,000","68,000,000","0","0",,,,,,,,,,,,,,,,,
RepaymentOfDebt,"-494,600,000","-596,600,000","-62,500,000","0","-65,500,000","-736,200,000","-286,000,000","-105,000,000","-129,000,000","-516,125,000","-148,688,000","-456,275,000","-173,163,000","-22,231,000","-79,215,000","-48,156,000","-10,383,000",,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-354,400,000","-273,100,000","-281,400,000","-181,300,000","-27,900,000","-20,000,000","0","-60,100,000","-41,096,000","-1,645,000","-100,049,000","0","0","-2,230,000","-2,000,000","0","-411,000","-2,297,000",,,,"-4,552,000","-3,108,000","-7,498,000",,"-7,812,000",,,,,,,,
FreeCashFlow,"394,800,000","417,000,000","270,300,000","159,000,000","392,200,000","280,500,000","258,700,000","172,100,000","172,193,000","99,355,000","76,293,000","93,993,000","26,343,000","15,008,000","20,559,000","37,340,000","27,157,000","27,759,000","10,191,000","-562,000","-6,336,000","1,354,000","15,743,000","24,090,000","20,295,000","8,261,000","9,600,000","7,100,000","4,500,000","2,600,000","1,700,000","1,700,000","500,000","800,000"
