name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"179,049,077","179,049,077","108,055,569","135,576,323","625,488","341,495","17,431,858","73,148,556","56,199,286","46,411,331","64,276,891","104,776,069","154,433,815","106,376,554","102,837,590","760,515,853","1,711,490,694","1,279,606,828","984,992,075.593","465,216,828.083","36,642,692.895","17,268,237.456","3,280,387.874","5,527,116.732"
	OperatingRevenue,"179,049,077","179,049,077","108,055,569","135,576,323","625,488","343,077","16,551,080","71,564,023","48,565,620","40,504,363","64,839,565","106,626,977","163,581,164","112,465,598","108,513,582","802,629,351","1,806,130,221","1,350,129,444","984,992,075.593","465,216,828.083","36,642,692.895","17,268,237.456","3,280,387.874","5,527,116.732"
	ExciseTaxes,,,,"0","0","1,582","60,557","59,610","86,236","198,555","562,674","1,850,908","9,147,349","6,089,044","5,675,992","42,113,498","94,639,527","70,522,616",,,,,,
CostOfRevenue,"211,898,040","211,898,040","155,327,994","87,801,249","814,136","1,342,266","16,435,590","23,782,054","48,518,779","67,743,995","85,782,569","107,803,360","69,415,631","39,117,993","103,256,343","712,472,751","997,948,540","700,046,829","523,588,526.16","240,514,045.793","9,140,021.309","6,491,733.508","3,729,879.34","3,413,433.176"
GrossProfit,"-32,848,963","-32,848,963","-47,272,425","47,775,074","-188,648","-1,000,771","996,268","49,366,502","7,680,507","-21,332,664","-21,505,678","-3,027,291","85,018,184","67,258,561","-418,753","48,043,102","713,542,154","579,559,999","461,403,549.433","224,702,782.29","27,502,671.586","10,776,503.948","-449,491.466","2,113,683.557"
OperatingExpense,"206,774,266","206,774,266","365,969,361","292,911,884","111,805,148","129,041,809","116,234,919","162,677,091","224,721,152","308,506,952","304,646,468","521,615,477","658,865,608","477,283,929","315,415,307","452,012,578","496,842,774","324,991,014","191,477,063.07","164,965,736.692","35,353,950.503","15,930,604.31","19,070,477.795","17,264,887.819"
	SellingGeneralAndAdministration,"204,803,911","204,803,911","363,536,386","290,994,322","109,394,411","115,981,519","91,909,149","117,914,649","150,334,493","163,461,025","162,915,350","278,630,834","357,394,517","265,161,999","175,983,658","337,569,026","423,023,167","283,560,927","160,721,461.795","124,306,839.856","26,324,591.503","13,120,486.955","9,343,568.233","10,592,440.772"
		GeneralAndAdministrativeExpense,"203,074,538","203,074,538","360,040,262","290,322,434","108,747,919","113,867,000","89,583,331","108,824,680","129,047,846","131,768,503","111,157,250","161,958,423","170,382,896","174,665,299","112,692,772","225,051,424","319,298,044","180,297,691",,,,,,
			OtherGandA,"203,074,538","203,074,538","360,040,262","290,322,434","108,747,919","113,867,000","89,583,331","108,824,680","129,047,846","131,768,503","111,157,250","161,958,423","170,382,896","174,665,299","112,692,772","225,051,424","319,298,044","180,297,691",,,,,,
		SellingAndMarketingExpense,"1,729,373","1,729,373","3,496,124","671,888","646,492","2,114,519","2,325,818","9,089,969","21,286,647","31,692,522","51,758,100","116,672,411","187,011,621","90,496,700","63,290,886","112,517,602","103,725,123","103,263,236",,,,,,
