name,ttm,07/31/2024,07/31/2023,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017,07/31/2016,07/31/2015,07/31/2014,07/31/2013,07/31/2012,07/31/2011,07/31/2010,07/31/2009,07/31/2008,07/31/2007,07/31/2006,07/31/2005,07/31/2004,07/31/2003,07/31/2002,07/31/2001,07/31/2000,07/31/1999,07/31/1998,07/31/1997,07/31/1996,07/31/1995,07/31/1994,07/31/1993,07/31/1992,07/31/1991,07/31/1990,07/31/1989,07/31/1988
OperatingIncome,"12,970,000,000","12,970,000,000","15,562,000,000","13,975,000,000","13,719,000,000","14,101,000,000","14,541,000,000","12,667,000,000","12,729,000,000","12,928,000,000","11,254,000,000","9,763,000,000","11,301,000,000","10,369,000,000","8,473,000,000","9,164,000,000","7,322,000,000","9,442,000,000","8,621,000,000","6,996,000,000","7,416,000,000","6,292,000,000","4,882,000,000","2,919,000,000","-834,000,000","3,235,000,000","2,873,000,000","2,070,000,000","1,629,000,000","1,400,806,000","697,963,000","488,100,000","263,571,000","129,400,000","66,200,000","21,500,000","6,900,000","500,000"
NetNonOperatingInterestIncomeExpense,"359,000,000","359,000,000","535,000,000","116,000,000","184,000,000","335,000,000","449,000,000","565,000,000","477,000,000","329,000,000","203,000,000","127,000,000","71,000,000","54,000,000","13,000,000","12,000,000","499,000,000","824,000,000","715,000,000","607,000,000","552,000,000","512,000,000","660,000,000","895,000,000","967,000,000","1,108,000,000","330,000,000","196,000,000","110,000,000","64,019,000","40,014,000","22,330,000","11,557,000",,,,,
	InterestIncomeNonOperating,"1,365,000,000","1,365,000,000","962,000,000","476,000,000","618,000,000","920,000,000","1,308,000,000","1,508,000,000","1,338,000,000","1,005,000,000","769,000,000","691,000,000","654,000,000","650,000,000","641,000,000","635,000,000","845,000,000","1,143,000,000","1,092,000,000","755,000,000","552,000,000","512,000,000","660,000,000","895,000,000","967,000,000",,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,006,000,000","1,006,000,000","427,000,000","360,000,000","434,000,000","585,000,000","859,000,000","943,000,000","861,000,000","676,000,000","566,000,000","564,000,000","583,000,000","596,000,000","628,000,000","623,000,000","346,000,000","319,000,000","377,000,000","148,000,000",,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,"-940,000,000","-1,108,000,000","-330,000,000","-196,000,000","-110,000,000","-64,019,000","-40,014,000","-22,330,000","-11,557,000",,,,,
OtherIncomeExpense,"-1,095,000,000","-1,095,000,000","-779,000,000","386,000,000","-641,000,000","-466,000,000","-419,000,000","-193,000,000","-919,000,000","-337,000,000","-256,000,000","-175,000,000","-145,000,000","-264,000,000","-661,000,000","239,000,000","-128,000,000","-11,000,000","125,000,000","30,000,000","68,000,000","188,000,000","-529,000,000","-1,104,000,000","-1,007,000,000","531,000,000","-471,000,000","5,000,000","152,000,000",,"-95,760,000","21,400,000","11,600,000","6,700,000","4,600,000","2,100,000","200,000","100,000"
	GainOnSaleOfSecurity,"-166,000,000","-166,000,000","-177,000,000","457,000,000","325,000,000","132,000,000","-10,000,000","298,000,000","-133,000,000","-36,000,000","239,000,000","240,000,000","-9,000,000","31,000,000","213,000,000","223,000,000","-80,000,000","103,000,000","210,000,000","139,000,000","139,000,000","267,000,000","173,000,000","151,000,000",,,,"5,411,000","152,000,000",,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,"11,000,000","-46,000,000","-35,000,000","82,000,000","-60,000,000","-57,000,000","-70,000,000","34,000,000","54,000,000","-56,000,000","-6,000,000","-40,000,000","86,000,000","51,000,000","61,000,000","12,000,000","0","190,000,000","531,000,000","0","5,000,000",,,,,,,,,,
	SpecialIncomeCharges,"-789,000,000","-789,000,000","-531,000,000","-6,000,000","-886,000,000","-481,000,000","-322,000,000","-358,000,000","-756,000,000","-268,000,000","-484,000,000","-418,000,000","-105,000,000","-304,000,000","-799,000,000","0","-63,000,000","-12,000,000","-22,000,000","-15,000,000","-44,000,000","-112,000,000","-693,000,000","-1,278,000,000","-1,170,000,000","0","0","-594,000,000","-508,000,000","0","-95,760,000","21,400,000","11,600,000","6,700,000","4,600,000","2,100,000","200,000","100,000"
		RestructuringAndMergernAcquisition,"789,000,000","789,000,000","531,000,000","6,000,000","886,000,000","481,000,000","322,000,000","358,000,000","756,000,000","268,000,000","484,000,000","418,000,000","105,000,000","304,000,000","799,000,000","0",,,,,,,"0","0","1,170,000,000","0","0",,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,"12,000,000","22,000,000","15,000,000","44,000,000","112,000,000","693,000,000","1,278,000,000",,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,"-138,000,000",,"63,000,000","3,000,000","81,000,000","91,000,000","26,000,000","3,000,000","4,000,000","65,000,000","855,000,000","1,373,000,000","471,000,000","594,000,000","508,000,000",,"95,760,000",,,,,,,
	OtherNonOperatingIncomeExpenses,"-140,000,000","-140,000,000","-71,000,000","-65,000,000","-80,000,000","-117,000,000","-87,000,000","-133,000,000","-30,000,000","-33,000,000","-11,000,000","3,000,000","-31,000,000","9,000,000","-75,000,000","239,000,000","-48,000,000","-114,000,000","-85,000,000","-94,000,000","-27,000,000","33,000,000","-9,000,000","23,000,000","163,000,000",,,,,,,,,,,,,
PretaxIncome,"12,234,000,000","12,234,000,000","15,318,000,000","14,477,000,000","13,262,000,000","13,970,000,000","14,571,000,000","13,039,000,000","12,287,000,000","12,920,000,000","11,201,000,000","9,715,000,000","11,227,000,000","10,159,000,000","7,825,000,000","9,415,000,000","7,693,000,000","10,255,000,000","9,461,000,000","7,633,000,000","8,036,000,000","6,992,000,000","5,013,000,000","2,710,000,000","-874,000,000","4,343,000,000","3,203,000,000","2,271,000,000","1,891,000,000","1,464,825,000","737,977,000","509,500,000","275,128,000","136,100,000","70,800,000","23,500,000","7,000,000","700,000"
TaxProvision,"1,914,000,000","1,914,000,000","2,705,000,000","2,665,000,000","2,671,000,000","2,756,000,000","2,950,000,000","12,929,000,000","2,678,000,000","2,181,000,000","2,220,000,000","1,862,000,000","1,244,000,000","2,118,000,000","1,335,000,000","1,648,000,000","1,559,000,000","2,203,000,000","2,128,000,000","2,053,000,000","2,295,000,000","2,024,000,000","1,435,000,000","817,000,000","140,000,000","1,675,000,000","1,180,000,000","940,000,000","840,000,000","551,501,000","281,488,000","194,600,000","103,173,000","51,700,000","27,600,000","9,600,000","2,800,000","300,000"
NetIncomeCommonStockholders,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
	NetIncome,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
		NetIncomeIncludingNoncontrollingInterests,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
			NetIncomeContinuousOperations,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,968,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,"0","0","-567,000,000","0","0",,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,401,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
BasicEPS,"2.55",,"3.08","2.83","2.51","2.65","2.63","0.02","1.92","2.13","1.76","1.5","1.87","1.5","1.17","1.36","1.05","1.35","1.21","0.91","0.88","0.64","0.5","0.26","-0.14","0.39","0.3","0.21","0.175","0.16","0.16","0.004","0.037","0.02","0.01","0.01","0.01","0.01"
DilutedEPS,"2.54",,"3.07","2.82","2.5","2.64","2.61","0.02","1.9","2.11","1.75","1.49","1.86","1.49","1.17","1.33","1.05","1.31","1.17","0.89","0.87","0.62","0.5","0.25","-0.14","0.36","0.29","0.2","0.17","0.153","0.16","0.003","0.037","0.02","0.01","0.01","0.01","0.01"
BasicAverageShares,"4,043,000,000",,"4,093,000,000","4,170,000,000","4,222,000,000","4,236,000,000","4,419,000,000","4,837,000,000","5,010,000,000","5,053,000,000","5,104,000,000","5,234,000,000","5,329,000,000","5,370,000,000","5,529,000,000","5,732,000,000","5,828,000,000","5,986,000,000","6,055,000,000","6,158,000,000","6,487,000,000","6,840,000,000","7,124,000,000","7,301,000,000","7,196,000,000","6,917,000,000","6,646,000,000","6,312,000,000","5,980,000,000","5,748,120,000","2,838,199,500","80,974,285,714","4,646,394,000","4,220,000,000","4,320,000,000","3,851,316,000","3,851,316,000","40,000,000"
DilutedAverageShares,"4,062,000,000",,"4,105,000,000","4,192,000,000","4,236,000,000","4,254,000,000","4,453,000,000","4,881,000,000","5,049,000,000","5,088,000,000","5,146,000,000","5,281,000,000","5,380,000,000","5,404,000,000","5,563,000,000","5,848,000,000","5,857,000,000","6,163,000,000","6,265,000,000","6,272,000,000","6,612,000,000","7,057,000,000","7,223,000,000","7,447,000,000","7,196,000,000","7,438,000,000","7,062,000,000","6,658,000,000","6,256,000,000","5,960,311,999","2,838,199,500","94,470,000,000","4,646,394,000","4,220,000,000","4,320,000,000","3,851,316,000","3,851,316,000","40,000,000"
TotalOperatingIncomeAsReported,"12,181,000,000","12,181,000,000","15,031,000,000","13,969,000,000","12,833,000,000","13,620,000,000","14,219,000,000","12,309,000,000","11,973,000,000","12,660,000,000","10,770,000,000","9,345,000,000","11,196,000,000","10,065,000,000","7,674,000,000","9,164,000,000","7,322,000,000","9,442,000,000","8,621,000,000","6,996,000,000","7,416,000,000","6,292,000,000","4,882,000,000","2,919,000,000","-2,004,000,000","3,235,000,000","2,873,000,000","2,070,000,000","1,629,000,000","1,400,806,000","697,963,000","488,100,000","263,571,000","129,400,000","66,200,000","21,500,000","6,900,000","500,000"
TotalExpenses,"40,833,000,000","40,833,000,000","41,436,000,000","37,582,000,000","36,099,000,000","35,200,000,000","37,363,000,000","36,663,000,000","35,276,000,000","36,319,000,000","37,907,000,000","37,379,000,000","37,306,000,000","35,692,000,000","34,745,000,000","30,876,000,000","28,795,000,000","30,098,000,000","26,301,000,000","21,488,000,000","17,385,000,000","15,753,000,000","13,996,000,000","15,996,000,000","23,127,000,000","15,693,000,000","9,300,000,000","6,419,000,000","4,823,000,000","2,695,201,000","1,534,689,000","754,900,000","385,464,000","210,200,000","117,000,000","48,300,000","20,800,000","5,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,968,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
NormalizedIncome,"11,126,020,000","11,126,020,000","13,195,684,000","11,443,984,000","11,039,239,000","11,494,247,000","11,885,936,000","153,800,000","10,304,198,000","10,991,624,000","9,177,490,000","7,996,824,000","10,084,346,000","8,257,216,000","6,975,794,000","7,767,000,000","6,197,787,859.093","7,971,126,669.917","7,170,233,907.621","5,489,351,500.066","5,673,131,035.341","4,857,868,421.053","3,949,147,017.754","2,680,236,531.365","-312,000,000","2,668,000,000","2,023,000,000","1,331,000,000","959,800,000","913,324,000","456,489,000","301,673,581.943","171,955,000","80,245,113.887","40,393,220.339","12,640,000","4,080,000","340,000"
InterestIncome,"1,365,000,000","1,365,000,000","962,000,000","476,000,000","618,000,000","920,000,000","1,308,000,000","1,508,000,000","1,338,000,000","1,005,000,000","769,000,000","691,000,000","654,000,000","650,000,000","641,000,000","635,000,000","845,000,000","1,143,000,000","1,092,000,000","755,000,000","552,000,000","512,000,000","660,000,000","895,000,000","967,000,000",,,,,,,,,,,,,
InterestExpense,"1,006,000,000","1,006,000,000","427,000,000","360,000,000","434,000,000","585,000,000","859,000,000","943,000,000","861,000,000","676,000,000","566,000,000","564,000,000","583,000,000","596,000,000","628,000,000","623,000,000","346,000,000","319,000,000","377,000,000","148,000,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"359,000,000","359,000,000","535,000,000","116,000,000","184,000,000","335,000,000","449,000,000","565,000,000","477,000,000","329,000,000","203,000,000","127,000,000","71,000,000","54,000,000","13,000,000","12,000,000","499,000,000","824,000,000","715,000,000","607,000,000","552,000,000","512,000,000","660,000,000","895,000,000","967,000,000","1,108,000,000","330,000,000","196,000,000","110,000,000","64,019,000","40,014,000","22,330,000","11,557,000",,,,,
EBIT,"13,240,000,000","13,240,000,000","15,745,000,000","14,837,000,000","13,696,000,000","14,555,000,000","15,430,000,000","13,982,000,000","13,148,000,000","13,596,000,000","11,767,000,000","10,279,000,000","11,810,000,000","10,755,000,000","8,453,000,000","10,038,000,000","8,039,000,000","10,574,000,000","9,838,000,000","7,781,000,000","7,416,000,000","6,292,000,000","4,882,000,000","2,919,000,000","-834,000,000","3,235,000,000","2,873,000,000","2,070,000,000","1,629,000,000","1,400,806,000","697,963,000","488,100,000","263,571,000","129,400,000","66,200,000","21,500,000","6,900,000","500,000"
EBITDA,"15,747,000,000","15,747,000,000","17,471,000,000","16,794,000,000","15,558,000,000","16,363,000,000","17,327,000,000","16,174,000,000","15,434,000,000","15,746,000,000","14,209,000,000","12,718,000,000","14,270,000,000","12,963,000,000","10,939,000,000","12,068,000,000","9,807,000,000","12,318,000,000","11,251,000,000","9,074,000,000","8,436,000,000","7,491,000,000","6,345,000,000","4,876,000,000","1,402,000,000","4,098,000,000","3,362,000,000","2,399,000,000","1,843,000,000","1,533,400,000","772,924,000","518,900,000","277,154,000","136,100,000","69,200,000","22,500,000","7,000,000","600,000"
ReconciledCostOfRevenue,"17,166,000,000","17,166,000,000","19,801,000,000","17,665,000,000","16,277,000,000","15,951,000,000","17,491,000,000","16,753,000,000","15,754,000,000","16,440,000,000","17,397,000,000","17,209,000,000","17,102,000,000","16,027,000,000","14,716,000,000","12,858,000,000","11,788,000,000","12,949,000,000","11,657,000,000","8,837,000,000","7,337,000,000","5,962,000,000","4,576,000,000","5,644,000,000","10,040,000,000","6,174,000,000","3,831,000,000","2,618,000,000","2,243,000,000","1,409,862,000","742,860,000","382,000,000","210,528,000","104,500,000","59,500,000","22,900,000","11,500,000","2,400,000"
ReconciledDepreciation,"2,507,000,000","2,507,000,000","1,726,000,000","1,957,000,000","1,862,000,000","1,808,000,000","1,897,000,000","2,192,000,000","2,286,000,000","2,150,000,000","2,442,000,000","2,439,000,000","2,460,000,000","2,208,000,000","2,486,000,000","2,030,000,000","1,768,000,000","1,744,000,000","1,413,000,000","1,293,000,000","1,020,000,000","1,199,000,000","1,463,000,000","1,957,000,000","2,236,000,000","863,000,000","489,000,000","329,000,000","214,000,000","132,594,000","74,961,000","30,800,000","13,583,000","6,700,000","3,000,000","1,000,000","100,000","100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"10,320,000,000","10,320,000,000","12,613,000,000","11,812,000,000","10,591,000,000","11,214,000,000","11,621,000,000","110,000,000","9,609,000,000","10,739,000,000","8,981,000,000","7,853,000,000","9,983,000,000","8,041,000,000","6,490,000,000","7,767,000,000","6,134,000,000","8,052,000,000","7,333,000,000","5,580,000,000","5,741,000,000","4,968,000,000","3,578,000,000","1,893,000,000","-1,014,000,000","2,668,000,000","2,023,000,000","1,331,000,000","1,051,000,000","913,324,000","456,489,000","314,900,000","171,955,000","84,400,000","43,200,000","13,900,000","4,200,000","400,000"
TotalUnusualItemsExcludingGoodwill,"-955,000,000","-955,000,000","-708,000,000","451,000,000","-561,000,000","-349,000,000","-332,000,000","-60,000,000","-889,000,000","-304,000,000","-245,000,000","-178,000,000","-114,000,000","-273,000,000","-586,000,000","0","-80,000,000","103,000,000","210,000,000","124,000,000","95,000,000","155,000,000","-520,000,000","-1,127,000,000","-1,170,000,000","0","0","5,411,000","152,000,000","0","-95,760,000","21,400,000","11,600,000","6,700,000","4,600,000","2,100,000","200,000","100,000"
TotalUnusualItems,"-955,000,000","-955,000,000","-708,000,000","451,000,000","-561,000,000","-349,000,000","-332,000,000","-60,000,000","-889,000,000","-304,000,000","-245,000,000","-178,000,000","-114,000,000","-273,000,000","-586,000,000","0","-80,000,000","103,000,000","210,000,000","124,000,000","95,000,000","155,000,000","-520,000,000","-1,127,000,000","-1,170,000,000","0","0","5,411,000","152,000,000","0","-95,760,000","21,400,000","11,600,000","6,700,000","4,600,000","2,100,000","200,000","100,000"
NormalizedEBITDA,"16,702,000,000","16,702,000,000","18,179,000,000","16,343,000,000","16,119,000,000","16,712,000,000","17,659,000,000","16,234,000,000","16,323,000,000","16,050,000,000","14,454,000,000","12,896,000,000","14,384,000,000","13,236,000,000","11,525,000,000","12,068,000,000","9,887,000,000","12,215,000,000","11,041,000,000","8,950,000,000","8,341,000,000","7,336,000,000","6,865,000,000","6,003,000,000","2,572,000,000","4,098,000,000","3,362,000,000","2,399,000,000","1,691,000,000","1,533,400,000","772,924,000","497,500,000","277,154,000","129,400,000","64,600,000","20,400,000","6,800,000","500,000"
TaxRateForCalcs,"0.156","0.156","0.177","0.184","0.201","0.197","0.202","0.27","0.218","0.169","0.198","0.192","0.111","0.208","0.171","0.175","0.203","0.215","0.225","0.269","0.286","0.289","0.286","0.301","0.4","0.386","0.368","0.4","0.4","0.376","0.381","0.382","0.375","0.38","0.39","0.4","0.4","0.4"
