name,11/30/2023,11/30/2022,11/30/2021,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999,11/30/1998,11/30/1997,11/30/1996,11/30/1995,11/30/1994,11/30/1993,11/30/1992,11/30/1991,11/30/1990,11/30/1989,11/30/1988,11/30/1987,11/30/1986
		GainsLossesNotAffectingRetainedEarnings,"-285,000,000","-293,000,000","-137,000,000","-158,000,000","-188,000,000","-148,130,000","-111,821,000","-173,602,000","-169,080,000","-8,094,000","46,103,000","30,712,000","29,950,000","17,428,000","24,446,000","57,222,000","27,948,000","6,344,000","-914,000","-2,289,000","-999,000","-3,950,000","3,918,000","-698,000","40,332,000","-1,879,000","-1,030,000","28,366,000","14,366,000","-5,329,000",,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,"4,901,000",,,,,,,,"-2,702,000","-4,620,000","-5,148,000","-4,465,000","-4,052,000",,,,,,,,
			OtherEquityAdjustments,"-285,000,000","-293,000,000","-137,000,000","-158,000,000","-188,000,000","-148,130,000","-111,821,000","-173,602,000","-169,080,000","-8,094,000","46,103,000","30,712,000","29,950,000",,,,,"1,443,000",,,,,,,,"823,000","3,590,000","33,514,000","18,831,000","-1,277,000",,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137,100,000","49,600,000","49,900,000","44,500,000","14,100,000","200,000","12,400,000","10,200,000","9,300,000"
TotalCapitalization,"20,152,000,000","17,680,000,000","18,920,000,000","17,381,000,000","11,519,000,000","13,486,914,000","10,341,290,000","9,317,035,000","8,908,811,000","7,686,991,000","8,223,931,000","8,160,494,000","7,277,740,000","6,706,049,000","5,890,568,000","4,760,354,000","4,649,982,000","5,151,876,000","1,864,326,000","1,423,477,000","1,100,800,000","674,321,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","514,315,000","272,300,000","224,600,000","182,800,000","108,000,000","59,300,000","45,200,000","23,500,000","13,700,000"
CommonStockEquity,"16,518,000,000","14,051,000,000","14,797,000,000","13,264,000,000","10,530,000,000","9,362,114,000","8,459,869,000","7,424,835,000","7,001,580,000","6,775,905,000","6,724,634,000","6,665,182,000","5,783,113,000","5,192,387,000","4,890,568,000","4,410,354,000","4,649,982,000","5,151,876,000","1,864,326,000","1,423,477,000","1,100,800,000","674,321,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","514,315,000","272,300,000","224,600,000","182,800,000","107,800,000","58,800,000","44,300,000","23,500,000","13,700,000"
CapitalLeaseObligations,"446,000,000","504,000,000","550,000,000","591,000,000","0",,,,"0","3,269,000","3,269,000","12,843,000","19,681,000","8,799,000","0",,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"2,625,000,000","-185,000,000","309,000,000","1,163,000,000","-1,882,000,000","-3,287,935,000","2,252,650,000","1,603,956,000","1,124,692,000","1,584,281,000","1,347,399,000","1,986,887,000","1,388,370,000","1,021,759,000","868,591,000","2,060,664,000","2,099,261,000","2,495,977,000","1,729,166,000","1,297,677,000","989,511,000","574,549,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","514,315,000","260,500,000","206,900,000","182,800,000","107,800,000","58,800,000","44,300,000","23,500,000","13,700,000"
WorkingCapital,"2,833,000,000","868,000,000","1,737,000,000","2,634,000,000","-1,696,000,000","555,913,000","3,720,356,000","3,028,139,000","2,608,336,000","2,107,893,000","2,520,281,000","3,125,314,000","2,520,672,000","2,147,962,000","1,629,071,000","1,972,504,000","1,720,567,000","2,207,122,000","1,528,183,000","1,099,621,000","892,498,000","436,883,000","453,713,000","563,307,000","355,386,000","204,979,000","454,299,000","506,092,000","506,472,000","402,837,000","230,600,000","167,600,000","124,700,000","72,100,000","43,200,000","32,500,000","17,600,000","11,500,000"
InvestedCapital,"20,152,000,000","18,180,000,000","18,920,000,000","17,381,000,000","14,668,000,000","13,486,914,000","10,341,290,000","9,317,035,000","8,908,811,000","8,290,220,000","8,238,607,000","8,160,494,000","7,277,740,000","6,706,049,000","5,890,568,000","4,760,354,000","4,649,982,000","5,151,876,000","1,864,326,000","1,423,477,000","1,100,800,000","674,321,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","514,315,000","272,300,000","224,600,000","182,800,000","108,000,000","59,300,000","45,200,000","23,500,000","13,700,000"
TangibleBookValue,"2,625,000,000","-185,000,000","309,000,000","1,163,000,000","-1,882,000,000","-3,287,935,000","2,252,650,000","1,603,956,000","1,124,692,000","1,584,281,000","1,347,399,000","1,986,887,000","1,388,370,000","1,021,759,000","868,591,000","2,060,664,000","2,099,261,000","2,495,977,000","1,729,166,000","1,297,677,000","989,511,000","574,549,000","616,972,000","752,544,000","512,209,000","516,365,000","715,424,000","706,514,000","698,417,000","514,315,000","260,500,000","206,900,000","182,800,000","107,800,000","58,800,000","44,300,000","23,500,000","13,700,000"
TotalDebt,"4,080,000,000","4,633,000,000","4,673,000,000","4,708,000,000","4,138,000,000","4,124,800,000","1,881,421,000","1,892,200,000","1,907,231,000","1,514,315,000","1,513,973,000","1,508,155,000","1,514,308,000","1,522,461,000","1,000,000,000","350,000,000",,,,,,,,,,,,,,,,,,"200,000","500,000","900,000",,
NetDebt,,,"279,000,000",,"1,488,000,000","2,482,025,000",,"880,885,000","1,030,671,000","396,915,000","679,417,000","70,260,000","505,127,000","763,771,000","513,000",,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"601,000,000","601,000,000","601,000,000","601,000,000","600,834,000","600,834,000","600,834,000","601,036,020","600,834,000","600,834,000","600,834,000","600,834,000","600,834,000","600,834,000","600,834,000","600,834,000","571,409,000","587,226,000","591,528,000","488,996,000","466,505,508","463,910,000","472,038,000","481,892,000","474,156,000","487,128,000","550,120,000","579,431,916","590,444,819","489,200,000","361,336,000","355,592,000","354,128,000","335,312,000","321,664,000","330,752,000","326,432,000","324,928,000"
OrdinarySharesNumber,"455,000,000","462,000,000","475,000,000","479,000,000","482,339,000","487,663,000","491,262,000","494,456,020","497,809,000","497,484,000","496,261,000","494,132,000","491,540,000","501,897,000","522,657,000","526,111,000","571,409,000","587,226,000","591,528,000","488,996,000","466,505,508","463,910,000","472,038,000","481,892,000","474,156,000","487,128,000","550,120,000","579,431,916","590,444,819","489,200,000","361,336,000","355,592,000","354,128,000","335,312,000","321,664,000","330,752,000","326,432,000","324,928,000"
TreasurySharesNumber,"146,000,000","139,000,000","126,000,000","122,000,000","118,495,000","113,171,000","109,572,000","106,580,000","103,025,000","103,350,000","104,573,000","106,702,000","109,294,000","98,937,000","78,177,000","74,723,000",,,,,,,,,,,,,,,,,,,,,,
