name,ttm,05/31/2024,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998
MarketCap,"364,175,740","333,732,450","942,357,780","227,265,600","53,381,250","37,974,687","39,670,750","57,571,800","97,737,200","13,354,768","30,501,729","24,946,864","15,251,961","11,601,450","13,219,360","20,273,760","7,901,280","73,103,664","47,392,439","49,060,900","22,595,640","30,368,790","20,540,590","42,737,616","28,464,000","39,709,500","27,024,000","41,937,771"
EnterpriseValue,"321,213,740","292,457,450","905,984,780","196,438,600","53,629,250","35,332,687","33,480,750","48,618,800","101,793,200","16,799,768","28,342,729","23,506,864","15,085,961","10,936,450","4,848,360","11,902,760","502,280","67,029,664","37,841,439","38,055,900","13,830,640","19,835,790","11,498,590","26,889,616","12,616,000","24,461,500","7,384,000","19,727,771"
PeRatio,"10.991","22.135","66.04","55.867",,"121.163",,,,,,,,,,,,"14.5","20.167","58.455",,,,,"19.048",,,"8.193"
PsRatio,"5.506","4.749","15.179","5.827","4.118","1.464","1.858","1.96","4.935","0.883","2.149","1.451","0.742","0.738","0.946","2.144","0.255","1.996","1.819","2.055","1.394","2.031","1.471","3.385","0.925","1.599","1.337","0.986"
PbRatio,"3.263","3.858","13.73","5.167","5.091","2.3","2.634","3.063","74.325","6.524","5.207","3.967","3.35","1.798","1.453","1.72","0.586","2.479","2.091","2.607","1.295","1.34","0.792","1.43","0.818","1.158","0.714","1.061"
EnterprisesValueRevenueRatio,"4.851","4.068","14.385","5.145","4.189","1.372","1.588","1.678","7.384","1.139","2.089","1.337","0.843","0.705","0.353","1.258","0.016","1.841","1.384","1.599","0.86","1.24","0.822","2.14","0.407","0.998","0.296","0.47"
EnterprisesValueEBITDARatio,"28.076","21.191","65.001","68.255","-13.915","1,104.147","-8.71","117.154","-21.755","-2.815","-4.465","40.953","-4.999","-3.76","-1.342","-180.345","-0.02","12.717","27.541","47.869","-2.973","-4.809","-2.776","-7.001","5.943","-5.448","-1.767","4.588"
