name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
		NetInvestmentPurchaseAndSale,"-461,000,000","-503,000,000","3,000,000","10,000,000","-27,000,000","-18,000,000","-3,000,000","0","0","1,000,000","0","4,000,000","12,000,000","0","0","20,000,000","126,000,000"
			PurchaseOfInvestment,"-475,000,000","-503,000,000","-20,000,000","-8,000,000","-30,000,000","-19,000,000","-9,000,000","0","0",,,,,,,"-2,000,000","-14,000,000"
			SaleOfInvestment,"14,000,000","0","23,000,000","18,000,000","3,000,000","1,000,000","6,000,000","0","0","1,000,000","0","4,000,000","12,000,000","0","0","20,000,000","140,000,000"
		NetOtherInvestingChanges,,,,"10,000,000",,,,"6,000,000","2,000,000","2,000,000","-19,000,000","-2,000,000","-1,000,000","14,000,000","33,000,000","-1,000,000",
	CashFromDiscontinuedInvestingActivities,,,,,,,,,,,"0","0","-45,000,000","791,000,000","-17,000,000","15,000,000",
FinancingCashFlow,"-3,322,000,000","-1,990,000,000","-1,619,000,000","-1,585,000,000","-835,000,000","-1,831,000,000","-4,597,000,000","-2,886,000,000","-1,392,000,000","-449,000,000","-554,000,000","-598,000,000","-574,000,000","-928,000,000","-155,000,000","-80,000,000","316,000,000"
	CashFlowFromContinuingFinancingActivities,"-3,322,000,000","-1,990,000,000","-1,619,000,000","-1,585,000,000","-835,000,000","-1,831,000,000","-4,597,000,000","-2,886,000,000","-1,392,000,000","-449,000,000","-554,000,000","-598,000,000","-574,000,000","-926,000,000","-157,000,000","-80,000,000","316,000,000"
		NetIssuancePaymentsOfDebt,"-1,000,000,000","0","579,000,000","2,979,000,000","191,000,000","144,000,000","723,000,000","-2,744,000,000","-80,000,000","60,000,000","876,000,000","-287,000,000","-499,000,000","-812,000,000","-603,000,000","-80,000,000","394,000,000"
			NetLongTermDebtIssuance,"-1,000,000,000","0","579,000,000","2,979,000,000","191,000,000","144,000,000","723,000,000","-2,744,000,000","-74,000,000","62,000,000","1,043,000,000","-196,000,000","-729,000,000","-429,000,000","-611,000,000","-87,000,000","400,000,000"
				LongTermDebtIssuance,,"0","1,496,000,000","4,000,000,000","2,000,000,000","1,894,000,000","1,997,000,000","0","3,259,000,000","3,680,000,000","1,150,000,000","2,251,000,000","967,000,000","1,578,000,000","974,000,000","400,000,000","400,000,000"
				LongTermDebtPayments,"-1,000,000,000","0","-917,000,000","-1,021,000,000","-1,809,000,000","-1,750,000,000","-1,274,000,000","-2,744,000,000","-3,333,000,000","-3,618,000,000","-107,000,000","-2,447,000,000","-1,696,000,000","-2,007,000,000","-1,585,000,000","-487,000,000","0"
			NetShortTermDebtIssuance,,,,,"0","0","0","0","-6,000,000","-2,000,000","-167,000,000","-91,000,000","230,000,000","-383,000,000","8,000,000","7,000,000","-6,000,000"
				ShortTermDebtIssuance,,,,,"0","0","1,000,000,000","0","200,000,000","0","800,000,000","530,000,000","760,000,000","217,000,000",,"7,000,000",
				ShortTermDebtPayments,,,,,"0","0","-1,000,000,000","0","-206,000,000","-2,000,000","-967,000,000","-621,000,000","-530,000,000","-600,000,000",,,"-6,000,000"
		NetCommonStockIssuance,"-1,353,000,000","-1,053,000,000","-1,426,000,000","-4,015,000,000","-627,000,000","-1,443,000,000","-5,006,000,000","-286,000,000","-1,280,000,000","-475,000,000","-1,435,000,000","-405,000,000","-40,000,000","-57,000,000","448,000,000",,
			CommonStockIssuance,,,,,,,,,,,,,"0","0","448,000,000","0",
			CommonStockPayments,"-1,353,000,000","-1,053,000,000","-1,426,000,000","-4,015,000,000","-627,000,000","-1,443,000,000","-5,006,000,000","-286,000,000","-1,280,000,000","-475,000,000","-1,435,000,000","-405,000,000","-40,000,000","-57,000,000","0",,
		CashDividendsPaid,"-1,044,000,000","-1,006,000,000","-815,000,000","-562,000,000","-420,000,000","-319,000,000","-74,000,000","0","0",,,,,,,,
			CommonStockDividendPaid,"-1,044,000,000","-1,006,000,000","-815,000,000","-562,000,000","-420,000,000","-319,000,000","-74,000,000","0","0",,,,,,,,
		ProceedsFromStockOptionExercised,"77,000,000","71,000,000","59,000,000","62,000,000","72,000,000","84,000,000","39,000,000","233,000,000","115,000,000","51,000,000","145,000,000","177,000,000","14,000,000","10,000,000","0",,
		NetOtherFinancingCharges,"-2,000,000","-2,000,000","-16,000,000","-49,000,000","-51,000,000","-297,000,000","-279,000,000","-89,000,000","-147,000,000","-85,000,000","-140,000,000","-83,000,000","-49,000,000","-67,000,000","-2,000,000",,"-78,000,000"
	CashFromDiscontinuedFinancingActivities,,,,,,,,,,,,"0","0","-2,000,000","2,000,000","0",
EndCashPosition,"2,863,000,000","3,862,000,000","3,845,000,000","2,830,000,000","2,275,000,000","1,045,000,000","2,789,000,000","3,547,000,000","1,894,000,000","1,614,000,000","1,185,000,000","670,000,000","617,000,000","743,000,000","908,000,000","1,041,000,000","1,796,000,000"
	ChangesInCash,"-1,000,000,000","15,000,000","1,027,000,000","558,000,000","1,229,000,000","-1,742,000,000","-750,000,000","1,633,000,000","284,000,000","451,000,000","527,000,000","53,000,000","-140,000,000","-144,000,000","-70,000,000","-747,000,000","709,000,000"
	EffectOfExchangeRateChanges,"-4,000,000","2,000,000","-12,000,000","-3,000,000","1,000,000","-2,000,000","-8,000,000","20,000,000","-4,000,000","-22,000,000","-12,000,000","0","14,000,000","-21,000,000","-63,000,000","-8,000,000","46,000,000"
	BeginningCashPosition,"3,863,000,000","3,845,000,000","2,830,000,000","2,275,000,000","1,045,000,000","2,789,000,000","3,547,000,000","1,894,000,000","1,614,000,000","1,185,000,000","670,000,000","617,000,000","743,000,000","908,000,000","1,041,000,000","1,796,000,000","1,041,000,000"
IncomeTaxPaidSupplementalData,,,,"353,000,000","148,000,000","368,000,000","188,000,000","356,000,000","67,000,000","40,000,000","24,000,000",,,,"19,000,000","50,000,000",
InterestPaidSupplementalData,,,,"356,000,000","336,000,000","242,000,000","177,000,000","245,000,000","348,000,000","172,000,000","138,000,000",,,,"278,000,000","391,000,000",
CapitalExpenditure,"-959,000,000","-1,006,000,000","-1,227,000,000","-932,000,000","-522,000,000","-628,000,000","-661,000,000","-618,000,000","-448,000,000","-353,000,000","-365,000,000","-250,000,000","-280,000,000","-231,000,000","-265,000,000","-100,000,000","-415,000,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,"0","0","448,000,000","0",
IssuanceOfDebt,,"0","1,496,000,000","4,000,000,000","2,000,000,000","1,894,000,000","2,997,000,000","0","3,459,000,000","3,680,000,000","1,950,000,000","2,781,000,000","1,727,000,000","1,795,000,000","974,000,000","400,000,000","400,000,000"
RepaymentOfDebt,"-1,000,000,000","0","-917,000,000","-1,021,000,000","-1,809,000,000","-1,750,000,000","-2,274,000,000","-2,744,000,000","-3,539,000,000","-3,620,000,000","-1,074,000,000","-3,068,000,000","-2,226,000,000","-2,607,000,000","-1,585,000,000","-487,000,000","-6,000,000"
RepurchaseOfCapitalStock,"-1,353,000,000","-1,053,000,000","-1,426,000,000","-4,015,000,000","-627,000,000","-1,443,000,000","-5,006,000,000","-286,000,000","-1,280,000,000","-475,000,000","-1,435,000,000","-405,000,000","-40,000,000","-57,000,000","0",,
FreeCashFlow,"2,778,000,000","2,507,000,000","2,668,000,000","2,145,000,000","1,960,000,000","1,745,000,000","3,708,000,000","1,829,000,000","1,855,000,000","977,000,000","1,103,000,000","641,000,000","442,000,000","-36,000,000","106,000,000","-845,000,000","-1,037,000,000"
