name,05/31/2024,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997
TotalAssets,"127,912,000","98,143,000","62,328,000","21,665,000","20,574,000","21,307,000","30,955,000","30,892,000","10,046,000","14,868,000","12,225,000","10,975,000","11,613,000","12,083,000","14,474,000","13,911,000","45,199,000","28,675,000","24,893,000","21,469,000","26,812,000","28,247,000","33,818,000","39,592,000","40,729,000","41,187,000","47,105,000","24,389,000"
	CurrentAssets,"97,848,000","89,030,000","60,007,000","19,184,000","17,651,000","20,034,000","29,456,000","29,378,000","8,748,000","14,295,000","11,673,000","10,601,000","10,928,000","10,571,000","12,442,000","10,642,000","40,223,000","26,192,000","23,135,000","19,027,000","23,219,000","24,567,000","29,626,000","33,352,000","36,442,000","35,134,000","43,858,000","21,858,000"
		CashCashEquivalentsAndShortTermInvestments,"49,159,000","47,907,000","31,484,000","4,582,000","5,433,000","5,428,000","16,848,000","17,803,000","939,000","5,527,000","1,809,000","2,324,000","2,073,000","4,020,000","7,766,000","4,360,000","15,648,000","9,551,000","11,005,000","8,765,000","10,533,000","10,791,000","15,488,000","14,155,000","15,688,000","20,183,000","23,327,000","2,790,000"
			CashAndCashEquivalents,"49,159,000","30,054,000","31,484,000","4,582,000","5,433,000","5,428,000","16,848,000","17,803,000","939,000","5,527,000","1,809,000","2,324,000","2,073,000","4,020,000","7,766,000","4,360,000","15,648,000","6,564,000","9,405,000","4,952,000","4,041,000","8,362,000","7,485,000","10,391,000","8,323,000","5,336,000","6,748,000","1,176,000"
				CashFinancial,"5,029,000","3,182,000","2,955,000",,,,"3,132,000","2,287,000",,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"44,130,000","26,872,000","28,529,000",,,,"13,716,000","15,516,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"0","17,853,000","0",,,,,,,,,,,,,,,"2,987,000","1,600,000","3,813,000","6,492,000","2,429,000","8,003,000","3,764,000","7,365,000","14,847,000","16,579,000","1,614,000"
		Receivables,"9,796,000","16,594,000","12,859,000","5,202,000","3,717,000","4,859,000","2,856,000","4,010,000","522,000","1,383,000","3,390,000","2,632,000","2,588,000","1,432,000","596,000","931,000","10,927,000","6,614,000","4,531,000","2,537,000","4,205,000","2,889,000","3,132,000","5,751,000","6,294,000","3,533,000","7,182,000","7,515,000"
			AccountsReceivable,"9,796,000","16,594,000","12,859,000","5,202,000","3,717,000","4,859,000","2,856,000","4,010,000","522,000","1,383,000","3,390,000","2,632,000","2,588,000","1,432,000","596,000","931,000","10,927,000","6,614,000","4,531,000","2,537,000","4,205,000","2,889,000","3,132,000","5,751,000","6,294,000","3,533,000","7,182,000","7,515,000"
				GrossAccountsReceivable,,"16,594,000","12,859,000","5,202,000","3,717,000","4,859,000","2,860,000","4,071,000","530,000","1,404,000","3,441,000","2,671,000","2,627,000",,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"0","0","0","0","0","-4,000","-61,000","-8,000","-21,000","-51,000","-39,000","-39,000",,,,,,,,,,,,,,,
		Inventory,"37,470,000","23,908,000","15,051,000","8,849,000","7,989,000","9,061,000","9,049,000","6,604,000","7,033,000","7,123,000","6,148,000","5,369,000","6,070,000","4,958,000","3,635,000","4,472,000","10,209,000","9,701,000","7,242,000","7,140,000","7,989,000","9,247,000","8,633,000","10,125,000","11,183,000","9,221,000","11,942,000","10,498,000"
			RawMaterials,"22,410,000","15,953,000","9,507,000","5,859,000","5,055,000","5,471,000","5,747,000","4,268,000","2,839,000","4,018,000","3,348,000","3,180,000","3,218,000","1,992,000","754,000","1,416,000","5,482,000","4,908,000","3,039,000","2,939,000","3,250,000","3,845,000","4,825,000","4,479,000","4,164,000","4,931,000","5,688,000","4,376,000"
			WorkInProcess,"13,593,000","5,764,000","5,461,000","2,988,000","2,917,000","3,580,000","3,068,000","2,059,000","4,151,000","2,584,000","2,585,000","2,187,000","2,657,000","2,699,000","2,633,000","2,509,000","4,462,000","4,587,000","2,978,000","3,694,000","4,623,000","4,694,000","3,698,000","4,779,000","6,299,000","3,876,000","5,173,000","5,508,000"
			FinishedGoods,"1,467,000","2,191,000","83,000","2,000","17,000","10,000","234,000","277,000","43,000","521,000","215,000","2,000","195,000","267,000","248,000","547,000","265,000","206,000","1,225,000","507,000","116,000","708,000","110,000","867,000","720,000","414,000","1,081,000","614,000"
		PrepaidAssets,,,"613,000","551,000","512,000","686,000","703,000","961,000","254,000","262,000","326,000","276,000","197,000","161,000","445,000","879,000","396,000","326,000","357,000","585,000","492,000","392,000","2,373,000","1,708,000","1,664,000","654,000","250,000","155,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,"0","3,043,000",,,,,,,"1,613,000","1,613,000","1,543,000","1,157,000","900,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,"0","3,043,000",,,,,,,"1,613,000","1,613,000","1,543,000","1,157,000","900,000"
		OtherCurrentAssets,"1,423,000","621,000","613,000","551,000","512,000","686,000","703,000","961,000","254,000","262,000","326,000","276,000","197,000",,,,,,,,,"1,248,000",,,,,,"2,700,000"
	TotalNonCurrentAssets,"30,064,000","9,113,000","2,321,000","2,481,000","2,923,000","1,273,000","1,499,000","1,514,000","1,298,000","573,000","552,000","374,000","685,000","1,512,000","2,032,000","3,269,000","4,976,000","2,483,000","1,758,000","2,442,000","3,593,000","3,680,000","4,192,000","6,240,000","4,287,000","6,053,000","3,247,000","2,531,000"
		NetPPE,"8,987,000","8,882,000","2,120,000","2,283,000","2,770,000","1,045,000","1,203,000","1,419,000","1,204,000","478,000","474,000","301,000","510,000","954,000","1,504,000","2,741,000","2,278,000","1,689,000","959,000","1,232,000","1,289,000","1,515,000","2,356,000","2,103,000","2,613,000","1,936,000","1,541,000","1,691,000"
			GrossPPE,"13,953,000","16,582,000","9,380,000","9,315,000","9,474,000","7,838,000","7,598,000","7,422,000","6,957,000","8,924,000","9,029,000","9,411,000","9,646,000","9,618,000","9,595,000","10,204,000","9,260,000","8,115,000","7,418,000","8,208,000","7,976,000","7,998,000","8,887,000","9,897,000","10,184,000","8,962,000","7,902,000","9,547,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,"1,094,000",,"1,227,000","1,418,000","1,494,000","441,000","393,000","473,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,"1,106,000","1,110,000","1,166,000","1,164,000",,,,,,,,
				MachineryFurnitureEquipment,"4,703,000","6,151,000","4,710,000","3,970,000","3,650,000","4,080,000","3,849,000","4,009,000","3,304,000","4,864,000","4,895,000","5,267,000","5,567,000","8,513,000","8,490,000","9,100,000","8,154,000","7,005,000","6,252,000","7,044,000","6,882,000","6,904,000","7,660,000","8,479,000","8,690,000","8,521,000","7,509,000","9,074,000"
				OtherProperties,"7,662,000","9,121,000","3,440,000","4,131,000","4,623,000","2,604,000","2,595,000","2,268,000","2,581,000","2,967,000","3,041,000","3,040,000","2,972,000",,,,,,,,,"1,094,000",,,,,,
				Leases,"1,588,000","1,310,000","1,230,000","1,214,000","1,201,000","1,154,000","1,154,000","1,145,000","1,072,000","1,093,000","1,093,000","1,104,000","1,107,000","1,105,000","1,105,000","1,104,000",,,,,,,,,,,,
			AccumulatedDepreciation,"-4,966,000","-7,700,000","-7,260,000","-7,032,000","-6,704,000","-6,793,000","-6,395,000","-6,003,000","-5,753,000","-8,446,000","-8,555,000","-9,110,000","-9,136,000","-8,664,000","-8,091,000","-7,463,000","-6,982,000","-6,426,000","-6,459,000","-6,976,000","-6,687,000","-6,483,000","-6,531,000","-7,794,000","-7,571,000","-7,026,000","-6,361,000","-7,856,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,"0","274,000","274,000","274,000","274,000","274,000",,,,,,,
			Goodwill,,,,,,,,,,,,,,,,"0","274,000","274,000","274,000",,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,,,,"274,000","274,000",,,,,,,
		NonCurrentDeferredAssets,"20,773,000","0",,,,,,,,,,,,,,"0","1,900,000",,,,,,,,,,,"155,000"
			NonCurrentDeferredTaxesAssets,"20,773,000","0",,,,,,,,,,,,,,"0","1,900,000",,,,,,,,,,,"155,000"
		OtherNonCurrentAssets,"304,000","231,000","201,000","198,000","153,000","228,000","296,000","95,000","94,000","95,000","78,000","73,000","175,000","558,000","528,000","528,000","524,000","520,000","525,000","936,000","2,030,000","2,165,000","1,836,000","4,137,000","1,674,000","4,117,000","1,706,000","685,000"
TotalLiabilitiesNetMinorityInterest,"16,319,000","22,543,000","11,339,000","10,216,000","6,518,000","5,854,000","11,670,000","14,098,000","10,769,000","10,318,000","5,196,000","5,981,000","5,159,000","2,982,000","3,193,000","3,948,000","7,427,000","6,007,000","6,076,000","4,017,000","4,608,000","2,902,000","3,933,000","4,785,000","6,424,000","4,509,000","7,141,000","14,319,000"
	CurrentLiabilities,"10,508,000","16,308,000","11,014,000","9,061,000","3,865,000","5,512,000","11,148,000","7,884,000","4,680,000","6,519,000","5,117,000","5,701,000","4,808,000","2,540,000","2,615,000","3,343,000","6,861,000","5,822,000","5,812,000","3,685,000","4,275,000","2,593,000","3,674,000","4,600,000","6,042,000","4,118,000","6,973,000","13,963,000"
		PayablesAndAccruedExpenses,"8,698,000","13,349,000","7,805,000","5,056,000","2,384,000","3,967,000","3,408,000","4,417,000","2,966,000","1,769,000","3,187,000","2,552,000","2,833,000","2,319,000","2,329,000","3,102,000","6,675,000","5,444,000","3,477,000","2,993,000","3,938,000","2,487,000","3,134,000","4,549,000","5,862,000","3,445,000","6,576,000","8,977,000"
			Payables,"5,332,000","9,206,000","4,208,000","2,898,000","975,000","1,962,000","1,796,000","2,877,000","1,476,000","825,000","1,960,000","1,272,000","1,581,000","885,000","703,000","995,000","2,981,000","2,517,000","1,130,000","1,050,000","1,838,000","748,000","874,000","1,213,000","2,989,000","1,005,000","2,084,000","4,482,000"
				AccountsPayable,"5,332,000","9,206,000","4,195,000","2,893,000","945,000","1,933,000","1,762,000","2,808,000","1,413,000","724,000","1,892,000","1,188,000","1,507,000","885,000","703,000","995,000","2,981,000","2,517,000","1,130,000","1,050,000","1,838,000","748,000","874,000","1,213,000","2,989,000","1,005,000","2,084,000","4,482,000"
				TotalTaxPayable,,"22,000","13,000","5,000","30,000","29,000","34,000","69,000","63,000","101,000","68,000","84,000","74,000",,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,"74,000",,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"3,366,000","4,143,000","3,597,000","2,158,000","1,409,000","2,005,000","1,612,000","1,540,000","1,490,000","944,000","1,227,000","1,280,000","1,252,000","1,434,000","1,626,000","2,107,000","3,694,000","2,927,000","2,347,000","1,943,000","2,100,000","1,739,000","2,260,000","3,336,000","2,873,000","2,440,000","4,492,000","4,495,000"
