name,05/31/2024,05/31/2023,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997
				InterestPayable,,,"0","16,000","0","0","139,000","139,000","110,000","0",,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,"791,000",,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"465,000","137,000","794,000","3,816,000","1,311,000",,"6,110,000",,,,"777,000","1,101,000","1,408,000",,,,,,,,,,,,"143,000","152,000","86,000","4,773,000"
			CurrentDebt,,,,"3,079,000","653,000",,"6,110,000",,,,"777,000","1,101,000","1,408,000",,,,,,,,,,,,"143,000","152,000","86,000","4,773,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,656,000"
				LineOfCredit,,,"0","1,400,000","0",,,,,"0","777,000","1,101,000","1,408,000",,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,"1,679,000","653,000",,"6,110,000",,,,,,,,,,,,,,,,,,,,,"117,000"
			CurrentCapitalLeaseObligation,"465,000","137,000","794,000","737,000","658,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,345,000","2,822,000","2,415,000","189,000","170,000","1,545,000","1,630,000","3,467,000","1,714,000","4,750,000","1,153,000","2,048,000","567,000","221,000","286,000","241,000","186,000","378,000","2,335,000","692,000","337,000","106,000","540,000","51,000","37,000","521,000","311,000","213,000"
			CurrentDeferredRevenue,"1,345,000","2,822,000","2,415,000","189,000","170,000","1,545,000","1,630,000","3,467,000","1,714,000","4,750,000","1,058,000","1,972,000","508,000","221,000","286,000","241,000","186,000","378,000","2,335,000","692,000","337,000","106,000","540,000","51,000","37,000","521,000","311,000","213,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,700,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,811,000","6,235,000","325,000","1,155,000","2,653,000","342,000","522,000","6,214,000","6,089,000","3,799,000","79,000","280,000","351,000","442,000","578,000","605,000","566,000","185,000","264,000","332,000","333,000","309,000","259,000","185,000","382,000","391,000","168,000","356,000"
		LongTermDebtAndCapitalLeaseObligation,"5,732,000","6,163,000","212,000","1,007,000","2,631,000",,,"6,110,000","5,962,000","3,791,000",,,,,,,,,,,,,,,"297,000","391,000","113,000","136,000"
			LongTermDebt,,,,,"1,026,000",,,"6,110,000","5,962,000","3,791,000",,,,,,,,,,,,,,,"297,000","391,000","113,000","136,000"
			LongTermCapitalLeaseObligation,"5,732,000","6,163,000","212,000","1,007,000","1,605,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"41,000","31,000","69,000","99,000","22,000","342,000","522,000","104,000","127,000","0","8,000","171,000","226,000","238,000","280,000","306,000",,,,,,,,,,,,
			NonCurrentDeferredRevenue,"41,000","31,000","69,000","99,000","22,000","189,000","459,000","104,000","127,000",,,"68,000","47,000",,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,,,,,"8,000","71,000","109,000","125,000","204,000","298,000",,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"38,000","41,000","44,000","49,000",,,,,,,,,,,"298,000","299,000",,,,,,,,,"85,000",,"55,000","220,000"
TotalEquityGrossMinorityInterest,"111,593,000","75,600,000","50,989,000","11,449,000","14,056,000","15,453,000","19,285,000","16,794,000","-723,000","4,550,000","7,029,000","4,994,000","6,454,000","9,101,000","11,281,000","9,963,000","37,772,000","22,668,000","18,817,000","17,452,000","22,204,000","25,345,000","29,885,000","34,807,000","34,305,000","36,678,000","39,964,000","10,070,000"
	StockholdersEquity,"111,593,000","75,600,000","50,989,000","11,449,000","14,077,000","15,472,000","19,305,000","16,813,000","-703,000","4,568,000","7,050,000","5,014,000","6,476,000","9,101,000","11,281,000","9,963,000","37,772,000","22,668,000","18,817,000","17,452,000","22,204,000","25,345,000","29,885,000","34,807,000","34,305,000","36,678,000","39,964,000","10,070,000"
		CapitalStock,"289,000","285,000","271,000","237,000","231,000","227,000","221,000","213,000","132,000","129,000","112,000","106,000","91,000","89,000","87,000","85,000","84,000","78,000","76,000","75,000","74,000","72,000","72,000","71,000","69,000","68,000","69,000","43,000"
			PreferredStock,"0","0","0","0",,,,,,,,,"0","0","0","0",,,,,,,,,,,,
			CommonStock,"289,000","285,000","271,000","237,000","231,000","227,000","221,000","213,000","132,000","129,000","112,000","106,000","91,000","89,000","87,000","85,000","84,000","78,000","76,000","75,000","74,000","72,000","72,000","71,000","69,000","68,000","69,000","43,000"
		AdditionalPaidInCapital,"130,612,000","127,776,000","117,686,000","87,553,000","85,898,000","84,499,000","83,041,000","81,128,000","58,052,000","56,547,000","52,142,000","50,580,000","48,622,000","47,747,000","46,459,000","44,552,000","42,796,000","39,552,000","38,081,000","37,568,000","37,322,000","36,364,000","36,387,000","36,134,000","35,332,000","34,806,000","35,467,000","8,085,000"
		RetainedEarnings,"-19,150,000","-52,306,000","-66,863,000","-76,313,000","-74,286,000","-71,484,000","-66,249,000","-66,777,000","-61,124,000","-54,339,000","-47,692,000","-48,114,000","-44,695,000","-41,328,000","-37,955,000","-37,474,000","-7,503,000","-18,203,000","-20,631,000","-21,441,000","-16,571,000","-12,612,000","-8,068,000","-2,801,000","-2,660,000","-55,000","2,275,000","-130,000"
		GainsLossesNotAffectingRetainedEarnings,"-158,000","-155,000","-105,000","-28,000","2,234,000","2,230,000","2,292,000","2,249,000","2,237,000","2,231,000","2,488,000","2,442,000","2,458,000","2,593,000","2,690,000","2,800,000","2,395,000","1,241,000","1,291,000","1,250,000","1,379,000","1,521,000","1,494,000","1,403,000","1,564,000","1,859,000","2,153,000","2,072,000"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,"1,250,000","1,393,000","1,519,000","1,492,000","1,468,000","1,577,000","1,920,000","2,153,000","2,072,000"
			OtherEquityAdjustments,"-158,000","-155,000","-105,000","-28,000","2,234,000","2,230,000","2,292,000","2,249,000","2,237,000","2,231,000","2,488,000","2,442,000","2,458,000",,,,,,,,"-14,000","2,000","2,000","-65,000","-13,000","-61,000",,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,200,000"
	MinorityInterest,,,"0","0","-21,000","-19,000","-20,000","-19,000","-20,000","-18,000","-21,000","-20,000","-22,000",,,,,,,,,,,,,,,
TotalCapitalization,"111,593,000","75,600,000","50,989,000","11,449,000","15,103,000","15,472,000","19,305,000","22,923,000","5,259,000","8,359,000","7,050,000","5,014,000","6,476,000","9,101,000","11,281,000","9,963,000","37,772,000","22,668,000","18,817,000","17,452,000","22,204,000","25,345,000","29,885,000","34,807,000","34,602,000","37,069,000","40,077,000","10,206,000"
CommonStockEquity,"111,593,000","75,600,000","50,989,000","11,449,000","14,077,000","15,472,000","19,305,000","16,813,000","-703,000","4,568,000","7,050,000","5,014,000","6,476,000","9,101,000","11,281,000","9,963,000","37,772,000","22,668,000","18,817,000","17,452,000","22,204,000","25,345,000","29,885,000","34,807,000","34,305,000","36,678,000","39,964,000","10,070,000"
CapitalLeaseObligations,"6,197,000","6,300,000","1,006,000","1,744,000","2,263,000",,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"111,593,000","75,600,000","50,989,000","11,449,000","14,077,000","15,472,000","19,305,000","16,813,000","-703,000","4,568,000","7,050,000","5,014,000","6,476,000","9,101,000","11,281,000","9,963,000","37,498,000","22,394,000","18,543,000","17,178,000","21,930,000","25,345,000","29,885,000","34,807,000","34,305,000","36,678,000","39,964,000","10,070,000"
WorkingCapital,"87,340,000","72,722,000","48,993,000","10,123,000","13,786,000","14,522,000","18,308,000","21,494,000","4,068,000","7,776,000","6,556,000","4,900,000","6,120,000","8,031,000","9,827,000","7,299,000","33,362,000","20,370,000","17,323,000","15,342,000","18,944,000","21,974,000","25,952,000","28,752,000","30,400,000","31,016,000","36,885,000","7,895,000"
InvestedCapital,"111,593,000","75,600,000","50,989,000","14,528,000","15,756,000","15,472,000","25,415,000","22,923,000","5,259,000","8,359,000","7,827,000","6,115,000","7,884,000","9,101,000","11,281,000","9,963,000","37,772,000","22,668,000","18,817,000","17,452,000","22,204,000","25,345,000","29,885,000","34,807,000","34,745,000","37,221,000","40,163,000","14,979,000"
TangibleBookValue,"111,593,000","75,600,000","50,989,000","11,449,000","14,077,000","15,472,000","19,305,000","16,813,000","-703,000","4,568,000","7,050,000","5,014,000","6,476,000","9,101,000","11,281,000","9,963,000","37,498,000","22,394,000","18,543,000","17,178,000","21,930,000","25,345,000","29,885,000","34,807,000","34,305,000","36,678,000","39,964,000","10,070,000"
TotalDebt,"6,197,000","6,300,000","1,006,000","4,823,000","3,942,000",,"6,110,000","6,110,000","5,962,000","3,791,000","777,000","1,101,000","1,408,000",,,,,,,,,,,,"440,000","543,000","199,000","4,909,000"
NetDebt,,,,,,,,,"5,023,000",,,,,,,,,,,,,,,,,,,"3,733,000"
ShareIssued,"28,995,000","28,539,000","27,120,000","23,725,228","23,107,000","22,669,000","22,143,000","21,340,000","13,216,000","12,857,000","11,203,000","10,599,000","9,135,000","8,932,000","8,664,000","8,496,000","8,402,720","7,833,461","7,630,000","7,482,000","7,389,000","7,157,000","7,184,000","7,116,000","6,906,000","6,756,000","6,917,000","6,829,000"
OrdinarySharesNumber,"28,995,000","28,539,000","27,120,000","23,725,228","23,107,000","22,669,000","22,143,000","21,340,000","13,216,000","12,857,000","11,203,000","10,599,000","9,135,000","8,932,000","8,664,000","8,496,000","8,402,720","7,833,461","7,630,000","7,482,000","7,389,000","7,157,000","7,184,000","7,116,000","6,906,000","6,756,000","6,917,000","6,829,000"
